cluster_id,anchor_index,n_samples,class_0,class_1,mi_mean_all,mi_mean_top30,mi_mean_rest,mi_delta_top30_rest,mi_ratio_top30_all,acc_top30,f1_top30,top30_features
0,10425,100,99,1,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,1.0,,,"['n_api_calls', 'perm_android.permission.GET_TASKS', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'n_urls', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'n_used_permissions', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_android.permission.SEND_SMS', 'n_permissions', 'suspicious_getSubscriberId', 'intent_android.intent.action.USER_PRESENT', 'perm_android.permission.CHANGE_NETWORK_STATE', 'perm_android.permission.WRITE_SETTINGS', 'perm_android.permission.READ_SMS', 'perm_android.permission.WRITE_SMS', 'suspicious_getSystemService', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'perm_android.permission.READ_LOGS', 'suspicious_Base64', 'perm_android.permission.RECEIVE_SMS', 'suspicious_Ldalvik/system/PathClassLoader;', 'suspicious_getPackageInfo', 'intent_android.intent.action.PACKAGE_ADDED', 'perm_android.permission.ACCESS_WIFI_STATE', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_com.android.launcher.permission.READ_SETTINGS', 'intent_android.intent.action.PACKAGE_REMOVED', 'suspicious_getExternalStorageDirectory']"
1,60428,100,67,33,0.023175850860357297,0.14890816607347165,0.01928722255479706,0.1296209435186746,6.425143437912854,0.7333333333333333,0.6666666666666666,"['suspicious_getCellLocation', 'intent_com.qihoo.appstore.stablenotification.NewsBroadcastReceiver', 'intent_com.google.android.c2dm.intent.REGISTRATION', 'suspicious_getCellSignalStrength', 'suspicious_getSubscriberId', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_android.permission.GET_TASKS', 'intent_com.qihoo.sdkplugging.host.proxy.activity.VIEW', 'n_permissions', 'intent_android.intent.action.SEND_TO_KPSH', 'perm_com.google.android.c2dm.permission.RECEIVE', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_com.aspire.mm.permission.READ_SETTINGS', 'suspicious_Ljava/lang/System;->load', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'perm_android.permission.ACCESS_WIFI_STATE', 'perm_android.permission.RECEIVE_SMS', 'perm_android.permission.INSTALL_PACKAGES', 'intent_android.provider.Telephony.WAP_PUSH_DELIVER', 'suspicious_getWifiState', 'perm_android.permission.BAIDU_LOCATION_SERVICE', 'perm_com.facebook.katana.permission.CROSS_PROCESS_BROADCAST_MANAGER', 'perm_qiku.permission.RECEIVE_ACTIVITY_RESUMED', 'perm_com.sec.android.permission.LAUNCH_PERSONAL_PAGE_SERVICE', 'perm_com.android.launcher.permission.UNINSTALL_SHORTCUT', 'perm_android.permission.CHANGE_NETWORK_STATE', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.ig', 'intent_com.kingroot.master.action.TRAFFIC_STATISTICS', 'intent_com.tencent.android.tpush.action.INTERNAL_PUSH_MESSAGE']"
2,44684,100,96,4,0.007349548091476736,0.0966496203941749,0.004587690185207719,0.09206193020896719,13.150416759128277,1.0,1.0,"['suspicious_getSimCountryIso', 'intent_android.intent.action.MAIN', 'suspicious_Ljava/lang/Runtime;->exec', 'perm_android.permission.ACCESS_NETWORK_STATE', 'suspicious_getPackageInfo', 'suspicious_getCellSignalStrength', 'perm_android.permission.READ_PHONE_STATE', 'suspicious_getCellLocation', 'perm_com.sec.android.provider.badge.permission.READ', 'suspicious_getSubscriberId', 'suspicious_Ljava/lang/System;->load', 'intent_com.qihoo.appstore.checkupdate.NOTIFY_APP_UPDATE', 'perm_android.permission.GET_TASKS', 'perm_android.permission.ACCESS_WIFI_STATE', 'perm_com.htc.launcher.permission.UPDATE_SHORTCUT', 'suspicious_adb_enabled', 'perm_com.sonymobile.home.permission.PROVIDER_ACCESS_MODIFY_CONFIGURATION', 'n_services', 'perm_android.permission.WRITE_EXTERNAL_STORAGE', 'intent_android.intent.action.RESPOND_VIA_MESSAGE', 'intent_com.kingroot.master.action.NAIN_EXIT_NOTIFY', 'n_permissions', 'suspicious_getDeviceId', 'intent_download.service.action', 'perm_ANDROID.PERMISSION.SEND_SMS', 'intent_android.net.wifi.PICK_WIFI_WORK', 'intent_android.intent.action.SEND_MULTIPLE', 'intent_com.google.vr.vrcore.ACTION_NONE', 'perm_com.sonyericsson.home.WRITE_SETTINGS', 'suspicious_getSystemService']"
3,47369,100,100,0,0.0,0.0,0.0,0.0,0.0,,,[]
4,21917,100,90,10,0.012469132836025947,0.08497504460622211,0.010226681956535345,0.07474836264968676,6.814831931272024,0.8666666666666667,0.3333333333333333,"['perm_android.permission.CHANGE_WIMAX_STATE', 'perm_android.permission.READ_PHONE_STATE', 'intent_com.urbanairship.push.OPENED', 'perm_android.permission.CHANGE_WIFI_STATE', 'suspicious_getSubscriberId', 'intent_cn.egame.terminal.sdk.SERVICE_CMD', 'intent_com.qihoo.hongbao.LOGIN', 'perm_com.google.android.c2dm.permission.RECEIVE', 'perm_com.zte.mifavor.launcher.permission.WRITE_SETTINGS', 'intent_show_cpuad', 'perm_android.permission.SEND_SMS', 'intent_com.huawei.android.push.intent.REGISTRATION', 'intent_com.excelliance.open.action.gameverchk', 'perm_com.sonymobile.home.permission.PROVIDER_ACCESS_MODIFY_CONFIGURATION', 'n_providers', 'perm_android.permission.READ_INTERNAL_STORAGE', 'intent_android.intent.action.ACTION_POWER_DISCONNECTED', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'intent_com.baidu.autoupdatesdk.ACTION_AS_DOWNLOAD_COMPLETE', 'intent_com.meizu.flyme.push.intent.UNREGISTER.FEEDBACK', 'intent_com.kingroot.common.ACTION_SWITCH_IN_DESKTOP', 'intent_com.excelliance.dualaid.b64.action.update.done', 'perm_com.meizu.flyme.push.permission.RECEIVE', 'perm_android.permission.BROADCAST_PACKAGE_REPLACED', 'intent_com.qihoo.appstore.ACTION_UPDATE_LAST_WX_CLEAR', 'perm_com.android.browser.permission.WRITE_HISTORY_BOOKMARKS', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'perm_com.sonyericsson.home.permission.BROADCAST_BADGE', 'intent_com.mobiletool.appstore.highspeed', 'intent_com.qihoo.appstore.ACTION_WX_CLEAR']"
5,57377,100,90,10,0.01152384650927419,0.08370339487450582,0.00929148934333919,0.07441190553116662,7.263494424985858,0.9,0.0,"['perm_android.permission.READ_INSTALL_SESSIONS', 'perm_android.permission.READ_SYNC_STATS', 'suspicious_getSubscriberId', 'intent_com.igexin.sdk.action.service.message', 'suspicious_Ldalvik/system/DexClassLoader;', 'intent_android.intent.action.ACTION_POWER_CONNECTED', 'intent_com.kingroot.master.action.TRAFFIC_STATISTICS', 'intent_com.qihoo360.mobilesafe.pcdaemon.sms.restore.start', 'perm_android.permission.READ_OWNER_DATA', 'intent_com.sogou.passport.service.upload', 'intent_com.onesignal.NotificationExtender', 'intent_android.intent.action.RESPOND_VIA_MESSAGE', 'intent_show_setting_page', 'perm_com.android.launcher3.permission.READ_SETTINGS', 'intent_com.google.android.c2dm.intent.RECEIVE', 'intent_com.qihoo.appstore.battery.STOP', 'intent_com.qihoo.appstore.NOTIFY_DELETE', 'n_used_permissions', 'intent_com.qihoo.appstore.notification.notify_action', 'intent_com.tencent.android.tpush.action.INTERNAL_PUSH_MESSAGE', 'n_receivers', 'intent_cn.xiaoneng.xpush.service', 'perm_com.huawei.launcher2.permission.WRITE_SETTINGS', 'perm_android.permission.ACCESS_WIMAX_STATE', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'perm_com.xiaomi.permission.AUTH_SERVICE', 'intent_android.intent.action.MAIN', 'intent_com.google.android.gms.analytics.ANALYTICS_DISPATCH', 'perm_com.sonyericsson.homescreen.permission.READ_SETTINGS', 'intent_com.excelliance.kxqp.action.explore']"
6,72083,100,100,0,0.0,0.0,0.0,0.0,0.0,,,[]
7,488,100,99,1,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,1.0,,,"['n_api_calls', 'perm_android.permission.GET_TASKS', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'n_urls', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'n_used_permissions', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_android.permission.SEND_SMS', 'n_permissions', 'suspicious_getSubscriberId', 'intent_android.intent.action.USER_PRESENT', 'perm_android.permission.CHANGE_NETWORK_STATE', 'perm_android.permission.WRITE_SETTINGS', 'perm_android.permission.READ_SMS', 'perm_android.permission.WRITE_SMS', 'suspicious_getSystemService', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'perm_android.permission.READ_LOGS', 'suspicious_Base64', 'perm_android.permission.RECEIVE_SMS', 'suspicious_Ldalvik/system/PathClassLoader;', 'suspicious_getPackageInfo', 'intent_android.intent.action.PACKAGE_ADDED', 'perm_android.permission.ACCESS_WIFI_STATE', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_com.android.launcher.permission.READ_SETTINGS', 'intent_android.intent.action.PACKAGE_REMOVED', 'suspicious_getExternalStorageDirectory']"
8,19967,100,98,2,0.008670695349629439,0.08133542914067252,0.006423332448875527,0.07491209669179699,9.380496703087205,1.0,1.0,"['perm_android.permission.PACKAGE_USAGE_STATS', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'perm_android.permission.ACCESS_WIFI_STATE', 'n_api_calls', 'suspicious_getSubscriberId', 'n_receivers', 'perm_android.permission.WRITE_EXTERNAL_STORAGE', 'suspicious_getPackageInfo', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'perm_android.permission.CHANGE_WIFI_STATE', 'suspicious_Base64', 'intent_android.intent.action.BOOT_COMPLETED', 'perm_android.permission.ACCESS_COARSE_LOCATION', 'intent_android.intent.action.MAIN', 'perm_android.permission.ACCESS_NETWORK_STATE', 'intent_android.intent.action.PACKAGE_ADDED', 'suspicious_Cipher', 'suspicious_getExternalStorageDirectory', 'suspicious_getCellLocation', 'perm_com.android.launcher3.permission.WRITE_SETTINGS', 'suspicious_Ljava/lang/System;->loadLibrary', 'perm_android.permission.GET_TASKS', 'suspicious_getSystemService', 'perm_android.permission.READ_EXTERNAL_STORAGE', 'suspicious_getDeviceId', 'intent_action_send_cancel', 'intent_aspire.iap.SMS_SEND_ACTIOIN', 'intent_com.qihoo.appstore.launcher.shortcut.APP_GROUP', 'perm_com.xiaomi.sdk.permission.PAYMENT', 'intent_com.qihoo.appstore.ACTION_GET_DOWNLOAD_APK_PATH']"
9,63025,100,100,0,0.0,0.0,0.0,0.0,0.0,,,[]
