perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_permissions,n_api_calls,perm_android_permission_WRITE_SETTINGS,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_READ_LOGS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,suspicious_setWifiEnabled,perm_android_permission_GET_TASKS,perm_android_permission_CHANGE_WIFI_STATE,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_getSubscriberId,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_com_google_android_c2dm_intent_RECEIVE,intent_com_android_vending_INSTALL_REFERRER,perm_android_permission_READ_PHONE_STATE,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,intent_android_intent_action_USER_PRESENT,perm_android_permission_CHANGE_NETWORK_STATE,intent_com_google_firebase_MESSAGING_EVENT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,suspicious_getWifiState,n_urls,n_activities,perm_android_permission_DISABLE_KEYGUARD,intent_com_igexin_sdk_action_refreshls,perm_com_android_launcher_permission_READ_SETTINGS,perm_android_permission_RESTART_PACKAGES,perm_android_permission_SEND_SMS,label
1,112,69,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,256,129,1,0,1,1,0,1
1,112,69,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,256,129,1,0,1,1,0,1
1,112,69,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,256,129,1,0,1,1,0,1
1,112,69,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,256,129,1,0,1,1,0,1
1,112,69,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,256,129,1,0,1,1,0,1
1,112,69,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,256,129,1,0,1,1,0,1
1,112,69,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,256,129,1,0,1,1,0,1
1,112,69,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,256,129,1,0,1,1,0,1
1,32,49,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,283,101,1,0,0,0,0,0
1,40,61,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,187,82,1,0,1,1,1,1
1,34,61,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,140,118,0,0,0,1,0,1
1,42,51,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,208,77,0,1,1,0,1,1
0,19,29,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,132,151,0,0,0,0,1,0
1,41,56,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,166,91,0,1,1,0,1,1
1,34,61,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,139,118,0,0,0,1,0,1
1,31,30,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,303,129,1,1,0,0,0,1
1,46,59,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,279,95,1,0,0,1,1,1
0,12,36,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,180,91,0,0,0,0,0,1
1,36,45,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,224,269,0,0,1,1,0,0
0,11,28,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,174,97,0,0,0,0,0,0
1,27,77,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,148,107,1,0,0,0,1,1
0,12,38,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,231,81,0,0,0,0,0,0
1,41,57,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,199,76,0,1,1,0,1,1
1,55,82,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,291,107,1,0,1,1,0,1
0,40,44,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,164,92,0,0,0,0,0,0
1,46,65,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,305,221,0,0,1,1,0,1
0,41,47,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,164,91,0,0,0,0,0,0
0,23,25,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,242,86,0,0,0,0,1,0
0,18,18,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,160,107,0,0,0,0,1,0
1,32,59,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,155,95,0,1,0,1,0,1
1,10,23,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,304,139,0,0,0,0,0,0
0,24,54,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,139,114,0,0,1,0,0,0
1,23,64,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,171,85,0,0,0,0,0,1
1,26,59,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,126,132,0,0,0,1,1,1
0,43,42,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,163,91,0,0,0,0,0,0
1,26,23,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,130,141,0,0,0,1,0,1
0,12,45,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,221,77,0,0,0,0,0,0
1,74,70,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,276,251,1,0,1,1,1,1
1,31,51,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,195,74,0,0,0,0,0,0
1,35,67,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,168,84,0,0,0,0,1,1
0,24,50,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,266,267,0,0,0,0,0,0
1,31,85,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,120,154,1,0,0,0,1,1
0,38,45,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,299,111,0,0,0,0,0,0
0,16,41,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,135,122,0,0,0,0,0,1
1,30,58,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,265,80,0,0,0,1,1,1
1,38,51,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,298,110,0,0,0,0,0,1
0,10,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,247,88,0,0,0,0,0,0
1,32,62,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,155,92,1,0,1,1,0,1
1,16,54,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,200,74,0,0,0,0,0,1
1,27,79,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,161,90,1,0,0,0,1,1
1,120,49,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,271,148,1,0,1,1,0,1
1,120,49,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,271,148,1,0,1,1,0,1
1,32,54,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,182,76,0,0,0,1,1,1
0,58,59,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,305,183,0,1,1,0,0,0
0,25,50,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,129,122,1,0,0,0,0,0
1,27,79,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,161,89,1,0,0,0,1,1
1,27,79,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,161,89,1,0,0,0,1,1
1,120,49,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,273,149,1,0,1,1,0,1
1,120,49,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,273,149,1,0,1,1,0,1
0,8,29,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,153,105,0,0,0,0,0,0
1,34,74,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,224,69,1,0,0,1,1,1
1,32,33,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,320,149,1,1,0,0,0,1
1,46,59,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,290,95,1,0,0,1,1,1
1,46,59,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,290,95,1,0,0,1,1,1
1,46,88,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,190,78,1,0,0,1,0,1
1,33,61,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,124,126,0,0,0,0,1,1
1,29,35,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,152,96,0,1,0,0,0,1
0,13,36,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,174,85,0,0,0,0,0,0
1,120,49,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,271,141,1,0,1,1,0,1
1,120,49,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,271,141,1,0,1,1,0,1
1,120,49,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,271,141,1,0,1,1,0,1
1,120,49,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,271,141,1,0,1,1,0,1
1,33,42,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,123,131,0,0,1,0,0,0
1,28,28,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,154,97,0,0,0,1,0,1
0,43,61,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,222,263,0,0,1,0,0,0
1,52,96,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,274,90,1,0,1,1,0,1
1,30,51,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,195,70,1,0,0,0,0,0
0,29,38,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,154,92,0,0,1,0,0,0
1,106,63,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,279,117,1,0,1,1,0,1
1,106,63,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,279,117,1,0,1,1,0,1
1,106,63,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,279,117,1,0,1,1,0,1
1,106,63,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,279,117,1,0,1,1,0,1
1,106,63,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,279,117,1,0,1,1,0,1
0,21,33,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,211,72,1,0,0,0,0,0
0,43,49,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,128,195,1,0,0,0,0,0
1,33,51,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,189,71,1,0,0,0,0,1
0,16,29,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,282,94,0,0,0,0,0,0
1,38,54,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,274,80,0,0,0,1,1,0
1,33,29,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,249,74,1,0,0,1,0,1
1,32,54,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,240,67,0,0,0,1,0,0
0,50,30,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,116,176,0,0,0,0,0,0
1,31,75,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,120,130,1,0,0,0,1,0
1,36,44,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,117,140,0,0,0,1,1,0
0,17,31,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,243,73,0,0,0,0,0,0
1,35,27,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,216,281,1,0,0,0,1,0
1,89,73,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,187,84,0,0,1,1,1,1
1,107,63,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,284,118,1,0,1,1,0,1
0,12,39,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,198,73,0,0,0,0,0,0
1,33,37,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,184,72,0,0,0,1,0,1
0,21,48,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,271,94,0,0,0,0,0,0
1,89,76,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,195,81,0,0,1,1,1,1
1,52,51,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,170,76,0,0,1,0,1,1
0,25,57,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,205,64,0,0,0,0,0,1
0,25,57,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,205,64,0,0,0,0,0,1
0,25,57,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,205,64,0,0,0,0,0,1
1,48,52,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,117,131,0,0,1,1,1,1
1,20,35,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,210,67,0,0,0,0,0,1
0,5,27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,186,79,0,0,0,0,0,1
1,76,51,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,196,71,1,0,1,1,1,1
1,25,64,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,230,63,0,0,0,0,0,0
0,37,37,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,173,76,0,0,0,0,0,0
0,37,37,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,173,76,0,0,0,0,0,0
1,42,64,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,199,65,1,0,1,1,0,1
0,31,28,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,181,75,1,0,0,0,0,0
0,35,18,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,155,257,0,0,0,0,0,0
0,51,51,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,171,269,0,0,1,0,0,0
0,35,18,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,154,257,0,0,0,0,0,0
1,32,34,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,316,122,1,1,1,0,1,1
1,32,34,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,316,122,1,1,1,0,1,1
0,36,16,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,155,257,0,0,0,0,0,0
1,28,72,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,243,64,0,0,0,0,0,1
1,57,77,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,203,282,1,0,0,1,0,1
1,32,51,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,120,120,0,0,0,0,1,1
1,17,28,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,211,68,0,0,0,0,0,0
1,42,40,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,108,166,1,1,0,0,1,1
1,55,66,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,183,280,1,0,0,1,0,1
0,28,38,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,156,83,0,0,0,0,0,0
0,28,38,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,156,83,0,0,0,0,0,0
1,17,58,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,210,62,0,0,0,0,0,1
1,33,56,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,168,72,1,1,0,0,0,1
1,23,68,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,149,85,0,0,0,0,0,0
0,17,45,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,163,81,0,0,0,0,0,0
1,76,51,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,191,69,1,0,1,1,1,1
1,76,51,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,191,69,1,0,1,1,1,1
1,24,37,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,184,68,0,0,0,0,0,1
1,40,55,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,214,60,1,1,1,0,1,1
0,18,22,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,181,75,1,0,0,0,0,0
1,50,107,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,322,191,1,1,0,1,1,1
1,29,29,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,243,66,1,0,0,0,0,1
1,45,32,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,331,174,0,0,0,1,0,0
1,29,29,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,243,66,1,0,0,0,0,1
1,86,72,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,177,80,0,0,1,1,1,1
0,21,58,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,170,71,0,0,0,0,0,1
0,26,52,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,172,72,0,0,0,0,0,0
1,26,56,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,155,79,1,0,0,0,1,1
1,31,32,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,179,70,0,1,1,1,0,1
1,29,55,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,202,60,1,0,0,0,0,0
0,21,58,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,171,70,0,0,0,0,0,1
0,57,61,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,212,72,0,0,0,0,0,0
1,39,31,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,209,62,1,0,0,0,0,1
0,21,58,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,168,71,0,0,0,0,0,1
0,8,46,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,196,65,0,0,0,0,0,0
1,25,61,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,118,117,0,0,0,0,0,0
1,29,42,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,134,253,0,0,0,0,1,1
1,39,41,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,128,247,0,0,0,1,0,0
0,24,46,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,126,107,0,0,0,0,0,0
1,39,48,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,131,98,1,0,0,1,1,1
1,21,53,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,191,62,0,1,0,0,0,1
1,25,51,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,166,71,1,0,0,0,0,1
0,23,32,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,207,62,0,0,0,0,0,0
0,13,20,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,180,75,0,0,0,0,0,0
1,41,43,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,121,112,0,0,1,1,1,1
1,25,62,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,147,82,0,0,0,0,0,1
1,25,62,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,147,82,0,0,0,0,0,1
0,12,47,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,219,60,0,0,0,0,0,0
1,45,34,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,163,75,0,0,0,1,0,1
0,11,16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,237,70,0,0,0,0,0,0
1,88,27,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,182,79,0,0,1,1,0,0
0,30,26,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,188,66,0,0,1,1,0,1
0,24,68,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,118,115,0,0,1,0,1,1
0,19,31,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,134,100,0,0,0,0,0,0
1,35,46,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,116,117,1,0,1,1,1,1
0,25,41,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,140,101,0,0,0,0,0,0
0,11,32,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,202,64,0,0,0,0,0,0
0,11,32,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,202,64,0,0,0,0,0,0
0,11,32,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,202,64,0,0,0,0,0,0
0,11,32,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,202,64,0,0,0,0,0,0
0,11,32,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,202,64,0,0,0,0,0,0
0,11,32,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,202,64,0,0,0,0,0,0
0,11,32,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,202,64,0,0,0,0,0,0
0,11,32,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,202,64,0,0,0,0,0,0
0,11,32,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,202,64,0,0,0,0,0,0
1,38,26,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,145,262,0,1,1,1,0,1
0,11,30,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,204,64,0,0,0,0,0,0
0,11,30,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,204,64,0,0,0,0,0,0
0,11,30,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,204,64,0,0,0,0,0,0
1,29,61,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,202,56,0,0,0,0,1,1
0,9,45,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,261,68,0,0,0,0,0,0
1,37,31,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,337,176,1,0,0,0,1,1
0,34,45,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,120,238,0,0,0,1,1,0
1,30,62,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,207,55,0,0,0,0,0,1
1,42,60,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,313,99,1,0,0,1,0,1
1,47,73,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,285,76,0,0,0,0,0,0
1,27,79,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,160,72,1,1,0,1,0,1
1,47,73,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,285,76,0,0,0,0,0,0
1,35,20,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,129,242,0,1,1,0,0,1
1,99,42,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,141,220,1,0,1,0,0,0
0,16,50,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,189,63,0,0,0,0,0,0
0,11,44,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,179,66,0,0,0,0,0,0
1,39,25,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,333,149,1,0,0,0,1,1
1,31,59,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,135,88,1,0,1,1,0,1
1,31,59,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,135,88,1,0,1,1,0,1
1,31,59,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,135,88,1,0,1,1,0,1
0,28,37,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,151,78,0,0,0,0,0,0
0,20,38,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,107,139,0,0,0,0,0,1
0,18,27,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,163,79,0,0,0,0,0,0
1,32,64,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,162,67,0,0,0,1,0,1
1,76,51,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,173,68,1,0,1,1,1,1
1,112,70,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,296,120,1,0,1,1,0,1
1,33,33,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,187,60,1,0,0,1,1,1
1,41,34,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,112,122,1,0,0,0,1,1
1,23,25,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,156,78,0,1,1,1,0,1
0,22,61,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,146,78,0,0,0,0,0,0
0,9,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,158,74,0,0,0,0,0,0
1,27,45,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,163,68,0,0,1,1,0,1
1,22,31,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,105,147,0,0,0,0,0,0
