perm_android_permission_DEVICE_POWER,perm_android_permission_CLEAR_APP_CACHE,perm_android_permission_PROCESS_OUTGOING_CALLS,n_permissions,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_DISABLE_KEYGUARD,perm_com_android_launcher_permission_READ_SETTINGS,intent_com_morgoo_droidplugin_ACTION_SHORTCUT_PROXY,perm_com_android_launcher_permission_WRITE_SETTINGS,perm_android_permission_INSTALL_PACKAGES,perm_com_android_launcher2_permission_READ_SETTINGS,perm_android_permission_READ_LOGS,perm_android_permission_BATTERY_STATS,n_providers,n_api_calls,perm_android_permission_SET_WALLPAPER,perm_cn_nubia_launcher_permission_READ_SETTINGS,perm_android_permission_REORDER_TASKS,n_activities,n_services,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_DELETE_PACKAGES,perm_android_permission_WRITE_CALL_LOG,perm_android_permission_ACCESS_CACHE_FILESYSTEM,perm_android_permission_WRITE_SMS,perm_android_permission_READ_CALL_LOG,perm_android_permission_WRITE_MEDIA_STORAGE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_GET_PACKAGE_SIZE,perm_android_permission_CHANGE_CONFIGURATION,label
0,0,0,37,1,0,1,0,0,0,0,1,0,13,60,0,0,0,351,39,1,0,0,0,0,0,0,1,0,0,1
0,0,0,39,1,0,1,0,0,0,0,1,0,13,63,0,0,0,360,40,1,0,0,0,0,0,0,1,0,0,1
0,0,0,39,1,0,1,0,0,0,0,1,0,13,63,0,0,0,361,39,1,0,0,0,0,0,0,1,0,0,1
1,1,0,131,1,1,1,0,0,1,1,1,1,27,63,0,0,1,561,62,1,1,1,1,0,1,0,1,1,1,0
0,1,1,143,1,1,1,0,1,0,0,1,1,9,61,1,0,1,300,13,1,0,1,0,1,1,0,1,1,1,1
0,0,0,38,1,0,1,0,0,0,0,1,0,13,63,0,0,0,359,40,1,0,0,0,0,0,0,1,0,0,1
0,1,1,174,1,1,1,1,1,0,1,1,1,12,26,1,0,1,296,20,1,0,1,0,1,1,0,1,1,1,1
0,0,0,31,1,1,1,1,0,0,0,1,0,9,65,0,0,1,317,26,1,0,0,0,0,0,0,0,0,0,1
0,0,0,31,1,1,1,1,0,0,0,1,0,9,65,0,0,1,317,26,1,0,0,0,0,0,0,0,0,0,1
0,0,0,31,1,1,1,1,0,0,0,1,0,9,65,0,0,1,317,26,1,0,0,0,0,0,0,0,0,0,1
0,0,0,31,1,1,1,1,0,0,0,1,0,9,68,0,0,1,317,25,1,0,0,0,0,0,0,0,0,0,1
0,0,0,31,1,1,1,1,0,0,0,1,0,9,63,0,0,1,318,26,1,0,0,0,0,0,0,0,0,0,1
0,0,0,31,1,1,1,1,0,0,0,1,0,9,63,0,0,1,315,26,1,0,0,0,0,0,0,0,0,0,1
0,0,0,32,0,1,0,0,0,0,0,1,0,1,101,0,0,0,330,9,1,0,0,0,0,0,0,1,0,0,0
0,0,0,31,1,1,1,1,0,0,0,1,0,9,63,0,0,1,316,26,1,0,0,0,0,0,0,0,0,0,1
0,0,0,31,1,1,1,1,0,0,0,1,0,9,63,0,0,1,316,26,1,0,0,0,0,0,0,0,0,0,1
0,0,0,31,1,1,1,1,0,0,0,1,0,9,63,0,0,1,316,26,1,0,0,0,0,0,0,0,0,0,1
0,0,0,31,1,1,1,1,0,0,0,1,0,9,63,0,0,1,316,26,1,0,0,0,0,0,0,0,0,0,1
0,0,0,31,1,1,1,1,0,0,0,1,0,9,63,0,0,1,316,26,1,0,0,0,0,0,0,0,0,0,1
0,0,0,31,1,1,1,1,0,0,0,1,0,9,63,0,0,1,316,26,1,0,0,0,0,0,0,0,0,0,1
0,0,0,57,1,1,0,1,0,0,0,1,1,18,77,0,0,0,282,28,1,0,0,0,0,0,0,1,0,1,1
0,0,0,31,1,1,1,1,0,0,0,1,0,9,63,0,0,1,315,26,1,0,0,0,0,0,0,0,0,0,1
0,0,0,31,1,1,1,1,0,0,0,1,0,9,63,0,0,1,315,26,1,0,0,0,0,0,0,0,0,0,1
1,1,1,207,1,1,1,0,1,1,1,1,1,33,76,1,1,1,348,33,1,1,1,1,1,1,1,1,1,1,1
0,0,0,14,0,0,0,0,0,0,0,0,0,3,18,0,0,0,362,11,0,0,0,0,0,0,0,0,0,0,0
0,0,0,55,1,1,0,1,0,0,0,1,1,17,66,0,0,0,280,25,1,0,0,0,0,0,0,1,0,1,1
0,0,0,22,0,0,0,0,0,0,0,0,0,4,30,0,0,0,489,9,1,0,0,0,0,0,0,0,0,1,0
0,0,0,39,1,0,1,0,1,0,0,0,0,4,31,0,0,0,299,19,1,0,0,0,0,0,0,0,0,0,1
0,0,0,27,1,0,1,0,0,0,0,1,0,0,54,0,0,0,305,4,1,0,0,0,0,0,0,1,0,0,1
0,0,0,30,0,1,0,0,0,0,0,1,0,4,66,0,0,0,309,12,0,0,0,0,0,0,0,1,0,0,1
0,0,0,39,1,0,1,0,1,0,0,0,0,4,31,0,0,0,288,20,1,0,0,0,0,0,0,0,0,0,1
1,1,1,188,1,1,1,0,1,1,1,1,1,27,59,1,1,1,285,30,1,1,1,1,1,1,1,1,1,1,1
1,1,1,188,1,1,1,0,1,1,1,1,1,27,59,1,1,1,284,30,1,1,1,1,1,1,1,1,1,1,1
0,0,0,55,1,1,0,1,0,0,0,1,1,16,60,0,0,0,277,24,1,0,0,0,0,0,0,1,0,1,1
1,1,1,190,1,1,1,0,1,1,1,1,1,27,55,1,1,1,286,30,1,1,1,1,1,1,1,1,1,1,1
0,1,0,51,1,0,1,0,0,0,0,0,0,15,51,0,0,0,269,38,1,0,0,0,0,0,0,0,1,0,0
1,1,1,210,1,1,1,0,1,1,1,1,1,37,43,1,1,1,437,48,1,1,1,1,1,1,1,1,1,1,1
1,1,1,149,1,1,1,1,1,1,1,1,1,31,78,1,1,1,589,68,1,1,1,1,1,1,1,1,1,1,1
1,1,1,149,1,1,1,1,1,1,1,1,1,31,78,1,1,1,589,68,1,1,1,1,1,1,1,1,1,1,1
1,1,1,149,1,1,1,1,1,1,1,1,1,31,78,1,1,1,589,68,1,1,1,1,1,1,1,1,1,1,1
1,1,1,149,1,1,1,1,1,1,1,1,1,31,78,1,1,1,589,68,1,1,1,1,1,1,1,1,1,1,1
1,1,1,149,1,1,1,1,1,1,1,1,1,31,78,1,1,1,589,68,1,1,1,1,1,1,1,1,1,1,1
1,1,1,149,1,1,1,1,1,1,1,1,1,31,78,1,1,1,589,68,1,1,1,1,1,1,1,1,1,1,1
1,1,1,149,1,1,1,1,1,1,1,1,1,31,78,1,1,1,589,68,1,1,1,1,1,1,1,1,1,1,1
1,1,1,149,1,1,1,1,1,1,1,1,1,31,78,1,1,1,589,68,1,1,1,1,1,1,1,1,1,1,1
1,1,1,149,1,1,1,1,1,1,1,1,1,31,78,1,1,1,589,68,1,1,1,1,1,1,1,1,1,1,1
1,1,1,149,1,1,1,1,1,1,1,1,1,31,78,1,1,1,589,68,1,1,1,1,1,1,1,1,1,1,1
1,1,1,149,1,1,1,1,1,1,1,1,1,32,79,1,1,1,589,68,1,1,1,1,1,1,1,1,1,1,1
1,1,1,149,1,1,1,1,1,1,1,1,1,32,79,1,1,1,589,68,1,1,1,1,1,1,1,1,1,1,1
1,1,1,149,1,1,1,1,1,1,1,1,1,32,79,1,1,1,589,68,1,1,1,1,1,1,1,1,1,1,1
0,0,0,54,1,1,0,1,0,0,0,1,1,12,53,0,0,0,275,24,1,0,0,0,0,0,0,1,0,1,1
0,0,0,46,0,0,0,0,0,0,0,1,0,5,38,0,0,0,345,12,1,0,0,0,0,1,0,1,0,0,0
0,1,0,43,1,0,1,0,0,0,1,0,0,23,61,0,0,0,263,62,1,0,0,0,0,0,0,0,1,0,0
1,1,1,149,1,1,1,1,1,1,1,1,1,32,83,1,1,1,590,68,1,1,1,1,1,1,1,1,1,1,1
0,1,1,151,1,1,1,1,1,1,0,1,1,9,55,1,0,1,289,16,1,1,1,0,1,1,1,1,1,1,1
0,0,0,36,0,0,1,0,0,0,0,0,0,16,45,0,0,0,269,34,1,0,0,0,0,0,0,1,0,1,0
0,0,0,35,0,1,0,0,0,0,0,1,0,1,27,0,0,0,281,2,0,0,0,0,0,0,0,1,0,1,0
0,0,0,63,1,0,1,0,0,0,0,1,0,27,28,0,0,0,571,52,1,0,0,0,1,0,0,1,0,0,0
0,1,1,149,1,1,1,1,1,0,0,1,1,9,69,1,0,1,246,21,1,0,1,0,1,1,0,1,1,1,1
0,0,0,57,1,1,1,0,0,0,0,1,1,27,39,0,0,1,250,28,1,0,0,0,1,1,0,1,0,1,0
0,0,0,32,1,1,0,0,0,0,0,0,0,1,54,0,0,0,281,13,0,0,0,0,0,0,0,1,1,0,1
0,0,1,53,0,0,0,0,0,0,0,0,0,4,36,0,0,1,324,23,1,0,0,0,0,0,0,1,0,1,0
0,1,1,74,1,1,1,0,0,1,0,1,1,2,70,1,0,0,251,29,1,1,0,0,0,0,0,1,1,0,1
0,1,1,147,1,1,1,1,1,1,0,1,1,10,55,1,0,1,294,20,1,0,1,0,1,1,0,1,1,1,1
0,1,1,145,1,1,1,0,1,0,0,1,1,10,30,1,0,1,266,14,1,0,1,0,1,1,0,1,1,1,1
0,0,0,38,1,0,1,0,1,0,0,0,0,1,26,0,0,0,262,17,1,0,0,0,0,0,0,1,0,0,1
0,0,0,24,0,0,0,0,0,0,0,1,0,1,50,1,0,0,267,18,0,0,0,0,0,0,0,0,0,0,0
0,1,1,145,1,1,1,1,1,0,0,1,1,12,44,1,0,1,292,30,1,0,1,0,1,1,0,1,1,1,1
1,1,1,188,1,1,1,0,1,1,1,1,1,27,56,1,1,1,248,29,1,1,1,1,1,1,1,1,1,1,1
0,0,0,51,1,1,1,0,0,0,1,0,0,28,51,1,0,0,562,89,1,0,0,0,0,0,0,0,0,0,0
1,1,1,235,1,1,1,0,1,1,1,1,1,109,37,1,1,1,348,120,1,1,1,1,1,1,1,1,1,1,1
0,0,0,35,0,0,0,0,0,0,0,0,0,2,18,0,0,0,257,11,0,0,0,0,0,0,0,0,0,0,0
0,0,0,36,0,0,0,0,0,0,0,0,0,2,16,0,0,0,257,11,0,0,0,0,0,0,0,0,0,0,0
1,1,1,235,1,1,1,0,1,1,1,1,1,110,39,1,1,1,355,120,1,1,1,1,1,1,1,1,1,1,1
0,0,0,35,0,0,0,0,0,0,0,0,0,2,18,0,0,0,257,11,0,0,0,0,0,0,0,0,0,0,0
1,1,1,202,1,1,1,0,1,1,1,1,1,33,55,1,1,1,234,33,1,1,1,1,1,1,1,1,1,1,1
0,1,1,145,1,1,1,1,1,0,0,1,1,12,44,1,0,1,291,29,1,0,1,0,1,1,0,1,1,1,1
0,0,0,34,1,0,1,0,1,0,0,0,0,1,22,0,0,0,257,18,1,0,0,0,0,0,0,1,0,0,1
0,1,1,147,1,1,1,1,1,0,0,1,1,9,68,1,0,1,265,14,1,0,1,0,1,1,0,1,1,1,1
0,0,0,29,0,0,0,0,0,0,0,0,0,2,42,0,0,0,253,14,1,0,0,0,0,0,0,1,0,0,1
0,0,0,33,0,0,1,0,0,0,0,0,1,3,28,0,0,0,319,7,1,0,0,0,0,0,0,1,0,0,0
0,0,0,36,1,1,1,0,0,0,0,0,0,4,49,0,0,0,268,15,1,0,0,0,0,0,0,1,0,1,0
0,0,0,39,1,0,0,0,0,0,0,1,0,1,41,0,0,0,247,7,1,0,0,0,0,0,0,1,0,0,0
0,0,0,41,1,1,1,1,1,1,0,1,0,11,70,0,0,0,262,17,1,0,0,0,0,0,0,1,0,0,1
0,1,0,99,1,1,1,0,1,0,0,0,1,41,42,0,0,0,220,25,0,0,0,0,0,0,0,1,1,0,0
1,1,1,235,1,1,1,0,1,1,1,1,1,113,28,1,1,1,345,128,1,1,1,1,1,1,1,1,1,0,1
1,1,1,239,1,1,1,0,1,1,1,1,1,112,41,1,1,1,364,127,1,1,1,1,1,1,1,1,1,1,1
1,1,1,231,1,1,1,0,1,1,1,1,1,109,27,1,1,1,326,116,1,1,1,1,1,1,1,1,1,0,1
1,1,1,231,1,1,1,0,1,1,1,1,1,109,27,1,1,1,326,116,1,1,1,1,1,1,1,1,1,0,1
1,1,1,175,1,1,1,0,1,1,1,1,1,114,55,1,1,1,236,24,1,1,1,1,0,1,1,1,1,1,1
0,0,0,56,0,1,0,0,0,0,0,1,1,2,54,0,0,0,217,18,1,0,0,0,1,0,0,1,0,0,0
0,0,1,153,1,1,1,0,1,0,1,1,1,6,0,0,1,1,446,32,1,0,1,0,1,1,0,1,0,1,1
0,0,0,40,1,0,0,0,0,0,0,1,1,2,30,0,0,0,312,22,1,0,0,0,0,0,0,0,0,0,1
0,0,0,35,1,0,1,0,1,0,0,0,0,1,20,0,0,0,242,20,1,0,0,0,0,0,0,1,0,0,1
1,1,1,231,1,1,1,0,1,1,1,1,1,109,27,1,1,1,323,116,1,1,1,1,1,1,1,1,1,0,1
1,1,1,230,1,1,1,0,1,1,1,1,1,107,29,1,1,1,332,114,1,1,1,1,1,1,1,1,1,1,1
1,1,1,230,1,1,1,0,1,1,1,1,1,107,29,1,1,1,332,114,1,1,1,1,1,1,1,1,1,1,1
0,0,0,38,1,0,0,0,0,0,0,1,1,24,72,0,0,1,217,30,1,0,0,0,0,0,0,1,1,1,1
0,0,0,38,1,0,0,0,0,0,0,1,1,24,72,0,0,1,217,30,1,0,0,0,0,0,0,1,1,1,1
0,0,0,38,1,0,0,0,0,0,0,1,1,24,72,0,0,1,217,30,1,0,0,0,0,0,0,1,1,1,1
0,0,0,38,1,0,0,0,0,0,0,1,1,24,72,0,0,1,217,30,1,0,0,0,0,0,0,1,1,1,1
0,0,0,38,1,0,0,0,0,0,0,1,1,24,72,0,0,1,217,30,1,0,0,0,0,0,0,1,1,1,1
0,0,0,38,1,0,0,0,0,0,0,1,1,24,72,0,0,1,217,30,1,0,0,0,0,0,0,1,1,1,1
0,0,0,38,1,0,0,0,0,0,0,1,1,24,72,0,0,1,217,30,1,0,0,0,0,0,0,1,1,1,1
0,0,0,38,1,0,0,0,0,0,0,1,1,24,72,0,0,1,217,30,1,0,0,0,0,0,0,1,1,1,1
0,0,0,42,0,0,0,0,0,0,0,1,0,5,54,0,0,0,218,15,1,0,0,0,0,0,0,1,1,0,0
0,0,0,34,0,0,0,0,0,0,0,1,0,5,45,0,0,0,238,25,1,0,0,0,0,0,0,0,0,1,0
1,1,1,239,1,1,1,0,1,1,1,1,1,113,25,1,1,1,366,127,1,1,1,1,1,1,1,1,1,1,1
1,1,1,239,1,1,1,0,1,1,1,1,1,113,25,1,1,1,366,127,1,1,1,1,1,1,1,1,1,1,1
1,1,1,185,1,1,1,0,1,1,1,1,1,51,39,1,1,1,229,15,1,1,1,1,1,1,1,1,1,1,1
1,1,1,231,1,1,1,0,1,1,1,1,1,108,29,1,1,1,321,115,1,1,1,1,1,1,1,1,1,0,1
1,1,1,239,1,1,1,0,1,1,1,1,1,113,26,1,1,1,374,128,1,1,1,1,1,1,1,1,1,1,1
1,1,1,194,1,1,1,0,1,1,1,1,1,54,90,1,1,1,224,22,1,1,1,1,1,1,1,1,1,1,1
1,1,1,239,1,1,1,0,1,1,1,1,1,113,27,1,1,1,385,129,1,1,1,1,1,1,1,1,1,1,1
0,0,0,39,1,0,0,0,0,0,0,1,1,1,31,0,0,0,306,18,1,0,0,0,0,0,0,0,0,0,1
0,0,0,66,1,0,1,0,0,0,0,1,1,7,0,0,0,1,380,30,1,0,0,0,1,1,0,1,0,1,1
0,0,0,15,1,0,0,1,0,0,0,0,0,11,28,0,0,0,268,12,0,0,0,0,0,0,0,1,0,0,1
0,0,0,20,0,0,0,0,0,0,0,0,0,8,24,0,0,0,280,17,0,0,0,0,0,0,0,0,0,0,0
0,0,1,51,1,1,1,0,0,0,0,1,0,3,77,0,0,1,212,17,1,0,0,0,1,0,0,1,0,0,1
0,0,0,46,0,0,0,0,0,0,0,1,0,0,68,0,0,0,267,9,1,0,0,0,0,0,0,1,0,0,0
0,1,1,142,1,1,1,1,1,0,0,1,1,10,20,1,0,1,238,11,1,0,1,0,1,1,0,1,1,1,1
0,0,0,30,0,0,0,0,0,0,0,1,1,4,28,0,0,0,223,12,1,0,0,0,0,0,0,1,0,1,0
0,0,0,44,1,1,0,0,0,0,0,1,1,4,79,0,0,1,206,20,1,0,0,0,0,0,0,1,1,1,1
1,1,1,195,1,1,1,0,1,1,1,1,1,105,41,1,1,1,291,131,1,1,1,1,1,1,1,1,1,1,1
1,1,1,195,1,1,1,0,1,1,1,1,1,105,41,1,1,1,292,132,1,1,1,1,1,1,1,1,1,1,1
0,0,0,39,1,1,1,0,1,0,0,1,0,7,40,0,0,0,212,26,1,0,0,0,0,0,0,1,0,1,0
0,0,0,40,1,1,1,0,1,0,0,1,1,18,0,0,0,0,396,16,1,0,0,0,0,0,0,1,0,0,1
1,1,1,198,1,1,1,0,1,1,1,1,1,53,11,1,1,1,239,33,1,1,1,1,1,1,1,1,1,1,1
1,1,1,187,1,1,1,0,1,1,1,1,1,27,72,1,1,1,208,29,1,1,1,1,1,1,1,1,1,1,1
1,0,0,42,1,1,1,0,0,0,0,1,0,20,0,0,0,1,366,33,1,0,0,0,0,0,0,1,0,1,1
1,0,0,35,1,1,1,0,0,0,0,1,0,25,0,0,0,1,376,40,1,0,0,0,0,0,0,1,0,1,1
1,0,0,35,1,1,1,0,0,0,0,1,0,25,0,0,0,1,376,40,1,0,0,0,0,0,0,1,0,1,1
1,0,0,42,1,1,1,0,0,0,0,1,0,22,0,0,0,1,365,35,1,0,0,0,0,0,0,1,0,1,1
1,0,0,42,1,1,1,0,0,0,0,1,0,22,0,0,0,1,365,35,1,0,0,0,0,0,0,1,0,1,1
0,0,0,32,1,1,1,0,0,0,0,0,0,3,45,0,0,0,211,13,1,0,0,0,0,0,0,1,0,1,0
1,0,0,42,1,1,1,0,0,0,0,1,0,22,0,0,0,1,364,35,1,0,0,0,0,0,0,1,0,1,1
1,0,0,42,1,1,1,0,0,0,0,1,0,22,0,0,0,1,364,35,1,0,0,0,0,0,0,1,0,1,1
1,0,0,42,1,1,1,0,0,0,0,1,0,22,0,0,0,1,364,35,1,0,0,0,0,0,0,1,0,1,1
0,0,0,46,0,0,0,0,0,0,0,1,0,0,66,1,0,1,268,10,1,0,0,0,1,0,0,1,1,0,0
1,0,0,36,1,1,1,0,0,0,0,1,0,23,0,0,0,1,370,36,1,0,0,0,0,0,0,1,0,1,1
0,0,0,46,1,0,1,0,0,0,0,1,0,25,65,0,0,1,221,29,1,0,0,0,0,0,0,1,0,1,1
1,0,0,38,1,1,1,0,0,0,0,1,0,23,0,0,0,1,367,32,1,0,0,0,0,0,0,1,0,1,1
1,0,0,34,1,1,1,0,0,0,0,1,0,23,0,0,0,1,371,39,1,0,0,0,0,0,0,1,0,1,1
0,0,0,39,0,1,0,0,0,0,0,0,1,7,0,0,0,0,463,17,1,0,0,0,0,0,0,1,0,0,0
1,0,0,35,1,1,1,0,0,0,0,1,0,24,0,0,0,1,368,40,1,0,0,0,0,0,0,1,0,1,1
1,0,0,36,1,1,1,0,0,0,0,1,0,22,0,0,0,1,367,32,1,0,0,0,0,0,0,1,0,1,1
1,0,0,36,1,1,1,0,0,0,0,1,0,22,0,0,0,1,367,32,1,0,0,0,0,0,0,1,0,1,1
1,0,0,34,1,1,1,0,0,0,0,1,0,22,0,0,0,1,369,31,1,0,0,0,0,0,0,1,0,1,1
1,0,0,34,1,1,1,0,0,0,0,1,0,22,0,0,0,1,369,31,1,0,0,0,0,0,0,1,0,1,1
1,0,0,34,1,1,1,0,0,0,0,1,0,22,0,0,0,1,369,31,1,0,0,0,0,0,0,1,0,1,1
1,0,0,34,1,1,1,0,0,0,0,1,0,22,0,0,0,1,369,31,1,0,0,0,0,0,0,1,0,1,1
1,0,0,36,1,1,1,0,0,0,0,1,0,22,0,0,0,1,359,35,1,0,0,0,0,0,0,1,0,1,1
0,0,0,35,0,0,0,0,0,0,0,1,0,2,2,1,0,0,365,6,1,0,0,0,0,0,0,1,0,0,0
1,0,0,36,1,1,1,0,0,0,0,1,0,19,0,0,0,1,353,27,1,0,0,0,0,0,0,1,0,1,1
1,0,0,36,1,1,1,0,0,0,0,1,0,19,0,0,0,1,351,27,1,0,0,0,0,0,0,1,0,1,1
1,0,0,38,1,1,1,1,0,0,0,1,0,10,0,0,0,1,342,28,1,0,0,0,1,0,0,1,0,1,1
0,0,0,34,0,0,1,0,0,0,0,1,1,0,74,0,0,0,198,5,1,0,0,0,0,0,0,1,0,1,1
1,0,0,38,1,1,1,1,0,0,0,1,0,10,0,0,0,1,341,28,1,0,0,0,1,0,0,1,0,1,1
1,0,0,38,1,1,1,1,0,0,0,1,0,10,0,0,0,1,340,30,1,0,0,0,1,0,0,1,0,1,1
1,0,0,36,1,1,1,0,0,0,0,1,0,18,0,0,0,1,345,22,1,0,0,0,0,0,0,1,0,1,1
1,0,0,38,1,1,1,1,0,0,0,1,0,10,0,0,0,1,340,28,1,0,0,0,1,0,0,1,0,1,1
1,0,0,38,1,1,1,1,0,0,0,1,0,10,0,0,0,1,340,28,1,0,0,0,1,0,0,1,0,1,1
1,0,0,35,1,1,1,0,0,0,0,1,0,18,0,0,0,1,345,22,1,0,0,0,0,0,0,1,0,1,1
1,0,0,38,1,1,1,1,0,0,0,1,0,10,0,0,0,1,337,31,1,0,0,0,1,0,0,1,0,1,1
1,1,1,157,1,1,1,0,1,1,1,1,1,106,34,1,1,1,226,105,1,1,0,1,0,0,1,1,1,1,1
1,0,0,38,1,1,1,1,0,0,0,1,0,10,0,0,0,1,337,30,1,0,0,0,1,0,0,1,0,1,1
0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,173,1,1,1,0,1,1,1,1,1,107,39,1,1,1,224,17,1,1,1,1,1,1,1,1,1,1,1
0,0,0,19,0,0,0,0,0,0,0,0,0,2,23,0,0,0,245,16,0,0,0,0,0,0,0,0,0,0,0
0,0,1,45,1,0,1,0,1,0,0,0,0,2,0,1,0,0,330,11,1,0,0,0,1,0,0,1,0,1,1
0,0,0,58,1,0,1,0,0,0,0,1,0,3,0,0,0,0,526,25,1,0,0,0,0,0,0,1,0,0,0
0,0,0,47,0,0,0,0,0,0,0,1,1,4,60,0,0,0,229,30,1,0,0,0,0,0,0,1,0,0,0
0,0,0,43,1,1,0,0,0,0,0,0,0,9,49,0,0,0,195,45,0,0,0,0,0,0,0,0,0,0,0
0,1,0,37,0,1,0,0,0,0,0,0,0,10,62,0,0,0,649,18,1,0,0,0,0,0,0,1,1,0,1
0,1,1,146,1,1,1,1,1,0,0,1,1,10,15,1,0,1,237,20,1,0,1,0,1,1,0,1,1,1,1
0,1,0,54,1,1,1,1,1,0,0,1,1,13,0,0,0,1,306,28,1,0,0,0,0,0,0,1,1,1,1
0,1,1,143,1,1,1,1,1,0,0,1,1,9,66,1,0,1,503,16,1,0,1,0,1,1,0,1,1,1,1
0,1,1,143,1,1,1,1,1,0,0,1,1,9,66,1,0,1,503,16,1,0,1,0,1,1,0,1,1,1,1
1,1,1,199,1,1,1,0,1,1,1,1,1,57,48,1,1,1,183,31,1,1,1,1,1,1,1,1,1,1,1
0,0,0,38,0,0,1,0,0,0,0,1,0,2,39,0,0,0,184,16,1,0,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,40,1,1,1,0,0,0,0,1,0,0,30,0,0,0,196,10,1,0,0,0,1,0,0,1,0,0,1
1,1,1,189,1,1,1,0,1,1,1,1,1,54,0,1,1,1,303,21,1,1,1,1,1,1,1,1,1,1,1
0,0,0,39,1,1,1,0,1,0,0,0,0,4,42,0,0,0,181,14,1,0,0,0,0,0,0,1,0,0,0
0,0,0,36,1,0,0,0,0,0,0,1,0,1,73,0,0,0,182,12,1,0,0,0,0,0,0,1,0,1,1
1,0,0,36,0,0,0,0,0,0,0,0,0,4,52,0,0,0,233,20,1,0,0,0,0,0,0,1,0,0,0
0,0,0,37,1,0,1,0,0,0,0,1,0,1,70,0,0,0,288,11,1,0,0,0,1,0,0,1,0,1,0
1,1,1,200,1,1,1,0,1,1,1,1,1,53,72,1,1,1,218,23,1,1,1,1,1,1,1,1,1,1,1
1,1,1,200,1,1,1,0,1,1,1,1,1,53,72,1,1,1,218,23,1,1,1,1,1,1,1,1,1,1,1
0,0,0,22,0,0,0,0,0,0,0,0,0,3,37,0,0,0,182,24,0,0,0,0,0,0,0,0,0,0,0
0,0,0,38,1,1,1,0,0,0,0,0,0,4,39,0,0,1,178,18,1,0,0,0,0,0,0,0,0,0,0
0,0,0,40,0,0,1,0,0,0,0,1,0,0,61,0,0,0,175,6,1,0,0,0,1,0,0,1,0,0,0
0,0,0,22,0,0,0,0,0,0,0,1,0,1,54,0,0,0,180,13,1,0,0,0,0,0,0,1,0,0,1
0,0,0,68,1,0,1,0,1,0,1,1,0,3,55,0,0,0,163,25,1,0,0,0,1,0,0,1,1,0,1
0,0,0,46,0,1,0,0,0,0,0,0,0,2,0,0,0,0,293,10,1,0,0,0,0,0,0,1,0,0,1
0,1,0,181,1,1,1,0,1,0,1,0,0,9,71,1,0,1,196,49,1,1,0,0,0,0,1,1,1,0,0
0,0,0,37,0,0,0,0,0,0,0,1,1,0,76,0,0,0,178,18,1,0,0,0,0,0,0,1,1,1,1
0,0,0,58,1,0,1,0,0,0,0,0,0,17,59,0,0,0,183,61,1,0,0,0,0,0,0,0,0,1,0
0,0,0,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300,9,1,0,0,0,0,0,0,1,0,1,1
0,0,1,37,0,0,0,0,0,0,0,1,0,3,61,0,0,0,174,12,1,0,0,0,0,0,0,1,0,0,1
0,0,0,32,1,0,1,0,1,0,0,0,0,6,33,0,0,0,174,23,0,0,0,0,0,0,0,0,0,0,0
0,0,0,49,1,1,1,0,1,1,0,1,0,2,59,1,0,0,163,55,1,1,0,0,1,1,0,1,0,0,1
0,0,0,59,0,1,0,0,0,0,0,1,0,2,70,1,0,0,163,17,1,0,0,0,0,1,0,1,0,1,0
1,1,1,184,1,1,1,0,1,1,1,1,1,53,77,1,1,1,165,32,1,1,1,1,1,1,1,1,1,1,1
1,1,1,169,1,1,1,0,1,1,1,1,1,105,38,1,1,1,222,9,1,1,1,1,1,1,1,1,1,1,1
0,0,0,45,0,0,0,0,0,0,0,1,0,7,58,0,0,0,163,29,1,0,1,0,0,1,0,1,1,1,0
1,1,1,165,1,1,1,0,1,1,1,1,1,107,60,1,0,1,217,117,1,1,1,1,1,1,1,1,1,1,1
1,1,1,165,1,1,1,0,1,1,1,1,1,107,60,1,0,1,217,117,1,1,1,1,1,1,1,1,1,1,1
0,0,0,33,0,1,0,0,0,0,0,0,0,3,36,0,0,0,170,16,1,0,0,0,0,0,0,1,0,0,0
0,0,0,24,1,0,0,0,0,0,0,0,0,9,39,0,0,0,178,40,0,0,0,0,0,0,0,0,0,0,0
0,0,0,50,0,1,0,0,0,0,0,1,0,8,107,0,0,0,191,29,1,0,0,0,0,1,0,1,0,0,1
0,0,0,50,1,0,0,0,0,0,0,0,0,8,30,0,0,1,176,21,0,0,0,0,0,0,0,0,0,0,0
0,0,0,36,0,0,0,0,0,0,0,1,0,6,55,0,0,0,166,33,1,0,0,0,1,0,0,0,0,0,0
1,1,1,197,1,1,1,0,1,1,1,1,1,57,105,1,1,1,181,28,1,1,1,1,1,1,1,1,1,1,1
0,0,0,42,1,1,0,0,0,0,0,1,1,3,4,1,0,0,264,29,1,0,0,0,0,0,0,1,1,1,1
0,0,0,47,1,0,1,0,1,0,1,1,0,3,47,0,0,0,156,18,1,0,0,0,1,0,0,1,1,0,1
