cluster_id,anchor_index,n_samples,class_0,class_1,base_entropy,n_selected_features,n_selected_features_raw,n_selected_features_analysis,threshold_pass_count,used_fallback,selection_mode,mean_reduction_ratio,mean_conditional_entropy
0,32778,100,65,35,0.934068055375491,1,1,1,1,False,threshold_top_k,0.013211414134573794,0.9217276954660493
1,70505,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
2,50222,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
3,34982,100,72,28,0.8554508105601306,1,1,1,1,False,threshold_top_k,0.012145834439314225,0.84506064664409
4,33753,100,99,1,0.08079313589591118,1,1,1,1,False,threshold_top_k,0.004902402655676328,0.08039705541193463
5,58339,100,78,22,0.7601675029619657,3,3,3,3,False,threshold_top_k,0.016004355523241382,0.7480015119873479
6,11565,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
7,24425,100,89,11,0.499915958164528,1,1,1,1,False,threshold_top_k,0.011821445113100525,0.49400622910392294
8,12382,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
9,53749,100,97,3,0.1943918578315762,0,30,0,0,True,fallback_top_k,0.007636256297158818,0.19290743178309339
10,13677,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
11,37311,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
12,32435,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
13,61647,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
14,27772,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
15,52238,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
16,62411,100,53,47,0.9974015885677396,6,6,6,6,False,threshold_top_k,0.019654202218521658,0.9777984560529547
17,15091,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
18,66534,100,83,17,0.6577047787442195,0,30,0,0,True,fallback_top_k,0.005791689497886583,0.6538955568844567
19,72528,100,99,1,0.08079313589591118,4,4,4,4,False,threshold_top_k,0.010668461082529081,0.07993119746987015
20,17027,100,78,22,0.7601675029619657,1,1,1,1,False,threshold_top_k,0.013154257561147813,0.7501680638383894
21,69153,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
22,66937,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
23,9598,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
24,12048,100,7,93,0.36592365090022316,2,2,2,2,False,threshold_top_k,0.007102543023383348,0.3633246624264308
25,62913,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
26,59652,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
27,14205,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
28,56955,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
29,10481,100,0,100,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
30,17966,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
31,41557,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
32,52510,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
33,39439,100,98,2,0.14144054254182067,2,2,2,2,False,threshold_top_k,0.011157817453767963,0.1398623747875771
34,40868,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
35,21623,100,70,30,0.8812908992306927,1,1,1,1,False,threshold_top_k,0.009558534624015668,0.8728670496565665
36,67885,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
37,58888,100,98,2,0.14144054254182067,0,30,0,0,True,fallback_top_k,0.009337742692525967,0.14011980714927386
38,48242,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
39,57579,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
40,6904,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
41,63120,100,68,32,0.9043814577244937,0,30,0,0,True,fallback_top_k,0.007707481872058603,0.8974109540336562
42,40969,100,85,15,0.6098403047164004,0,30,0,0,True,fallback_top_k,0.005339515921357652,0.6065840526998816
43,29058,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
44,33225,100,99,1,0.08079313589591118,0,30,0,0,True,fallback_top_k,0.0033375046486261643,0.08052348842928149
45,35666,100,98,2,0.14144054254182067,2,2,2,2,False,threshold_top_k,0.006983404490302986,0.1404528060219232
46,47222,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
47,5090,100,92,8,0.4021791902022728,0,30,0,0,True,fallback_top_k,0.005228089418998511,0.4000765614334349
48,57020,100,85,15,0.6098403047164004,0,30,0,0,True,fallback_top_k,0.006441410608435296,0.6059120729081487
49,17013,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
50,49029,100,99,1,0.08079313589591118,7,7,7,7,False,threshold_top_k,0.014468469734070951,0.07962418285448049
51,67352,100,43,57,0.9858150371789198,3,3,3,3,False,threshold_top_k,0.020234816802342376,0.9658672505006102
