cluster_id,anchor_index,n_samples,class_0,class_1,base_entropy,n_selected_features,n_selected_features_raw,n_selected_features_analysis,threshold_pass_count,used_fallback,selection_mode,mean_reduction_ratio,mean_conditional_entropy
52,51201,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
53,27484,100,7,93,0.36592365090022316,0,30,0,0,True,fallback_top_k,0.0,0.3659236509002231
54,33402,100,99,1,0.08079313589591118,2,2,2,2,False,threshold_top_k,0.009274473738232952,0.08004382207881505
55,34708,100,99,1,0.08079313589591118,5,5,5,5,False,threshold_top_k,0.016815531926210877,0.07943455633983477
56,69436,100,96,4,0.24229218908241482,1,1,1,1,False,threshold_top_k,0.009226767832126732,0.2400566153062137
57,38449,100,94,6,0.32744491915447627,0,30,0,0,True,fallback_top_k,0.0045748377550292275,0.32594691177563584
58,55117,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
59,55722,100,91,9,0.43646981706410287,5,5,5,5,False,threshold_top_k,0.026296057806033363,0.42499238152399654
60,30151,100,90,10,0.4689955935892812,1,1,1,1,False,threshold_top_k,0.01649492150595796,0.4612595480863859
61,27780,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
62,57970,100,99,1,0.08079313589591118,6,6,6,6,False,threshold_top_k,0.009182409486135775,0.08005126023844589
63,5723,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
64,47756,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
65,51185,100,80,20,0.7219280948873623,0,30,0,0,True,fallback_top_k,0.007394910815265027,0.716589501010636
66,62021,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
67,6437,100,99,1,0.08079313589591118,9,9,9,9,False,threshold_top_k,0.015553817553894587,0.07953649420057915
68,20740,100,99,1,0.08079313589591118,5,5,5,5,False,threshold_top_k,0.011099224653599644,0.07989639473013363
69,7290,100,62,38,0.9580420222262995,1,1,1,1,False,threshold_top_k,0.015063351406536094,0.9436106985832764
70,72749,100,82,18,0.6800770457282799,0,30,0,0,True,fallback_top_k,0.01274487869296455,0.6714095462786035
71,56812,100,94,6,0.32744491915447627,2,2,2,2,False,threshold_top_k,0.023359535009885597,0.31979595810167816
72,3283,100,99,1,0.08079313589591118,3,3,3,3,False,threshold_top_k,0.009758459682940973,0.08000471933661255
73,64314,100,98,2,0.14144054254182067,1,1,1,1,False,threshold_top_k,0.009458077468518138,0.14010278693327086
74,52499,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
75,32637,100,99,1,0.08079313589591118,1,1,1,1,False,threshold_top_k,0.003379508417107015,0.08052009481310646
76,64317,100,99,1,0.08079313589591118,2,2,2,2,False,threshold_top_k,0.008849230642166379,0.08007817880206436
77,14588,100,99,1,0.08079313589591118,7,7,7,7,False,threshold_top_k,0.016994940404432217,0.07942006136627296
78,27275,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
79,4782,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
80,7054,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
81,37486,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
82,73085,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
83,32873,100,43,57,0.9858150371789198,1,1,1,1,False,threshold_top_k,0.012459921552529925,0.9735318591503662
84,23423,100,97,3,0.1943918578315762,3,3,3,3,False,threshold_top_k,0.02853445188930403,0.1888449927166086
85,60350,100,99,1,0.08079313589591118,13,13,13,13,False,threshold_top_k,0.0180375697579317,0.07933582407122661
86,47336,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
87,50809,100,99,1,0.08079313589591118,4,4,4,4,False,threshold_top_k,0.006536668985568738,0.08026501791025352
88,35202,100,81,19,0.7014714598838974,3,3,3,3,False,threshold_top_k,0.0063781392610958755,0.6969973772250739
89,58558,100,74,26,0.8267463724926178,0,30,0,0,True,fallback_top_k,0.004139578116225885,0.8233239913013783
90,30799,100,96,4,0.24229218908241482,0,30,0,0,True,fallback_top_k,0.01437208997626442,0.23880994394037633
91,26569,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
92,55828,100,97,3,0.1943918578315762,1,1,1,1,False,threshold_top_k,0.008102251741844679,0.19281684606285984
93,9740,100,99,1,0.08079313589591118,8,8,8,8,False,threshold_top_k,0.015272786624435857,0.07955919957065387
94,51468,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
95,24757,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
96,6684,100,98,2,0.14144054254182067,0,30,0,0,True,fallback_top_k,0.008797218270680602,0.14019625921675677
97,42325,100,47,53,0.9974015885677396,16,16,16,16,False,threshold_top_k,0.027979042080888354,0.9694952475496582
98,33742,100,99,1,0.08079313589591118,0,30,0,0,True,fallback_top_k,0.0022889647643363977,0.08060820325464518
99,62437,100,100,0,-0.0,0,30,0,0,True,fallback_top_k,0.0,0.0
