perm_android_permission_GET_TASKS,intent_android_net_conn_CONNECTIVITY_CHANGE,n_permissions,perm_com_android_browser_permission_READ_HISTORY_BOOKMARKS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_ACCESS_COARSE_LOCATION,perm_com_google_android_gms_permission_ACTIVITY_RECOGNITION,perm_android_permission_CHANGE_WIFI_STATE,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_WRITE_EXTERNAL_STORAGE,intent_android_intent_action_ACTION_POWER_DISCONNECTED,suspicious_getSubscriberId,intent_android_intent_action_ACTION_POWER_CONNECTED,n_activities,perm_android_permission_READ_LOGS,perm_android_permission_RECORD_AUDIO,perm_android_permission_READ_PHONE_STATE,intent_co_ronash_pushe_RECEIVE,intent_com_evernote_android_job_ADD_JOB_CREATOR,intent_com_igexin_sdk_action_refreshls,intent_co_ronash_pushe_service_ScreenStateService,perm_android_permission_RESTART_PACKAGES,n_providers,n_urls,n_api_calls,perm_android_permission_WRITE_CALENDAR,suspicious_getCellLocation,n_receivers,label
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,50,19,0,0,0,0
0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,1,49,18,0,0,4,0
0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,3,40,11,0,0,3,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,5,43,14,0,0,3,0
0,0,10,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,5,44,13,0,0,3,0
0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,40,24,0,0,4,0
0,0,11,0,0,0,1,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,5,56,26,0,0,4,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,51,22,0,0,2,1
0,1,9,0,0,1,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,5,41,20,0,0,4,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,22,0,1,0,0,0,0,0,0,3,62,23,0,0,6,0
0,0,14,0,0,0,1,0,0,0,1,1,0,0,0,19,0,1,0,0,0,0,0,0,2,42,24,0,0,3,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,42,16,0,0,1,0
0,0,12,0,1,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,2,39,21,0,0,8,0
0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,44,21,0,1,1,0
0,0,13,0,0,0,1,0,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0,0,3,45,22,0,0,7,0
0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,26,0,0,1,0,0,0,0,0,1,44,18,0,0,0,0
0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,1,56,20,0,0,9,0
0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,1,56,20,0,0,9,0
0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,1,45,22,0,0,3,0
0,0,6,0,0,1,0,0,0,1,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,43,20,0,1,1,0
0,0,18,0,0,1,0,0,1,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,4,47,20,0,0,7,0
0,0,12,0,0,1,1,0,0,0,0,0,1,0,1,16,0,0,0,0,0,0,0,0,1,62,19,0,0,7,1
0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,45,24,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,1,49,22,0,0,0,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,53,16,0,1,3,0
1,0,11,0,1,1,0,0,0,0,0,1,0,1,0,21,0,0,1,0,0,0,0,0,1,53,11,0,0,0,1
0,0,15,0,0,1,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,52,26,0,0,5,0
0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,3,47,27,0,0,3,0
0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,3,47,27,0,0,3,0
0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,45,17,0,0,0,0
0,0,8,0,0,1,1,0,0,1,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,47,19,0,1,1,1
0,0,16,0,0,0,1,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0,6,49,18,0,0,6,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,0,1,50,17,0,0,3,0
0,0,18,0,1,1,1,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,58,20,0,0,3,0
0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,44,22,0,1,1,0
0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,5,51,20,0,0,4,0
0,1,13,0,0,0,1,0,0,0,0,1,0,0,0,29,0,0,1,0,0,0,0,0,2,44,25,0,0,4,0
1,1,11,0,1,1,0,0,0,1,0,1,0,0,0,31,0,0,0,0,0,0,0,0,5,55,21,0,0,9,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,48,21,0,0,1,0
0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,26,0,0,1,0,0,0,0,0,1,57,28,0,0,5,0
0,0,11,1,0,0,1,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,1,61,18,0,0,6,0
0,0,10,0,0,1,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,2,52,30,0,0,5,0
0,0,10,0,0,1,0,0,0,0,1,1,0,0,0,13,0,0,1,0,0,0,0,0,0,44,25,0,1,3,0
0,0,7,0,0,1,1,0,0,1,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,47,19,0,1,1,1
0,1,10,0,0,1,0,0,0,0,0,1,0,0,0,16,0,0,0,1,1,0,1,0,2,55,27,0,1,9,1
0,1,10,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,1,42,14,0,0,6,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,47,19,0,0,4,0
0,1,15,0,0,1,1,0,0,0,1,0,1,1,1,21,0,0,1,0,0,0,0,0,6,51,19,0,0,14,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,47,25,0,0,4,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,47,25,0,0,4,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,47,25,0,0,4,0
0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,0,4,54,17,0,0,10,1
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,47,25,0,0,4,0
0,0,11,0,0,1,1,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,2,44,20,0,0,4,0
0,0,12,0,0,0,0,0,0,0,0,1,0,1,0,13,0,0,1,0,0,0,0,0,2,57,20,0,1,1,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,55,21,0,0,1,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,46,18,0,0,4,0
0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,1,0,0,0,0,0,3,51,23,0,0,4,0
0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,5,42,27,0,0,5,0
0,1,13,0,0,1,1,0,0,0,1,1,0,1,0,14,0,0,1,0,0,0,0,1,0,45,16,0,1,1,1
0,1,13,0,0,1,1,0,0,0,1,1,0,1,0,14,0,0,1,0,0,0,0,1,0,45,16,0,1,1,1
0,0,14,0,0,1,1,0,1,0,1,1,0,0,0,15,0,0,0,0,0,0,0,0,2,46,8,0,0,9,1
0,0,14,0,0,1,1,0,1,0,0,1,0,1,0,14,0,0,1,0,0,0,0,0,1,49,16,0,0,1,0
0,1,13,0,0,1,1,0,0,0,0,1,0,1,0,30,1,0,1,0,0,1,0,0,1,56,23,0,0,4,1
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,45,27,0,0,7,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,49,10,0,0,4,0
0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,46,22,0,0,3,0
0,0,16,0,0,1,0,0,0,0,0,1,0,0,0,21,0,1,1,0,0,0,0,0,1,41,18,0,0,2,0
0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,55,15,0,0,1,0
0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,47,29,0,0,4,0
0,1,10,0,0,1,0,0,0,0,0,0,1,1,1,13,1,0,0,0,0,0,0,0,2,57,25,0,1,6,0
0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,1,37,19,0,0,3,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,45,20,0,0,0,0
0,0,10,0,0,1,0,0,1,0,1,1,0,0,0,25,0,0,0,0,0,0,0,0,2,37,18,0,0,4,0
0,0,11,0,0,1,0,0,0,0,0,0,0,1,0,13,0,0,1,0,0,0,0,0,5,56,26,0,1,4,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,46,12,0,0,0,0
0,0,11,0,1,1,0,0,0,0,0,1,0,0,0,20,0,1,0,0,0,0,0,0,1,45,28,0,0,2,0
0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,49,15,0,0,8,0
1,0,21,0,0,1,1,1,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,2,52,13,0,0,7,0
0,0,14,0,0,1,1,0,1,0,0,1,0,1,0,27,0,0,1,0,0,0,0,0,0,51,19,0,0,0,1
0,0,14,0,0,1,1,0,1,0,0,1,0,1,0,27,0,0,1,0,0,0,0,0,0,51,19,0,0,0,1
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,44,15,0,0,0,0
0,0,6,0,0,1,0,0,0,1,0,1,0,0,0,23,0,0,1,0,0,0,0,0,0,58,22,0,0,1,0
0,0,5,0,0,1,0,0,0,1,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,56,13,0,0,1,1
0,0,5,0,0,1,0,0,0,1,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,56,13,0,0,1,1
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,2,51,21,0,0,3,0
0,0,5,0,0,1,0,0,0,1,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,56,13,0,0,1,1
0,0,5,0,0,1,0,0,0,1,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,56,13,0,0,1,1
0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,1,59,23,0,0,9,0
1,0,14,0,0,1,0,0,1,0,0,1,0,1,0,25,0,0,1,0,0,0,0,0,0,55,20,0,1,0,0
0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,59,18,0,0,5,0
0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,40,13,0,0,2,0
0,0,10,0,0,0,1,0,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,0,1,60,19,0,0,5,0
1,1,10,0,0,0,0,0,0,0,0,1,1,0,1,13,0,0,0,0,0,0,0,0,1,59,25,0,0,9,1
1,1,10,0,0,0,0,0,0,0,0,1,1,0,1,13,0,0,0,0,0,0,0,0,1,59,25,0,0,9,1
0,1,14,0,0,1,1,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,1,60,13,0,0,8,0
0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,42,20,0,0,1,0
0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,58,16,0,0,2,0
0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,1,42,7,0,0,6,0
0,0,12,0,0,1,1,0,0,0,0,1,0,1,0,27,1,0,1,0,0,0,0,0,0,43,22,0,0,1,1
0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,45,27,0,0,2,0
0,0,19,0,0,1,0,0,0,0,1,1,0,0,0,12,0,0,1,0,0,0,0,0,1,49,14,0,0,7,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,42,17,0,0,1,0
0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,1,46,19,0,0,0,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,55,26,0,0,2,0
0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,0,0,0,0,2,46,15,0,0,0,0
0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,2,47,21,0,0,4,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,2,58,20,0,0,1,0
0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,47,15,0,0,8,0
0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,46,21,0,0,2,0
0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,1,0,0,0,0,0,1,48,26,0,0,10,0
0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,1,42,16,0,0,0,0
0,0,21,0,0,0,1,1,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,4,50,14,0,0,4,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,2,57,22,0,0,4,0
0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,16,0,0,1,0,0,0,0,0,0,43,21,0,0,1,0
0,0,5,0,0,1,0,0,0,1,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,42,20,0,0,1,0
0,1,20,0,0,1,1,0,0,0,0,1,0,1,0,24,0,0,1,0,0,0,0,0,0,44,18,0,0,7,0
1,0,12,0,0,1,0,0,0,1,1,1,0,0,0,9,0,0,1,0,0,0,0,0,0,54,19,0,0,7,1
0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,1,54,7,0,0,2,0
0,0,12,0,0,1,0,0,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,52,13,0,0,4,0
0,1,13,0,0,1,0,0,0,1,0,1,0,1,0,11,0,0,0,0,0,0,0,0,3,59,19,0,1,6,0
0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,45,28,0,0,4,0
0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,3,62,21,0,1,4,0
0,0,11,0,0,1,1,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,1,41,13,0,0,2,1
0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,2,62,22,0,0,6,0
0,0,11,0,0,1,1,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,1,41,13,0,0,2,1
1,0,20,0,0,1,1,0,1,0,1,1,0,1,0,21,0,1,1,0,0,0,0,0,2,41,17,0,0,5,1
1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,50,17,0,0,2,0
0,0,11,0,0,1,1,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,1,41,13,0,0,2,1
0,0,9,0,0,1,1,0,0,0,0,1,0,0,0,24,0,0,1,0,0,0,0,0,1,42,23,0,0,0,0
0,0,12,0,1,0,1,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,1,60,22,0,1,4,0
0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,16,0,0,1,0,0,0,0,0,3,38,21,0,0,5,0
0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,53,23,0,0,5,0
0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,53,23,0,0,5,0
0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,53,23,0,0,5,0
0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,53,23,0,0,5,0
0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,53,23,0,0,5,0
1,0,14,0,0,1,0,1,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,60,24,0,0,2,0
1,1,12,0,1,1,0,0,0,1,0,1,0,0,0,9,0,0,1,0,0,0,0,0,1,44,19,0,0,6,1
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,44,18,0,0,0,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,41,21,0,0,4,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,41,21,0,0,4,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,41,21,0,0,4,0
0,0,13,0,0,1,1,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,58,25,0,0,5,0
1,0,14,0,1,1,0,0,1,0,0,1,0,1,0,28,0,0,1,0,0,0,0,1,0,45,24,0,0,2,1
0,1,7,0,0,1,1,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,48,23,0,0,1,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,41,21,0,0,4,0
0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,59,28,0,0,4,0
0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,45,29,0,0,2,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,43,17,0,0,4,0
0,1,10,0,0,1,0,0,0,0,0,1,0,0,0,33,0,0,1,1,1,0,1,0,2,52,22,0,1,9,1
0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,56,13,0,0,1,1
0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,42,21,0,0,1,0
0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,45,18,0,0,6,0
1,1,9,0,0,0,0,0,0,0,0,1,1,0,1,12,0,0,0,0,0,0,0,0,0,59,23,0,0,5,1
1,1,9,0,0,0,0,0,0,0,0,1,1,0,1,12,0,0,0,0,0,0,0,0,0,59,23,0,0,5,1
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,2,40,10,0,0,6,0
0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,55,19,0,0,6,0
0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,37,14,0,0,3,0
0,0,16,0,0,1,0,0,0,0,1,0,0,0,0,17,0,0,1,0,0,0,0,0,3,45,26,0,0,5,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,1,38,18,0,0,2,0
0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,0,1,44,17,0,0,1,0
0,0,14,0,0,1,1,0,0,0,0,1,0,0,0,23,0,0,1,0,0,0,0,0,1,39,25,0,0,4,0
0,0,5,0,0,1,0,0,0,1,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,52,18,0,0,1,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,45,18,0,0,3,0
0,1,13,0,0,1,1,0,0,0,0,1,1,0,1,20,0,0,0,0,0,0,0,0,2,37,22,0,0,3,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,2,46,18,0,0,4,0
0,1,11,0,0,0,1,0,0,0,0,1,0,1,0,12,0,0,1,0,0,0,0,0,1,44,27,0,1,7,0
0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,44,20,0,1,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,49,22,0,0,0,0
0,1,14,0,1,1,0,0,0,0,0,1,0,1,0,20,1,0,1,0,0,1,0,0,1,60,26,0,0,3,1
0,0,5,0,0,1,0,0,0,1,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,58,24,0,0,1,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,40,12,0,0,1,0
0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,4,43,15,0,0,3,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,43,25,0,0,4,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,43,25,0,0,4,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,43,25,0,0,4,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,1,60,11,0,0,2,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,16,0,0,1,0,0,0,0,0,1,57,10,0,0,1,0
0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,2,45,21,0,0,1,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,43,25,0,0,4,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,1,37,12,0,0,5,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,43,25,0,0,4,0
1,0,12,0,1,0,0,0,0,1,1,1,0,0,0,29,0,1,1,0,0,0,0,0,2,55,28,0,1,5,1
0,0,16,0,1,1,0,0,1,0,0,1,0,1,0,24,0,0,0,0,0,0,0,0,1,60,22,0,0,1,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,15,0,0,1,0,0,0,0,0,1,44,8,0,0,4,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,15,0,0,1,0,0,0,0,0,1,44,8,0,0,4,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,15,0,0,1,0,0,0,0,0,1,44,8,0,0,4,0
0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,0,3,40,20,0,0,6,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,15,0,0,1,0,0,0,0,0,1,44,8,0,0,4,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,15,0,0,1,0,0,0,0,0,1,44,8,0,0,4,0
0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,2,46,21,0,0,0,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,15,0,0,1,0,0,0,0,0,1,44,8,0,0,4,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,33,0,0,1,0,0,0,0,0,1,43,23,0,1,4,0
0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,1,39,23,0,0,0,0
1,0,7,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,46,16,0,0,1,0
0,0,16,0,0,1,0,0,1,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,1,55,28,1,0,4,1
1,1,7,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,1,39,24,0,0,2,0
0,0,14,0,0,1,1,0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,0,0,1,50,23,0,0,3,0
0,0,13,0,0,1,1,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,3,47,24,0,0,3,0
0,0,11,0,0,0,1,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,2,64,23,0,0,6,0
0,0,12,0,0,1,1,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,5,42,25,0,0,4,0
0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,51,19,0,0,3,1
0,0,19,0,1,1,1,0,1,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,4,41,22,0,0,6,0
0,0,12,0,0,0,1,0,0,0,0,1,0,1,0,14,0,0,1,0,0,0,0,0,1,59,20,0,0,2,0
0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,3,47,25,0,0,4,0
0,0,9,0,0,1,1,0,0,0,0,1,0,1,0,13,0,0,1,0,0,0,0,0,0,57,18,0,1,0,0
0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0
0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,39,14,0,0,7,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,52,24,0,0,1,0
0,0,11,0,0,1,0,0,0,0,0,1,1,1,1,23,0,0,1,0,0,0,0,0,2,43,31,0,0,8,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,47,22,0,0,4,0
0,0,11,0,0,0,1,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0,2,61,19,0,0,5,0
0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,54,28,0,0,4,0
0,0,15,0,0,1,1,0,1,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,2,43,26,0,0,5,0
0,0,7,0,0,0,0,0,0,0,1,1,0,1,0,18,0,0,0,0,0,0,0,0,2,40,26,0,0,3,0
