feature,importance
perm_android.permission.READ_PHONE_STATE,0.5404562783257463
intent_com.google.android.c2dm.intent.RECEIVE,0.12630927862012137
suspicious_Base64,0.08281807273530929
perm_android.permission.GET_TASKS,0.04224555939708344
n_urls,0.03893775601971409
suspicious_getSubscriberId,0.03221342371669541
suspicious_getCellLocation,0.02892856230725845
suspicious_getSystemService,0.018136057207991642
suspicious_Ldalvik/system/PathClassLoader;,0.016565289778894873
intent_com.inmobi.share.id,0.01322700509144299
perm_,0.00998812441320356
intent_com.google.firebase.INSTANCE_ID_EVENT,0.009923365750556625
suspicious_sendTextMessage,0.009812305737644458
perm_android.permission.SYSTEM_ALERT_WINDOW,0.006188035887398697
perm_com.google.android.c2dm.permission.RECEIVE,0.0044019403488645996
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.0038990479100243737
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.003292185115061552
intent_android.intent.action.USER_PRESENT,0.002921395557970964
perm_android.permission.VIBRATE,0.002761670098675491
n_permissions,0.0018778405368773537
n_receivers,0.001790392631051043
suspicious_getExternalStorageDirectory,0.001252506799796337
n_activities,0.0009967752246088535
n_providers,0.0007036469963617657
suspicious_Ljava/lang/Runtime;->exec,0.00035348379164640433
