cluster_id,anchor_index,n_samples,class_0,class_1,ig_sum,ig_top30_sum,ig_top30_ratio,acc_top30,f1_top30,top30_features
39,57579,500,498,2,1.7293091109604144,0.5344690528583047,0.3090650766082382,0.9933333333333333,0.0,"['suspicious_getPackageInfo', 'suspicious_Ldalvik/system/DexClassLoader;', 'suspicious_getDeviceId', 'suspicious_getExternalStorageDirectory', 'intent_android.intent.action.MAIN', 'suspicious_Base64', 'n_used_permissions', 'perm_com.kingroot.kinguser.permission.REQUEST', 'suspicious_getSystemService', 'intent_com.urbanairship.push.DISMISSED', 'perm_com.android.email.permission.ACCESS_PROVIDER', 'intent_show_helpcontent', 'intent_com.yuetu.shentu.Intent.WECHAT_AUTH', 'intent_com.qihoo.appstore.download_some_apk', 'intent_com.sogou.androidtool.intent.action.COMMAND', 'intent_show_lock_app', 'intent_com.telecom.sdk_auth_ui.SMS_UNSUB_SEND_RESULT_ACTION', 'intent_safiap.framework.ACTION_CANCEL_NOTIFICATION', 'intent_com.excelliance.open.action.apkverchk', 'perm_android.permission.CLEAR_APP_USER_DATA', 'intent_com.qihoo360.mobilesafe.pcdaemon.filehandle', 'perm_com.meizu.flyme.launcher.permission.WRITE_SETTINGS', 'intent_com.datouniao.AdPublisher.service.check', 'perm_com.facebook.katana.permission.C2D_MESSAGE', 'perm_android.permission.WRITE_OWNER_DATA', 'perm_com.mx.launcher.permission.READ_SETTINGS', 'perm_com.android.voicemail.permission.ADD_VOICEMAIL', 'intent_wifi.intent.action.SDK_RESULT', 'suspicious_getSubscriberId', 'intent_cryopiggy.start']"
40,6904,500,499,1,0.0020040080164760443,0.002004008016045278,0.9999999997850475,,,"['intent_com.google.vr.vrcore.ACTION_NONE', 'n_providers', 'intent_com.excelliance.kxqp.action.swpmain', 'intent_show_encourage', 'intent_com.excelliance.kxqp.action.swpsrv', 'intent_android.intent.action.BATTERY_CHANGED_ACTION', 'intent_android.intent.action.MEDIA_CHECKING', 'intent_android.intent.action.MEDIA_BUTTON', 'intent_com.tencent.android.tpush.action.SDK', 'perm_com.facebook.katana.provider.ACCESS', 'intent_com.tencent.android.tpush.action.INTERNAL_PUSH_MESSAGE', 'intent_show_notificationcenter', 'perm_com.xgbuy.xg.permission.JPUSH_MESSAGE', 'intent_android.settings.ADD_ACCOUNT_SETTINGS', 'perm_com.android.vending.CHECK_LICENSE', 'intent_show_fold', 'intent_android.intent.action.MEDIA_REMOVED', 'intent_show_helpcontent', 'perm_android.permission.RAISED_THREAD_PRIORITY', 'perm_xvtian.gai.receiver', 'perm_com.lenovo.launcher.permission.WRITE_SETTINGS', 'perm_android.permission.MANAGE_DEVICE_ADMINS', 'intent_android.appwidget.action.APPWIDGET_UPDATE', 'intent_android.view.InputMethod', 'intent_com.qihoo.psdk.service.action.remote', 'intent_com.dzbook.service.PerpareDataService', 'intent_com.esbook.receiver.message', 'intent_com.esbook.receiver.CLICK_BOOK_UPDATE', 'intent_com.qihoo.commonservice.SERVICE', 'intent_com.qihoo.commonreceiver.CLEARED']"
41,63120,500,376,124,10.261138390863136,2.0886269234581407,0.2035472911385665,0.8866666666666667,0.7605633802816901,"['suspicious_getSubscriberId', 'perm_android.permission.GET_TASKS', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_android.permission.CHANGE_NETWORK_STATE', 'perm_com.google.android.c2dm.permission.RECEIVE', 'suspicious_getCellLocation', 'perm_android.permission.SEND_SMS', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'intent_com.qihoo.appstore.checkupdate.INIT_APK_INFO', 'perm_android.permission.CHANGE_WIFI_STATE', 'suspicious_sendTextMessage', 'perm_android.permission.READ_SMS', 'intent_com.amazon.device.messaging.intent.REGISTRATION', 'perm_com.google.android.providers.talk.permission.READ_ONLY', 'n_permissions', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'perm_com.google.android.providers.gsf.permission.READ_GSERVICES', 'intent_android.intent.action.PACKAGE_ADDED', 'intent_android.intent.action.DATA_SMS_RECEIVED', 'n_activities', 'perm_android.permission.WRITE_SETTINGS', 'intent_com.mobiletool.appstore.action.main', 'suspicious_getWifiState', 'perm_android.permission.ACCESS_WIFI_STATE', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.knol', 'perm_com.amazon.device.messaging.permission.RECEIVE', 'suspicious_Ldalvik/system/PathClassLoader;', 'perm_android.permission.READ_CALENDAR', 'intent_com.qihoo.appstore.launcher.shortcut.HOME_GAME', 'perm_android.permission.KILL_BACKGROUND_PROCESSES']"
42,40969,500,422,78,7.388342877207517,1.3882214171150753,0.18789347492218236,0.92,0.7,"['perm_com.sec.android.provider.badge.permission.READ', 'suspicious_getWifiState', 'suspicious_getCellLocation', 'intent_com.phonemetra.turbo.launcher.icons.ACTION_PICK_ICON', 'perm_com.google.android.c2dm.permission.RECEIVE', 'intent_android.intent.action.USER_PRESENT', 'suspicious_getSubscriberId', 'intent_com.google.android.c2dm.intent.RECEIVE', 'intent_com.qihoo.appstore.plugin.huajiao.IPluginHelperService', 'intent_com.amazon.device.messaging.intent.RECEIVE', 'intent_com.sogou.passport.service.aidl', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.cl', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.sierra', 'intent_android.net.wifi.STATE_CHANGE', 'intent_com.qihoo.appstore.ACTION_GET_DOWNLOAD_APK_PATH', 'intent_com.igexin.sdk.action.64kVIzqls49c7TJxrBbWG4', 'intent_android.settings.SYNC_SETTINGS', 'intent_org.agoo.android.intent.action.PING', 'suspicious_Ljava/lang/System;->load', 'intent_com.baidu.action.Xshield.VIEW', 'perm_com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'perm_com.motorola.dock.DesktopDock.permission.READ_SETTINGS', 'intent_android.net.VpnService', 'intent_android.intent.action.PACKAGE_ADDED', 'perm_com.facebook.katana.permission.C2D_MESSAGE', 'intent_com.google.android.c2dm.intent.REGISTRATION', 'intent_show_lock_forget_pwd', 'intent_com.example.servicejar.action.START_ASSIST', 'intent_com.getui.gis.action.64kVIzqls49c7TJxrBbWG4', 'intent_com.igexin.sdk.action.pushmanager']"
43,29058,500,494,6,4.094825138343682,1.7214550486464253,0.42039769477012096,1.0,1.0,"['intent_android.intent.action.MAIN', 'suspicious_getExternalStorageDirectory', 'suspicious_Base64', 'suspicious_getDeviceId', 'suspicious_getPackageInfo', 'suspicious_Ljava/lang/Runtime;->exec', 'perm_android.permission.ACCESS_WIFI_STATE', 'perm_android.permission.ACCESS_FINE_LOCATION', 'perm_android.permission.READ_EXTERNAL_STORAGE', 'perm_android.permission.ACCESS_COARSE_LOCATION', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'suspicious_Ldalvik/system/DexClassLoader;', 'suspicious_Cipher', 'perm_android.permission.ACCESS_NETWORK_STATE', 'suspicious_Ljava/lang/System;->load', 'perm_android.permission.RECEIVE_SMS', 'suspicious_getSystemService', 'suspicious_Ljava/lang/System;->loadLibrary', 'perm_android.permission.GET_TASKS', 'perm_android.permission.SEND_SMS', 'perm_android.permission.READ_SMS', 'perm_android.permission.CHANGE_NETWORK_STATE', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'perm_com.android.launcher.permission.UNINSTALL_SHORTCUT', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_android.permission.WRITE_EXTERNAL_STORAGE', 'perm_com.sonyericsson.home.permission.BROADCAST_BADGE', 'perm_com.google.android.c2dm.permission.RECEIVE', 'perm_com.sec.android.provider.badge.permission.READ', 'perm_com.majeur.launcher.permission.UPDATE_BADGE']"
44,33225,500,497,3,1.3159218987915877,0.4803519747317072,0.3650307629752304,0.9933333333333333,0.0,"['suspicious_getSystemService', 'perm_android.permission.ACCESS_NETWORK_STATE', 'suspicious_getPackageInfo', 'suspicious_getExternalStorageDirectory', 'intent_android.intent.action.MAIN', 'suspicious_Cipher', 'intent_com.mobiletool.appstore.action.topicdetail', 'intent_com.sogou.androidtool.service.weathernotifyreceiver', 'intent_android.intent.action.CAL', 'suspicious_getDeviceId', 'intent_android.intent.action.PACKAGE_INSTALL', 'suspicious_Ldalvik/system/DexClassLoader;', 'intent_android.intent.action.START_PCM_PLAY_SERVICE', 'perm_com.lenovo.launcher.permission.READ_SETTINGS', 'suspicious_Base64', 'intent_com.qihoo.appstore.plugin.START_PLUGIN_FROM_PROXY_LISTENER', 'perm_com.thunderst.launcher.permission.READ_SETTINGS', 'perm_com.facebook.permission.prod.SYSTEM_COMMUNICATION', 'perm_android.permission.READ_SYNC_SETTINGS', 'intent_android.appwidget.action.APPWIDGET_UPDATE', 'intent_com.kingroot.kinguser.action.update', 'intent_com.adroid.SERVICE', 'perm_com.samsung.android.scloud.backup.lib.read', 'perm_android.permission.DOWNLOAD_CACHE_NON_PURGEABLE', 'intent_io.intercom.android.sdk.INTERCOM_PUSH_OPENED', 'perm_com.xiaomi.permission.AUTH_SERVICE', 'intent_com.igexin.sdk.action.64kVIzqls49c7TJxrBbWG4', 'intent_com.qihoo.appstore.ACTION_STABLE_NOTIFICATION_CLICK', 'intent_android.net.VpnService', 'intent_android.intent.action.PACKAGE_REMOVED']"
45,35666,500,447,53,6.374525986108878,1.5894036786206442,0.2493367635623749,0.98,0.9090909090909091,"['suspicious_getSubscriberId', 'perm_android.permission.READ_PHONE_STATE', 'intent_android.intent.action.USER_PRESENT', 'suspicious_Ljava/lang/Runtime;->exec', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'perm_android.permission.ACCESS_WIFI_STATE', 'suspicious_system/bin/su', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'n_services', 'n_permissions', 'perm_android.permission.DISABLE_KEYGUARD', 'perm_ANDROID.PERMISSION.SEND_SMS', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_android.permission.VIBRATE', 'perm_android.permission.MANAGE_USERS', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'perm_com.ztemt.launcher.permission.READ_SETTINGS', 'perm_com.google.android.c2dm.permission.RECEIVE', 'intent_com.google.android.c2dm.intent.REGISTRATION', 'n_providers', 'perm_com.bbk.launcher2.permission.READ_SETTINGS', 'perm_android.permission.RECORD_AUDIO', 'perm_android.permission.CHANGE_CONFIGURATION', 'intent_android.intent.action.MEDIA_REMOVED', 'perm_android.permission.READ_CALL_LOG', 'intent_com.firebase.jobdispatcher.ACTION_EXECUTE', 'intent_com.qihoo.appstore.ACTION_STAT', 'perm_android.permission.WRITE_SMS', 'intent_android.intent.action.ACTION_SHUTDOWN', 'intent_safiap.framework.ACTION_TO_INSTALL']"
46,47222,500,500,0,0.0,0.0,0.0,,,[]
47,5090,500,476,24,3.5493559238473713,0.8000258092823953,0.2254002772466946,0.9666666666666667,0.4444444444444444,"['suspicious_getSubscriberId', 'perm_android.permission.READ_PHONE_STATE', 'suspicious_Ljava/lang/Runtime;->exec', 'perm_com.tencent.qqlauncher.permission.WRITE_SETTINGS', 'perm_sec.android.permission.READ_MSG_PREF', 'intent_android.intent.action.PACKAGE_REMOVED', 'perm_com.thunderst.launcher.permission.READ_SETTINGS', 'perm_com.android.email.permission.ACCESS_PROVIDER', 'intent_com.huawei.intent.action.PUSH_STATE', 'perm_com.sonyericsson.home.READ_SETTINGS', 'suspicious_sendTextMessage', 'perm_com.huawei.android.launcher.permission.CHANGE_BADGE', 'intent_android.intent.action.PHONE_STATE', 'intent_android.intent.action.PACKAGE_ADDED', 'intent_cn.jpush.android.intent.REGISTER', 'intent_com.kinguser.kingroot.ACTION_INSTALL', 'intent_cn.uc.gamesdk.sdkweb', 'intent_com.qihoo.appstore.launcher.shortcut.PLAYGAME', 'intent_com.example.servicejar.action.SHORTCUT_CLICKED', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.news', 'intent_android.intent.action.BATTERY_CHANGED', 'suspicious_adb_enabled', 'intent_com.qihoo.appstore.battery.STABLE_NOTIFY', 'perm_com.qiku.launcher.permission.READ_SETTINGS', 'intent_android.intent.action.VIEW', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'perm_android.permission.WRITE_SETTINGS', 'perm_android.permission.ACCESS_WIMAX_STATE', 'intent_com.qihoo.appstore.BATTERY', 'perm_com.qihoo360.launcher.permission.WRITE_SETTINGS']"
48,57020,500,451,49,5.61342446383067,1.4944487634970458,0.26622764288115414,0.96,0.7857142857142857,"['suspicious_getSubscriberId', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.GET_TASKS', 'intent_android.intent.action.USER_PRESENT', 'suspicious_Ljava/lang/Runtime;->exec', 'intent_com.google.android.c2dm.intent.RECEIVE', 'intent_android.intent.action.PACKAGE_ADDED', 'perm_com.google.android.c2dm.permission.RECEIVE', 'perm_android.permission.ACCESS_WIFI_STATE', 'intent_android.intent.action.PACKAGE_REMOVED', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'suspicious_Ldalvik/system/PathClassLoader;', 'perm_android.permission.READ_CELL_BROADCASTS', 'intent_com.google.android.c2dm.intent.REGISTRATION', 'perm_android.permission.RECEIVE_SMS', 'n_api_calls', 'intent_com.yandex.metrica.IMetricaService', 'perm_android.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED', 'intent_com.onesignal.NotificationExtender', 'n_permissions', 'intent_com.excelliance.kxqp.platform.action.BADGE_REPORT', 'perm_android.permission.RESTART_PACKAGES', 'intent_com.qihoo.appstore.ACTION_GET_DOWNLOAD_APK_PATH', 'perm_com.android.permission.WRITE_APN_SETTINGS', 'perm_android.permission.REBOOT_IPO', 'intent_android.provider.Telephony.WAP_PUSH_RECEIVED', 'intent_com.kingroot.common.ACTION_SWITCH_OUT_DESKTOP', 'n_providers', 'intent_com.kingroot.master.action.TRAFFIC_STATISTICS', 'intent_android.easou.eyou.SEND_SMS_RESULT']"
49,17013,500,500,0,0.0,0.0,0.0,,,[]
50,49029,500,492,8,2.0700468486225607,0.43709716964174494,0.2111532741071033,0.9866666666666667,0.5,"['intent_com.yandex.metrica.IMetricaService', 'intent_com.excelliance.kxqp.action.swpmain', 'intent_co.ronash.pushe.CHECK_TASKS', 'perm_android.permission.BACKUP', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.notebook', 'suspicious_Cipher', 'intent_com.qihoo.appstore.ACTION_GET_SIGNIN_FOR_NOTIFYCATION', 'perm_telecom.mdesk.permission.READ_SETTINGS', 'intent_ACTION.TAPCORE.MESSAGE', 'intent_com.excelliance.kxqp.NEXT_CHAPTER', 'intent_com.qihoo.appstore.launcher.shortcut.EBOOK', 'perm_com.android.launcher3.permission.WRITE_SETTINGS', 'perm_com.facebook.katana.permission.RECEIVE_ADM_MESSAGE', 'intent_com.baidu.android.pushservice.action.notification.CLICK', 'suspicious_getCellSignalStrength', 'perm_android.permission.BAIDU_LOCATION_SERVICE', 'perm_android.permission.REQUEST_INSTALL_PACKAGES', 'perm_com.lge.launcher.permission.READ_SETTINGS', 'perm_android.permission.WRITE_INTERNAL_STORAGE', 'intent_com.qihoo.appstore.checkupdate.CHECK_BAOHE_UPDATE', 'perm_android.permission.ACCOUNT_MANAGER', 'n_used_permissions', 'intent_com.inmobi.share.id', 'perm_android.permission.READ_APP_BADGE', 'perm_com.android.vending.BILLING', 'intent_android.intent.action.NEW_OUTGOING_CALL', 'intent_com.qihoo.appstore.APPWATCHER_CHANGE_TIME', 'intent_com.tappx.sdk.SILP', 'perm_com.android.mylauncher.permission.WRITE_SETTINGS', 'intent_com.qihoo360.daemon.pcdaemon.ACTION_START_RECEIVER']"
51,67352,500,271,229,17.855666291458125,5.194402585691812,0.29091059952082177,0.9533333333333334,0.950354609929078,"['perm_com.google.android.c2dm.permission.RECEIVE', 'suspicious_getSubscriberId', 'intent_com.google.android.c2dm.intent.RECEIVE', 'suspicious_getCellLocation', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'perm_android.permission.READ_SMS', 'perm_android.permission.READ_PHONE_STATE', 'perm_com.sonyericsson.home.permission.BROADCAST_BADGE', 'perm_android.permission.READ_LOGS', 'perm_com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'perm_com.sec.android.provider.badge.permission.READ', 'suspicious_getWifiState', 'n_providers', 'perm_android.permission.GET_TASKS', 'intent_android.intent.action.USER_PRESENT', 'intent_com.android.vending.INSTALL_REFERRER', 'intent_android.intent.action.PHONE_STATE', 'suspicious_Ldalvik/system/DexClassLoader;', 'suspicious_Ldalvik/system/PathClassLoader;', 'perm_com.htc.launcher.permission.UPDATE_SHORTCUT', 'perm_android.permission.WRITE_SETTINGS', 'perm_com.majeur.launcher.permission.UPDATE_BADGE', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_com.sec.android.provider.badge.permission.WRITE', 'perm_android.permission.ACCESS_WIFI_STATE', 'perm_com.anddoes.launcher.permission.UPDATE_COUNT', 'perm_android.permission.RECEIVE_SMS', 'perm_android.permission.WRITE_SMS', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'intent_com.google.firebase.MESSAGING_EVENT']"
52,51201,500,492,8,2.108120305147216,0.44570695624925183,0.2114238713801141,0.9866666666666667,0.0,"['perm_android.permission.WRITE_CONTACTS', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.notebook', 'perm_com.qiku.launcher.permission.READ_SETTINGS', 'intent_com.qihoo.appstore.plugin.huajiao.IPluginHelperService', 'intent_com.unicom.xiaowo.security.RECEIVER_CMD', 'perm_android.permission.ADDINSTALLKEY', 'perm_android.permission.WRITE_OWNER_DATA', 'intent_com.easou.eyou.START_EPAY_PROXY_SERVICE', 'n_urls', 'intent_android.intent.action.PACKAGE_ADDED', 'intent_com.android.vending.INSTALL_REFERRER', 'perm_android.permission.MODIFY_PHONE_STATE', 'n_receivers', 'intent_com.qihoo.appstore.accessibility.ALERT', 'perm_android.permission.WRITE_SOCIAL_STREAM', 'perm_android.permission.WRITE_MEDIA_STORAGE', 'intent_android.bluetooth.adapter.action.STATE_CHANGED', 'perm_com.tencent.mm.permission.MM_MESSAGE', 'intent_com.taobao.accs.intent.action.COMMAND', 'intent_action.com.excelliance.install.plugin', 'perm_android.permission.BROADCAST_PACKAGE_CHANGED', 'intent_com.qihoo.appstore.ACTION_GET_DOWNLOAD_APK_PATH', 'intent_com.ss.android.socialbase.downloader.remote', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.news', 'intent_cn.jpush.android.intent.UNREGISTRATION', 'intent_com.qihoo.appstore.ACTION_LAUNCH_SERVICE_ACTIVITY', 'suspicious_getSimCountryIso', 'intent_com.baidu.location.service_v2.2', 'intent_safiap.framework.ACTION_SET_TIMER', 'perm_com.nd.android.launcher.permission.READ_SETTINGS']"
53,27484,500,268,232,10.847748779631926,2.7257224292799007,0.25127079218480824,0.9266666666666666,0.9230769230769231,"['perm_android.permission.ACCESS_NETWORK_STATE', 'n_used_permissions', 'n_api_calls', 'n_permissions', 'suspicious_Base64', 'n_urls', 'intent_com.qihoo.appstore.launcher.shortcut.GAME_RESERVATION', 'intent_com.qihoo.appstore.gameunion.DOWNLOAD_SLIENT', 'intent_show_moresetting', 'perm_com.tencent.mtt.extension.Player', 'intent_com.easou.eyou.START_EPAY_PROXY_ACTIVITY', 'intent_cryopiggy.start', 'suspicious_getSimCountryIso', 'perm_com.huawei.launcher.permission.WRITE_SETTINGS', 'intent_com.qihoo.appstore.launcher.shortcut.WEBVIEW', 'perm_org.adw.launcher.permission.WRITE_SETTINGS', 'intent_com.qihoo.appstore.checkupdate.INSTALL_ALL_SILENT_TASK', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.print', 'intent_com.tencent.mm.plugin.openapi.Intent.ACTION_REFRESH_WXAPP', 'intent_action_send_pop', 'intent_android.intent.action.ANY_DATA_STATE', 'intent_co.ronash.pushe.service.ScreenStateService', 'perm_android.permission.BROADCAST_SMS', 'perm_com.huawei.launcher3.permission.WRITE_SETTINGS', 'intent_android.hardware.usb.action.USB_STATE', 'intent_com.qihoo360.daemon.pcdaemon.ACTION_START_OPERATE_AUTHOR', 'intent_com.qihoo.appstore.launcher.shortcut.VIDEO', 'intent_cn.jpush.android.intent.NOTIFICATION_OPENED', 'perm_android.permission.ACCESS_WIFI_STATE.android.permission.READ_PHONE_STATE', 'intent_com.door.pay.sdk.app.action']"
54,33402,500,494,6,2.4874413991745676,1.1193519451234502,0.4500013328936697,0.9866666666666667,0.0,"['suspicious_getSystemService', 'suspicious_Ldalvik/system/DexClassLoader;', 'suspicious_Ljava/lang/System;->loadLibrary', 'suspicious_Ljava/lang/System;->load', 'suspicious_Cipher', 'perm_android.permission.WRITE_EXTERNAL_STORAGE', 'perm_android.permission.READ_PHONE_STATE', 'suspicious_Base64', 'suspicious_getDeviceId', 'suspicious_getPackageInfo', 'perm_android.permission.ACCESS_NETWORK_STATE', 'suspicious_getExternalStorageDirectory', 'intent_android.intent.action.MAIN', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'perm_android.permission.ACCESS_WIFI_STATE', 'perm_android.permission.REBOOT_IPO', 'intent_android.intent.action.START_PCM_PLAY_SERVICE', 'intent_com.qihoo.commonreceiver.CLEARED', 'n_providers', 'intent_com.qihoo.appstore.PLUGIN_ICON', 'intent_com.google.android.c2dm.intent.RECEIVE', 'intent_com.qihoo.appstore.plugin.START_PLUGIN_FROM_PROXY_LISTENER', 'intent_android.intent.action.DATA_SMS_RECEIVED', 'perm_com.google.android.c2dm.permission.RECEIVE', 'intent_com.excelliance.open.action.startPromptActivity', 'perm_org.adw.launcher.permission.WRITE_SETTINGS', 'intent_com.qihoo.appstore.launcher.shortcut.GAME_RESERVATION', 'intent_com.getui.gtc.sdk.service.action', 'intent_com.tencent.android.tpush.action.INTERNAL_PUSH_MESSAGE', 'perm_android.permission.WRITE_CLIPS']"
55,34708,500,474,26,4.941939192517745,1.2057903014684073,0.24399132698638068,0.9733333333333334,0.75,"['suspicious_getSubscriberId', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_android.permission.GET_TASKS', 'perm_com.google.android.c2dm.permission.RECEIVE', 'suspicious_getCellLocation', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.RESTART_PACKAGES', 'intent_com.android.vending.INSTALL_REFERRER', 'n_providers', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_android.permission.WRITE_SETTINGS', 'intent_com.google.firebase.INSTANCE_ID_EVENT', 'intent_android.net.ConnectivityManager.CONNECTIVITY_ACTION', 'suspicious_Ldalvik/system/PathClassLoader;', 'intent_com.google.android.gms.analytics.ANALYTICS_DISPATCH', 'perm_android.permission.READ_SMS', 'perm_com.ty.launcher.permission.READ_SETTINGS', 'n_permissions', 'n_services', 'perm_android.permission.ACCESS_COARSE_LOCATION', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'intent_android.net.wifi.STATE_CHANGE', 'intent_com.sina.weibo.sdk.action.ACTION_SDK_REQ_ACTIVITY', 'intent_android.intent.action.CREATE_SHORTCUT', 'intent_com.taobao.accs.intent.action.ELECTION', 'perm_com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE', 'perm_android.permission.CHANGE_NETWORK_STATE', 'perm_android.Manifest.permission.READ_SMS', 'perm_com.android.launcher3.permission.UNINSTALL_SHORTCUT', 'perm_com.huawei.launcher2.permission.READ_SETTINGS']"
56,69436,500,487,13,2.8990603271671658,0.6676597528526804,0.23030212465605646,0.9866666666666667,0.6666666666666666,"['suspicious_getCellLocation', 'n_providers', 'intent_android.intent.action.PACKAGE_ADDED', 'perm_com.google.android.c2dm.permission.RECEIVE', 'intent_com.yandex.metrica.IMetricaService', 'suspicious_Ldalvik/system/PathClassLoader;', 'intent_com.google.firebase.MESSAGING_EVENT', 'intent_com.qihoo.appstore.ACTION_EVENT_STAT', 'intent_com.kingroot.kinguser.action.update', 'n_services', 'perm_dianxin.permission.READ_SETTINGS', 'perm_android.permission.SET_WALLPAPER', 'n_api_calls', 'intent_android.intent.action.SEARCH', 'suspicious_system/bin/su', 'intent_com.huawei.android.push.intent.RECEIVE', 'intent_android.intent.action.MEDIA_MOUNTED', 'intent_android.intent.action.EXTERNAL_APPLICATIONS_AVAILABLE', 'intent_android.provider.OppoSpeechAssist.SMS_RECEIVED', 'perm_com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE', 'suspicious_getSubscriberId', 'intent_com.qihoo.appstore.ACTION_NOTIFY_UNINSTALL', 'n_activities', 'n_used_permissions', 'intent_com.Remind.alarm.enable', 'perm_com.zte.mifavor.launcher.permission.WRITE_SETTINGS', 'perm_com.anddoes.launcher.permission.WRITE_SETTINGS', 'n_urls', 'intent_com.qihoo.commonreceiver.ARRIVED', 'intent_com.qihoo.appstore.floatwin.FloatWindowService']"
57,38449,500,476,24,3.821688015868447,0.8046635620965557,0.2105518709940279,0.96,0.4,"['n_api_calls', 'intent_com.gridappsinc.launcher.theme.apk_action', 'intent_com.gtp.nextlauncher.theme', 'perm_android.permission.WRITE_SETTINGS', 'intent_com.lge.launcher2.THEME', 'intent_android.intent.action.BATTERY_CHANGED', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.cl', 'intent_com.excelliance.dualaid.act.action.ext', 'intent_com.phonemetra.turbo.launcher.icons.ACTION_PICK_ICON', 'intent_com.sogou.androidtool.intent.action.COMMAND', 'intent_com.qihoo.appstore.ACTION_WX_CLEAR', 'intent_android.intent.action.BATTERY_CHANGED_ACTION', 'n_activities', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'perm_com.qihoo.appstore.rtservice.ACCESS_RTSERVICE', 'intent_cn.jpush.android.intent.REGISTER', 'intent_com.smartdialer.voip.action.STATE_RINGING', 'intent_com.excelliance.kxqp.action.launcher', 'suspicious_getCellLocation', 'perm_com.android.launcher2.permission.WRITE_SETTINGS', 'intent_com.qihoo.appstore.NOTIFY_DELETE', 'intent_com.mobiletool.appstore.service.weatherservice', 'intent_com.qihoo.commonreceiver.CLEARED', 'perm_com.sec.android.permission.VOIP_INTERFACE', 'intent_android.intent.action.MAIN', 'perm_com.huawei.launcher.permission.WRITE_SETTINGS', 'perm_android.permission.WRITE_PROFILE', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.sitemaps', 'perm_android.permission.ACCESS_COARSE_LOCATION', 'perm_android.permission.RECORD_AUDIO']"
58,55117,500,500,0,0.0,0.0,0.0,,,[]
59,55722,500,394,106,14.000590588350432,4.773234680514852,0.3409309521904419,0.9533333333333334,0.8955223880597015,"['n_api_calls', 'n_urls', 'suspicious_Base64', 'n_used_permissions', 'suspicious_getExternalStorageDirectory', 'suspicious_getPackageInfo', 'suspicious_Cipher', 'suspicious_Ldalvik/system/PathClassLoader;', 'suspicious_getSystemService', 'perm_android.permission.GET_TASKS', 'suspicious_getDeviceId', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'n_permissions', 'perm_android.permission.CHANGE_WIFI_STATE', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_android.permission.WRITE_SETTINGS', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'perm_android.permission.ACCESS_WIFI_STATE', 'perm_android.permission.RESTART_PACKAGES', 'perm_com.google.android.c2dm.permission.RECEIVE', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'intent_android.intent.action.USER_PRESENT', 'suspicious_Ljava/lang/System;->load', 'intent_android.intent.action.PACKAGE_REMOVED', 'perm_android.permission.READ_LOGS', 'perm_android.permission.READ_PHONE_STATE', 'intent_com.google.firebase.INSTANCE_ID_EVENT', 'perm_android.permission.SEND_SMS', 'perm_android.permission.PROCESS_OUTGOING_CALLS', 'intent_com.android.vending.INSTALL_REFERRER']"
