cluster_id,anchor_index,n_samples,class_0,class_1,ig_sum,ig_top30_sum,ig_top30_ratio,acc_top30,f1_top30,top30_features
20,17027,500,383,117,12.447571285304797,4.155538614772798,0.33384332730664446,0.92,0.8235294117647058,"['n_api_calls', 'n_urls', 'n_used_permissions', 'suspicious_getPackageInfo', 'suspicious_getExternalStorageDirectory', 'suspicious_Base64', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'suspicious_getSystemService', 'suspicious_Cipher', 'n_permissions', 'perm_android.permission.WRITE_SETTINGS', 'perm_android.permission.GET_TASKS', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_com.google.android.c2dm.permission.RECEIVE', 'perm_android.permission.ACCESS_WIFI_STATE', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'perm_android.permission.READ_PHONE_STATE', 'suspicious_getDeviceId', 'perm_android.permission.ACCESS_COARSE_LOCATION', 'intent_android.intent.action.PACKAGE_ADDED', 'perm_com.android.launcher.permission.READ_SETTINGS', 'n_activities', 'intent_android.intent.action.PACKAGE_REMOVED', 'suspicious_Ljava/lang/System;->load', 'intent_com.google.android.c2dm.intent.RECEIVE', 'intent_cn.jpush.android.intent.PushService', 'suspicious_Ldalvik/system/PathClassLoader;', 'intent_android.intent.action.USER_PRESENT', 'intent_cn.jpush.android.intent.REGISTRATION']"
21,69153,500,499,1,4.440892098500626e-13,1.3322676295501878e-14,0.03,,,"['n_api_calls', 'perm_android.permission.GET_TASKS', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'n_urls', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'n_used_permissions', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_android.permission.SEND_SMS', 'n_permissions', 'suspicious_getSubscriberId', 'intent_android.intent.action.USER_PRESENT', 'perm_android.permission.CHANGE_NETWORK_STATE', 'perm_android.permission.WRITE_SETTINGS', 'perm_android.permission.READ_SMS', 'perm_android.permission.WRITE_SMS', 'suspicious_getSystemService', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'perm_android.permission.READ_LOGS', 'suspicious_Base64', 'perm_android.permission.RECEIVE_SMS', 'suspicious_Ldalvik/system/PathClassLoader;', 'suspicious_getPackageInfo', 'intent_android.intent.action.PACKAGE_ADDED', 'perm_android.permission.ACCESS_WIFI_STATE', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_com.android.launcher.permission.READ_SETTINGS', 'intent_android.intent.action.PACKAGE_REMOVED', 'suspicious_getExternalStorageDirectory']"
22,66937,500,421,79,9.452032979609637,3.7546615025001,0.3972332206838285,0.9733333333333334,0.9090909090909091,"['n_api_calls', 'n_urls', 'n_services', 'perm_android.permission.READ_PHONE_STATE', 'suspicious_getCellLocation', 'n_receivers', 'n_activities', 'suspicious_getCellSignalStrength', 'perm_android.permission.FLASHLIGHT', 'intent_com.google.android.gms.analytics.ANALYTICS_DISPATCH', 'perm_android.permission.ACCESS_FINE_LOCATION', 'n_used_permissions', 'n_providers', 'perm_android.permission.ACCESS_COARSE_LOCATION', 'intent_android.intent.action.MEDIA_BUTTON', 'intent_android.intent.action.ACTION_VIEW_DOWNLOADS', 'n_permissions', 'intent_com.google.android.gms.iid.InstanceID', 'intent_android.appwidget.action.APPWIDGET_CONFIGURE', 'intent_android.appwidget.action.APPWIDGET_UPDATE', 'intent_android.net.ConnectivityManager.CONNECTIVITY_ACTION', 'intent_android.intent.action.DOWNLOAD_COMPLETE', 'perm_android.permission.VIBRATE', 'intent_com.google.android.c2dm.intent.REGISTRATION', 'intent_android.intent.action.DOWNLOAD_NOTIFICATION_CLICKED', 'intent_android.intent.action.VIEW', 'intent_com.tappx.sdk.SILP', 'perm_android.permission.BLUETOOTH_ADMIN', 'perm_com.sec.android.app.voicenote.Controller', 'intent_android.intent.action.ACTION_POWER_CONNECTED']"
23,9598,500,497,3,2.314721450886146,0.9218269633443749,0.39824531067937846,1.0,1.0,"['perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'perm_android.permission.RECEIVE_BOOT_COMPLETED', 'perm_android.permission.READ_EXTERNAL_STORAGE', 'perm_android.permission.ACCESS_WIFI_STATE', 'suspicious_Base64', 'perm_android.permission.ACCESS_NETWORK_STATE', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'perm_android.permission.WRITE_EXTERNAL_STORAGE', 'intent_android.intent.action.MAIN', 'suspicious_getSystemService', 'suspicious_Cipher', 'perm_android.permission.ACCESS_FINE_LOCATION', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_com.google.android.c2dm.permission.RECEIVE', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'perm_com.majeur.launcher.permission.UPDATE_BADGE', 'perm_com.sec.android.provider.badge.permission.WRITE', 'perm_com.sec.android.provider.badge.permission.READ', 'perm_com.htc.launcher.permission.UPDATE_SHORTCUT', 'perm_com.sonyericsson.home.permission.BROADCAST_BADGE', 'perm_android.permission.GET_TASKS', 'perm_com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'perm_com.anddoes.launcher.permission.UPDATE_COUNT', 'perm_com.huawei.android.launcher.permission.CHANGE_BADGE', 'suspicious_Ldalvik/system/DexClassLoader;', 'perm_com.oppo.launcher.permission.WRITE_SETTINGS', 'perm_android.permission.READ_APP_BADGE', 'perm_sec.android.permission.READ_MSG_PREF', 'suspicious_Ljava/lang/System;->load', 'suspicious_getDeviceId']"
24,12048,500,217,283,12.338399601759251,3.9504958181757255,0.32017894910880096,0.96,0.9647058823529412,"['n_api_calls', 'n_permissions', 'n_used_permissions', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.GET_TASKS', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'n_services', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'n_urls', 'suspicious_getPackageInfo', 'suspicious_getExternalStorageDirectory', 'suspicious_getSystemService', 'n_receivers', 'intent_android.intent.action.PACKAGE_ADDED', 'perm_android.permission.ACCESS_NETWORK_STATE', 'perm_com.android.launcher.permission.UNINSTALL_SHORTCUT', 'intent_android.intent.action.USER_PRESENT', 'suspicious_Ljava/lang/Runtime;->exec', 'intent_com.qihoo.sdkplugging.host.service.CommonHostProxyService', 'intent_com.sogou.androidtool.action.update', 'intent_android.intent.action.ACTION_POWER_CONNECTED', 'perm_android.permission.WRITE_EXTERNAL_STORAGE', 'suspicious_getDeviceId', 'perm_android.permission.RECEIVE_BOOT_COMPLETED', 'intent_com.qihoo.appstore.battery.STABLE_NOTIFY', 'perm_com.samsung.android.providers.context.permission.READ_RECORD_AUDIO', 'intent_show_lock_forget_pwd', 'intent_com.baidu.action.Techain.VIEW', 'intent_com.meizu.cloud.pushservice.action.PUSH_SERVICE_START', 'intent_com.ez.sj']"
25,62913,500,496,4,1.4486358314180778,0.5089687416641439,0.3513434713028681,0.9866666666666667,0.5,"['perm_android.permission.ACCESS_NETWORK_STATE', 'suspicious_getPackageInfo', 'suspicious_getSystemService', 'intent_android.intent.action.MAIN', 'suspicious_getExternalStorageDirectory', 'perm_me.everything.badger.permission.BADGE_COUNT_WRITE', 'perm_com.sonyericsson.home.permission.BROADCAST_BADGE', 'perm_com.htc.launcher.permission.UPDATE_SHORTCUT', 'perm_me.everything.badger.permission.BADGE_COUNT_READ', 'intent_com.google.android.c2dm.intent.RECEIVE', 'intent_cn.jpush.android.intent.DaemonService', 'suspicious_getWifiState', 'perm_android.permission.WRITE_EXTERNAL_STORAGE', 'intent_android.intent.action.DOWNLOAD_WAKEUP', 'intent_com.tencent.android.tpush.action.FEEDBACK', 'intent_com.qihoo.appstore.push.PushNotifyCancelReceiver.ACTION_INTENT_CANCEL', 'perm_com.sec.android.provider.badge.permission.WRITE', 'perm_android.permission.READ_PHONE_STATE', 'intent_action.com.excelliance.install.plugin', 'perm_telecom.mdesk.permission.READ_SETTINGS', 'intent_com.sogou.androidtool.highspeed', 'intent_android.fbreader.action.CLOSE', 'intent_com.excelliance.dualaid.act.action.ext', 'n_services', 'intent_android.intent.action.ACTION_BOOT_COMPLETED', 'intent_com.baidu.android.pushservice.action.MESSAGE', 'perm_com.lenovo.launcher.permission.READ_SETTINGS', 'intent_android.intent.action.CAL', 'intent_android.intent.action.QUICKBOOT_POWERON', 'intent_com.cootek.usage.alarm_operation']"
26,59652,500,499,1,0.0010020040084600668,0.0010020040080293002,0.999999999570095,,,"['n_providers', 'intent_com.excelliance.kxqp.action.swpmain', 'intent_show_encourage', 'intent_com.excelliance.kxqp.action.swpsrv', 'intent_android.intent.action.BATTERY_CHANGED_ACTION', 'intent_android.intent.action.MEDIA_CHECKING', 'intent_android.intent.action.MEDIA_BUTTON', 'intent_com.tencent.android.tpush.action.SDK', 'perm_com.facebook.katana.provider.ACCESS', 'intent_com.tencent.android.tpush.action.INTERNAL_PUSH_MESSAGE', 'intent_show_notificationcenter', 'perm_com.xgbuy.xg.permission.JPUSH_MESSAGE', 'intent_android.settings.ADD_ACCOUNT_SETTINGS', 'perm_com.android.vending.CHECK_LICENSE', 'perm_com.baiqi.weather.permission.READ_SETTINGS', 'intent_android.intent.action.MEDIA_REMOVED', 'intent_show_helpcontent', 'perm_android.permission.RAISED_THREAD_PRIORITY', 'perm_xvtian.gai.receiver', 'perm_com.lenovo.launcher.permission.WRITE_SETTINGS', 'perm_android.permission.MANAGE_DEVICE_ADMINS', 'intent_android.appwidget.action.APPWIDGET_UPDATE', 'intent_android.view.InputMethod', 'intent_com.qihoo.psdk.service.action.remote', 'intent_com.dzbook.service.PerpareDataService', 'intent_com.esbook.receiver.message', 'intent_com.esbook.receiver.CLICK_BOOK_UPDATE', 'intent_com.qihoo.commonservice.SERVICE', 'intent_com.qihoo.commonreceiver.CLEARED', 'intent_com.qihoo.commonreceiver.ARRIVED']"
27,14205,500,499,1,0.0020040080164760443,0.002004008016045278,0.9999999997850475,,,"['perm_android.permission.WRITE_EXTERNAL_STORAGE', 'intent_com.android.vending.INSTALL_REFERRER', 'perm_android.permission.ACCESS_CHECKIN_PROPERTIES', 'perm_com.android.vending.CHECK_LICENSE', 'intent_android.settings.ADD_ACCOUNT_SETTINGS', 'perm_com.xgbuy.xg.permission.JPUSH_MESSAGE', 'intent_show_notificationcenter', 'intent_com.tencent.android.tpush.action.INTERNAL_PUSH_MESSAGE', 'intent_android.intent.action.MEDIA_REMOVED', 'intent_com.tencent.android.tpush.action.SDK', 'intent_android.intent.action.MEDIA_BUTTON', 'intent_android.intent.action.MEDIA_CHECKING', 'intent_android.intent.action.BATTERY_CHANGED_ACTION', 'intent_com.excelliance.kxqp.action.swpsrv', 'intent_show_encourage', 'intent_com.excelliance.kxqp.action.swpmain', 'perm_com.facebook.katana.provider.ACCESS', 'intent_safiap.framework.ACTION_NETWORK_ERROR', 'perm_android.permission.RAISED_THREAD_PRIORITY', 'perm_xvtian.gai.receiver', 'perm_com.lenovo.launcher.permission.WRITE_SETTINGS', 'perm_android.permission.MANAGE_DEVICE_ADMINS', 'intent_android.appwidget.action.APPWIDGET_UPDATE', 'intent_android.view.InputMethod', 'intent_com.qihoo.psdk.service.action.remote', 'intent_com.dzbook.service.PerpareDataService', 'intent_com.esbook.receiver.message', 'intent_com.esbook.receiver.CLICK_BOOK_UPDATE', 'intent_com.qihoo.commonservice.SERVICE', 'intent_com.qihoo.commonreceiver.CLEARED']"
28,56955,500,499,1,0.0010020040084600668,0.0010020040080293002,0.999999999570095,,,"['intent_com.google.android.c2dm.intent.RECEIVE', 'intent_show_fold', 'intent_com.excelliance.kxqp.action.swpmain', 'intent_show_encourage', 'intent_com.excelliance.kxqp.action.swpsrv', 'intent_android.intent.action.BATTERY_CHANGED_ACTION', 'intent_android.intent.action.MEDIA_CHECKING', 'intent_android.intent.action.MEDIA_BUTTON', 'intent_com.tencent.android.tpush.action.SDK', 'perm_com.facebook.katana.provider.ACCESS', 'intent_com.tencent.android.tpush.action.INTERNAL_PUSH_MESSAGE', 'intent_show_notificationcenter', 'perm_com.xgbuy.xg.permission.JPUSH_MESSAGE', 'intent_android.settings.ADD_ACCOUNT_SETTINGS', 'perm_com.android.vending.CHECK_LICENSE', 'perm_com.baiqi.weather.permission.READ_SETTINGS', 'intent_android.intent.action.MEDIA_REMOVED', 'intent_show_helpcontent', 'perm_android.permission.RAISED_THREAD_PRIORITY', 'perm_xvtian.gai.receiver', 'perm_com.lenovo.launcher.permission.WRITE_SETTINGS', 'perm_android.permission.MANAGE_DEVICE_ADMINS', 'intent_android.appwidget.action.APPWIDGET_UPDATE', 'intent_android.view.InputMethod', 'intent_com.qihoo.psdk.service.action.remote', 'intent_com.dzbook.service.PerpareDataService', 'intent_com.esbook.receiver.message', 'intent_com.esbook.receiver.CLICK_BOOK_UPDATE', 'intent_com.qihoo.commonservice.SERVICE', 'intent_com.qihoo.commonreceiver.CLEARED']"
29,10481,500,40,460,7.237807779506225,2.9372712143334043,0.4058233243842502,0.9666666666666667,0.9819494584837545,"['perm_com.anddoes.launcher.permission.UPDATE_COUNT', 'n_urls', 'perm_android.permission.READ_APP_BADGE', 'perm_com.huawei.android.launcher.permission.CHANGE_BADGE', 'perm_com.majeur.launcher.permission.UPDATE_BADGE', 'perm_com.sec.android.provider.badge.permission.WRITE', 'perm_android.permission.READ_PHONE_STATE', 'perm_com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'perm_com.htc.launcher.permission.UPDATE_SHORTCUT', 'perm_com.sec.android.provider.badge.permission.READ', 'perm_com.oppo.launcher.permission.WRITE_SETTINGS', 'intent_android.intent.action.MY_PACKAGE_REPLACED', 'n_api_calls', 'perm_android.permission.WRITE_EXTERNAL_STORAGE', 'suspicious_Base64', 'perm_com.sonyericsson.home.permission.BROADCAST_BADGE', 'suspicious_getPackageInfo', 'intent_com.google.android.c2dm.intent.RECEIVE', 'intent_android.intent.action.QUICKBOOT_POWERON', 'perm_me.everything.badger.permission.BADGE_COUNT_WRITE', 'n_used_permissions', 'perm_me.everything.badger.permission.BADGE_COUNT_READ', 'perm_com.google.android.c2dm.permission.RECEIVE', 'suspicious_getExternalStorageDirectory', 'n_providers', 'n_receivers', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'suspicious_getSystemService', 'n_permissions', 'perm_android.permission.GET_TASKS']"
30,17966,500,480,20,4.113763317409338,1.3142888768436463,0.3194857786984512,1.0,1.0,"['perm_android.permission.GET_TASKS', 'intent_android.intent.action.PACKAGE_ADDED', 'intent_android.intent.action.SCREEN_OFF', 'intent_android.intent.action.DOWNLOAD_COMPLETE', 'intent_com.baoruan.launcher3.ACTION_THEME', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'intent_android.intent.action.DOWNLOAD_NOTIFICATION_CLICKED', 'intent_android.intent.action.PACKAGE_REMOVED', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'n_services', 'n_permissions', 'n_used_permissions', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'suspicious_getExternalStorageDirectory', 'intent_com.kingroot.master.action.NAIN_EXIT_NOTIFY', 'perm_android.permission.RECEIVE_BOOT_COMPLETED', 'intent_android.intent.action.MEDIA_REMOVED', 'intent_com.android.vending.INSTALL_REFERRER', 'n_api_calls', 'n_receivers', 'n_urls', 'n_activities', 'suspicious_Ljava/lang/System;->load', 'intent_com.huawei.android.push.intent.REGISTRATION', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.youtube', 'perm_android.permission.VIBRATE', 'perm_android.permission.WRITE_CALENDAR', 'perm_android.permission.MANAGE_ACCOUNTS', 'intent_com.excelliance.open.action.dmchk', 'perm_com.android.permission.WRITE_APN_SETTINGS']"
31,41557,500,497,3,1.2925964249838733,0.41736176356287835,0.32288636692468453,0.9933333333333333,0.0,"['suspicious_getExternalStorageDirectory', 'suspicious_getSystemService', 'suspicious_Cipher', 'perm_com.fede.launcher.permission.READ_SETTINGS', 'intent_com.tencent.android.tpush.action.SDK', 'intent_com.taobao.accs.intent.action.RECEIVE', 'intent_safiap.framework.ACTION_CANCEL_NOTIFICATION', 'intent_safiap.framework.ACTION_CHECK_UPDATE', 'perm_android.permission.BROADCAST_PACKAGE_REPLACED', 'perm_com.yulong.android.launcher.permission.WRITE_SETTINGS', 'intent_android.intent.action.MAIN', 'intent_cn.jpush.android.intent.REGISTRATION', 'intent_com.qihoo.appstore.ACTION_GET_SIGNIN_FOR_NOTIFYCATION', 'perm_com.huaqin.launcherEx.permission.READ_SETTINGS', 'perm_com.lenovo.launcher.permission.READ_SETTINGS', 'intent_android.intent.action.RESPOND_VIA_MESSAGE', 'suspicious_Ldalvik/system/DexClassLoader;', 'perm_com.kingroot.kinguser.permission.REQUEST', 'intent_com.excelliance.open.action.dmchk', 'perm_com.android.launcher3.permission.READ_SETTINGS', 'suspicious_getPackageInfo', 'intent_com.kingroot.kinguser.action.update', 'intent_com.google.android.gms.measurement.UPLOAD', 'perm_android.permission.BODY_SENSORS', 'intent_com.excelliance.dualaid.platform.gameplugin.action.START_FROM_SHORTCUT', 'intent_com.android.utils.hades.ACTION_REGISTER_IMPLICIT_RECEIVERS', 'suspicious_Base64', 'intent_com.areametrics.areametricssdk.AMLocationUpdatesBroadcastReceiver.PROCESS_UPDATES', 'intent_com.qihoo.appstore.clipboard.change', 'perm_com.yulong2.android.launcher.permission.WRITE_SETTINGS']"
32,52510,500,499,1,0.0010020040084600668,0.0010020040080293002,0.999999999570095,,,"['perm_android.permission.ACCESS_NETWORK_STATE', 'perm_com.tencent.mm.permission.MM_MESSAGE', 'intent_show_fold', 'intent_com.excelliance.kxqp.action.swpmain', 'intent_show_encourage', 'intent_com.excelliance.kxqp.action.swpsrv', 'intent_android.intent.action.BATTERY_CHANGED_ACTION', 'intent_android.intent.action.MEDIA_CHECKING', 'intent_android.intent.action.MEDIA_BUTTON', 'intent_com.tencent.android.tpush.action.SDK', 'perm_com.facebook.katana.provider.ACCESS', 'intent_com.tencent.android.tpush.action.INTERNAL_PUSH_MESSAGE', 'intent_show_notificationcenter', 'perm_com.xgbuy.xg.permission.JPUSH_MESSAGE', 'intent_android.settings.ADD_ACCOUNT_SETTINGS', 'perm_android.permission.ACCESS_CHECKIN_PROPERTIES', 'intent_android.intent.action.MEDIA_REMOVED', 'intent_show_helpcontent', 'perm_android.permission.RAISED_THREAD_PRIORITY', 'perm_xvtian.gai.receiver', 'perm_com.lenovo.launcher.permission.WRITE_SETTINGS', 'perm_android.permission.MANAGE_DEVICE_ADMINS', 'intent_android.appwidget.action.APPWIDGET_UPDATE', 'intent_android.view.InputMethod', 'intent_com.qihoo.psdk.service.action.remote', 'intent_com.dzbook.service.PerpareDataService', 'intent_com.esbook.receiver.message', 'intent_com.esbook.receiver.CLICK_BOOK_UPDATE', 'intent_com.qihoo.commonservice.SERVICE', 'intent_com.qihoo.commonreceiver.CLEARED']"
33,39439,500,490,10,2.7401799407776197,0.6247946663366387,0.2280122765074077,0.98,0.4,"['suspicious_getCellLocation', 'intent_android.intent.action.PACKAGE_ADDED', 'suspicious_system/bin/su', 'suspicious_getCellSignalStrength', 'intent_com.yandex.metrica.IMetricaService', 'perm_com.android.permission.WRITE_APN_SETTINGS', 'intent_com.sogou.androidtool.action.extend', 'perm_android.permission.REORDER_TASKS', 'intent_com.excelliance.appmate.platform.gameservice.PlatService', 'n_providers', 'perm_android.permission.READ_PHONE_STATE', 'perm_com.sec.android.provider.badge.permission.WRITE', 'perm_android.permission.ACCESS_CACHE_FILESYSTEM', 'intent_com.qihoo.appstore.clipboard.change', 'intent_ACTION.TAPCORE.SYNC', 'perm_android.permission.GET_DETAILED_TASKS', 'perm_android.permission.READ_SOCIAL_STREAM', 'intent_com.secneo.plugin.action.DAILY', 'intent_com.mobiletool.appstore.action.BackgroundService', 'intent_cryopiggy.start', 'perm_com.kingroot.kinguser.permission.REQUEST', 'intent_com.sogou.androidtool.action.update', 'perm_android.permission.READ_SMS', 'perm_android.permission.WRITE_MEDIA_STORAGE', 'intent_com.google.firebase.INSTANCE_ID_EVENT', 'intent_com.qihoo.appstore.utils.ActivityBroadcastReceiver.ACTION_INTENT_TRANSFER', 'intent_com.google.firebase.MESSAGING_EVENT', 'perm_android.permission.GET_TASKS', 'perm_com.yulong.android.launcherL.permission.READ_SETTINGS', 'perm_com.samsung.android.scloud.backup.lib.read']"
34,40868,500,499,1,4.440892098500626e-13,1.3322676295501878e-14,0.03,,,"['n_api_calls', 'perm_android.permission.GET_TASKS', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'n_urls', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'n_used_permissions', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_android.permission.SEND_SMS', 'n_permissions', 'suspicious_getSubscriberId', 'intent_android.intent.action.USER_PRESENT', 'perm_android.permission.CHANGE_NETWORK_STATE', 'perm_android.permission.WRITE_SETTINGS', 'perm_android.permission.READ_SMS', 'perm_android.permission.WRITE_SMS', 'suspicious_getSystemService', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'perm_android.permission.READ_LOGS', 'suspicious_Base64', 'perm_android.permission.RECEIVE_SMS', 'suspicious_Ldalvik/system/PathClassLoader;', 'suspicious_getPackageInfo', 'intent_android.intent.action.PACKAGE_ADDED', 'perm_android.permission.ACCESS_WIFI_STATE', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_com.android.launcher.permission.READ_SETTINGS', 'intent_android.intent.action.PACKAGE_REMOVED', 'suspicious_getExternalStorageDirectory']"
35,21623,500,263,237,13.770028432221027,4.548766174951556,0.3303381832028553,0.92,0.9104477611940298,"['n_urls', 'n_used_permissions', 'n_api_calls', 'suspicious_getPackageInfo', 'perm_android.permission.GET_TASKS', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.ACCESS_WIFI_STATE', 'suspicious_getSystemService', 'suspicious_Base64', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'n_permissions', 'suspicious_Ljava/lang/Runtime;->exec', 'suspicious_getDeviceId', 'intent_com.google.firebase.INSTANCE_ID_EVENT', 'perm_com.google.android.c2dm.permission.RECEIVE', 'perm_com.android.launcher.permission.READ_SETTINGS', 'intent_android.intent.action.PACKAGE_ADDED', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_android.permission.WRITE_EXTERNAL_STORAGE', 'perm_com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE', 'intent_com.google.firebase.MESSAGING_EVENT', 'intent_com.esbook.receiver.message', 'n_receivers', 'suspicious_getExternalStorageDirectory', 'intent_com.example.servicejar.action.START_SPIRIT', 'intent_com.google.android.c2dm.intent.REGISTRATION', 'perm_com.android.launcher.permission.UNINSTALL_SHORTCUT', 'perm_android.permission.WRITE_SETTINGS', 'intent_com.sogou.androidtool.action.sdk']"
36,67885,500,496,4,1.3984024298867874,0.5782057839905994,0.4134759577308587,0.9933333333333333,0.0,"['suspicious_getExternalStorageDirectory', 'intent_android.intent.action.MAIN', 'suspicious_Ldalvik/system/DexClassLoader;', 'suspicious_Cipher', 'perm_android.permission.ACCESS_NETWORK_STATE', 'suspicious_getSystemService', 'suspicious_Base64', 'suspicious_getDeviceId', 'intent_android.intent.action.EXTERNAL_APPLICATIONS_AVAILABLE', 'intent_android.intent.action.PACKAGE_RESTARTED', 'n_urls', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.ig', 'suspicious_Ldalvik/system/PathClassLoader;', 'intent_com.excelliance.appmate.platform.gameservice.PlatService', 'intent_com.excelliance.open.action.startNextChapter', 'intent_com.qihoo.appstore.NOTIFY_DELETE', 'intent_com.google.firebase.INSTANCE_ID_EVENT', 'intent_com.excelliance.kxqp.NEXT_CHAPTER', 'intent_com.android.deskclock.ALARM_SNOOZE', 'perm_com.huawei.android.launcher.permission.CHANGE_BADGE', 'perm_com.android.launcher3.permission.READ_SETTINGS', 'intent_android.intent.action.NOTIFICATION_REMOVE', 'perm_com.sonymobile.home.permission.PROVIDER_ACCESS_MODIFY_CONFIGURATION', 'intent_com.mobiletool.appstore.action.service', 'perm_android.permission.STOP_APP_SWITCHES', 'perm_ACCESS_WIFI_STATE', 'intent_android.intent.action.UMS_DISCONNECTED', 'intent_com.mobutils.android.mediation.MaterialNotificationReceiver.ACTION_AD_EXPIRES', 'intent_com.qihoo360.daemon.pcdaemon.ACTION_START_OPERATE_AUTHOR', 'intent_com.kingroot.master.action.MAIN_EXIT_CHECK']"
37,58888,500,481,19,3.712693655426809,0.8172699855400765,0.22012858086082074,0.9933333333333333,0.9090909090909091,"['intent_com.inmobi.share.id', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'n_api_calls', 'n_urls', 'perm_android.permission.READ_PHONE_STATE', 'suspicious_getCellLocation', 'suspicious_getCellSignalStrength', 'intent_com.esbook.receiver.CLICK_BOOK_UPDATE', 'n_permissions', 'suspicious_system/bin/su', 'n_receivers', 'intent_android.service.notification.NotificationListenerService', 'intent_com.baidu.location.service_v2.2', 'n_used_permissions', 'intent_com.sogou.androidtool.action.download', 'intent_android.Intent.ACTION_NEW_OUTGOING_CALL', 'suspicious_Landroid/telephony/SmsMessage;->getMessageBody', 'n_activities', 'suspicious_getSubscriberId', 'intent_com.google.android.gms.iid.InstanceID', 'perm_android.permission.BIND_JOB_SERVICE', 'intent_org.agoo.android.intent.action.ELECTION_V2', 'intent_com.huawei.android.push.intent.REGISTRATION', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.cp', 'intent_com.taobao.accs.intent.action.SERVICE', 'perm_android.permission.WRITE_SOCIAL_STREAM', 'intent_org.android.agoo.client.ElectionReceiverService', 'intent_com.qihoo.appstore.videomini', 'intent_android.intent.action.MY_PACKAGE_REPLACED', 'intent_android.intent.action.ANY_DATA_STATE']"
38,48242,500,489,11,2.5297721099707213,0.6004121307017273,0.23733842599311297,0.9733333333333334,0.5,"['perm_android.permission.GET_TASKS', 'n_providers', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'perm_android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS', 'intent_show_fold', 'perm_android.permission.READ_PHONE_STATE', 'suspicious_Ldalvik/system/DexClassLoader;', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'perm_com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'intent_org.agoo.android.intent.action.PING_V4', 'intent_show_cpuad', 'intent_io.intercom.android.sdk.INTERCOM_PUSH_OPENED', 'intent_android.intent.action.USER_PRESENT', 'perm_com.android.broswer.permission.WRITE_HISTORY_BOOKMARKS', 'perm_com.ty.launcher.permission.READ_SETTINGS', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.dodgeball', 'perm_com.huawei.android.launcher.permission.CHANGE_BADGE', 'perm_android.permission.WRITE_INTERNAL_STORAGE', 'n_permissions', 'perm_android.permission.MOUNT_FORMAT_FILESYSTEMS', 'intent_com.qihoo.appstore.battery.FREEZE_APP', 'perm_com.kingroot.kinguser.permission.activityCalled', 'intent_com.qihoo.appstore.launcher.shortcut.PLAYGAME', 'intent_android.intent.action.BATTERY_CHANGED', 'perm_android.permission.WRITE_APN_SETTINGS', 'intent_com.baidu.autoupdatesdk.ACTION_NEW_UPDATE', 'intent_com.google.firebase.MESSAGING_EVENT', 'perm_android.permission.BIND_DIRECTORY_SEARCH', 'perm_android.permission.SET_TIME_ZONE', 'perm_android.Manifest.permission.READ_PHONE_STATE']"
