suspicious_getSubscriberId,perm_android_permission_GET_TASKS,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_CHANGE_NETWORK_STATE,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_READ_PHONE_STATE,perm_android_permission_CHANGE_WIFI_STATE,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_WRITE_SETTINGS,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,suspicious_getCellLocation,n_services,intent_android_intent_action_USER_PRESENT,perm_android_permission_SEND_SMS,n_receivers,perm_android_permission_READ_LOGS,intent_android_intent_action_PACKAGE_ADDED,perm_com_sec_android_provider_badge_permission_READ,suspicious_Ldalvik_system_PathClassLoader_,perm_com_sonyericsson_home_permission_BROADCAST_BADGE,perm_com_anddoes_launcher_permission_UPDATE_COUNT,perm_com_sec_android_provider_badge_permission_WRITE,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_RECORD_AUDIO,n_api_calls,perm_com_android_browser_permission_READ_HISTORY_BOOKMARKS,perm_android_permission_READ_SMS,label
0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,6,0,0,1,0,1,1,1,1,0,13,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,8,0,1,0,1,0,0,0,1,0,52,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,37,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,13,0,0,8,0,0,0,1,0,0,0,0,0,13,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,13,0,0,7,0,0,1,1,1,1,1,0,0,21,0,0,0
0,0,0,1,0,0,0,0,0,0,1,1,0,0,11,0,0,9,0,0,1,1,1,1,1,0,0,29,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,1,19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,1,0,0,0,1,0,19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,5,0,0,0,1,0,0,0,0,0,21,0,0,0
0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,1,0,28,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0
0,1,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,31,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,8,0,0,1,1,1,1,1,0,0,19,0,0,0
0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,0,0,6,0,0,0,1,0,0,0,0,1,13,0,0,0
0,0,0,1,0,0,0,0,0,0,1,1,0,0,6,0,0,3,0,0,0,1,0,0,0,0,0,7,0,0,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,0,0,3,0,0,0,0,0,0,0,1,0,18,0,0,1
0,0,0,0,0,0,1,0,0,0,1,1,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,14,0,0,0
0,0,0,1,0,0,1,0,0,0,1,1,0,0,7,0,0,3,0,0,1,1,1,1,1,0,0,26,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,23,0,0,0
0,0,0,1,0,1,1,0,0,0,1,1,0,0,12,0,0,20,0,0,0,1,0,0,0,1,0,33,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,4,0,0,0,1,0,0,0,1,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,29,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,23,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,12,0,0,0,1,0,0,0,0,0,30,0,0,0
0,0,0,1,0,0,1,0,0,0,1,1,0,0,5,0,0,6,0,0,1,1,1,1,1,0,0,19,0,0,0
0,0,0,0,0,0,0,1,0,0,1,1,0,1,5,0,0,4,0,0,0,1,0,0,0,1,0,23,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,8,0,0,1,1,1,1,1,0,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
0,0,0,0,0,0,0,1,0,0,1,1,0,0,10,0,0,6,0,0,0,1,0,0,0,1,0,50,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0
0,1,1,0,0,0,1,1,1,0,1,1,0,0,2,0,0,4,0,0,0,0,0,0,0,1,1,30,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,28,0,0,0
1,1,1,1,0,1,1,0,1,1,1,1,0,1,9,0,0,8,1,1,0,1,0,0,0,1,1,47,0,0,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,5,0,0,0,1,0,0,0,1,0,24,0,0,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,0,0,4,0,0,1,1,1,1,1,1,0,45,0,0,0
1,1,0,1,0,0,1,0,0,0,1,1,0,0,8,0,0,7,0,0,0,1,0,0,0,0,0,30,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,0,0,8,0,0,1,1,1,1,1,1,0,39,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0
1,1,1,1,1,1,1,1,1,1,0,0,1,1,12,1,0,7,1,0,1,0,1,1,1,1,1,76,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0
0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,24,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,18,0,0,0
0,0,0,0,0,0,1,0,1,0,1,1,0,1,6,0,0,7,0,0,0,0,0,0,0,1,0,58,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1
0,0,0,0,0,0,1,0,0,0,1,1,0,1,7,0,0,4,0,0,0,0,0,0,0,1,0,50,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,0,1,0,0,0,1,0,46,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,1,0,8,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,7,0,0,4,0,0,0,1,0,0,0,1,0,28,0,0,0
0,1,0,1,0,0,1,0,1,0,1,1,0,0,15,0,0,22,0,1,0,1,0,0,0,1,0,31,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,37,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,0,0,6,0,0,0,1,0,0,0,1,0,20,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,4,0,0,0,1,0,0,0,0,0,5,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,1
0,1,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,38,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,4,0,0,0,1,0,0,0,0,0,20,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,0,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,1,0,0,0,0,0,1,0,15,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
0,0,0,0,0,0,1,0,0,0,1,1,0,1,12,0,0,10,0,0,0,1,0,0,0,0,0,19,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,5,0,0,0,1,0,0,0,1,0,19,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,13,0,0,1
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
0,0,0,0,0,0,0,0,1,0,1,1,0,0,10,0,0,11,0,0,0,1,0,0,0,0,0,19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0
0,0,0,1,0,0,1,0,0,0,1,1,0,0,5,0,0,1,0,0,0,1,0,0,0,1,0,21,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,1,1,26,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,34,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,1,5,1,0,0,0,0,0,0,1,1,25,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,25,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,8,0,0,5,0,0,0,1,0,0,0,0,0,23,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,7,0,0,1,0,1,1,1,0,0,13,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,1,0,0,0,0,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,3,0,0,0,1,0,0,0,0,0,6,0,0,0
1,0,0,0,0,0,1,0,1,0,1,1,0,1,35,0,0,28,0,0,0,1,0,0,0,1,0,38,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,0,4,0,0,0,0,0,0,0,1,0,14,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0
0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,21,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,1,0,0,0,1,0,0,0,1,0,16,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,6,0,0,0,1,0,0,0,0,1,18,0,0,0
1,0,0,0,0,0,1,0,1,0,0,0,0,1,4,1,0,5,0,0,0,0,0,0,0,1,1,24,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,10,0,0,5,0,0,1,0,1,1,1,1,0,31,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,6,0,0,0,1,0,0,0,0,0,19,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,25,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,9,0,0,0,1,0,0,0,0,0,23,0,0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,4,0,0,0,1,0,0,0,0,0,19,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,5,0,0,0,1,0,0,0,0,0,19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,7,0,0,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,8,0,0,5,0,0,0,1,0,0,0,1,0,29,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,17,0,0,9,0,0,1,1,1,1,1,1,0,22,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,1,0,47,0,0,0
0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,0,0,3,0,0,0,1,0,0,0,1,0,30,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,4,0,0,0,1,0,0,0,1,0,10,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,29,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,16,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,0,0,5,0,0,1,1,1,1,1,1,0,20,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,5,0,0,0,0,0,0,0,1,0,47,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,27,0,0,0
0,1,1,1,1,0,1,1,1,1,0,0,0,0,7,0,0,8,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0
