feature,method_count,aggregated_score,score_std,rank_mean,rank_std,top_methods,entropy_reduction_ratio,mutual_information,chi2_stat,f_stat,pearson_r
intent_android.intent.action.BATTERY_CHANGED,4,0.7584700013789376,0.3876686261402085,147.3,289.609323054352,"chi2_stat, f_stat, pearson_r",0.7923500068946877,0.0,1.0,1.0,1.0
intent_android.intent.action.ACTION_POWER_DISCONNECTED,4,0.5681418062809266,0.32454797735567004,56.0,106.5007042230238,"entropy_reduction_ratio, pearson_r, chi2_stat",0.9734117943721246,0.023930594175887526,0.5486193697041772,0.4841087444434848,0.8106385287089591
intent_android.intent.action.ACTION_POWER_CONNECTED,4,0.5633556874457492,0.33261439596748615,147.5,289.5002590672416,"entropy_reduction_ratio, pearson_r, chi2_stat",0.9734117943721246,0.0,0.5486193697041772,0.4841087444434848,0.8106385287089591
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,4,0.4535800949500099,0.2549894229505417,88.4,164.82912364021112,"pearson_r, entropy_reduction_ratio, chi2_stat",0.572046069555448,0.0030838711174371266,0.4919680020811654,0.4221732514956336,0.7786292805003655
perm_android.permission.BATTERY_STATS,4,0.35334947470897693,0.22442767147006543,78.0,140.56457590730318,"pearson_r, entropy_reduction_ratio, chi2_stat",0.4894954680880081,0.00996044568846188,0.3226673603884842,0.26477703913611605,0.6798470602438142
intent_android.intent.action.PACKAGE_INSTALL,4,0.29723715005314444,0.21302908182163158,152.5,287.03762819532915,"pearson_r, entropy_reduction_ratio, chi2_stat",0.4362274073214532,0.0,0.23804955775234132,0.1913656175085698,0.6205431676833578
suspicious_getCellSignalStrength,4,0.2602921080101928,0.2127011126007498,42.4,65.35625448264305,"pearson_r, entropy_reduction_ratio, chi2_stat",0.5171616818216153,0.045422998359799675,0.1197850425868116,0.09804588902495284,0.5210449282577847
intent_android.intent.action.PACKAGE_ADDED,4,0.2568377855641777,0.2254095659202544,152.3,287.11280013263087,"entropy_reduction_ratio, pearson_r, chi2_stat",0.5290125973187145,0.0,0.12551028576002562,0.10266707481436327,0.526998969927785
suspicious_getCellLocation,4,0.21160629295225916,0.20007265409664327,156.7,284.91149502959684,"pearson_r, entropy_reduction_ratio, chi2_stat",0.42838298717223977,0.0,0.08273355301190888,0.06837618716068306,0.478538737416464
perm_android.permission.READ_LOGS,4,0.20462648654225468,0.18350449962442333,155.9,285.33601244848154,"pearson_r, entropy_reduction_ratio, chi2_stat",0.3180428782318818,0.0,0.11128544484911548,0.0872689002939603,0.5065352093363158
intent_android.intent.action.DOWNLOAD_COMPLETE,4,0.20462648654225468,0.18350449962442333,155.9,285.33601244848154,"pearson_r, entropy_reduction_ratio, chi2_stat",0.3180428782318818,0.0,0.11128544484911548,0.0872689002939603,0.5065352093363158
intent_android.appwidget.action.APPWIDGET_UPDATE,4,0.20462648654225468,0.18350449962442333,155.9,285.33601244848154,"pearson_r, entropy_reduction_ratio, chi2_stat",0.3180428782318818,0.0,0.11128544484911548,0.0872689002939603,0.5065352093363158
intent_android.intent.action.BOOT_COMPLETED,4,0.20233681451406454,0.20757597274164197,157.5,284.5023725735868,"entropy_reduction_ratio, pearson_r, chi2_stat",0.46575972606571714,0.0,0.05181726509113146,0.04899824603012146,0.4451088353833525
intent_com.inmobi.share.id,4,0.16631289114320902,0.16756576516842664,158.5,284.03485701582474,"pearson_r, entropy_reduction_ratio, chi2_stat",0.2536710455797133,0.0,0.06920417100242801,0.05413132152020285,0.45455791761370096
perm_com.google.android.c2dm.permission.RECEIVE,3,0.17288250515455852,0.25538759239960945,226.0,388.27619035938835,"entropy_reduction_ratio, f_stat, mutual_information",0.6786771045470247,0.07858498117366973,0.014606676321883763,0.09254376373021449,0.0
n_providers,3,0.16875634362886155,0.1985304596738273,222.6,388.1817100276621,"entropy_reduction_ratio, pearson_r, mutual_information",0.5575503349610703,0.10238330728138444,0.03267266057501092,0.022549932480678582,0.1286254828461634
intent_com.google.android.c2dm.intent.RECEIVE,3,0.16054708880814786,0.23177303147102837,231.4,385.78885416766514,"entropy_reduction_ratio, f_stat, mutual_information",0.6211993444073891,0.06928722506843649,0.01412935095161411,0.07879042901232794,0.019329094600971684
