feature,importance
perm_android.permission.READ_PHONE_STATE,0.39792025575804485
intent_com.google.android.c2dm.intent.RECEIVE,0.0929973847446745
n_urls,0.06141843596919994
suspicious_Base64,0.060976234352040706
perm_android.permission.GET_TASKS,0.03231192385938569
suspicious_getSubscriberId,0.03184831963501311
suspicious_getCellLocation,0.029981809986342752
n_api_calls,0.02617068205066231
n_activities,0.023853865203312376
n_permissions,0.014823504795876808
suspicious_Ldalvik/system/PathClassLoader;,0.014296862592125602
suspicious_getSystemService,0.013352984898247183
intent_android.intent.action.PACKAGE_ADDED,0.012220140059461346
intent_android.net.conn.CONNECTIVITY_CHANGE,0.01176502319576027
suspicious_sendTextMessage,0.010450211465171175
n_services,0.010232186763599533
intent_com.inmobi.share.id,0.009907791281161647
n_providers,0.007888404289265865
n_receivers,0.007509938507725229
perm_,0.007354365872957723
intent_com.google.firebase.INSTANCE_ID_EVENT,0.007306249174631143
perm_android.permission.SYSTEM_ALERT_WINDOW,0.006879654611683836
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.006850302520129689
suspicious_getDeviceId,0.006753232338824642
n_used_permissions,0.005578169315107994
perm_com.google.android.c2dm.permission.RECEIVE,0.0034986299977347785
perm_android.permission.VIBRATE,0.003214657943320553
perm_android.permission.WRITE_SETTINGS,0.0031779098202392108
perm_android.permission.WRITE_EXTERNAL_STORAGE,0.0030708812539376527
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.0028707412676874117
