feature,mean_cluster_coverage,max_cluster_coverage,appearances
intent_com.telecom.sdk_auth_ui.SMS_UNSUB_SEND_RESULT_ACTION,0.0038018018018018017,0.008,5
perm_android.permission.BROADCAST_PACKAGE_ADDED,0.0038011841647114593,0.006006006006006006,14
perm_android.permission.BROADCAST_PACKAGE_INSTALL,0.0038011841647114593,0.006006006006006006,14
perm_android.permission.CHANGE_WIFI_MULTICAST_STATE,0.003785705783306263,0.006006006006006006,13
intent_com.igexin.sdk.action.user.message,0.0037522522522522523,0.006,4
perm_com.android.launcher3.permission.INSTALL_SHORTCUT,0.00374389536507113,0.01,14
intent_android.intent.action.SERVICE_STATE,0.003703463511501904,0.006006006006006006,6
perm_android.permission.BROADCAST_PACKAGE_CHANGED,0.0036811052203973623,0.006006006006006006,15
perm_android.permission.READ_SYNC_STATS,0.0036006006006006007,0.005,10
intent_cn.uc.gamesdk.sdkweb,0.0035727155727155726,0.005,7
intent_android.net.wifi.supplicant.CONNECTION_CHANGE,0.0035588331497149735,0.009009009009009009,14
perm_android.permission.READ_OWNER_DATA,0.0034898365672210905,0.005,9
perm_com.meizu.c2dm.permission.RECEIVE,0.0034499600079984003,0.006,12
intent_android.intent.apicloud.notification,0.0034438696559272444,0.006006006006006006,14
perm_android.permission.RUN_INSTRUMENTATION,0.00343709538190642,0.005,11
intent_android.intent.action.MEDIA_REMOVED,0.0034269950814641873,0.006,15
perm_android.permission.MOUNT_FORMAT_FILESYSTEMS,0.0034015015015015013,0.006006006006006006,10
perm_android.permission.AUTHENTICATE_ACCOUNTS,0.003380504619796761,0.006006006006006006,10
perm_com.android.email.permission.ACCESS_PROVIDER,0.0033346680013346683,0.01,9
perm_android.permission.ACCESS_MTK_MMHW,0.0033180881841649687,0.006006006006006006,12
perm_android.permission.BIND_ACCESSIBILITY_SERVICE,0.0032672806779985345,0.005,9
perm_android.permission.BROADCAST_PACKAGE_REPLACED,0.0032514015214975024,0.006006006006006006,12
intent_com.huawei.android.push.intent.RECEIVE,0.0032285542891421714,0.004,7
perm_com.android.launcher3.permission.UNINSTALL_SHORTCUT,0.0031850404693836007,0.01,13
perm_android.permission.DELETE_PACKAGES,0.0031004805044997003,0.008,12
perm_ACCESS_WIFI_STATE,0.0030722865722865723,0.005,14
intent_android.intent.action.SIM_STATE_CHANGED,0.003040752810398881,0.005,15
perm_android.permission.ACCESS_MOCK_LOCATION,0.0030181600043627643,0.005,11
perm_android.permission.UPDATE_DEVICE_STATS,0.003003003003003003,0.003003003003003003,4
intent_com.door.pay.sdk.app.action,0.003003003003003003,0.003003003003003003,3
intent_oh.rt.hj.j.g,0.003003003003003003,0.003003003003003003,3
perm_com.nd.android.launcher.permission.READ_SETTINGS,0.003003003003003003,0.003003003003003003,1
perm_com.nd.android.launcher.permission.WRITE_SETTINGS,0.003003003003003003,0.003003003003003003,1
perm_com.lenovo.launcher.permission.WRITE_SETTINGS,0.003,0.004,4
perm_android.permission.WRITE_SOCIAL_STREAM,0.003,0.005,2
intent_cn.jpush.android.intent.ACTION_RICHPUSH_CALLBACK,0.0029005330690618633,0.005,16
perm_android.permission.PERMISSION_NAME,0.0028902235568902235,0.01,9
intent_android.intent.action.CLOSE_SYSTEM_DIALOGS,0.0028622130043845697,0.005,13
perm_android.permission.WRITE_SYNC_SETTINGS,0.002859928014397121,0.005,10
intent_android.intent.action.MEDIA_CHECKING,0.0028587731617125737,0.006006006006006006,7
intent_com.baoruan.launcher3.ACTION_THEME,0.0028399520095980803,0.01,5
intent_aspire.iap.SMS_SEND_ACTIOIN,0.002829206359500301,0.005,14
intent_android.intent.action.CONFIGURATION_CHANGED,0.0027999400119976007,0.005,4
intent_android.intent.action.DOWNLOAD_NOTIFY,0.0027999400119976007,0.005,4
intent_android.intent.action.DOWNLOAD_WAKEUP.sogou,0.0027999400119976007,0.005,4
intent_android.intent.action.ERROR_NOTIFY,0.0027999400119976007,0.005,4
intent_android.intent.action.IMEDIATE_NOTIFY_ALARM,0.0027999400119976007,0.005,4
intent_android.intent.action.PUSH_NOTIFY_ALARM,0.0027999400119976007,0.005,4
intent_android.intent.action.UPDATE_NOTIFICATION,0.0027999400119976007,0.005,4
intent_selfupdate_notification_cancelled,0.0027999400119976007,0.005,4
perm_android.permission.DOWNLOAD_CACHE_NON_PURGEABLE,0.0027999400119976007,0.005,4
perm_android.permission.SUBSCRIBED_FEEDS_WRITE,0.0027999400119976007,0.005,2
perm_android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS,0.0027611692075999216,0.006006006006006006,15
intent_android.provider.Telephony.SMS_DELIVER,0.0027350550910838854,0.006006006006006006,12
perm_android.permission.ACCESS_CACHE_FILESYSTEM,0.0027142857142857142,0.004,7
intent_com.easou.eyou.START_EPAY_PROXY_ACTIVITY,0.0026686686686686685,0.006006006006006006,3
intent_com.huawei.android.push.intent.REGISTRATION,0.0026571257177136,0.004,7
intent_android.intent.action.SENT_SMS_ACTION,0.0026012527224284873,0.004,7
intent_com.sjm.avplay.SHOW_ACTIVITY,0.0026012527224284873,0.004,7
perm_android.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED,0.0025499400119976005,0.005,8
perm_android.permission.MODE_WORLD_READABLE,0.002533293341331734,0.004,6
intent_cn.jpush.android.intent.NOTIFICATION_CLICK_ACTION,0.0025015015015015015,0.003003003003003003,6
intent_com.taobao.accs.intent.action.ELECTION,0.0024855600308509728,0.004,7
intent_com.umeng.message.disablecallback.action,0.0024855600308509728,0.004,7
intent_com.umeng.message.enablecallback.action,0.0024855600308509728,0.004,7
perm_android.permission.ACCESS_ALL_DOWNLOADS,0.002457108578284343,0.005,7
perm_android.permission.WRITE_APN_STORAGE,0.002441753811399882,0.003003003003003003,5
perm_android.permission.READ_SYNC_SETTINGS,0.0024159945557666014,0.003003003003003003,13
intent_com.datouniao.AdPublisher.service.check,0.0024022222582510524,0.003003003003003003,4
intent_com.taobao.accs.intent.action.COMMAND,0.002399895020995801,0.004,8
intent_android.provider.Telephony.WAP_PUSH_DELIVER,0.0023155384367142015,0.003003003003003003,7
intent_com.taobao.accs.intent.action.RECEIVE,0.002314165738280915,0.004,7
intent_com.taobao.accs.intent.action.SERVICE,0.002314165738280915,0.004,7
intent_com.taobao.accs.intent.action.START_FROM_AGOO,0.002314165738280915,0.004,7
perm_android.permission.WRITE_CALL_LOG,0.002262194546537678,0.004,13
intent_android.intent.action.INSTALL,0.0020865551471430295,0.003003003003003003,7
intent_com.huawei.intent.action.PUSH_STATE,0.002085697146285029,0.003,7
intent_com.ss.android.socialbase.downloader.remote,0.0020332933413317335,0.003,6
perm_cn.nubia.launcher.permission.WRITE_SETTINGS,0.002,0.002,4
perm_com.android.mylauncher.permission.WRITE_SETTINGS,0.002,0.002,4
perm_com.ebproductions.android.launcher.permission.WRITE_SETTINGS,0.002,0.002,4
perm_com.fede.launcher.permission.WRITE_SETTINGS,0.002,0.002,4
perm_com.huawei.launcher.permission.WRITE_SETTINGS,0.002,0.002,4
perm_com.huawei.launcher2.permission.WRITE_SETTINGS,0.002,0.002,4
perm_com.huawei.launcher3.permission.WRITE_SETTINGS,0.002,0.002,4
perm_com.ibingo.launcher.permission.READ_SETTINGS,0.002,0.002,4
perm_com.tencent.mm.permission.MM_MESSAGE,0.002,0.002,4
intent_android.intent.action.apservice,0.002,0.002,3
perm_android.permission.ACCESS_CHECKIN_PROPERTIES,0.002,0.002,3
intent_com.android.deskclock.ALARM_SNOOZE,0.002,0.002,2
perm_android.permission.ACCOUNT_MANAGER,0.002,0.002,2
intent_com.yuetu.shentu.Intent.WECHAT_AUTH,0.0019565432258893565,0.003003003003003003,9
intent_com.yuetu.shentu.Intent.WECHAT_PAY,0.0019565432258893565,0.003003003003003003,9
intent_com.yuetu.shentu.Intent.WECHAT_SHARE,0.0019565432258893565,0.003003003003003003,9
perm_android.permission.MANAGE_DEVICE_ADMINS,0.0018999700059988004,0.005,8
perm_android.permission.RAISED_THREAD_PRIORITY,0.0018999700059988004,0.005,8
intent_com.tencent.android.tpush.action.INTERNAL_PUSH_MESSAGE,0.0018811052203973617,0.003003003003003003,5
intent_com.tencent.android.tpush.action.SDK,0.0018811052203973617,0.003003003003003003,5
intent_com.amir.nightjar.service.BUFFER_SERVICES,0.0018622130043845701,0.003003003003003003,13
intent_com.amir.nightjar.service.CONFIG_SERVICES,0.0018622130043845701,0.003003003003003003,13
perm_android.permission.ACCESS_GPS,0.001833233353329334,0.002,6
perm_com.google.android.launcher.permission.READ_SETTINGS,0.001801201201201201,0.003003003003003003,5
perm_com.huawei.launcher.permission.READ_SETTINGS,0.0018006006006006006,0.003003003003003003,10
perm_com.android.launcher.permission.CREATE_SHORTCUT,0.0018006006006006006,0.003003003003003003,5
intent_com.huawei.android.push.intent.CLICK,0.001799982860570743,0.004,7
perm_android.permission.INJECT_EVENTS,0.0017142857142857144,0.002,7
intent_com.easou.action.image.crop,0.0017009610089994012,0.006006006006006006,6
intent_com.easou.eyou.START_EPAY_PROXY_SERVICE,0.0017009610089994012,0.006006006006006006,6
perm_com.huawei.launcher2.permission.READ_SETTINGS,0.0016676676676676677,0.003003003003003003,6
perm_com.huawei.launcher3.permission.READ_SETTINGS,0.0016676676676676677,0.003003003003003003,6
perm_com.lenovo.launcher.permission.READ_SETTINGS,0.0016676676676676677,0.003003003003003003,6
perm_com.miui.mihome2.permission.READ_SETTINGS,0.0016676676676676677,0.003003003003003003,6
intent_com.excelliance.kxqp.platform.action.CRASH_REPORT,0.0016666666666666668,0.002,3
perm_android.Manifest.permission.READ_PHONE_STATE,0.0016666666666666668,0.002,3
perm_android.permission.GET_DETAILED_TASKS,0.0016666666666666668,0.002,3
intent_com.huawei.intent.action.PUSH,0.0016499700059988002,0.002,8
intent_com.qihoo.psdk.service.action.local,0.0016411532107992815,0.003003003003003003,5
intent_com.qihoo.psdk.service.action.remote,0.0016411532107992815,0.003003003003003003,5
intent_com.tencent.android.tpush.action.FEEDBACK,0.0016293608717124015,0.003003003003003003,7
intent_com.tencent.android.tpush.action.PUSH_MESSAGE,0.0016293608717124015,0.003003003003003003,7
intent_com.meizu.c2dm.intent.RECEIVE,0.0016285028708544005,0.002,7
intent_com.meizu.c2dm.intent.REGISTRATION,0.0016285028708544005,0.002,7
intent_com.onesignal.NotificationExtender,0.0016003947215704865,0.003003003003003003,7
intent_qcast.service.Link_service,0.0016,0.002,5
intent_com.meizu.flyme.push.intent.MESSAGE,0.0015428057245693717,0.002,7
intent_com.meizu.flyme.push.intent.REGISTER.FEEDBACK,0.0015428057245693717,0.002,7
intent_com.meizu.flyme.push.intent.UNREGISTER.FEEDBACK,0.0015428057245693717,0.002,7
perm_com.anddoes.launcher.permission.WRITE_SETTINGS,0.0015332933413317335,0.002,6
perm_cn.swiftpass.wxpay.permission.MMOAUTH_CALLBACK,0.0015000000000000002,0.002,6
perm_cn.swiftpass.wxpay.permission.MM_MESSAGE,0.0015000000000000002,0.002,6
perm_xvtian.gai.receiver,0.0015000000000000002,0.002,6
perm_android.permission.CHANGE_COMPONENT_ENABLED_STATE,0.0015,0.002,4
perm_android.permission.FORCE_STOP_PACKAGES,0.0015,0.002,4
intent_com.example.servicejar.action.SHORTCUT_CLICKED,0.0015,0.002,2
intent_com.example.servicejar.action.START_ASSIST,0.0015,0.002,2
intent_com.example.servicejar.action.START_SPIRIT,0.0015,0.002,2
perm_com.android.agedlauncher.permission.READ_SETTINGS,0.0015,0.002,2
perm_com.android.agedlauncher.permission.WRITE_SETTINGS,0.0015,0.002,2
perm_com.htc.launcher.permission.WRITE_SETTINGS,0.0015,0.002,2
intent_com.meizu.cloud.pushservice.action.PUSH_SERVICE_START,0.0014856457279972576,0.002,7
perm_com.android.launcher2.permission.INSTALL_SHORTCUT,0.0014007207567495509,0.003003003003003003,8
perm_com.android.launcher2.permission.UNINSTALL_SHORTCUT,0.0014007207567495509,0.003003003003003003,8
perm_android.permission.DIAGNOSTIC,0.0014,0.002,5
intent_com.alimama.mobile.sdk.download.action,0.0013999700059988004,0.004,8
perm_com.meizu.flyme.push.permission.RECEIVE,0.0013999200159968007,0.002,6
perm_android.permission.BROADCAST_SMS,0.0012665466906618677,0.002,3
perm_ANDROID.PERMISSION.WRITE_APN_SETTINGS,0.0012444177831100447,0.002,9
intent_com.morgoo.droidplugin.ACTION_SHORTCUT_PROXY,0.0012249550089982004,0.002,8
intent_android.intent.action.INPUT_METHOD_CHANGED,0.0011999600079984003,0.002,6
intent_android.intent.action.DOWNLOAD_WAKEUP,0.0011997600479904018,0.0011997600479904018,2
intent_com.excelliance.open.action.startNextChapter,0.0010399520095980804,0.002,5
intent_com.excelliance.open.action.startPromptActivity,0.0010399520095980804,0.002,5
intent_com.excelliance.open.NEXT_CHAPTER,0.0010332933413317337,0.002,6
intent_com.excelliance.open.action.apkverchk,0.0010332933413317337,0.002,6
intent_com.excelliance.open.action.appstate,0.0010332933413317337,0.002,6
intent_com.excelliance.open.action.dmchk,0.0010332933413317337,0.002,6
intent_com.excelliance.open.action.fw,0.0010332933413317337,0.002,6
intent_com.excelliance.open.action.gameverchk,0.0010332933413317337,0.002,6
intent_com.excelliance.open.action.queryUpdate,0.0010332933413317337,0.002,6
intent_com.android.utils.hades.ACTION_REGISTER_IMPLICIT_RECEIVERS,0.001,0.001,4
intent_com.android.utils.hades.ACTION_START_SYS_WRAPPER,0.001,0.001,4
intent_com.android.utils.hades.ACTION_UPDATE_SYS_WRAPPER,0.001,0.001,4
intent_com.google.Ps.Download,0.001,0.001,4
intent_com.qihoo.appstore.ACTION_LAUNCH_SERVICE_ACTIVITY,0.001,0.001,4
intent_com.qihoo.appstore.ACTION_MEM_SCAN,0.001,0.001,4
intent_com.qihoo.appstore.ACTION_NORMAL_INSTALL_ERROR,0.001,0.001,4
intent_com.qihoo.appstore.ACTION_NOTIFY_UNINSTALL,0.001,0.001,4
perm_android.permission.LOCAL_MAC_ADDRESS,0.001,0.001,4
perm_android.permission.WRITE_SECURE_SETTINGS,0.001,0.001,4
intent_androidx.work.impl.background.systemalarm.UpdateProxies,0.001,0.001,1
intent_com.Remind.alarm.enable,0.0009199760047990402,0.001,5
intent_com.Remind.alarm.repeat,0.0009199760047990402,0.001,5
intent_com.Remind.launch.app,0.0009199760047990402,0.001,5
intent_com.baidu.action.Xshield.VIEW,0.0009199760047990402,0.001,5
intent_android.net.VpnService,0.000866626674665067,0.001,6
intent_com.morgoo.droidplugin.ACTION_SHORTCUT_PROXY_ZHUSHOU,0.000866626674665067,0.001,6
intent_com.qihoo.accountcenter.action.START_ACCOUNT_SERVICE,0.000866626674665067,0.001,6
intent_com.qihoo.appstore.ACTION_CLEAN_START_SERVICE,0.000866626674665067,0.001,6
intent_com.qihoo.appstore.ACTION_CLEAN_STOP_SERVICE,0.000866626674665067,0.001,6
intent_com.qihoo.appstore.ACTION_CLEAR_BACKGROUND,0.000866626674665067,0.001,6
intent_com.qihoo.appstore.ACTION_CLEAR_CREATE_SHORTCUT,0.000866626674665067,0.001,6
intent_com.qihoo.appstore.ACTION_DAEMON_CORE_SERVICE,0.000866626674665067,0.001,6
intent_com.qihoo.appstore.ACTION_EVENT_STAT,0.000866626674665067,0.001,6
intent_com.qihoo.appstore.ACTION_GAME_UNION_DESK,0.000866626674665067,0.001,6
intent_com.qihoo.appstore.ACTION_GAME_UNION_DETAIL,0.000866626674665067,0.001,6
intent_com.qihoo.appstore.ACTION_GAME_UNION_GIFT_LiST,0.000866626674665067,0.001,6
intent_com.qihoo.appstore.ACTION_GAME_UNION_WEB,0.000866626674665067,0.001,6
intent_com.qihoo.appstore.ACTION_GET_DOWNLOAD_APK_PATH,0.000866626674665067,0.001,6
intent_com.qihoo.appstore.ACTION_GET_SIGNIN_FOR_NOTIFYCATION,0.000866626674665067,0.001,6
intent_com.qihoo.appstore.ACTION_HANDLE_SYSTEM_APP,0.000866626674665067,0.001,6
intent_com.snipermob.sdk.notification,0.000866626674665067,0.001,6
perm_android.permission.CLEAR_APP_USER_DATA,0.0008399520095980804,0.001,5
intent_com.excelliance.kxqp.platform.gameplugin.action.BIND_REMOTE,0.000733253349330134,0.001,3
intent_com.excelliance.kxqp.platform.gameplugin.action.UNBIND_REMOTE,0.000733253349330134,0.001,3
intent_android.intent.action.UMS_DISCONNECTED,0.0005998800239952009,0.0005998800239952009,2
intent_com.android.utils.hades.ACTION_INIT_COMMON_RES,0.0005998800239952009,0.0005998800239952009,2
intent_com.android.utils.hades.ACTION_UPDATE_COMMON_RES,0.0005998800239952009,0.0005998800239952009,2
intent_com.qihoo.appstore.ACTION_CHARGE_SHOW_TIPS_DLG,0.0005998800239952009,0.0005998800239952009,2
intent_com.qihoo.appstore.ACTION_CHARGE_START_PLUGIN,0.0005998800239952009,0.0005998800239952009,2
intent_com.qihoo.appstore.ACTION_CHECK_PHOTOS,0.0005998800239952009,0.0005998800239952009,2
intent_com.qihoo.sdkplugging.host.proxy.activity.VIEW,0.0005998800239952009,0.0005998800239952009,2
perm_com.lge.launcher.permission.WRITE_SETTINGS,0.0005998800239952009,0.0005998800239952009,2
perm_com.zte.mifavor.launcher.permission.WRITE_SETTINGS,0.0005998800239952009,0.0005998800239952009,2
intent_com.punchbox.service,0.0005998800239952009,0.0005998800239952009,1
