perm_android_permission_GET_TASKS,perm_android_permission_SYSTEM_ALERT_WINDOW,n_permissions,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,n_urls,n_api_calls,n_used_permissions,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_READ_PHONE_STATE,suspicious_Base64,suspicious_getPackageInfo,suspicious_Cipher,suspicious_getExternalStorageDirectory,suspicious_Ljava_lang_System___load,suspicious_getSystemService,suspicious_getDeviceId,suspicious_Ldalvik_system_PathClassLoader_,intent_com_google_android_c2dm_intent_RECEIVE,intent_android_intent_action_PACKAGE_ADDED,perm_com_google_android_c2dm_permission_RECEIVE,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_CHANGE_WIFI_STATE,perm_android_permission_WRITE_SETTINGS,intent_android_intent_action_PACKAGE_REMOVED,n_services,intent_com_android_vending_INSTALL_REFERRER,suspicious_system_bin_su,intent_android_intent_action_USER_PRESENT,perm_android_permission_ACCESS_COARSE_LOCATION,label
1,1,25,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,0,0,1,1,1
1,1,27,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,5,0,0,1,1,1
0,1,16,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1
1,1,19,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,6,0,0,0,1,1
1,1,22,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9,0,0,1,1,1
1,1,38,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,14,0,0,0,1,1
1,1,39,1,3,4,3,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,11,0,1,1,1,1
1,1,36,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,8,0,0,0,1,1
1,1,35,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,15,0,0,1,1,1
1,1,23,1,3,5,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,8,0,0,0,1,1
1,0,10,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,1,21,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,1
1,1,16,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1
1,1,16,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1
1,0,16,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1
0,0,9,1,1,2,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1,0,11,0,13,5,4,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,0,15,22,10,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,3,0,0,0,0,0
1,1,15,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,14,0,0,0,1,1
0,1,15,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,1,1
1,1,33,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,12,0,0,0,1,1
1,1,24,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,7,0,0,0,0,1
1,0,33,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,1,1,1
1,1,21,0,6,18,6,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,1
0,0,13,0,3,4,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
1,1,19,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1
0,0,13,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
0,0,13,0,3,5,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,3,0,1,1,1,0
0,1,18,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,6,0,0,0,1,1
1,1,19,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,11,0,0,1,1,1
1,1,22,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,4,0,0,0,1,1
1,0,20,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,1,1,1
1,1,20,1,3,6,4,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,3,0,0,0,1,1
1,1,32,1,20,8,5,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,6,0,0,0,1,1
1,1,26,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,9,0,0,1,1,1
1,0,13,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
1,1,29,1,7,19,6,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,1,24,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,11,1,0,0,1,1
1,1,11,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,1
1,1,15,1,3,3,2,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,6,0,0,1,1,1
1,1,11,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,1
1,0,14,0,1,2,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1
0,0,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,6,1,0,0,0,1
0,1,10,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,33,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,1,1
0,1,12,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,0,0,1,1,1
0,0,13,0,17,16,7,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,14,0,19,5,5,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,8,1,0,0,1,0
0,1,18,0,1,4,2,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,1
0,0,9,0,7,7,4,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,23,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,8,0,0,1,1,1
0,1,17,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,0,0,1,1,1
0,0,10,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,26,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,13,0,0,1,1,1
1,1,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,6,1,0,0,1,1
0,0,11,0,19,4,3,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0
1,0,26,1,3,4,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,10,0,1,1,0,0
1,1,37,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,1
1,1,30,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,3,0,0,1,1,1
1,1,30,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,5,0,0,1,1,1
0,0,29,0,8,9,5,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,7,0,0,0,1,0
1,1,14,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1
1,1,22,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,9,0,0,0,1,1
1,0,16,0,3,4,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,20,0,1,0,1,0
0,0,23,0,7,19,6,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0
1,1,22,1,3,6,4,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,4,0,0,1,1,1
0,0,34,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0,0,19,0,18,17,8,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,8,0,0,0,0,0
1,0,31,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,8,0,0,1,1,1
1,0,23,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1
0,1,21,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,1
1,0,21,0,2,6,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,11,0,0,1,1,1
1,0,21,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,18,0,0,1,1,1
0,1,21,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1
0,1,12,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,10,0,8,18,7,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,19,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,11,0,0,1,0,1
1,1,16,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,1
1,0,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1,0,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1,0,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1,0,18,0,9,18,12,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,5,1,0,1,0,0
0,0,12,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
1,0,29,1,3,5,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,14,0,0,1,1,1
0,0,9,0,1,14,6,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,15,0,11,16,8,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,25,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,16,0,0,1,1,1
1,1,24,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,19,1,0,1,0,1
0,0,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,27,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,19,0,0,1,1,1
0,0,24,0,16,15,6,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0
1,1,27,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,6,0,0,0,1,1
0,0,8,0,3,4,3,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0
1,1,27,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,5,0,0,1,1,1
1,1,27,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,5,0,0,1,1,1
1,1,27,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,5,0,0,1,1,1
1,1,27,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,5,0,0,1,1,1
1,1,27,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,5,0,0,1,1,1
0,0,10,0,9,18,6,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0
0,1,21,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,1
1,0,25,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6,0,0,1,1,1
0,0,13,0,5,17,6,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
0,0,13,0,10,23,8,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,4,0,0,0,1,0
1,1,24,1,4,20,8,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,4,0,1,1,0,1
1,1,24,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,4,0,0,0,1,1
1,1,30,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,6,0,0,1,1,1
0,0,11,0,21,10,6,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,6,1,0,0,0,0
1,1,25,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1
1,0,23,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1
1,1,34,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,8,0,0,1,1,1
1,0,10,1,8,16,7,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1
1,1,34,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,15,0,0,1,1,1
1,0,20,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,15,0,0,1,1,1
1,0,25,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,7,1,0,1,1,1
0,1,9,0,17,13,8,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1,1,31,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,19,0,0,1,1,1
1,0,14,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,7,0,0,0,1,1
1,1,24,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,11,1,0,0,1,1
1,1,18,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,19,1,0,0,1,1
0,0,14,0,19,6,5,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,6,1,0,0,1,0
1,0,20,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1
0,0,12,0,15,18,8,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,3,1,0,0,0,0
1,1,15,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,1,1,1
1,0,18,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1
0,0,11,0,13,20,9,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,8,1,0,0,0,0
1,1,26,1,1,4,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,1
1,1,25,1,3,6,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,4,0,0,1,1,1
1,1,22,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,8,0,0,0,1,1
1,0,13,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,1
0,0,13,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,1
1,1,18,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1
0,0,11,0,15,18,9,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,7,1,0,0,1,0
0,0,13,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1
1,1,24,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,1
0,1,13,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,1
0,1,13,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,1
1,0,33,1,1,2,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,1,1
1,1,21,0,6,5,3,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,10,0,0,1,1,1
0,0,14,1,3,4,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,4,0,0,1,0,1
1,1,17,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,1
1,1,24,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,0,0,1,0,1
1,1,20,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,1
1,1,31,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,13,0,0,1,1,1
1,0,31,0,1,4,2,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,2,0,0,0,1,1
0,1,20,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,18,0,0,0,0,1
1,1,18,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,1,1
0,1,9,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
0,0,8,0,2,17,8,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,26,1,14,13,6,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,4,0,0,1,1,1
1,1,29,1,17,13,5,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1
0,0,4,0,3,4,3,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,46,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,12,0,0,1,1,1
0,0,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1
0,0,13,0,3,5,3,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
0,1,21,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,7,0,0,1,1,1
1,1,18,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,1
1,1,18,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,7,0,0,0,1,1
0,1,21,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,7,0,0,1,1,1
1,1,18,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,23,0,0,1,1,1
0,0,15,1,7,21,9,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,1,16,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1
0,0,6,0,13,4,4,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,7,1,0,0,0,0
1,1,23,1,22,17,5,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,6,0,0,1,1,1
0,0,13,0,13,25,8,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0
1,1,23,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,9,1,0,0,1,1
1,1,30,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,18,0,0,1,1,1
1,1,25,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10,0,0,0,1,1
1,1,19,0,4,6,4,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,22,1,0,1,0,1
1,0,34,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,23,0,0,1,1,1
0,0,16,1,3,6,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,19,1,6,14,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,7,0,0,0,1,1
1,1,19,0,3,5,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,4,0,0,1,1,1
1,1,9,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1
0,0,21,0,23,20,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,10,1,0,0,1,0
1,1,17,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,1,21,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,1
0,0,12,0,3,5,3,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,1,20,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
1,1,47,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,1,1
1,0,15,0,23,19,9,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,4,1,1,0,1,0
1,1,7,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,40,1,12,21,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,15,0,0,1,1,1
0,1,42,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,12,0,0,1,1,1
0,0,20,0,15,14,7,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,8,1,0,0,0,0
1,0,15,1,10,18,7,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1
1,0,34,0,3,4,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,10,0,1,0,1,0
1,1,21,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,4,0,0,0,1,1
1,1,22,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,1,0,0,1,1
0,0,11,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
0,1,30,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,5,0,0,1,1,1
1,1,26,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,8,1,0,0,1,1
1,1,20,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,1,1
1,1,18,0,0,15,6,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,8,1,0,0,1,1
1,1,14,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,11,1,0,1,0,1
1,1,16,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
0,0,7,0,2,17,6,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,4,15,5,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,20,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,17,0,0,1,1,1
0,0,11,0,21,4,4,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,5,0,0,0,1,0
1,1,24,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,5,0,0,1,1,1
1,1,31,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6,0,0,1,1,1
1,0,9,0,10,22,8,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,14,0,12,18,8,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,8,1,0,1,1,1
0,1,18,0,26,10,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
1,1,20,1,2,6,4,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,4,0,0,1,0,1
0,1,18,0,26,10,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
1,1,26,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,6,0,0,1,1,1
0,1,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
0,1,13,0,2,11,6,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,20,1,11,16,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1,1,31,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,4,0,0,1,1,1
1,1,23,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6,0,0,1,1,1
1,1,17,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,1
1,0,28,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,1,1
0,0,11,1,14,16,7,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0
0,0,12,0,19,18,9,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,4,1,0,0,0,0
0,0,10,0,21,17,8,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,6,1,0,0,0,0
