cluster_id,anchor_index,n_samples,class_0,class_1,mi_mean_all,mi_mean_top30,mi_mean_rest,mi_delta_top30_rest,mi_ratio_top30_all,acc_top30,f1_top30,top30_features
0,47608,150,149,1,0.0,0.0,0.0,0.0,0.0,,,"['n_api_calls', 'perm_android.permission.GET_TASKS', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'n_urls', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'n_used_permissions', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_android.permission.SEND_SMS', 'n_permissions', 'suspicious_getSubscriberId', 'intent_android.intent.action.USER_PRESENT', 'perm_android.permission.CHANGE_NETWORK_STATE', 'perm_android.permission.WRITE_SETTINGS', 'perm_android.permission.READ_SMS', 'perm_android.permission.WRITE_SMS', 'suspicious_getSystemService', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'perm_android.permission.READ_LOGS', 'suspicious_Base64', 'perm_android.permission.RECEIVE_SMS', 'suspicious_Ldalvik/system/PathClassLoader;', 'suspicious_getPackageInfo', 'intent_android.intent.action.PACKAGE_ADDED', 'perm_android.permission.ACCESS_WIFI_STATE', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_com.android.launcher.permission.READ_SETTINGS', 'intent_android.intent.action.PACKAGE_REMOVED', 'suspicious_getExternalStorageDirectory']"
1,34247,150,92,58,0.019041348989544165,0.1395832093802179,0.015313250214574874,0.12426995916564303,7.33053154253224,0.9333333333333333,0.9142857142857143,"['perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.GET_TASKS', 'perm_com.android.launcher.permission.READ_SETTINGS', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'suspicious_getSubscriberId', 'suspicious_Ljava/lang/Runtime;->exec', 'n_used_permissions', 'perm_android.permission.ACCESS_WIFI_STATE', 'perm_android.permission.CHANGE_CONFIGURATION', 'intent_com.coolcloud.xmpp.NOTIFICATION.1010048', 'suspicious_Ldalvik/system/DexClassLoader;', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_android.permission.WRITE_APN_STORAGE', 'intent_com.qihoo.appstore.ACTION_UNLOCK_BROADCAST_RECEIVE', 'n_providers', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.local', 'intent_android.intent.action.SENDTO', 'intent_com.qihoo.appstore.ACTION_LOCK_SCREEN_AD_STATE_CHANGE', 'intent_com.door.pay.sdk.app.action', 'perm_com.google.android.c2dm.permission.RECEIVE', 'perm_android.permission.ACCESS_CACHE_FILESYSTEM', 'intent_com.qihoo360.daemon.pcdaemon.ACTION_START_OPERATE_AUTHOR', 'intent_com.esbook.receiver.message', 'intent_cn.uc.gamesdk.sdkweb', 'intent_com.android.utils.hades.ACTION_UPDATE_COMMON_RES', 'intent_com.google.android.c2dm.intent.REGISTRATION', 'intent_android.intent.action.DELETE', 'intent_android.intent.action.PACKAGE_REMOVED']"
2,33066,150,145,5,0.005849558688585732,0.07510352360582276,0.0037076834849598455,0.07139584012086292,12.839177723333654,0.9555555555555556,0.0,"['suspicious_Base64', 'n_used_permissions', 'suspicious_getPackageInfo', 'suspicious_getSystemService', 'intent_android.intent.action.MAIN', 'suspicious_getExternalStorageDirectory', 'perm_android.permission.ACCESS_NETWORK_STATE', 'suspicious_Cipher', 'intent_com.taobao.accs.intent.action.RECEIVE', 'suspicious_Ldalvik/system/DexClassLoader;', 'intent_show_taskmanager', 'suspicious_getDeviceId', 'intent_com.yulong.mms.NEW_MESSAGE_EXTERNAL', 'intent_android.hardware.usb.action.USB_STATE', 'perm_android.permission.WRITE_OWNER_DATA', 'perm_com.huawei.launcher2.permission.WRITE_SETTINGS', 'suspicious_Ljava/lang/Runtime;->exec', 'intent_android.intent.apicloud.notification', 'perm_com.huawei.authentication.HW_ACCESS_AUTH_SERVICE', 'perm_com.yulong.android.launcher.permission.READ_SETTINGS', 'intent_android.intent.action.CHINAMOBILE_OMS_GAME', 'perm_android.permission.WRITE_CLIPS', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.sitemaps', 'perm_com.huawei.launcher2.permission.READ_SETTINGS', 'perm_com.qihoo360.launcher.permission.WRITE_SETTINGS', 'intent_com.kingroot.common.ACTION_SWITCH_OUT_DESKTOP', 'intent_com.qihoo.appstore.accessibility.ALERT', 'perm_android.permission.FORCE_STOP_PACKAGES', 'perm_android.permission.FOREGROUND_SERVICE', 'intent_safiap.framework.ACTION_NETWORK_ERROR_FRAMEWORK']"
3,49493,150,11,139,0.006760144275277768,0.05161106210134734,0.005373002486842626,0.046238059614504716,7.634609558569916,0.9333333333333333,0.9655172413793104,"['intent_android.intent.action.NEW_OUTGOING_CALL', 'intent_com.qihoo.appstore.ACTION_GET_DOWNLOAD_APK_PATH', 'perm_android.permission.SET_WALLPAPER', 'intent_show_encourage', 'perm_com.lge.launcher.permission.WRITE_SETTINGS', 'intent_com.tencent.android.tpush.action.INTERNAL_PUSH_MESSAGE', 'perm_com.yulong.android.launcher3.READ_SETTINGS', 'intent_com.qihoo.appstore.ACTION_PACKAGE_REMOVED_NEED_CLEAR', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.sitemaps', 'intent_android.intent.action.NOTIFICATION_REMOVE', 'intent_org.agoo.android.intent.action.ELECTION_RESULT_V4', 'perm_com.android.launcher3.permission.UNINSTALL_SHORTCUT', 'intent_com.tencent.android.tpush.action.PUSH_MESSAGE', 'perm_com.huawei.launcher2.permission.READ_SETTINGS', 'perm_com.android.launcher3.permission.READ_SETTINGS', 'perm_com.qihoo.appstore.permission.NEWS_SDK_BROADCAST', 'intent_com.mobutils.android.mediation.MaterialNotificationReceiver.ACTION_CLICK_NOTIFICATION', 'intent_cn.jpush.android.intent.REPORT', 'intent_com.sogou.androidtool.action.BackgroundService', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.jotspot', 'perm_com.android.launcher3.permission.WRITE_SETTINGS', 'perm_android.permission.WRITE_APN_STORAGE', 'intent_android.intent.action.ACTION_SHUTDOWN', 'perm_com.xiaomi.permission.AUTH_SERVICE', 'intent_com.aspire.purchaseservice.BIND', 'perm_com.android.voicemail.permission.READ_WRITE_ALL_VOICEMAIL', 'perm_com.ty.launcher.permission.READ_SETTINGS', 'perm_com.google.android.launcher.permission.READ_SETTINGS', 'intent_com.cootek.smartinputv5.action.SP.DESTROY', 'perm_android.permission.READ_SYNC_STATS']"
4,17873,150,149,1,0.0,0.0,0.0,0.0,0.0,,,"['n_api_calls', 'perm_android.permission.GET_TASKS', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'n_urls', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'n_used_permissions', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_android.permission.SEND_SMS', 'n_permissions', 'suspicious_getSubscriberId', 'intent_android.intent.action.USER_PRESENT', 'perm_android.permission.CHANGE_NETWORK_STATE', 'perm_android.permission.WRITE_SETTINGS', 'perm_android.permission.READ_SMS', 'perm_android.permission.WRITE_SMS', 'suspicious_getSystemService', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'perm_android.permission.READ_LOGS', 'suspicious_Base64', 'perm_android.permission.RECEIVE_SMS', 'suspicious_Ldalvik/system/PathClassLoader;', 'suspicious_getPackageInfo', 'intent_android.intent.action.PACKAGE_ADDED', 'perm_android.permission.ACCESS_WIFI_STATE', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_com.android.launcher.permission.READ_SETTINGS', 'intent_android.intent.action.PACKAGE_REMOVED', 'suspicious_getExternalStorageDirectory']"
5,68692,150,145,5,0.006963374569670961,0.08933250611379373,0.004415875655935206,0.08491663045785852,12.828910066518933,1.0,1.0,"['perm_android.permission.ACCESS_WIFI_STATE', 'intent_android.intent.action.MAIN', 'suspicious_Cipher', 'suspicious_getSystemService', 'suspicious_getExternalStorageDirectory', 'suspicious_getPackageInfo', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'suspicious_Ljava/lang/System;->load', 'suspicious_getDeviceId', 'suspicious_Ljava/lang/System;->loadLibrary', 'suspicious_Base64', 'n_providers', 'perm_android.permission.ACCESS_NETWORK_STATE', 'perm_android.permission.READ_PHONE_STATE', 'intent_android.intent.action.PACKAGE_ADDED', 'perm_com.google.android.c2dm.permission.RECEIVE', 'suspicious_Ldalvik/system/PathClassLoader;', 'intent_com.android.vending.INSTALL_REFERRER', 'intent_com.google.firebase.INSTANCE_ID_EVENT', 'perm_com.android.email.permission.ACCESS_PROVIDER', 'perm_com.qiku.android.launcher3.permission.WRITE_UNREAD', 'intent_com.excelliance.kxqp.action.swpmain', 'intent_com.google.firebase.MESSAGING_EVENT', 'intent_com.snipermob.sdk.notification', 'intent_com.yulong.mms.NEW_MESSAGE_EXTERNAL', 'perm_com.android.launcher2.permission.READ_SETTINGS', 'intent_com.qihoo.appstore.battery.FREEZE_APP', 'perm_android.permission.ACCESS_MOCK_LOCATION', 'intent_android.intent.action.UPDATE_NOTIFICATION', 'perm_android.permission.CLEAR_APP_CACHE']"
6,64117,150,147,3,0.006077848238120212,0.07532731758756758,0.0039361120726733876,0.0713912055148942,12.393747694309853,1.0,1.0,"['intent_android.intent.action.USER_PRESENT', 'suspicious_getExternalStorageDirectory', 'suspicious_Ldalvik/system/PathClassLoader;', 'suspicious_getSystemService', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'intent_android.intent.action.PACKAGE_REPLACED', 'suspicious_Base64', 'perm_android.permission.READ_PHONE_STATE', 'suspicious_Ljava/lang/System;->load', 'perm_android.permission.VIBRATE', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'perm_android.permission.RESTART_PACKAGES', 'suspicious_Cipher', 'suspicious_getPackageInfo', 'perm_android.permission.ACCESS_WIFI_STATE', 'perm_android.permission.READ_EXTERNAL_STORAGE', 'perm_android.permission.CHANGE_NETWORK_STATE', 'perm_com.sec.android.app.twlauncher.settings.READ_SETTINGS', 'perm_com.android.permission.WRITE_APN_SETTINGS', 'n_providers', 'perm_android.permission.WRITE_SETTINGS', 'intent_android.intent.action.PACKAGE_REMOVED', 'suspicious_Ldalvik/system/DexClassLoader;', 'intent_safiap.framework.sdk.ISAFFramework', 'perm_android.permission.CHANGE_WIFI_STATE', 'suspicious_getCellLocation', 'perm_android.permission.ACCESS_COARSE_LOCATION', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.groups2', 'intent_android.intent.action.UPDATE_NOTIFICATION', 'intent_com.urbanairship.push.CHANNEL_UPDATED']"
7,52724,150,150,0,0.0,0.0,0.0,0.0,0.0,,,[]
8,36908,150,147,3,0.0054537083723788255,0.07809866827196682,0.0032069570352781665,0.07489171123668865,14.32028684692969,1.0,1.0,"['intent_com.google.android.gms.measurement.UPLOAD', 'intent_com.google.android.c2dm.intent.RECEIVE', 'suspicious_Cipher', 'perm_android.permission.ACCESS_WIFI_STATE', 'suspicious_getExternalStorageDirectory', 'n_services', 'perm_android.permission.ACCESS_NETWORK_STATE', 'suspicious_getDeviceId', 'suspicious_getSystemService', 'perm_android.permission.VIBRATE', 'suspicious_Base64', 'suspicious_getPackageInfo', 'intent_android.intent.action.MAIN', 'n_receivers', 'n_permissions', 'n_used_permissions', 'perm_android.permission.ACCESS_COARSE_LOCATION', 'perm_android.permission.ACCESS_FINE_LOCATION', 'perm_com.nd.android.launcher.permission.READ_SETTINGS', 'n_urls', 'intent_com.morgoo.droidplugin.ACTION_SHORTCUT_PROXY', 'intent_com.qihoo.appstore.clipboard.change', 'n_api_calls', 'intent_com.kingroot.common.ACTION_NOTIFY_IN_SELF_APP_MAIN', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.groups2', 'perm_com.google.android.c2dm.permission.RECEIVE', 'perm_android.permission.GET_ACCOUNTS', 'perm_com.sonyericsson.home.READ_SETTINGS', 'intent_androidx.work.impl.background.systemalarm.UpdateProxies', 'n_activities']"
9,64019,150,150,0,0.0,0.0,0.0,0.0,0.0,,,[]
