cluster_id,anchor_index,n_samples,class_0,class_1,base_entropy,n_selected_features,mean_reduction_ratio,mean_conditional_entropy
0,55122,30,30,0,-0.0,30,0.0,0.0
1,29052,30,30,0,-0.0,30,0.0,0.0
2,38520,30,30,0,-0.0,30,0.0,0.0
3,40595,30,30,0,-0.0,30,0.0,0.0
4,13585,30,30,0,-0.0,30,0.0,0.0
5,44793,30,30,0,-0.0,30,0.0,0.0
6,45447,30,26,4,0.5665095065529053,1,0.011228667688544107,0.5601483595614216
7,18604,30,30,0,-0.0,30,0.0,0.0
8,61536,30,30,0,-0.0,30,0.0,0.0
9,64093,30,30,0,-0.0,30,0.0,0.0
10,62151,30,0,30,-0.0,30,0.0,0.0
11,16963,30,0,30,-0.0,30,0.0,0.0
12,11461,30,30,0,-0.0,30,0.0,0.0
13,43693,30,30,0,-0.0,30,0.0,0.0
14,3807,30,30,0,-0.0,30,0.0,0.0
15,1332,30,29,1,0.21084230031853213,9,0.020579153524995317,0.20650334425071395
16,13919,30,24,6,0.7219280948873623,5,0.012489163147822814,0.712911817129317
17,61339,30,1,29,0.21084230031853213,30,0.0,0.2108423003185322
18,71643,30,30,0,-0.0,30,0.0,0.0
19,48678,30,30,0,-0.0,30,0.0,0.0
20,25197,30,30,0,-0.0,30,0.0,0.0
21,21621,30,30,0,-0.0,30,0.0,0.0
22,9685,30,30,0,-0.0,30,0.0,0.0
23,43615,30,30,0,-0.0,30,0.0,0.0
24,32804,30,30,0,-0.0,30,0.0,0.0
25,3706,30,30,0,-0.0,30,0.0,0.0
26,52937,30,30,0,-0.0,30,0.0,0.0
27,20041,30,10,20,0.9182958340544896,5,0.018135168044797027,0.9016423847890747
28,13377,30,30,0,-0.0,30,0.0,0.0
29,45616,30,30,0,-0.0,30,0.0,0.0
30,12134,30,30,0,-0.0,30,0.0,0.0
31,39338,30,30,0,-0.0,30,0.0,0.0
32,30450,30,30,0,-0.0,30,0.0,0.0
33,64590,30,29,1,0.21084230031853213,1,0.005988135394756266,0.209579748077283
34,6684,30,29,1,0.21084230031853213,12,0.018948725731529493,0.20684710739719156
35,65834,30,30,0,-0.0,30,0.0,0.0
36,42018,30,29,1,0.21084230031853213,19,0.029798754649668642,0.20455946234156852
37,9311,30,29,1,0.21084230031853213,5,0.008897443466709338,0.20896634287105711
38,28481,30,7,23,0.783776947484701,27,0.02569331880040608,0.7636391165045673
39,42896,30,29,1,0.21084230031853213,7,0.011836753432178269,0.20834661199658847
40,42396,30,29,1,0.21084230031853213,7,0.014893892000996289,0.20770203786834635
41,72867,30,29,1,0.21084230031853213,8,0.011441120681042223,0.20843002811591935
42,40603,30,30,0,-0.0,30,0.0,0.0
43,1216,30,30,0,-0.0,30,0.0,0.0
44,67813,30,30,0,-0.0,30,0.0,0.0
45,294,30,30,0,-0.0,30,0.0,0.0
46,19444,30,26,4,0.5665095065529053,30,0.007466537684501957,0.5622796419735995
47,72777,30,30,0,-0.0,30,0.0,0.0
48,8905,30,30,0,-0.0,30,0.0,0.0
49,37226,30,0,30,-0.0,30,0.0,0.0
50,58293,30,30,0,-0.0,30,0.0,0.0
51,12691,30,30,0,-0.0,30,0.0,0.0
52,4419,30,27,3,0.4689955935892812,3,0.010180905045163044,0.4642207939843489
53,50864,30,30,0,-0.0,30,0.0,0.0
54,49186,30,30,0,-0.0,30,0.0,0.0
55,10547,30,26,4,0.5665095065529053,14,0.020465997177450575,0.5549153245907946
56,56981,30,30,0,-0.0,30,0.0,0.0
57,9249,30,30,0,-0.0,30,0.0,0.0
58,17341,30,30,0,-0.0,30,0.0,0.0
59,43583,30,27,3,0.4689955935892812,30,0.009798770447262042,0.4644000134269225
60,10857,30,30,0,-0.0,30,0.0,0.0
61,65322,30,30,0,-0.0,30,0.0,0.0
62,9114,30,30,0,-0.0,30,0.0,0.0
63,23278,30,29,1,0.21084230031853213,7,0.008676185189794712,0.20901299347512634
64,60623,30,28,2,0.35335933502142136,8,0.015530031630236425,0.34787165337169945
65,54211,30,30,0,-0.0,30,0.0,0.0
66,22130,30,30,0,-0.0,30,0.0,0.0
67,51974,30,25,5,0.6500224216483541,13,0.021410274211524315,0.6361052633572237
68,62042,30,30,0,-0.0,30,0.0,0.0
69,53230,30,29,1,0.21084230031853213,6,0.00890169847491415,0.20896544573533934
70,48384,30,30,0,-0.0,30,0.0,0.0
71,12147,30,30,0,-0.0,30,0.0,0.0
72,51538,30,30,0,-0.0,30,0.0,0.0
73,1397,30,30,0,-0.0,30,0.0,0.0
74,28139,30,30,0,-0.0,30,0.0,0.0
75,25434,30,30,0,-0.0,30,0.0,0.0
76,54022,30,30,0,-0.0,30,0.0,0.0
77,2190,30,30,0,-0.0,30,0.0,0.0
78,63272,30,29,1,0.21084230031853213,30,0.000760786520926038,0.21068189433840884
79,5734,30,24,6,0.7219280948873623,4,0.019582217190419936,0.7077911421374117
80,60439,30,29,1,0.21084230031853213,2,0.0048939994152563705,0.209810438224062
81,23319,30,30,0,-0.0,30,0.0,0.0
82,46671,30,0,30,-0.0,30,0.0,0.0
83,30396,30,30,0,-0.0,30,0.0,0.0
84,37839,30,26,4,0.5665095065529053,1,0.006259156709530005,0.5629636347739522
85,15884,30,30,0,-0.0,30,0.0,0.0
86,21764,30,29,1,0.21084230031853213,1,0.004145908217525023,0.20996816749303973
87,44106,30,30,0,-0.0,30,0.0,0.0
88,8294,30,30,0,-0.0,30,0.0,0.0
89,58680,30,27,3,0.4689955935892812,4,0.015531378903211972,0.4617114453213093
90,40249,30,30,0,-0.0,30,0.0,0.0
91,23378,30,30,0,-0.0,30,0.0,0.0
92,10902,30,17,13,0.9871377743721863,5,0.01455501369026452,0.972769970552022
93,59707,30,30,0,-0.0,30,0.0,0.0
94,53906,30,27,3,0.4689955935892812,7,0.018901540403085292,0.4601308544281845
95,26547,30,26,4,0.5665095065529053,2,0.0070686445496640484,0.5625050522170773
96,5833,30,30,0,-0.0,30,0.0,0.0
97,72303,30,30,0,-0.0,30,0.0,0.0
98,66781,30,30,0,-0.0,30,0.0,0.0
99,44311,30,30,0,-0.0,30,0.0,0.0
100,71103,30,30,0,-0.0,30,0.0,0.0
101,33373,30,30,0,-0.0,30,0.0,0.0
102,40899,30,30,0,-0.0,30,0.0,0.0
103,67473,30,30,0,-0.0,30,0.0,0.0
104,18247,30,30,0,-0.0,30,0.0,0.0
105,18672,30,30,0,-0.0,30,0.0,0.0
106,21380,30,26,4,0.5665095065529053,30,0.0,0.5665095065529053
107,62828,30,30,0,-0.0,30,0.0,0.0
108,73088,30,30,0,-0.0,30,0.0,0.0
109,56766,30,0,30,-0.0,30,0.0,0.0
110,65857,30,29,1,0.21084230031853213,30,0.04382988312949286,0.20160110693681751
111,11952,30,30,0,-0.0,30,0.0,0.0
112,33625,30,27,3,0.4689955935892812,6,0.015827617494996494,0.4615725107271113
113,45472,30,30,0,-0.0,30,0.0,0.0
114,39166,30,29,1,0.21084230031853213,30,0.03798910317338109,0.20283259041841847
115,62679,30,30,0,-0.0,30,0.0,0.0
116,20614,30,30,0,-0.0,30,0.0,0.0
117,348,30,30,0,-0.0,30,0.0,0.0
