feature,method_count,aggregated_score,score_std,rank_mean,rank_std,top_methods,entropy_reduction_ratio,mutual_information,chi2_stat,f_stat,pearson_r
perm_android.permission.READ_PHONE_STATE,5,0.8623751723883293,0.12645338713030757,3.4,3.8262252939417984,"f_stat, pearson_r, chi2_stat",0.7566388533297287,0.6867241851863334,0.8685128234255847,1.0,1.0
perm_com.android.launcher.permission.INSTALL_SHORTCUT,5,0.8188136423949113,0.19779405247029924,4.2,4.019950248448357,"chi2_stat, pearson_r, f_stat",0.4962942262069098,0.6816928879634941,1.0,0.9335987642319823,0.9824823335721699
suspicious_getSubscriberId,5,0.7908209191846327,0.18284237145631635,3.4,1.9595917942265424,"mutual_information, pearson_r, chi2_stat",0.47072571257081675,1.0,0.7974566514515112,0.7550446736012267,0.9308775582996083
perm_android.permission.GET_TASKS,5,0.7348832535052585,0.13986491396471903,4.6,0.7999999999999999,"pearson_r, chi2_stat, f_stat",0.4921716679359002,0.7356926837441933,0.7712192633752156,0.7469679906612341,0.9283646618097492
n_api_calls,5,0.7053279322565452,0.25286821686427535,6.0,3.7416573867739413,"entropy_reduction_ratio, mutual_information, pearson_r",1.0,0.9069279087195068,0.3852207506371011,0.424564598493414,0.8099264034327042
intent_android.intent.action.ACTION_POWER_CONNECTED,5,0.492051379060618,0.21238705283522227,11.5,3.8078865529319543,"pearson_r, mutual_information, chi2_stat",0.20722349295887296,0.6898682648521265,0.4226191440271622,0.36024350136267536,0.7803024921022529
intent_android.intent.action.PHONE_STATE,4,0.4763793148461065,0.21726567451501613,41.0,67.5899400798669,"pearson_r, chi2_stat, f_stat",0.2657604895723023,0.2392349202699292,0.5565659795108296,0.4848992980687583,0.8354358868087134
perm_android.permission.SYSTEM_ALERT_WINDOW,4,0.45736633843889346,0.20252973189230344,45.6,75.2079783001777,"pearson_r, chi2_stat, f_stat",0.3304659961965365,0.21796752871431202,0.4711000809461396,0.44745536056098784,0.8198427257764912
intent_android.net.conn.CONNECTIVITY_CHANGE,4,0.42865918461570535,0.25258631971112805,87.8,160.61058495628487,"pearson_r, chi2_stat, f_stat",0.30042038892767275,0.055202371537256614,0.5070292345008686,0.45682818289234267,0.8238157452203858
intent_android.intent.action.SCREEN_ON,4,0.4079024920270059,0.2370574926938723,16.7,5.2687759489277965,"pearson_r, mutual_information, chi2_stat",0.1376494666799462,0.6712139216125222,0.2817460960181081,0.23587372952797972,0.7130292462964728
perm_android.permission.ACCESS_WIFI_STATE,4,0.3713235458754252,0.19910155262178744,21.2,13.49666625504239,"pearson_r, mutual_information, entropy_reduction_ratio",0.2597099766715875,0.4538580709141388,0.16829914146599093,0.25202161029915005,0.7227289300262587
n_permissions,4,0.3546587982825532,0.18427675551093456,52.2,75.45965809623047,"pearson_r, entropy_reduction_ratio, chi2_stat",0.41035919501041757,0.20747205433573462,0.26306025442081005,0.2013821173128711,0.6910203703329325
intent_android.intent.action.ACTION_POWER_DISCONNECTED,4,0.3540777260901927,0.2582017412107618,159.3,294.8736339519015,"pearson_r, chi2_stat, f_stat",0.20722349295887296,0.0,0.4226191440271622,0.36024350136267536,0.7803024921022529
perm_android.permission.ACCESS_COARSE_LOCATION,4,0.3092935513244539,0.24012879818308266,160.0,294.50568755119144,"pearson_r, chi2_stat, f_stat",0.23165550515721034,0.0,0.2922513120073473,0.28244519803025625,0.7401157414274556
suspicious_Ldalvik/system/PathClassLoader;,3,0.28842912896394673,0.1760027901447267,234.8,386.2612587355869,"f_stat, entropy_reduction_ratio, mutual_information",0.47103280432733213,0.2721358438327622,0.22573979795797008,0.47323719870166914,0.0
intent_android.intent.action.PACKAGE_FULLY_REMOVED,3,0.2736597077045014,0.2399696574776518,163.6,292.7453500911671,"pearson_r, chi2_stat, f_stat",0.1376494666799462,0.0,0.2817460960181081,0.23587372952797972,0.7130292462964729
perm_com.android.browser.permission.WRITE_HISTORY_BOOKMARKS,3,0.2736597077045014,0.23996965747765178,163.9,292.59159249711877,"pearson_r, chi2_stat, f_stat",0.1376494666799462,0.0,0.2817460960181081,0.23587372952797972,0.7130292462964728
perm_android.permission.ACCESS_FINE_LOCATION,3,0.24952177333047643,0.19952926273598812,62.2,76.99454526133654,"pearson_r, mutual_information, chi2_stat",0.12247850594931411,0.19214490686692715,0.1473142578427117,0.13975116945095714,0.645920026542472
perm_android.permission.WRITE_EXTERNAL_STORAGE,3,0.24779584946887506,0.20654591113870077,64.4,73.5733647456741,"pearson_r, mutual_information, entropy_reduction_ratio",0.1654310619970195,0.1974291098501148,0.07460847557076465,0.1485666335875725,0.6529439663389037
intent_com.google.firebase.INSTANCE_ID_EVENT,3,0.24199678811907593,0.11409696803925871,220.0,388.19273563527696,"mutual_information, entropy_reduction_ratio, pearson_r",0.273635788388053,0.45221064325807986,0.15767132469472248,0.14942230007861482,0.1770438841759094
