perm_android_permission_SET_WALLPAPER,suspicious_getCellLocation,intent_android_intent_action_PACKAGE_ADDED,intent_com_yandex_metrica_IMetricaService,suspicious_getSubscriberId,suspicious_system_bin_su,perm_android_permission_ACCESS_COARSE_UPDATES,intent_android_intent_action_DATA_SMS_RECEIVED,n_api_calls,n_providers,n_services,perm_android_permission_READ_LOGS,intent_com_inmobi_share_id,perm_com_google_android_c2dm_permission_RECEIVE,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,suspicious_Ldalvik_system_PathClassLoader_,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_com_google_firebase_MESSAGING_EVENT,suspicious_getCellSignalStrength,intent_com_xiaomi_push_PING_TIMER,intent_com_xiaomi_mipush_ERROR,intent_com_xiaomi_mipush_RECEIVE_MESSAGE,intent_android_intent_action_DOWNLOAD_NOTIFICATION_CLICKED,suspicious_Landroid_telephony_SmsMessage___getMessageBody,perm_android_permission_WRITE_SETTINGS,n_activities,n_used_permissions,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_ACCESS_COARSE_LOCATION,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,label
0,0,0,0,0,0,0,0,20,4,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,36,11,1,1,0,1
0,0,1,0,0,0,0,0,20,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,36,8,0,0,0,0
0,0,0,0,0,1,0,0,23,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,32,9,1,0,0,0
0,0,0,0,0,0,0,0,19,2,9,0,0,1,0,1,1,0,0,0,0,0,0,0,0,36,10,1,0,0,0
0,0,0,0,0,0,0,0,27,5,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,33,10,1,0,1,0
0,0,0,0,0,0,0,0,21,4,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,54,9,1,0,1,0
0,0,0,0,0,0,0,0,33,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,8,1,0,0,0
0,0,0,0,0,0,0,0,23,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,50,8,1,0,0,0
0,0,0,0,0,1,0,0,25,5,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,52,10,1,0,0,0
0,0,0,0,0,1,0,0,27,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,9,1,1,0,1
0,0,0,0,0,0,0,0,27,1,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,37,11,1,1,0,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,1,1,0
0,0,0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10,0,1,0,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,1,1,0
0,0,0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10,0,1,0,0
0,0,0,0,0,0,0,0,19,3,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,42,10,1,0,1,0
0,0,0,0,0,0,0,0,24,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,46,9,1,1,1,0
0,0,0,0,0,0,0,0,31,7,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,40,15,1,0,1,0
0,0,0,0,0,1,0,0,27,1,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,37,11,1,0,1,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,0,1,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,0,1,0
0,0,0,0,0,0,0,0,34,3,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,45,17,1,0,1,0
0,1,1,0,1,1,0,0,31,0,4,0,0,0,0,0,0,0,0,1,1,1,1,0,0,53,10,0,0,0,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,0,1,0
0,0,0,0,0,0,0,0,29,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,10,0,0,0,0
0,0,0,0,0,0,0,0,29,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,10,0,0,0,0
0,0,0,0,0,0,0,0,29,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,10,0,0,0,0
0,0,0,0,0,0,0,0,29,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,10,0,0,0,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,1,1,0
0,0,0,0,0,0,0,0,28,6,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,9,1,1,1,1
0,1,1,0,1,1,0,0,29,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,45,11,0,1,0,0
0,0,0,0,0,1,0,0,16,2,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,45,7,1,0,0,0
0,0,0,0,0,1,0,0,29,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,10,0,0,0,0
0,0,0,0,0,0,0,0,20,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,44,8,1,0,0,0
0,0,0,0,0,0,0,0,27,4,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,52,14,1,0,1,1
0,0,0,0,0,0,0,0,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,8,0,0,0,0
0,0,0,0,0,0,0,0,21,2,11,0,0,1,0,1,1,1,0,0,0,0,0,0,0,35,10,1,1,0,0
0,0,0,0,0,0,0,0,21,2,11,0,0,1,0,1,1,1,0,0,0,0,0,0,0,35,10,1,1,0,0
0,1,0,0,0,0,0,0,25,5,8,0,1,1,0,1,1,0,1,0,0,0,0,0,1,44,11,1,0,1,0
0,0,0,0,0,0,0,0,15,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,45,6,1,0,0,0
0,0,0,0,0,1,0,0,25,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,32,11,0,0,0,1
0,0,0,0,0,1,0,0,25,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,32,11,0,0,0,0
0,0,0,0,0,1,0,0,25,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,32,11,0,0,0,0
0,0,0,0,0,0,0,0,15,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,45,6,1,0,0,0
0,1,1,1,0,1,0,0,35,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,46,12,0,1,0,0
0,1,1,1,0,1,0,0,35,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,44,12,0,1,0,0
0,0,0,0,0,0,0,0,21,3,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,34,11,1,0,0,0
0,0,0,0,0,0,0,0,34,3,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,38,16,1,0,1,0
0,1,1,1,1,1,0,1,27,1,5,0,0,1,1,1,0,0,1,0,0,0,0,1,0,49,11,1,1,0,0
0,0,0,0,0,0,0,0,25,3,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,35,12,1,0,0,0
0,0,0,0,0,0,0,0,31,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,8,1,0,0,1
0,0,0,0,0,0,0,0,24,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,46,9,1,0,1,0
0,0,1,0,0,1,0,0,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,11,0,0,0,0
0,0,0,0,0,0,0,0,27,5,15,1,0,1,0,1,0,1,0,0,0,0,0,0,0,45,10,1,1,0,0
1,1,1,1,0,1,0,0,26,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,33,11,0,1,0,0
1,1,1,1,0,1,0,0,26,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,33,11,0,1,0,0
0,0,0,0,0,0,0,0,24,5,14,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,9,1,1,1,0
0,0,0,0,0,0,0,0,33,2,14,0,0,1,0,1,0,1,0,0,0,0,0,0,0,43,12,1,0,1,0
0,0,0,0,0,0,0,0,27,7,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,45,12,1,0,0,0
0,0,0,0,0,1,0,0,25,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,32,11,0,0,0,0
0,0,0,0,0,0,0,0,27,6,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,50,10,1,1,1,0
0,1,0,0,1,0,0,0,31,2,13,0,0,1,0,1,1,1,0,0,0,0,0,0,0,40,13,1,0,0,0
0,0,0,0,0,0,0,0,23,1,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,32,7,1,1,0,0
0,0,0,0,1,0,0,0,13,2,6,0,0,1,0,1,0,0,1,0,0,0,0,1,0,48,8,1,0,0,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,7,1,1,1,0
0,0,0,0,0,0,0,0,20,1,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,45,10,1,1,0,0
0,1,0,0,0,1,0,0,24,3,11,0,0,1,0,1,0,1,1,0,0,0,1,0,0,37,12,1,0,1,0
0,0,0,0,0,0,0,0,25,7,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,34,13,1,0,1,0
1,0,0,0,0,0,0,0,14,7,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,46,9,1,0,0,0
0,0,0,0,0,0,0,0,21,3,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,45,8,1,1,1,0
0,1,0,0,1,0,0,0,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,13,0,1,0,0
0,0,0,0,0,0,0,0,23,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38,10,1,0,0,0
0,0,0,0,0,0,0,0,12,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,40,8,1,1,0,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,7,1,0,1,0
0,0,0,0,0,0,0,0,25,2,10,0,0,1,0,1,1,1,0,0,0,0,0,0,0,34,12,1,0,0,0
0,0,0,0,0,0,0,0,24,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,9,1,1,1,0
0,0,0,0,0,0,0,0,27,4,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,54,11,1,0,1,1
0,0,1,0,0,1,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,11,0,0,0,1
0,0,0,0,0,0,0,0,27,4,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,54,11,1,0,1,1
0,0,0,0,0,0,0,0,19,1,11,0,0,1,1,1,0,1,0,0,0,0,0,1,0,46,10,1,0,0,0
0,1,0,0,1,0,0,0,13,2,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,7,1,0,0,0
0,1,1,0,0,1,0,0,21,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,9,0,0,0,1
0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,39,11,0,0,0,0
0,0,0,0,0,0,0,0,22,2,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,31,9,1,1,1,0
0,1,1,0,0,1,0,0,21,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,9,0,0,0,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,7,1,0,1,1
0,0,0,0,0,0,0,0,22,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,32,9,1,1,0,0
0,0,0,0,0,0,0,0,31,7,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,39,16,1,0,1,0
0,0,0,0,0,0,0,0,24,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,46,9,1,1,1,0
0,0,0,0,1,0,0,0,27,4,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,34,14,1,0,1,0
0,0,0,0,0,0,0,0,19,2,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,33,8,1,1,0,0
0,0,0,0,0,0,0,0,32,1,10,1,0,1,0,1,0,1,0,0,0,0,0,0,0,49,10,1,1,0,0
0,0,0,1,0,0,0,0,15,1,12,1,0,1,0,1,0,0,0,0,0,0,0,0,1,41,6,1,1,0,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,1,1,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,1,1,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,1,1,1
0,0,0,0,1,0,0,0,26,2,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,30,10,1,0,0,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,7,1,1,1,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,7,1,1,1,0
0,0,0,0,0,0,0,0,24,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,46,9,1,1,1,0
0,0,0,0,0,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,10,0,0,0,0
0,0,0,0,0,0,0,0,15,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,38,6,1,0,0,0
0,0,0,0,0,0,0,0,21,5,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,1,1,0
0,0,0,0,0,0,0,0,21,5,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,1,1,0
0,0,0,0,0,0,0,0,21,5,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,1,1,0
0,0,0,0,0,0,0,0,21,5,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,1,1,0
0,0,0,0,0,0,0,0,21,5,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,1,1,0
0,0,0,0,0,0,0,0,22,5,12,0,0,1,0,1,1,1,0,0,0,0,0,0,0,43,11,1,0,1,0
0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,0,1,0,0
0,1,0,0,0,1,0,0,25,0,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,44,10,1,1,0,0
0,0,0,0,0,0,0,0,21,5,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,0,1,1
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,7,1,1,1,0
0,1,0,0,1,0,0,0,22,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,9,0,1,0,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,7,1,0,1,0
0,0,1,0,0,1,0,0,34,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37,15,1,0,0,0
0,0,0,0,0,0,0,0,24,3,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,45,13,1,0,0,0
0,1,0,0,1,0,0,0,29,3,9,0,0,1,0,1,1,1,0,0,0,0,0,0,0,46,11,1,1,1,0
0,1,1,1,0,1,0,0,32,1,15,0,0,1,0,1,0,1,1,0,0,0,0,0,0,41,12,1,1,0,0
0,1,0,1,1,0,0,0,26,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,12,1,1,0,0
0,0,0,0,1,0,0,0,20,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,38,8,0,1,0,0
0,0,0,0,0,0,0,0,27,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,39,13,1,1,1,0
0,0,0,0,0,1,0,0,22,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33,9,1,0,1,0
0,0,0,0,0,0,0,0,27,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,39,13,1,1,1,0
0,0,0,0,0,0,0,0,27,5,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,51,15,1,1,1,0
0,0,0,0,0,0,0,0,25,2,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,48,9,1,1,1,0
0,0,0,0,0,0,0,0,29,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,11,0,0,1,0
0,0,0,0,0,0,0,0,21,4,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,47,7,1,1,0,0
0,0,0,0,0,0,0,0,18,4,15,0,0,1,0,1,1,1,0,0,0,0,0,0,0,41,8,1,0,0,0
0,0,0,0,0,0,0,0,22,2,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,12,1,0,1,0
0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,0,0,0,0
0,0,0,0,0,0,0,0,18,1,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,34,7,1,0,0,0
0,0,0,0,0,0,0,0,12,4,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,43,7,1,0,1,0
0,0,0,0,0,0,0,0,24,1,9,0,0,1,0,1,1,0,0,0,0,0,0,0,0,36,10,1,1,0,0
0,0,0,0,0,0,0,0,21,4,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,48,7,1,1,0,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,7,1,1,1,0
0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,7,1,1,1,0
0,0,0,0,0,0,0,0,27,5,12,0,0,1,0,1,0,1,0,0,0,0,0,1,0,41,15,1,0,0,0
0,0,0,0,0,1,0,0,25,1,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,35,9,1,0,0,0
0,0,0,0,0,0,0,0,31,4,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,35,12,1,0,1,0
0,0,0,0,0,0,0,0,13,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,6,1,0,0,0
0,0,0,0,0,0,0,0,14,1,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,47,6,1,1,0,0
0,0,0,0,0,0,0,0,28,5,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,34,11,1,0,1,0
0,0,0,0,0,0,0,0,24,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,46,9,1,1,1,0
0,0,0,0,0,0,0,0,26,2,15,0,0,1,0,1,0,1,1,0,0,0,0,0,0,41,11,1,1,0,0
0,0,0,0,0,0,0,0,26,2,15,0,0,1,0,1,0,1,1,0,0,0,0,0,0,41,11,1,1,0,0
0,0,0,0,0,0,0,0,21,2,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,38,11,1,0,1,0
0,0,0,0,0,0,0,0,16,8,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,41,9,1,0,1,0
0,1,1,0,1,0,0,0,23,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,37,9,0,1,0,0
0,0,0,0,0,0,0,0,31,1,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41,11,1,0,0,0
0,0,0,0,0,0,0,0,23,5,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,51,9,1,0,1,0
0,0,0,0,0,0,0,0,28,4,7,0,0,1,0,1,1,1,0,0,0,0,0,0,0,34,13,1,1,0,0
0,1,1,0,1,0,0,0,31,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,36,12,0,1,0,1
0,0,0,0,0,0,0,0,19,1,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,32,9,1,1,0,0
0,1,1,0,0,0,0,0,26,6,13,0,0,1,0,1,0,1,0,0,0,0,0,1,0,41,9,1,1,1,0
0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,8,0,1,0,0
0,0,0,0,0,0,0,0,29,4,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,38,11,1,1,0,0
0,1,0,0,0,0,0,0,24,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,47,8,0,1,0,0
0,1,0,0,0,0,0,0,18,5,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,39,8,1,0,1,0
0,0,0,0,0,0,0,0,32,4,14,0,0,1,0,1,0,1,0,0,0,0,0,0,0,51,15,1,0,1,0
0,0,0,0,0,0,0,0,21,4,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,48,7,1,1,0,0
0,1,0,0,0,0,0,0,24,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,47,8,0,1,0,1
0,1,1,0,0,1,0,0,31,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,50,12,0,1,0,0
0,1,0,0,0,1,0,0,17,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,33,8,1,0,0,0
0,0,0,0,0,0,0,0,20,1,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,34,9,1,0,0,0
0,0,0,0,0,0,0,0,20,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,50,9,1,0,0,0
0,0,0,0,0,0,0,0,21,3,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,8,1,1,1,0
0,0,0,0,0,0,0,0,28,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,45,11,1,1,0,1
0,0,0,0,1,1,0,0,30,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,10,0,1,1,0
0,0,0,0,0,0,0,0,29,5,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,32,14,1,1,1,1
0,0,0,0,1,1,0,0,30,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,10,0,1,1,0
0,0,0,0,0,0,0,0,27,3,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,50,11,1,0,0,0
0,0,0,0,0,0,0,0,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,10,1,0,0,0
0,0,0,0,0,0,0,0,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,10,1,0,0,0
0,0,0,0,0,0,0,0,19,2,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,43,8,1,0,0,0
0,0,0,0,0,0,0,0,17,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,37,9,1,1,0,0
0,0,0,0,0,0,0,0,25,5,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,34,9,1,1,1,0
0,0,0,0,0,0,0,0,29,4,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,32,12,1,1,1,0
0,0,0,0,0,0,0,0,24,1,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,31,8,1,1,0,0
0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,10,0,0,0,0
0,0,0,0,0,1,0,0,16,4,14,0,0,1,0,1,0,1,1,0,0,0,0,0,0,43,9,1,0,1,0
0,0,0,0,0,0,0,0,19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,10,1,0,0,0
0,0,0,0,0,1,0,0,16,4,14,0,0,1,0,1,0,1,1,0,0,0,0,0,0,43,9,1,0,1,0
0,0,0,0,0,0,0,0,21,5,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,1,1,1
0,0,0,0,0,0,0,0,21,5,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,1,1,0
0,0,0,0,0,0,0,0,21,5,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,7,1,1,1,0
0,0,0,0,0,0,0,0,29,5,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37,10,1,1,0,0
0,0,0,0,0,1,0,0,24,6,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,34,9,1,0,1,0
0,0,0,0,0,0,0,0,22,4,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,46,12,1,1,1,0
0,0,0,0,0,0,0,0,26,6,11,0,0,1,0,1,0,1,0,0,0,0,0,0,0,48,10,1,0,1,0
0,0,0,0,0,0,0,0,29,2,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,38,13,1,0,0,0
0,0,0,0,0,0,0,0,23,3,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,35,11,1,0,1,0
0,1,1,0,1,0,0,0,23,1,4,1,0,0,0,0,1,0,1,0,0,0,0,0,1,50,9,0,1,0,0
0,0,0,0,0,0,0,0,33,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,0,1,0,0
0,1,1,0,0,1,0,0,36,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,48,14,0,1,0,0
0,0,0,0,0,0,0,0,13,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,6,0,0,0,0
0,0,1,0,0,0,0,0,34,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10,1,0,0,0
0,0,1,0,0,0,0,0,34,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10,1,0,0,0
0,0,1,0,0,0,0,0,34,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10,1,0,0,0
0,0,0,0,0,1,0,0,20,2,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,31,9,1,0,1,0
0,0,0,0,0,1,0,0,27,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,48,13,1,1,1,0
0,0,0,0,0,0,0,0,24,5,13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,47,9,1,1,1,0
0,0,0,0,0,1,0,0,25,5,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,31,11,1,0,1,0
0,0,0,0,0,0,0,0,19,1,14,0,0,1,0,1,0,1,0,0,0,0,0,0,0,45,9,1,0,0,1
0,0,0,0,0,0,0,0,16,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,8,1,1,0,0
0,0,0,0,0,0,0,0,17,1,10,0,0,1,1,1,0,1,0,0,0,0,0,1,0,44,9,1,0,0,0
0,0,0,0,0,0,0,0,31,4,7,0,0,1,0,1,1,1,0,0,0,0,0,0,0,34,13,1,1,0,0
0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,9,0,0,0,0
0,0,0,0,0,0,0,0,15,6,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37,8,1,1,1,0
0,1,0,0,1,0,0,0,20,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,34,9,1,0,0,0
0,0,0,0,0,0,0,0,14,1,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,48,6,1,1,0,0
0,0,0,0,0,0,0,0,14,1,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,48,6,1,1,0,0
0,1,1,0,1,0,0,0,29,2,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,35,10,0,1,0,0
0,0,0,0,0,0,0,0,22,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,53,10,1,0,0,0
0,0,0,0,1,0,0,0,13,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,6,0,0,0,0
0,0,0,0,0,0,0,0,14,1,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,48,6,1,1,0,0
0,0,0,0,0,0,0,0,14,1,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,48,6,1,1,0,0
