top_k,cumulative_ig,cumulative_mi,mean_ig,mean_mi,worst_ig_in_batch,worst_mi_in_batch,batch_feature_names,ig_gain,mi_gain,mean_ig_change
1000,6.4205983091191605,4.450419615517439,0.00642059830911916,0.004450419615517439,0.00044925948309954,0.0003114029440488186,intent_com.alimama.mobile.sdk.download.action|perm_com.qihoo360.home.permission.WRITE_SETTINGS|intent_com.cootek.smartinputv5.action.SP.DESTROY|intent_com.mobutils.android.mediation.MaterialNotificationReceiver.ACTION_CLICK_NOTIFICATION|intent_com.mobutils.android.mediation.MaterialNotificationReceiver.ACTION_AD_EXPIRES|intent_com.mobutils.android.mediation.MaterialNotificationReceiver.ACTION_CANCEL_NOTIFICATION|perm_com.zte.mifavor.launcher.permission.WRITE_SETTINGS|perm_com.smartisanos.launcher.WRITE_DATABASE|perm_com.s.launcher.permission.WRITE_SETTINGS|intent_com.smartdialer.voip.action.STATE_RINGING,0.004584397212822999,0.0031776620026224833,-6.022382411956413e-05
1010,6.425088961918425,4.453532298844116,0.006361474219721212,0.00440943791964764,0.000448903282729618,0.0003111560447682613,perm_com.teslacoilsw.launcher.permission.WRITE_SETTINGS|intent_com.cootek.tpots.action.OTS_IDENTIFY|perm_com.qihoo360.home.permission.READ_SETTINGS|intent_com.cootek.ls.action.LOCK_SCREEEN|perm_android.permission.ACCESS_LOCATION|perm_com.hola.launcher.permission.WRITE_SETTINGS|perm_com.android.launcher23.permission.WRITE_SETTINGS|perm_com.nicelauncher.lolauncher.permission.WRITE_SETTINGS|perm_com.microsoft.launcher.permission.WRITE_SETTINGS|perm_com.mycheering.launcher.permission.WRITE_SETTINGS,0.004490652799264083,0.0031126833266768017,-5.9124089397948054e-05
1020,6.4295414927435806,4.45661855803198,0.006303472051709393,0.00436923388042351,0.0004430392180325149,0.00030709138486992673,perm_com.Dean.launcher.permission.WRITE_SETTINGS|perm_com.android.tpwlauncher2.permission.WRITE_SETTINGS|perm_com.dlto.atom.launcher.permission.WRITE_SETTINGS|intent_android.fbreader.action.VIEW|intent_com.mobutils.android.mediation.action.TP_MD_INSTALL_REFERRER|intent_com.mobutils.android.mediation.ACTION_UPDATE_SWITCH|intent_android.intent.service.RECEIVERSERVICE|perm_android.permission.READ_CLIPBOARD|intent_com.baidu.android.moplus.action.START|intent_rpa.com.excelliance.kxqp.platform.gameplugin.ReceiverProxy_SP_D,0.004452530825155954,0.0030862591878646484,-5.800216801181944e-05
1030,6.433971884923906,4.459689471880681,0.006246574645557191,0.004329795603767651,0.0004430392180325149,0.00030709138486992673,intent_android.intent.service.PAYSERVICE|intent_com.papa.intent.activity.view.action|intent_rpa.com.excelliance.kxqp.platform.gameplugin.ReceiverProxy_SP_A|intent_ylz.intent.action.SHORTCUT|intent_PluginManager.ACTION_PACKAGE_ADDED|intent_rpa.com.excelliance.kxqp.platform.gameplugin.ReceiverProxy_SP_C|intent_com.papa.pay.view.action|intent_com.excean.gspace.platform.gameplugin.action.START_FROM_SHORTCUT|intent_com.pay.sdk.msg.PayService|intent_com.excean.gspace.action.downloadcomp,0.004430392180325704,0.0030709138487008403,-5.6897406152202346e-05
1040,6.438402277104231,4.462760385729379,0.00619077142029253,0.004291115755509019,0.0004430392180325149,0.00030709138486992673,intent_rpa.com.excelliance.kxqp.platform.gameplugin.ReceiverProxy_SP_B|intent_PluginManager.ACTION_PACKAGE_REMOVED|intent_com.pay.sdk.msg.PayListenerService|perm_com.mobiletool.appstore.permission.MIPUSH_RECEIVE|intent_com.example.servicejar.AssistService|intent_rpa.com.excelliance.kxqp.platform.gameplugin.ReceiverProxy|perm_android.permission.WRITE_CLIPBOARD|perm_com.gamebox_xxrjy.permission.JPUSH_MESSAGE|intent_com.example.servicejar.CoreService|intent_com.excean.gspace.action.notifystatus,0.004430392180324816,0.0030709138486981757,-5.5803225264660326e-05
1050,6.442832669284557,4.4658312995780785,0.00613603111360434,0.004253172666264836,0.0004430392180325149,0.00030709138486992673,intent_com.excean.gspace.action.phone_res_download|intent_com.excean.gspace.action.psjardl|intent_rpa.com.excelliance.kxqp.platform.gameplugin.ReceiverProxy_SP_E|intent_com.receiver.service|intent_com.push2.sdk.service.SMS_SERVICE|intent_com.excean.gspace.action.download|intent_com.frame.sdk.ACTION.FRAMESERVICE|intent_com.excean.gspace.action.appcrash|intent_com.excean.gspace.SHORTCUT_ALARM|intent_com.excean.gspace.action.psts,0.004430392180325704,0.003070913848699064,-5.474030668819064e-05
1060,6.447161779047493,4.46883200980459,0.006082228093441031,0.0042158792545326325,0.0004311849142032975,0.0002988746075796632,perm_com.ztemt.launcher.permission.WRITE_SETTINGS|intent_com.cootek.telecom.voip.action.incoming|perm_com.hola.launcher.permission.READ_SETTINGS|perm_com.dlto.atom.launcher.permission.READ_SETTINGS|perm_com.microsoft.launcher.permission.READ_SETTINGS|perm_com.Dean.launcher.permission.READ_SETTINGS|perm_com.mycheering.launcher.permission.READ_SETTINGS|perm_com.android.launcher23.permission.READ_SETTINGS|perm_com.nicelauncher.lolauncher.permission.READ_SETTINGS|perm_com.android.tpwlauncher2.permission.READ_SETTINGS,0.004329109762935879,0.0030007102265114938,-5.380302016330836e-05
1070,6.451355203105956,4.471738669867601,0.006029303928136407,0.004179195018567851,0.00041468078142836706,0.0002874348144775965,intent_android.intent.action.DEVICE_STORAGE_LOW|perm_com.huawei.appmarket.provider.readPermission|intent_android.settings.ACCOUNT_SYNC_SETTINGS|intent_com.excelliance.open.action.PLAT_DO|intent_com.tencent.qalsdk.broadcast.qal|perm_com.epic.launcher.tw.permission.WRITE_SETTINGS|intent_android.NET.conn.CONNECTIVITY_CHANGE|intent_android.intent.action.DEVICE_STORAGE_OK|perm_com.lo.launcher.permission.WRITE_SETTINGS|perm_com.modaco.android.launchergb.permission.WRITE_SETTINGS,0.004193424058462902,0.0029066600630107686,-5.2924165304624356e-05
1080,6.455502010920239,4.474613018012377,0.005977316676777999,0.004143160201863312,0.00041468078142836706,0.0002874348144775965,perm_com.alphalp.launcher.permission.WRITE_SETTINGS|perm_com.konka.launcher2.permission.WRITE_SETTINGS|perm_com.lollipop.launcher.permission.WRITE_SETTINGS|perm_com.android.lewalauncher.permission.WRITE_SETTINGS|perm_com.android.sprdlauncher1.permission.WRITE_SETTINGS|perm_com.l.launcher.permission.WRITE_SETTINGS|perm_com.android.sprdlauncher2.permission.WRITE_SETTINGS|perm_com.jui.launcher3.permission.WRITE_SETTINGS|perm_com.mx.launcher.permission.WRITE_SETTINGS|perm_com.slim.slimlauncher.permission.WRITE_SETTINGS,0.004146807814283449,0.002874348144776384,-5.198725135840791e-05
1090,6.459574107201211,4.477435580068491,0.005926214777248818,0.004107739064283019,0.000399240671310086,0.00027673254568279996,perm_com.baoruan.launcher2.permission.WRITE_SETTINGS|perm_com.ibingo.launcher.permission.WRITE_SETTINGS|perm_app.cobo.launcher.permission.WRITE_SETTINGS|intent_im.yixin.sdk.api.Intent.ACTION_REFRESH_YXAPP|intent_com.google.zxing.client.android.SCAN|intent_com.novalauncher.THEME|perm_com.epic.launcher.tw.permission.READ_SETTINGS|perm_app.cobo.launcher.permission.READ_SETTINGS|perm_com.baoruan.launcher2.permission.READ_SETTINGS|perm_com.alphalp.launcher.permission.READ_SETTINGS,0.0040720962809723815,0.002822562056113753,-5.1101899529180754e-05
1100,6.463566513914312,4.480202905525318,0.00587596955810392,0.004072911732295743,0.000399240671310086,0.00027673254568279996,perm_com.modaco.android.launchergb.permission.READ_SETTINGS|perm_com.lo.launcher.permission.READ_SETTINGS|perm_com.android.sprdlauncher1.permission.READ_SETTINGS|perm_com.konka.launcher2.permission.READ_SETTINGS|perm_com.android.lewalauncher.permission.READ_SETTINGS|perm_com.lollipop.launcher.permission.READ_SETTINGS|perm_com.gau.go.launcherex.permission.WRITE_SETTINGS|perm_com.jui.launcher3.permission.READ_SETTINGS|perm_com.l.launcher.permission.READ_SETTINGS|perm_com.android.sprdlauncher2.permission.READ_SETTINGS,0.003992406713100749,0.00276732545682723,-5.0245219144898386e-05
1110,6.467554278678125,4.482967013428192,0.005826625476286599,0.004038709021106479,0.00039872489916692455,0.0002763750396878725,perm_com.slim.slimlauncher.permission.READ_SETTINGS|intent_RestartMainService|intent_baidu.platform.gameplus.intent.action.CANCLE_NOTIFICATION|intent_action_systerm_alarm|intent_com.push.PUSH_BASE|intent_comalimama.mobile.sdk.download.action|perm_com.excean.gspace.assist|intent_com.baidu.platform.gameplus.service|intent_cn.m4399.offerwall.monitor_action|perm_android.accessibilityservice.AccessibilityService,0.0039877647638126845,0.00276410790287418,-4.9344081817320924e-05
1120,6.471541527669793,4.485730763825071,0.005778162078276601,0.004005116753415242,0.00039872489916692455,0.0002763750396878725,intent_com.wufun.intent.activity.view.action.emuintent|intent_com.excean.gspace.flowMonitor.report_flow|intent_com.excelliance.dualaid.action.pg.info|intent_com.memezhibo.android.ExceptionSend|intent_com.memezhibo.android.exportedAction|intent_com.memezhibo.android.main|intent_com.xiaomi.account.openauth.demo.test.mock.empty.service|intent_com.m4399.gamecenter.action.GUESS_INTERESTING_GAME|intent_define_weather_updatetime_action_on|intent_com.m4399.gamecenter.action.GAME_STRATEGY,0.003987248991668579,0.002763750396878706,-4.846339800999768e-05
1130,6.475528776661463,4.48849451422195,0.005730556439523419,0.003972119039134469,0.00039872489916692455,0.0002763750396878725,intent_com.m4399.gamecenter.action.SHORTCUT_GAMEBOX|intent_com.m4399.gamecenter.action.SWITCH_USER|intent_baidu.platform.gameplus.intent.action.DO_NOTIFICATION_CLICK|intent_com.m4399.gamecenter.action.FORUMS_DETAILS|intent_com.zqhy.wxpay.plugin.recive|intent_com.m4399.gamecenter.action.MODIFY_USERINFO|intent_com.m4399.gamecenter.action.OAUTH|intent_com.m4399.gamecenter.action.GAME_GIFT|intent_SEND_DOWN_ACTION|intent_info.zzcs.runbackupservice,0.0039872489916694676,0.002763750396878706,-4.7605638753182335e-05
1140,6.479504361234293,4.49125017945975,0.0056837757554686775,0.003939693139876974,0.00039486431876040173,0.00027369908925157973,intent_io.mobby.sdk.intent.action.START|intent_com.m4399.gamecenter.aidl.channel.service|intent_com.m4399.gamecenter.action.GAME_DETAILS|intent_com.mt.intent.aciton.MtReceiver|perm_getui.permission.GetuiService.com.m4399.gamecenter|perm_com.m4399.gamecenter.permission.MIPUSH_RECEIVE|perm_cn.org.ifaa.permission.USE_IFAA_MANAGER|perm_com.sec.android.app.twlauncher.WRITE_SETTINGS|intent_android.fbreader.action.LIBRARY_SERVICE|intent_com.google.android.apps.muzei.api.MuzeiArtSource,0.00397558457282976,0.0027556652378004642,-4.678068405474141e-05
1150,6.483370177759422,4.493929759284704,0.005637713198051671,0.003907765008073656,0.0003834664705567592,0.0002657987029059828,intent_home.solo.launcher.free.THEMES|intent_home.solo.launcher.free.ACTION_ICON|intent_com.oneaudience.action.CONFIGURATION|intent_com.amazon.inapp.purchasing.NOTIFY|perm_com.htc.launcher.permission.READ_SETTINGS|perm_com.zui.launcher.permission.WRITE_SETTINGS|perm_com.zte.mobile.ZteLauncher3D.permission.WRITE_SETTINGS|perm_com.fineos.launcher.permission.WRITE_SETTINGS|perm_com.zte.lqsoft.launcher.permission.WRITE_SETTINGS|perm_android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,0.0038658165251295173,0.002679579824953926,-4.606255741700614e-05
1160,6.487106950891174,4.4965198930453525,0.00559233357835446,0.003876310252625304,0.0003690916555472157,0.0002558348404096439,perm_com.smartisanos.launcher.READ_DATABASE|perm_com.smartisanos.launcher.data.ExportDataProvider|perm_archos.permission.FULLSCREEN.FULL|intent_com.dlto.atom.launcher.THEME|perm_com.zte.mobile.ZteLauncher3D.permission.READ_SETTINGS|perm_com.fineos.launcher.permission.READ_SETTINGS|perm_com.zte.lqsoft.launcher.permission.READ_SETTINGS|intent_com.bgjd.ici.action.START_EULA|perm_com.zui.launcher.permission.READ_SETTINGS|intent_android.intent.action.HEADSET_PLUG,0.0037367731317514696,0.0025901337606484276,-4.5379619697210986e-05
1170,6.490663363788162,4.498985010617912,0.005547575524605266,0.0038452863338614635,0.00035441289166410206,0.0002456602966230488,intent_com.sina.weibo.sdk.action.ACTION_SDK_RESP_ACTIVITY|intent_com.common2345.download.service|intent_com.excelliance.open.action.ACTIVITY_STATE|intent_com.excelliance.open.action.actlbs2|perm_android.permissoon.READ_PHONE_STATE|intent_com.excelliance.open.action.actlbs3|intent_com.xxAssistant.PUSH_ACTION|intent_com.cyjh.gundam.vip.manager.VipNotificationManager|intent_com.excelliance.open.platform.gameplugin.action.START_FROM_SHORTCUT|intent_com.excelliance.open.action.downloadcomponent.progress,0.0035564128969882702,0.0024651175725596275,-4.475805374919411e-05
1180,6.494207492704803,4.501441613584142,0.005503565671783731,0.0038147810284611377,0.00035441289166410206,0.0002456602966230488,intent_com.xxAssistant.DanMuKu.Main.DanMuKuService|intent_com.changsi.service|intent_com.telecom.video.ikan4g.audio.play|intent_com.excelliance.open.action.actlbs1|intent_com.excelliance.open.action.ACT_LB_RECEIVER|intent_com.excelliance.open.action.ACT_LBService|intent_com.telecom.video.ikan4g.audio.next|intent_net.sqlcipher.wx|intent_com.telecom.video.ikan4g.NotificationReceive|intent_com.mobiletool.appstore.action.PhoneCallShowService,0.0035441289166406875,0.0024566029662302924,-4.400985282153498e-05
1190,6.497751621621444,4.503898216550373,0.0054602954803541544,0.0037847884172692208,0.00035441289166410206,0.0002456602966230488,intent_com.excelliance.lbsdk.debug.action.CRASH_REPORT|intent_com.cyjh.gundam.tools.downloads.receiver.DownloadNotificationReceiver|intent_com.cyjh.gundam.service.ScriptService|intent_com.papa.mgsim.wufun.aidl.service|intent_android.intent.action.rec|intent_com.m4399.plugin.PROXY_TRANSLUCENT_DEFAULT|intent_com.m4399.plugin.PROXY_DEFAULT|intent_com.otomod.ad.shortcut|intent_intent.action.new.user.push|perm_android.permission.ACCESS_WAKE_LOCK,0.0035441289166415757,0.0024566029662302924,-4.327019142957682e-05
1200,6.501295750538085,4.506354819516603,0.005417746458781738,0.0037552956829305026,0.00035441289166410206,0.0002456602966230488,intent_com.cyjh.gundam.activity.TwitterContentGameActivity|perm_android.permission.MOUNT_UNMOUNT_FILESYSTE|intent_cn.wejuan.reader.receiver.CLICK_BOOK_UPDATE|intent_intent.action.push_notification|perm_com.cyjh.gundam.permission.JPUSH_MESSAGE|intent_android.intent.action.gps|intent_intent.action.prefill.alert|intent_intent.action.new.user.push.zone|intent_intent.action.daily.sign.alert|intent_com.cyjh.gundam.fengwo.receiver.MutualOutReceiver,0.0035441289166406875,0.0024566029662302924,-4.254902157241683e-05
1210,6.5048398794547255,4.508811422482833,0.005375900726822087,0.0037262904318039946,0.00035441289166410206,0.0002456602966230488,intent_android.intent.action.apprec|intent_android.intent.action.addetection.action|intent_com.cyjh.gundam.intent.action.COMMAND|intent_android.intent.action.advert.action|intent_com.fanwei.action.action1|intent_com.mobi.user.point_plus|intent_com.telecom.video.ikan4g.audio.pre|intent_com.mobi.user.point_minus|intent_action_settings_refresh|intent_action_application_launch,0.0035441289166406875,0.0024566029662302924,-4.184573195965043e-05
1220,6.508384008371366,4.5112680254490645,0.005334740990468333,0.003697760676597594,0.00035441289166410206,0.0002456602966230488,intent_com.telecom.video.ikan4g.broadcast.TrafficTotalBroadcast|intent_com.igexin.sdk.action.pznxGVEkVg595v9B3exMz8|intent_com.xxAssistant.module.common.view.XXConnectActivity|perm_android.permission.SIM_STATE_READY|intent_com.telecom.video.ikan4g.tysx.notify.reportlog|intent_cn.wejuan.reader.receiver.message|intent_cn.m4399.zq.service|intent_cn.m4399.offerwall.fade_action|intent_android.intent.action.CAMERA|intent_android.intent.action.sogou.PCSHOw,0.0035441289166406875,0.0024566029662311806,-4.115973635375383e-05
1230,6.5119015450703515,4.513706196094786,0.00529422889843118,0.003669679834223403,0.00034088972330093004,0.00023628675081056004,intent_android.intent.action.PPS|intent_com.cyjh.gundam.POP_AD_CLICK|intent_com.excean.gspace.game_server_delay_config|intent_com.cyjh.gundam.activity.TwitterContentActivity|intent_com.excean.gspace.check_local_proxy_delay|intent_com.excean.gspace.check_app_video_type|intent_android.intent.action.AlarmManager|intent_android.provider.calendar.action.HANDLE_CUSTOM_EVENT|perm_android.permission.MANAGE_LOCATION_POLICY|intent_FCM_PLUGIN_ACTIVITY,0.0035175366989852463,0.0024381706457212715,-4.051209203715343e-05
1240,6.515246355325546,4.516024641892892,0.00525423093171415,0.003641955356365236,0.00032629292379937613,0.00022616902016667586,intent_android.media.action.MEDIA_PLAY_FROM_SEARCH|intent_com.google.zxing.client.android.SCAN.DISABLED|intent_android.intent.category.APP_MARKET|intent_com.baidu.android.pushservice.action.frontia.user|perm_com.gau.go.launcherex.permission.READ_SETTINGS|perm_com.oppo.launcher.permission.READ_SETTINGS|perm_android.permission.ACCESS_FIND_LOCATION|perm_com.huawei.android.launcher.permission.WRITE_SETTINGS|perm_android.permission.USE_BIOMETRIC|perm_com.sec.android.app.twlauncher.READ_SETTINGS,0.00334481025519473,0.002318445798106694,-3.999796671703016e-05
1250,6.518405934385276,4.518214695209925,0.005214724747508221,0.00361457175616794,0.00031010319518465224,0.00021494715543566125,intent_com.umeng.message.message.sendmessage.action|intent_android.intent.action.DREAMING_STOPPED|intent_android.intent.action.TIME_CHANGED|intent_android.net.wifi.PICK_WIFI_NETWORK|perm_android.permission.READ_WIFI_CREDENTIAL|intent_com.htc.android.worldclock.AlarmAlert|perm_android.intent.action.BOOT_COMPLETED|perm_com.asus.launcher3.permission.WRITE_SETTINGS|intent_com.google.purchase.alarm.action|intent_com.dyl.p.action,0.0031595790597300777,0.002190053317032259,-3.950618420592907e-05
1260,6.521506966337123,4.520364166764281,0.005175799179632637,0.0035875906085430804,0.00031010319518465224,0.00021494715543566125,intent_com.google.purchase.SMS_SENT|intent_com.gardenia.shell.services.alarmaction|intent_android.intent.action.DOWNLOAD_COMPLETED|intent_com.esbook.reader.receiver.CLICK_BOOK_UPDATE|intent_com.esbook.reader.receiver.message|intent_com.getui.gis.sdk.GInsightService.action|intent_com.skymobi.pay.action.plugin|intent_com.skymobi.pay.plugin.advert|intent_com.wooboo.WoobooDownloadService|intent_com.adflash.action.downloadcompleted,0.0031010319518465224,0.00214947155435663,-3.892556787558378e-05
1270,6.524607998288969,4.522513638318637,0.00513748661282596,0.003561034360880817,0.00031010319518465224,0.00021494715543566125,intent_com.adflash.action.downloadfail|intent_com.skymobi.pay.plugin.push|intent_com.skymobi.pay.plugin.recordupload|perm_ch.nth.android.contentabo_l01_sim_univ.permission.C2D_MESSAGE|intent_com.guomob.server01|intent_flash_keyboard_skin_reboot_broadcast|intent_com.book2345.reader.PUSH_BOOK|intent_com.excelliance.kxqp.gs.ui.conncode.CCVerifyCodeService.verify.code|intent_com.pay2345.NOTIFY_SERVER|perm_com.sogou.androidtool.permission.MIPUSH_RECEIVE,0.0031010319518465224,0.002149471554355742,-3.831256680667666e-05
1280,6.527709030240816,4.524663109872994,0.005099772679875637,0.0035348930545882765,0.00031010319518465224,0.00021494715543566125,intent_com.dotc.ime.plugin.MAIN|perm_rockchip.permission.FULL_SCREEN|intent_ch.nth.android.action.ACTION_SHOW_SPENDING_LIMIT_NOTIFICATION|intent_com.google.android.gms.action.ACTION_POWER_TEST|intent_oahi.hgjzcn.gfyoqxuo.sdk.intent.action.START|intent_ch.nth.contentabo.action.install|intent_com.jjwxc.action.ControlSoundStatus|intent_ch.nth.android.action.FIRST_SMS_SENT|intent_ch.nth.android.action.CHECK_SPENDING_LIMIT|intent_com.jjwxc.action.BookMark,0.0031010319518465224,0.00214947155435663,-3.771393295032288e-05
1290,6.53077341272327,4.526787177950922,0.0050626150486226896,0.003509137347248777,0.00029604656171178245,0.0002052038395631668,intent_com.jjwxc.action.ControlSoundStart|intent_content_observer_register|intent_com.jjwxc.action.CustomControlSoundStatus|intent_ch.nth.android.action.SECOND_SMS_SENT|intent_catch_.me_.if_.you_.can_|intent_ch.nth.android.action.START_APP_UPDATE|intent_COM_TAOBAO_TAE_SDK_TRADE_WEB_VIEW_ACTION|perm_com.asus.launcher3.permission.READ_SETTINGS|intent_com.google.android.gms.rouse.ACTION_ROUSE|intent_android.net.wifi.STATE_CHANGED,0.0030643824824538868,0.0021240680779284205,-3.715763125294782e-05
1300,6.533722832940829,4.528831560259187,0.005025940640723715,0.003483716584814759,0.0002915598122073537,0.00020209386179476097,intent_com.excelliance.open.action.bwbxdla|perm_vivo.game.permission.OPEN_JUMP_INTENTS|intent_com.google.android.gms.cleaner.shortcut.CleanShortcutActivity|intent_com.excelliance.open.action.ss|intent_com.excelliance.lbsdk.action.BGService|intent_com.excelliance.lbsdk.action.BaseService|intent_android.skin.notification.CLICK_ACTION|perm_com.sec.android.app.launcher.permission.WRITE_SETTINGS|intent_com.google.android.gms.actions.SEARCH_ACTION|intent_org.openudid.GETUDID,0.0029494202175595063,0.0020443823082647583,-3.6674407898974574e-05
1310,6.5366241357980135,4.530842590154594,0.004989789416639705,0.003458658465766866,0.0002900201781038114,0.0002010266687581684,perm_android.hardware.camera|intent_com.xw.push.xwpollingservice|intent_com.motorola.blur.alarmclock.ALARM_ALERT|intent_project_preview|intent_zte.com.cn.alarmclock.ALARM_ALERT|perm_android.permission.READ_APN_SETTINGS|intent_com.baidu.baiduclock.ALARM_DONE|intent_com.baidu.baiduclock.ALARM_ALERT|intent_com.mobitobi.android.gentlealarm.ALARM_INFO|intent_com.splunchy.android.alarmclock.ALARM_ALERT,0.0029013028571842625,0.002011029895407468,-3.615122408400992e-05
1320,6.539407679017942,4.532771995289629,0.004954096726528744,0.003433918178249719,0.00027014484743215217,0.0001872501393397328,perm_getui.permission.GetuiService|intent_android.intent.action.PACKAGE_DATA_CLEARED|intent_com.android.vending.billing.IN_APP_NOTIFY|intent_com.android.vending.billing.PURCHASE_STATE_CHANGED|intent_android.intent.action.BATTERY_OKAY|intent_com.zendesk.sdk.deeplinking|intent_com.android.vending.billing.RESPONSE_CODE|intent_android.fbreader.action.CONFIG_SERVICE|intent_com.google.android.gms.auth.api.phone.SMS_RETRIEVED|perm_android.permission.INSTALL_LOCATION_PROVIDER,0.002783543219928575,0.0019294051350344787,-3.569269011096093e-05
1330,6.542079374989231,4.534623873819663,0.004918856672924234,0.0034094916344508744,0.00026579580938945746,0.00018423561589131433,intent_android.fbreader.action.API|intent_com.urbandroid.sleep.alarmclock.ALARM_ALERT|intent_com.android.deskclock.ALARM_DISMISS|perm_com.biznessapps.layout.permission.C2D_MESSAGE|intent_SaypeRestartReceiver.restart|intent_com.getui.lbs.notification.com.storm.smart|intent_com.bfgame.app.downloadCenter|intent_com.geeks.shell.receive|intent_com.geeks.shell.service|intent_com.storm.smart.action.download.complete,0.002671695971288912,0.0018518785300338791,-3.524005360451034e-05
1340,6.544737333083125,4.536466229978576,0.004884132338121735,0.003385422559685504,0.00026579580938945746,0.00018423561589131433,intent_com.storm.smart.action.BeVipActivity|intent_com.storm.smart.TO_MAINACTIVITY|intent_com.storm.smart.SHOW_NEW_PEOPLE_GUIDE|intent_com.storm.smart.SHOW_DOWNLOAD_PUSH_MESSAGE|intent_com.storm.smart.Receiver.WIFI_AUTO_DOWNLOAD_RECEIVER|intent_com.storm.smart.PushService|intent_com.cootek.tark.ads.utility.ACTION_INSTALL_AD_CLICKED|intent_com.storm.smart.action.USER_LOGIN_ACTIVITY|intent_com.storm.smart.action.SubscriptionActivity|intent_com.storm.smart.action.SubectNewActivity,0.0026579580938941305,0.0018423561589129278,-3.472433480249896e-05
1350,6.54739529117702,4.538308586137489,0.004849922437908904,0.0033617100638055476,0.00026579580938945746,0.00018423561589131433,intent_com.storm.smart.action.ShortVideoPatternActivity|intent_com.storm.smart.action.ScoreTaskActivity|intent_storm_action_boot_video_detail_from_shortcut|intent_com.storm.smart.action.MINI_WINDOW_BACK2_BF|intent_com.storm.smart.action.CASHIER_ACTIVITY|intent_com.sohu.plugin.action.CORE_SERVICE|intent_com.sogou.garbageclear.action.settings|intent_com.skymobi.pay.sdk.ISkyPayRemoteService|intent_sogou.mobile.explorer.custom.push.notification|intent_sogou.mobile.explorer.custom.version.upgrade.button.action,0.0026579580938950187,0.001842356158913816,-3.420990021283082e-05
1360,6.550053249270914,4.540150942296402,0.004816215624463907,0.0033383462811002957,0.00026579580938945746,0.00018423561589131433,intent_sogou.mobile.explorer.custom.version.upgrade.notification|intent_sogou.mobile.explorer.intent.action.ATHENA_UPDATE_FINISHED|intent_sogou.mobile.explorer.action.search|intent_sogou.mobile.explorer.action.share|intent_sogou.mobile.explorer.feichuan.notification|intent_sogou.mobile.explorer.intent.action.COMMAND|intent_sogou.mobile.explorer.version.notification|intent_com.storm.smart.action.PatternAActivity|intent_com.cootek.smartinput5.skin.PRELOAD_ACTION|intent_com.xxAssistant.View.WXPayEmptyActivity,0.0026579580938941305,0.0018423561589129278,-3.370681344499679e-05
1370,6.552711207364808,4.541993298455315,0.004783000881288181,0.0033153235755148287,0.00026579580938945746,0.00018423561589131433,intent_huosdk.intent.action.WXPAY|perm_sogou.mobile.explorer.permission.MIPUSH_RECEIVE|perm_sogou.mobile.explorer.novel.permission.ACTION|intent_com.android.luoko.check.receiver.action|intent_net.shinhwa21.jsylibrary.MService|intent_com.storm.smart.voice.details.activity|intent_com.storm.smart.tv.share|intent_com.storm.smart.receiver.USER_SIGN_PUSH_MESSAGE_BROADCAST_RECEIVER|intent_com.storm.smart.receiver.PERMANENT_NOTICE_RECEIVER|intent_com.storm.smart.receiver.GET_PUSH_MESSAGE_BROADCAST_RECEIVER,0.0026579580938941305,0.0018423561589129278,-3.321474317572598e-05
1380,6.555369165458704,4.543835654614229,0.00475026751120196,0.0032926345323291517,0.00026579580938945746,0.00018423561589131433,intent_com.storm.smart.receiver.FENG_XIU_NOTICE_ACTION|intent_com.storm.smart.action.notification.cancel.ad|intent_com.storm.smart.intent.action.START|intent_com.storm.smart.intent.action.COMMAND|intent_com.storm.smart.intent.action.COCKROACH|intent_com.storm.smart.flow.config|intent_com.storm.smart.download.action.tips|intent_com.storm.smart.dl.statistic.action|intent_casgame.iap.SMS_SEND_ACTIOIN|intent_casgame.iap.SMS_DELIVERED_ACTION,0.002657958093895907,0.001842356158913816,-3.2733370086221285e-05
1390,6.558027123552598,4.545678010773142,0.004718005124857984,0.003270271950196505,0.00026579580938945746,0.00018423561589131433,intent_com.storm.smart.bf.thumbnail|intent_com.storm.smart.bf.selectalbum.action|intent_com.storm.smart.bf.music|intent_com.storm.smart.bf.mojing.web.action|intent_com.storm.smart.activity.LocalActivity|intent_com.storm.smart.activity.DetailsBrowserActivity|intent_com.storm.smart.play.action|intent_android.intent.action.START_REPORT|perm_com.android.permission.UNINSTALL_SHORTCUT|intent_com.m4399.gamecenter.action.ZONE_TOPIC,0.0026579580938941305,0.0018423561589129278,-3.2262386343975824e-05
1400,6.5606850816464926,4.547520366932055,0.0046862036297474945,0.0032482288335228962,0.00026579580938945746,0.00018423561589131433,intent_com.m4399.gamecenter.action.ZONE_PUBLISH|intent_android.intent.action.STORM_WIFI_WANNENG|intent_com.lovephone.TTLauncherContentProvider|intent_com.example.jinjiangshucheng.service.JinJiangSystemService|perm_getui.permission.GetuiService.com.storm.smart|perm_getui.permission.GetuiService.com.tetecom.video.ikan4g|intent_android.intent.action.START|intent_android.intent.action.LOADSQL|intent_com.kinguser.kingroot.ACTION_URL_CHECK|intent_android.intent.action.CBOOT_COMPLETED,0.0026579580938941305,0.0018423561589129278,-3.180149511048964e-05
