top_k,cumulative_ig,cumulative_mi,mean_ig,mean_mi,worst_ig_in_batch,worst_mi_in_batch,batch_feature_names,ig_gain,mi_gain,mean_ig_change
1980,6.663510714097448,4.618793664160481,0.0033654094515643677,0.002332724072808324,0.0001328875127177831,9.211060477469469e-05,intent_extra.ser1.i|intent_extra.rec1|intent_com.baidu.appsearch.browser.ACTION|intent_com.example.lling.act.LLING_KEY_TIME_VERIFY_ERROR|intent_com.xxAssistant.Service.ScriptService|intent_com.iflytek.xiri2.app.NOTIFY|intent_sogou.mobile.sreader.action.VIEW|intent_appwall.action.refresh.cache|intent_com.baidu.appsearch.lite.iconinvoke|intent_com.baidu.browser.statistics.installs.TIMEOUT|intent_com.baidu.browser.push.service.videoupdate|intent_com.baidu.browser.push.service.novelupdate|intent_com.xjbd.service.update.progress|intent_com.igexin.sdk.action.o2PPjtbq1V6NVYMm9RDwo7|perm_com.godinsec.godinsec_private_space.permission.C2D_MESSAGE|intent_callerjj.intent.action.SHORTCUT|intent_com.nd.android.pandadesktop2.install_theme|intent_com.godinsecSpace.glauncher.lock|intent_com.google.android.gms.fc.action.GO_SETTINGS|intent_android.action.vlocker.restart,0.002657750254355662,0.001842212095494844,-3.298491774333251e-05
2000,6.666168464351802,4.6206358762559745,0.003333084232175901,0.0023103179381279873,0.0001328875127177831,9.211060477469469e-05,perm_com.aipai.android_cf.permission.MIPUSH_RECEIVE|intent_com.godinsec.xavatar.shortcut|intent_android.content.pm.action.REQUEST_PERMISSIONS|perm_org.cocos2dx.NautilusCricket2014.permission.C2D_MESSAGE|intent_sogou.mobile.explorer.exchange|perm_com.appy.appydb380ccab9db.permission.C2D_MESSAGE|intent_cn.ecook.util.picker.action.UPLOAD_IMAGE|intent_com.software.CHECKER|intent_io.va.exposed.CMD|intent_sogou.mobile.explorer.action.bigbang|intent_shuame.intent.action.libupdate|intent_com.m4399.gamecenter.action.ROUTER|intent_com.mm.nw.game.a.a.l.AS|intent_com.mgyun.module.lockscreen.lockservice|intent_com.youyuan.yyhl.dfreceiver.restart|intent_com.youyuan.yyhl.start.fork|intent_com.mgyun.module.lockscreen.ACTION_LOAD_LOCK_PACKAGE|perm_io.va.exposed.permission.WRITE_SETTINGS|intent_com.myapp.sdkproxy.context.ProxyActivity|intent_com.mianfeia.book.intent.action.earn,0.0026577502543538856,0.0018422120954930676,-3.2325219388466744e-05
2020,6.668826214606159,4.6224780883514685,0.0033013991161416627,0.002288355489282905,0.0001328875127177831,9.211060477469469e-05,intent_com.android.vending.billing.InAppBillingService.COIO|intent_sogou.mobile.sreader.action.PLUGIN_CRASH|intent_sogou.mobile.sreader.action.PLUGIN|intent_com.intent.action.SessionActivity|perm_com.ushaqi.zhuishushenqi.permission.MIPUSH_RECEIVE|intent_com.nativedroid.sa.sdk.tick|intent_com.nd.hilauncherdev.action.SWAP_WALLPAPER_SETTING|intent_com.imopan.plugin.wall.action.MoPanOpenAppService|intent_SHOWSELF_SESSION_EXPIRED_ACTION|intent_com.super.sdk.MAIN|intent_com.aareader.widget.ScreenFloatAction|perm_com.godinsec.godinsec_private_space.virtual.permission.VIRTUAL_BROADCAST|intent_com.lostip.sdk.action.STATE_CHANGE|intent_com.nd.pandahome.install_shortcut|intent_com.android.a2|intent_com.android.a3|intent_com.gaugua.guagua.ACTION_NOTICE|intent_com.gaugua.guagua.ACTION_STATISTICS|intent_sogou.mobile.sreader.action.ERROR|intent_sogou.mobile.sreader.action.EDIT_STYLES,0.00265775025435655,0.0018422120954939558,-3.1685116034238254e-05
2040,6.6714839648605135,4.624320300446962,0.0032703352768924084,0.0022668236766896876,0.0001328875127177831,9.211060477469469e-05,intent_jj.intent.action.SHORTCUT|perm_com.godinsec.avatar.on.permission|perm_com.godinsec.godinsec_private_space.Installing.WRITE_STATUS|intent_CLEAR_FLAGS|intent_com.android.a4|intent_com.imopan.plugin.wall.action.MoPanLanchMonitorService|intent_wifi.intent.action.INTERNET_ACCESS_ENABLED|perm_com.shoujiduoduo.ringtone.permission.C2D_MESSAGE|intent_com.googleing.zxinging.client.android.SCAN|intent_com.pplive.action.MEDIA_MOUNTED|intent_com.shoujiduoduo.wallpaper.intent.action.COMMAND|intent_android.intent.action.POWER_CONNECTED|intent_com.igexin.sdk.action.l76htOu2zc82Lix9Xu08B6|intent_com.showself.action.STARTSERVICE|intent_com.nd.android.pandahome2.SETTING_WIFI_ONEKEY|intent_com.godinsec.avatar.service|intent_com.showself.com.homeactivity|intent_youyuan.screen.server|intent_com.nd.android.pandahome2.wxapi.SendToWXActivity|intent_com.solidunion.callrecorder.top.news.lounch,0.0026577502543547737,0.0018422120954939558,-3.1063839249254304e-05
2060,6.67414171511487,4.626162512542457,0.003239874618987801,0.002245709957544882,0.0001328875127177831,9.211060477469469e-05,intent_com.nd.hilauncherdev.myphone.myfont.FontService|intent_com.showself.com.showselfservice|intent_com.godinsec.godinsec_private_space.share|intent_com.showself.send_SMS|intent_com.nd.hilauncherdev.myphone.appmanager.AppManagerService|intent_cmd.PlatFormService|intent_com.pplive.action.MEDIA_SCANNER_SCAN_FILE|intent_com.showself.upload.AUDIO|intent_com.igexin.sdk.action.rX637WLVVc8wlQ8ux6qSP7|intent_com.godinsec.version.check|perm_com.shoujiduoduo.ringtone.push.permission.MESSAGE|intent_com.godinsec.editlock|intent_com.facetech.funvking.intent.action.COCKROACH|intent_com.facetech.service.MainService|intent_com.facetech.funvking.intent.action.START|intent_com.cj.mm.sms.broadcast|intent_com.facetech.funvking.intent.action.COMMAND|intent_com.example.lling.act.LLING_KEY_ACCOUNT_VERIFY_ERROR|intent_com.cootek.tark.balloon.ACTION_REFRESH_BALLOON|intent_com.cootek.tark.balloon.PresentationClient.ACTION_CLICK_NOTIFICATION,0.00265775025435655,0.001842212095494844,-3.0460657904607478e-05
2080,6.676799465369226,4.62800472463795,0.0032099997429659737,0.002225002271460553,0.0001328875127177831,9.211060477469469e-05,intent_com.cootek.tark.balloon.PresentationClient.ACTION_DELETE_NOTIFICATION|intent_android.intnet.action.OTA|intent_com.nd.android.pandahome2.zxing.CaptureResultActivity|intent_com.mfqbzs.reader.receiver.message|intent_com.crazymusic.后台服务操作|intent_com.leo.appmaster.action.clean.JUNK_NOTIFICATION_CLEAN|intent_com.shoujiduoduo.wallpaper.action.PLUGINMESSAGEHANDING|perm_io.va.exposed.permission.QSB|intent_com.exe.server01|intent_com.igexin.sdk.action.hEq41mNW0a64YtlrxP76g7|intent_com.mfqbzs.reader.receiver.CLICK_BOOK_UPDATE|intent_broadcast.route.control|perm_com.vqs.iphoneassess.permission.MIPUSH_RECEIVE|intent_com.nd.hilauncherdev.myphone.wallpaper.wallpaper_crop|perm_io.va.exposed.permission.READ_SETTINGS|perm_com.shoujiduoduo.wpplugin.permission.WALLPAPERMESSAGEHANDING|perm_com.software.application.permission.C2D_MESSAGE|intent_android.app.backup.CHECK_ACTION|intent_ir.cafebazaar.pardakht.InAppBillingService.BIND|perm_com.baidu.home.permission.READ_SETTINGS,0.002657750254355662,0.0018422120954930676,-2.9874876021827174e-05
2100,6.679457215623582,4.629846936733444,0.0031806939122017057,0.0022046890174921164,0.0001328875127177831,9.211060477469469e-05,intent_com.leo.appmaster.action.clean.NOTIFICATION_DELETE|intent_com.leo.appmaster.action.clean.NOTIFICATION_CLICKED|perm_android.permission.OTA|intent_com.leo.appmaster.action.clean.JUNK_NOTIFICATION_DELETE|perm_com.zhebd.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED|perm_com.zhebd.permission.SEND_DOWNLOAD_COMPLETED_INTENTS|intent_com.android.vending.licensing.ILicensingService|intent_com.leo.appmaster.action.clean.HIDE_NOTIFICATION_CLICKED|intent_com.umeng.message.lbs.action|perm_android.permission.SET_PROCESS_FOREGROUND|intent_somic.intent.action.DOWNLOAD_COMPLETE|intent_com.android.a1|intent_sogou.mobile.explorer.newusercenter|intent_sogou.mobile.sreader.action.CANCEL_MENU|intent_com.enmoli.poker.action.DORMANCY|intent_com.leo.appmaster.action.clean.HIDE_NOTIFICATION_DELETE|intent_net.umipay.android.poll.push_alarm|perm_android.permission.RemoteService|intent_be.ppareit.swiftp.FTPServerService.STARTED|intent_sogou.mobile.sreader.action.BOOKMARKS,0.00265775025435655,0.0018422120954939558,-2.930583076426801e-05
2120,6.682114965877937,4.631689148828938,0.0031519410216405363,0.00218475903246648,0.0001328875127177831,9.211060477469469e-05,intent_be.ppareit.swiftp.FTPServerService.STOPPED|intent_com.android.vending.billing.InAppBillingService.PROX|intent_com.sj.guidesdk.sdk.GuideService|intent_com.hpslddfcc.sjdeo|intent_com.example.lling.act.LLING_KEY_FORMAT_ERROR|intent_com.leo.appmaster.action.CLEAN_CLICKED|intent_com.enmoli.poker.action.STOP|perm_com.zhebd.permission.ACCESS_DOWNLOAD_MANAGER|intent_com.enmoli.poker.action.RESTART|intent_com.mopote.appstore.TASKCENTER|intent_android.intent.action.LIVE_ALARM_PPTV|intent_com.leo.appmaster.action.clean.JUNK_NOTIFICATION_CLICKED|intent_com.android.vending.billing.InAppBillingService.LUCM|intent_com.leo.appmaster.action.CLEAN_NOTIFICATION_DELETE|intent_com.android.dbig|intent_com.example.lling.act.LLING_KEY_TIME_SOON_VERIFY_WARN|intent_com.android.service.CoreService|intent_com.leo.appmaster.APP_OPEN_NOTIFY|intent_com.supo.locker.REBOOT_SERVICE|intent_android.folder.appdetail.action,0.0026577502543547737,0.0018422120954939558,-2.8752890561169458e-05
2140,6.684772052170874,4.633530900701444,0.003123725258023773,0.0021652013554679644,0.00013222355129854924,9.165038178665251e-05,intent_com.android.vending.billing.InAppBillingService.COIN|intent_com.leo.appmaster.action.BOOST_APP_MEMORY_USAGE_NOTIFICATION_CLICKED|intent_android.NET.wifi.RSSI_CHANGED|intent_com.android.tri.action.alarm|intent_com.leo.appmaster.action.BOOST_NOTIFICATION_DELETE|intent_com.nd.android.pandahome.manage_theme2|intent_android.Net.wifi.STATE_CHANGE|intent_android.folder.creatShortCut.action|intent_com.leo.appmaster.action.CPU_COOL_DOWN_CLICKED|intent_com.mianfeia.book.intent.action.share|perm_com.wtzw.reader.permission.MIPUSH_RECEIVE|intent_com.android.service.DroidService|intent_com.leo.appmaster.action.CPU_NOTIFICATION_DELETE|intent_com.leo.appmaster.action.EXECUTE_MEMORY_USAGE_CHECKING|intent_sogou.mobile.explorer.login_launch_msg|intent_com.leo.appmaster.action.SCHEDULE_MEMORY_USAGE_CHECKING|perm_com.appy.appydb380ccab9db.permission.MAPS_RECEIVE|intent_SMS_SEND|intent_com.cj.xinhai.show.pay.reciver.action|perm_com.sec.android.iap.permission.BILLING,0.0026570862929364836,0.0018417518725053483,-2.821576361676341e-05
2160,6.687385604860598,4.635342477379898,0.0030960118541021285,0.002145991887675879,0.0001293898537121363,8.968621229279907e-05,intent_android.intent.cma.clauncher.theme|intent_android.telephony.action.CARRIER_CONFIG_CHANGED|intent_android.media.RINGER_MODE_CHANGED|perm_com.commons.api.WRITE_DATABASE|perm_com.commons.api.READ_DATABASE|intent_cn.wps.moffice.file.close|intent_android.intent.action.PHONE_STATE2|intent_RestartSerivcesForSystemEventReceiver|perm_android.permission.GLOBAL_SEARCH_CONTROL|intent_com.bosch.myspin.action.MAIN|intent_com.cooliris.media.action.REVIEW|intent_com.mobutils.android.beita.bridge.CUSTOMIZE_MSG|perm_android.permission.WRITE_GSERVICES|intent_com.sogou.pushservice.action.pushstate.unconn|intent_com.sogou.pushservice.action.pushstate.conn|intent_com.ryg.dynamicload.proxy.activity.VIEW|intent_com.jb.mms.theme.others|intent_android.appwidget.action.APPWIDGET_UPDATE_OPTIONS|intent_com.google.sczxing.client.android.SCAN.DISABLED|perm_android.permission.ACCESS_ASSISTED_GPS,0.0026135526897244077,0.0018115766784543297,-2.7713403921644352e-05
2180,6.689892140420816,4.637079875436899,0.003068757862578356,0.0021271008602921555,0.00011962539441640052,8.291800494101675e-05,intent_jpush.testAction|intent_com.alibaba.sdk.android.hotpatch.action.HOT_PATCH|intent_android.net.wifi.supplicant.STATE_CHANGE|intent_com.talkingdata.sdk.TDAntiCheatingService|perm_Manifest.permission.SET_WALLPAPER_HINTS|intent_com.cowbell.cordova.geofence.TRANSITION|intent_com.cootek.feeds.receiver.FeedsReceiver.ACTION_ALARM|intent_com.cootek.feeds.receiver.FeedsReceiver.ACTION_CHECK_DAILY_SIGN|intent_android.provider.Telephony.GSM_SMS_RECEIVED|intent_aviary.intent.action.CDS_DOWNLOAD_EXTRA_ASSETS|intent_aviary.intent.action.CDS_RESTORE_OWNED_PACKS|perm_com.dianxinos.dxhome.permission.READ_SETTINGS|intent_com.baidu.searchbox.reader.action.SHOW_PREFERENCE|perm_com.miui.home.launcher.permission.READ_SETTINGS|perm_android.permission.ROOT_RECOVERY_STATE|intent_action_check_saved_message|intent_action_reg_msg|intent_android.bluetooth.adapter.action.CONNECTION_STATE_CHANGED|intent_com.photoframeeditoroffline.action.CAPTUREPHOTO|intent_com.layer.sdk.PUSH,0.0025065355602178485,0.0017373980570010161,-2.725399152377246e-05
2200,6.692170457572097,4.638659084547084,0.003041895662532771,0.002108481402066856,0.00010948379785757911,7.588838587478403e-05,intent_com.tsf.shell.themes|intent_com.cootek.goblin.transform.ACTION_INSTALL_AD_GET_REFERRER|intent_com.cootek.goblin.transform.ACTION_SEND_SSP|perm_android.permission.WRITE_EXTERNAL_STORAG|intent_com.cootek.goblin.transform.ACTION_CHECK_GP_LAUNCH|intent_com.cootek.goblin.transform.ACTION_INSTALL_AD_CLICKED|intent_android.intent.action.LOCKED_BOOT_COMPLETED|perm_android.permission.ACCESS_BLUETOOTH_SHARE|perm_android.permission.NETWORK|intent_android.intent.action.AIRPLANE_MODE|intent_action_notify|perm_jp.komakuro.android.permission.BOOKS|intent_ginlemon.smartlauncher.THEMES|intent_android.intent.action.Run|intent_com.ali.money.shield.alicleanerlib.ScheduleJunkScan|intent_baidu.intent.action.NEWSHARE|perm_com.miui.home.launcher.permission.WRITE_SETTINGS|intent_android.intent.action.MEDIA_BAD_REMOVAL|intent_com.twofortyfouram.locale.intent.action.FIRE_SETTING|intent_com.urbanairship.VIEW_RICH_PUSH_INBOX,0.0022783171512807954,0.0015792091101847205,-2.6862200045585025e-05
2220,6.694322186401821,4.64015054931895,0.0030154604443251446,0.002090157905098626,0.0001054273590269661,7.307667673256153e-05,intent_android.content.action.DOCUMENTS_PROVIDER|perm_com.farsitel.bazaar.permission.PAY_THROUGH_BAZAAR|intent_cn.jpush.android.intent.RECEIVE_MESSAGE|intent_com.appkefu.lib.action.SEND|perm_com.meizu.stats.permission.WRITE_USAGESTATS|perm_com.meizu.stats.permission.READ_USAGESTATS|intent_Intent.ACTION_CLOSE_SYSTEM_DIALOGS|intent_android.intent.action.PHONE_STATE_EXT|intent_com.appkefu.lib.action.DISCONNECT|intent_android.intent.action.MANAGE_PACKAGE_STORAGE|intent_android.intent.action.ACTION_AUDIO_BECOMING_NOISY|intent_com.appkefu.lib.action.NETWORK_STATUS_CHANGED|intent_com.appkefu.lib.action.XMPP.MESSAGE_RECEIVED|perm_com.android.vending.INSTALL_REFERRER|intent_com.appkefu.lib.action.TOGGLE|intent_com.google.firebase.appindexing.UPDATE_INDEX|intent_android.hardware.usb.action.USB_DEVICE_ATTACHED|perm_android.permission.MEDIA_CONTENT_CONTROL|suspicious_Ldalvik/system/BaseDexClassLoader;|intent_theme.typany.action.APPLY,0.002151728829724142,0.0014914647718660135,-2.6435218207626447e-05
2240,6.696349728476152,4.641555934391689,0.0029894418430697106,0.0020721231849962895,9.828488401081303e-05,6.812589024255951e-05,intent_android.telecom.InCallService|intent_android.intent.action.ACTION_SCREEN_ON|intent_com.fyber.inneractive.sdk.intent.action.REGISTER_KIT|intent_com.google.zxing.client.android.ENCODE|intent_io.rong.push.intent.MI_MESSAGE_ARRIVED|intent_io.rong.push.intent.MI_MESSAGE_CLICKED|intent_com.twofortyfouram.locale.intent.action.EDIT_SETTING|intent_FLUTTER_NOTIFICATION_CLICK|intent_expo.modules.taskManager.TaskBroadcastReceiver.INTENT_ACTION|perm_android.permission.ACTION_MANAGE_OVERLAY_PERMISSION|intent_com.android.deskclock.ALARM_DONE|intent_android.intent.action.PACKAGE_FIRST_LAUNCH|intent_co.mobiwise.library.notification.media.INTENT_PLAYPAUSE|intent_opaliNotifikaciju|intent_co.mobiwise.library.notification.media.INTENT_OPENPLAYER|intent_co.mobiwise.library.notification.media.INTENT_CANCEL|intent_android.provider.Telephony.SECRET_CODE|intent_com.cootek.presentation.action.CHECK_BALLOON_TOAST|intent_com.cootek.presentation.action.START_WORK|intent_com.cootek.presentation.action.CHECK_STATUS_TOAST,0.002027542074331201,0.0014053850727391293,-2.6018601255433944e-05
2260,6.698228910757883,4.6428584842925105,0.002963818102105258,0.0020543621611913763,9.16452987894667e-05,6.35236804658768e-05,intent_io.rong.push.intent.MESSAGE_CLICKED|intent_io.rong.push.intent.MESSAGE_ARRIVED|intent_info.guardianproject.panic.action.TRIGGER|intent_android.appwidget.action.APPWIDGET_RESTORED|intent_com.google.android.gms.wallet.ENABLE_WALLET_OPTIMIZATION|perm_android.permission.ACCESS_BACKGROUND_LOCATION|perm_com.google.android.c2dm.permission.REGISTER|intent_com.androidnative.push.intent.OPEN|intent_store.apply.widget|intent_notification.action.weather_warning_click|intent_co.mobiwise.library.ACTION_STOP_MEDIAPLAYER|intent_notification.action.weather_warning_cancel|intent_co.mobiwise.library.ACTION_STOP_RADIOPLAYER|perm_android.permission.PHONE_STATE|perm_android.intent.action.REBOOT|intent_android.app.action.ACTION_PASSWORD_EXPIRING|perm_android.intent.action.ACTION_SHUTDOWN|intent_android.provider.Telephony.GET_SMSC|intent_SHOW_NOTIFICATION|intent_uitechno.android.intent.action.BOOT_COMPLETED,0.0018791822817307846,0.0013025499008216812,-2.562374096445278e-05
2280,6.700027348668216,4.644105066460077,0.0029386084862579893,0.0020368881870438935,8.858936626870983e-05,6.14054694601331e-05,intent_com.tencent.mm.sdk.plugin.Intent.ACTION_RESPONSE|perm_com.yulong.android.launcher3.permission.READ_SETTINGS|intent_com.jiubang.intent.action.LAUNCHER_START|intent_widget.action.download_amber|intent_com.urbanairship.VIEW_RICH_PUSH_MESSAGE|intent_widget.action.apply_for_amber|intent_widget.action.more_skin|intent_mtopsdk.xstate.aidl.IXState|intent_com.android.deskclock.ALARM_ALERT|intent_com.apollo.downloadlibrary.DOWNLOAD_HIDE|intent_com.apollo.downloadlibrary.DOWNLOAD_LIST|intent_com.apollo.downloadlibrary.DOWNLOAD_WAKEUP|intent_start_battery_service|intent_com.apollo.downloadlibrary.DOWNLOAD_OPEN|intent_save_preference|perm_android.permission.ACTION_HEADSET_PLUG|intent_com.mylove.galaxy.intent.action.COMMAND|intent_com.tencent.qqmusic.ACTION_SERVICE_REPAINT_WIDGET.QQMusicPhone|intent_com.tencent.qqpimsecure.DAEMON_SERVICEO|intent_com.tencent.receiver.qfav.srvaddr,0.0017984379103328507,0.0012465821675666788,-2.5209615847268576e-05
2300,6.70179913599359,4.645333175849281,0.0029138257113015607,0.002019710076456209,8.858936626870983e-05,6.14054694601331e-05,intent_com.tencent.qqmusic.ACTION_SDCARD_STATE_CHANGED.QQMusicPhone|intent_com.tencent.qqpimsecure.GuideXiaomiActivity|intent_com.tencent.qqpimsecure.TMS_LITE_SERVICE|intent_com.tentcent.mobileqq.dpc.broadcast|intent_intent.action.theme.changed|intent_com.jym.mall.push.service.NetService|perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMSS|intent_android.hftpay.UPDATE_DEX|intent_.LocationService|intent_android.hftpay.SEND_RESULT|intent_com.jym.intent.action.login|intent_com.intent.action.GOOGLE_ACTIVITY|intent_ksfilms|intent_com.tencent.qqmusic.ACTION_META_CHANGED.QQMusicPhone|intent_com.intent.action.INTERVAL_CONTACT_SYNC_ALARM|intent_com.chinamobile.rcs.ACTION_SYNC_CONTACT|intent_liveprogram|intent_com.example.client.demo.tcp.service.OnlineService|intent_com.jym.mall.intent.action.COMMAND|intent_com.tencent.task.action.FLOATWIN,0.0017717873253744187,0.001228109389203702,-2.478277495642856e-05
2320,6.703570923318964,4.646561285238484,0.002889470225568519,0.0020028281401890014,8.858936626870983e-05,6.14054694601331e-05,intent_com.jym.mall.intent.action.START|intent_com.kandian.other.game.GameHome|intent_com.aspire.demo.purchaseservice.BIND|intent_com.tencent.receiver.soso|intent_com.iqiyi.sdk.android.pushservice.PushService|intent_LIZHI_TIMIMG_PUSH_ALARM|intent_shortvideolist|intent_com.tencent.redpoint.broadcast.push.av|intent_com.tencent.server.back.BackEngine|intent_com.tencent.server.back.BackService|intent_com.tencent.android.qqdownloader.action.CAN_UPDATE_APP_SUM_CHANGED|intent_com.jx.cmcc.ict.ibelieve.PUSH_ACTION|intent_com.jx.cmcc.ict.ibelieve.intent.BindCyberInnerService|intent_com.tencent.assistant.ipc.firststart.action|intent_com.tencent.server.fore.DeskTopActivity|intent_com.jym.mall.intent.action.COCKROACH|intent_com.tencent.server.fore.ForeService|perm_getui.permission.GetuiService.com.juntian.radiopeanut|intent_com.tencent.server.fore.RealtimeProtectGuideActivity|intent_com.mylove.receiver.log_action,0.0017717873253744187,0.0012281093892028139,-2.4355485733041672e-05
2340,6.705342710644339,4.647789394627686,0.002865531072924931,0.0019862347840289255,8.858936626870983e-05,6.14054694601331e-05,intent_android.intent.action.BossService|intent_com.tencent.action.virus_scan|intent_com.musicropku.intent.action.COMMAND|intent_com.jiubang.ggheart.appgame.gostore.base.component.WebViewActivity|intent_com.jiubang.ggheart.apps.desks.diy.messagecenter.MessageCenterActivity|intent_android.intent.action.ACTION_NEW_PICTURE|intent_com.jiubang.ggheart.apps.desks.imagepreview.ImagePreviewEx|intent_com.jiubang.ggheart.apps.desks.imagepreview.ThemeImagePreviewActivity|perm_com.gionee.navil.permission.READ_SETTINGS|intent_com.jiubang.ggheart.apps.desks.settings.BackReceiver|intent_com.tencent.qqpimsecure.start_for_supdate|intent_com.tencent.qqpimsecure.view|intent_com.jiubang.commerce.gomultiple.action.download|intent_com.muzhiwan.sdk_kill|intent_com.jiubang.commerce.gomultiple.action.downloadcomp|intent_shuame.intent.action.PC_FLASH|intent_ir.blue_saffron.libs.onesignal.ACTION_NOTIFICATION_OPEN|intent_com.jiubang.go.gomarket.appmanagement.GOLauncherEX|intent_jenly.autostart_action|intent_com.javgame.nn.intent.action.START,0.0017717873253744187,0.0012281093892019257,-2.393915264358804e-05
2360,6.707114497969713,4.649017504016888,0.0028419976686312343,0.0019699226711935966,8.858936626870983e-05,6.14054694601331e-05,intent_com.jiubang.intent.action.LAUNCHER_EXIT|intent_com.jiubang.ggheart.admob.upload.action|intent_com.jiubang.ggheart.appgame.base.download.AppsDownloadActivity|intent_com.javgame.nn.intent.action.COMMAND|intent_com.javgame.nn.intent.action.COCKROACH|intent_GameBaseActivity.GameMiniCard|intent_com.jiubang.intent.action.LAUNCHER_STOP|intent_com.jiubang.intent.action.RESET_TO_DEFAULT_DATA|intent_com.jiubang.intent.action.activite.ad|intent_com.jiubang.ggheart.apps.gowidget.switchwidget.SwitchService|intent_com.jiubang.ggheart.widget.action.AppGameWidget_PopupView|intent_com.javgame.njmj.intent.action.START|intent_com.tencent.plugin.state.change|intent_com.jiubang.commerce.gomultiple.action.GAMETSCANCELDLOADSVC|intent_com.jiubang.commerce.gomultiple.action.GAMETSCANCEL|intent_com.jiubang.commerce.gomultiple.action.GAMETSCKERSVCALARM|intent_com.jiubang.commerce.gomultiple.SHORTCUT_ALARM|intent_com.jiubang.commerce.gomultiple.action.GAMETSIMPLALARM|intent_com.jiubang.commerce.gomultiple.action.GAMETSIMPLSVC|intent_com.tecnent.qqpimsecure.TMS_LITE_SERVICE_SOFTMOVE,0.0017717873253744187,0.0012281093892028139,-2.3533404293696672e-05
2380,6.708886285295087,4.65024561340609,0.0028188597837374312,0.001953884711515164,8.858936626870983e-05,6.14054694601331e-05,intent_com.jiubang.commerce.gomultiple.action.NSTSCANCEL|intent_com.tencent.mm.ui.ACTION_ACTIVE|intent_com.jiubang.commerce.gomultiple.SENDCRASH|intent_com.jiubang.commerce.gomultiple.CrashSendService|intent_com.jiubang.commerce.gomultiple.action.NSTSCHECK|intent_com.jiubang.commerce.gomultiple.action.NSTSCLICK|intent_com.android.core.starts|intent_android.intent.action.ACTION_NEW_VIDEO|intent_com.jiubang.intent.action.LAUNCHER_ONSTART|intent_com.tencent.mobileqq.PreLoadComicProcess|intent_com.tencent.mobileqq.openapi.ACTION_LOGIN|intent_com.tencent.mobileqq.qqwifi.scanStateChange|intent_com.jiubang.commerce.gomultiple.action.appcrash|intent_android.intent.action.ACTION_PACKAGE_CHANGED|intent_com.jiubang.commerce.gomultiple.action.notifystatus|intent_com.jiubang.commerce.gomultiple.action.GAMETSDLOADSVC|intent_com.jiubang.commerce.gomultiple.action.GAMETSCLICK|intent_com.tencent.mobileqq.secmsg.NetReconnect|intent_com.jiubang.commerce.gomultiple.action.psjardl|intent_com.tencent.qqpimsecure.TMS_LITE_SERVICE_FILE_SAFE,0.0017717873253735306,0.0012281093892019257,-2.3137884893803095e-05
2400,6.710658072620461,4.651473722795293,0.0027961075302585254,0.0019381140511647054,8.858936626870983e-05,6.14054694601331e-05,intent_com.jiubang.commerce.gomultiple.platform.gameplugin.action.START_FROM_SHORTCUT|intent_com.jiubang.ggheart.RootInstallService.GOLauncherEX|intent_com.jiubang.ggheart.appgame.download.DownloadService.GOLauncherEX|intent_com.tencent.mm.ui.ACTION_DEACTIVE|intent_kingoroot.supersu.cleaner.ACTION_TEN_MINUTES_ALARM|intent_ko.intent.action.FBANET_KOV_MAIN|intent_ko.intent.action.FBANET_MAIN|intent_ko.intent.action.FBA_TEAVHING|intent_ko.intent.action.FC_MAIN|intent_ko.intent.action.GAME_DETAIL|intent_ko.intent.action.GAME_SHOW|intent_ko.intent.action.GBA_MAIN|intent_ko.intent.action.HOME|intent_ko.intent.action.MAME_MAIN|intent_com.tencent.qplus.THEME_INVALIDATE|intent_com.mylove.galaxy.CHANNEL_NEXT_CHANNEL|intent_kingoroot.supersu.cleaner.ACTION_ALARM|intent_ko.intent.action.SFC_MAIN|intent_com.jiuku.jesus.PUSH_ACTION|intent_ko.intent.action.SPECIAL_SHOW,0.0017717873253744187,0.0012281093892028139,-2.275225347890585e-05
2420,6.712429859945835,4.652701832184496,0.0027737313470850558,0.0019226040628861553,8.858936626870983e-05,6.14054694601331e-05,intent_koala.app.commit|intent_koala.app.restart|intent_koala.app.wakeup|intent_com.tencent.qplus.THEME_UPDATE|intent_com.tencent.mobileqq.cooperation.plugin.comic_plugin.apk|intent_com.tencent.qq.syncQQMessage|intent_com.tencent.mobileqq.cooperation.plugin.Photoplus.apk|intent_com.tencent.qqhead.getheadreq|intent_com.tencent.mobileqq.broadcast.qq|intent_com.tencent.mobileqq.activity.NotifyPushSettingActivity.ConfigPCActive|intent_com.android.contacts.favorites.updated|intent_ksgameweburl|intent_com.mylove.galaxy.CHANNEL_PREV_CHANNEL|intent_com.tencent.qqmusic.ACTION_FREE_FLOW_INFO_REFRESH.QQMusicPhone|intent_ko.intent.action.SPECIAL_DETAILS|intent_com.tencent.process.exit|intent_com.javgame.njmj.intent.action.COMMAND|intent_com.tencent.intent.QZONE_PRE_DOWNLOAD_CANCEL|intent_com.javgame.njmj.intent.action.COCKROACH|intent_APP_CLICK_ACTION,0.0017717873253735306,0.0012281093892028139,-2.2376183173469615e-05
