top_k,cumulative_ig,cumulative_mi,mean_ig,mean_mi,worst_ig_in_batch,worst_mi_in_batch,batch_feature_names,ig_gain,mi_gain,mean_ig_change
131,3.710979160735717,2.572254742383395,0.028328085196455858,0.019635532384606066,0.00925358330232362,0.0064140951760816075,perm_org.adw.launcher_donut.permission.READ_SETTINGS,0.00925358330232351,0.006414095176081602,-0.0001467269376471715
132,3.72021474594475,2.578656362231855,0.028183445045035983,0.019535275471453447,0.009235585209032504,0.006401619848459962,perm_com.ebproductions.android.launcher.permission.READ_SETTINGS,0.00923558520903267,0.006401619848459994,-0.0001446401514198746
133,3.7293051023849184,2.58495731716864,0.02803988798785653,0.01943576930201985,0.009090356440168534,0.00630095493678566,perm_android.permission.BLUETOOTH_ADMIN,0.009090356440168534,0.006300954936785175,-0.00014355705717945463
134,3.7383503197790495,2.5912269841029323,0.027898136714769026,0.0193375148067383,0.009045217394131444,0.006269666934292303,suspicious_setWifiEnabled,0.009045217394131111,0.006269666934292317,-0.000141751273087503
135,3.7471883477610746,2.5973530382803807,0.02775695072415611,0.019239652135410228,0.00883802798202521,0.0061260541774482286,intent_android.intent.action.ACTION_POWER_CONNECTED,0.008838027982025043,0.006126054177448381,-0.00014118599061291662
136,3.755929596797539,2.6034120104045773,0.0276171293882172,0.019142735370621892,0.008741249036464116,0.0060589721241962324,intent_android.intent.action.PHONE_STATE,0.008741249036464449,0.006058972124196593,-0.0001398213359389104
137,3.7645913243002864,2.6094158624018844,0.02747876879051304,0.019046831112422512,0.008661727502747685,0.006003851997307269,suspicious_Ljava/lang/System;->loadLibrary,0.008661727502747407,0.00600385199730713,-0.00013836059770415757
138,3.7729662460958293,2.615220915831874,0.027340335116636444,0.018950876201680247,0.008374921795542944,0.005805053429989743,perm_android.permission.READ_EXTERNAL_STORAGE,0.008374921795542889,0.005805053429989826,-0.0001384336738765972
139,3.7813090525730773,2.6210037086195364,0.027203662248727174,0.01885614178862976,0.008342806477247722,0.005782792787662416,perm_android.permission.GET_ACCOUNTS,0.008342806477247944,0.005782792787662139,-0.00013667286790926964
140,3.7896484383196025,2.62678413033734,0.02706891741656859,0.018762743788123856,0.008339385746525374,0.0057804217178032925,intent_android.intent.action.ANY_DATA_STATE,0.008339385746525263,0.005780421717803463,-0.00013474483215858424
141,3.7979344305096845,2.6325275424620345,0.02693570518091975,0.01867040810256762,0.008285992190081692,0.005743412124694987,perm_android.permission.MODIFY_PHONE_STATE,0.00828599219008197,0.005743412124694647,-0.00013321223564884133
142,3.806161636092807,2.6382302068158636,0.026803955183752164,0.018579085963491997,0.008227205583122843,0.005702664353828976,perm_android.permission.WRITE_CONTACTS,0.008227205583122732,0.005702664353829157,-0.00013174999716758506
143,3.8143224839406753,2.6438868754925906,0.026673583803780945,0.018488719409039095,0.008160847847868302,0.005656668676727133,intent_android.intent.action.CHINAMOBILE_OMS_GAME,0.00816084784786808,0.005656668676726984,-0.00013037137997121834
144,3.822416108156816,2.649496948298519,0.026544556306644554,0.018399284363184158,0.008093624216140682,0.005610072805928658,suspicious_Landroid/telephony/SmsMessage;->getMessageBody,0.008093624216140682,0.00561007280592829,-0.0001290274971363914
145,3.830488646666373,2.6550924056063803,0.026417163080457745,0.01831098210763021,0.008072538509556748,0.005595457307861234,intent_android.intent.action.SIM_STATE_CHANGED,0.008072538509556804,0.005595457307861373,-0.00012739322618680882
146,3.838433069101407,2.660599059618401,0.026290637459598677,0.018223281230263018,0.007944422435034182,0.005506654012020384,perm_android.permission.WRITE_PROFILE,0.007944422435034237,0.005506654012020551,-0.00012652562085906788
147,3.8463475824842117,2.666084982255195,0.026165629812817767,0.018136632532348266,0.007914513382804633,0.005485922636794233,intent_com.sina.weibo.sdk.action.ACTION_SDK_REQ_ACTIVITY,0.007914513382804689,0.00548592263679426,-0.00012500764678090998
148,3.8542497379264127,2.6715623390203014,0.026042227958962248,0.018051096885272306,0.007902155442201186,0.005477356765106088,perm_com.android.email.permission.ACCESS_PROVIDER,0.007902155442200964,0.0054773567651063,-0.0001234018538555197
149,3.8621269936645044,2.677022436625709,0.025920315393721506,0.01796659353440073,0.00787725573809167,0.005460097605407556,perm_android.permission.PERMISSION_NAME,0.007877255738091726,0.0054600976054075545,-0.00012191256524074143
150,3.8699525002263573,2.682446664435508,0.025799683334842383,0.017882977762903388,0.007825506561852658,0.005424227809799401,perm_com.yulong.android.launcher.permission.READ_SETTINGS,0.00782550656185288,0.00542422780979912,-0.00012063205887912279
151,3.8775605303886107,2.687720149092318,0.0256792088105206,0.017799471186041842,0.00760803016225331,0.005273484656809846,intent_cn.egame.terminal.sdk.SERVICE_CMD,0.007608030162253421,0.005273484656810101,-0.0001204745243217828
152,3.8851685605508637,2.692993633749128,0.025560319477308312,0.017717063379928472,0.00760803016225331,0.005273484656809846,intent_cn.egame.terminal.sdk.RECEIVER_CMD,0.007608030162252977,0.005273484656809657,-0.00011888933321228812
153,3.8926872112017588,2.6982051652496364,0.02544240007321411,0.017635327877448603,0.007518650650895131,0.005211531500508616,intent_com.morgoo.droidplugin.ACTION_SHORTCUT_PROXY_ZHUSHOU,0.007518650650895076,0.0052115315005085705,-0.0001179194040942036
154,3.9001634431859395,2.7033872943706836,0.025325736644064543,0.017554462950458986,0.00747623198418107,0.005182129121047423,intent_android.intent.action.SCREEN_ON,0.007476231984180792,0.005182129121047208,-0.00011666342914956607
155,3.9076374076316207,2.708567851754036,0.025210563920204005,0.017474631301638944,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.launcher.shortcut.MYSOFT,0.007473964445681158,0.0051805573833525465,-0.00011517272386053767
156,3.915111372077302,2.7137484091373887,0.025096867769726295,0.01739582313549608,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.plugin.huajiao.IPluginHelperService,0.007473964445681158,0.0051805573833525465,-0.00011369615047771009
157,3.9225853365229826,2.7189289665207412,0.02498461997785339,0.017318018895036567,0.007473964445680992,0.005180557383352404,perm_com.qihoo.appstore.permission.NEWS_SDK_BROADCAST,0.007473964445680714,0.0051805573833525465,-0.0001122477918729034
158,3.9300593009686633,2.7241095239040938,0.024873793044105464,0.01724119951838034,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.plugin.battery.setPowerRankConfig,0.007473964445680714,0.0051805573833525465,-0.00011082693374792757
159,3.9375332654143445,2.729290081287446,0.024764360159838645,0.017165346423191483,0.007473964445680992,0.005180557383352404,perm_com.qihoo.appstore.update.permission.clear_sdk,0.007473964445681158,0.005180557383352102,-0.00010943288426681907
160,3.9450072298600265,2.7344706386707984,0.024656295186625165,0.01709044149169249,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.launcher.shortcut.GAME_RESERVATION,0.007473964445682046,0.0051805573833525465,-0.00010806497321348002
161,3.952481194305707,2.739651196054151,0.024549572635439176,0.017016467056236963,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.launcher.shortcut.GAMEUNION,0.007473964445680714,0.0051805573833525465,-0.00010672255118598928
162,3.959955158751388,2.7448317534375035,0.024444167646613505,0.01694340588541669,0.007473964445680992,0.005180557383352404,perm_dianxin.permission.READ_SETTINGS,0.007473964445680714,0.0051805573833525465,-0.00010540498882567056
163,3.967429123197069,2.750012310820856,0.024340055970534166,0.016871241170680097,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.launcher.shortcut.EBOOK,0.007473964445681158,0.0051805573833525465,-0.00010411167607933883
164,3.9749030876427502,2.755192868204208,0.02423721394904116,0.016799956513440295,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.launcher.shortcut.APP_GROUP,0.007473964445681158,0.005180557383352102,-0.00010284202149300758
165,3.982377052088431,2.7603734255875607,0.024135618497505642,0.01672953591265188,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.gameunion.DOWNLOAD_SLIENT,0.007473964445680714,0.0051805573833525465,-0.00010159545153551677
166,3.9898510165341117,2.7655539829709133,0.02403524708755489,0.016659963752836827,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.notification,0.007473964445680714,0.0051805573833525465,-0.0001003714099507523
167,3.997324980979793,2.7707345403542654,0.02393607773041792,0.01659122479254051,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.floatwin.FloatWindowService,0.007473964445681158,0.005180557383352102,-9.916935713696895e-05
168,4.004798945425474,2.775915097737618,0.023838088960865915,0.016523304153200108,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.download_one_apk,0.007473964445681158,0.0051805573833525465,-9.79887695520057e-05
169,4.012272909871156,2.7810956551209705,0.023741259821722815,0.01645618730840811,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.download,0.007473964445681602,0.0051805573833525465,-9.682913914309949e-05
170,4.019746874316836,2.7862762125043226,0.023645569848922566,0.01638986007355484,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.clipboard.change,0.007473964445680714,0.005180557383352102,-9.568997280024957e-05
171,4.027220838762517,2.791456769887675,0.02355099905709074,0.016324308595834357,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.clean.scan.finish,0.007473964445680714,0.0051805573833525465,-9.457079183182449e-05
172,4.034694803208198,2.7966373272710277,0.023457527925629055,0.016259519344599,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.launcher.shortcut.HOME_GAME,0.007473964445680714,0.0051805573833525465,-9.347113146168651e-05
173,4.0421687676538784,2.8018178846543798,0.023365137385282533,0.016195479102048438,0.007473964445680992,0.005180557383352404,intent_com.qihoo.express.push.MSG_ARRIVED,0.007473964445680714,0.005180557383352102,-9.239054034652222e-05
174,4.04964273209956,2.8069984420377323,0.023273808805169886,0.016132174954239843,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.freeze.ICON,0.007473964445681602,0.0051805573833525465,-9.132858011264705e-05
175,4.057116696545241,2.812178999421085,0.023183523980258518,0.0160695942824062,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.free.wifi,0.007473964445680714,0.0051805573833525465,-9.028482491136788e-05
176,4.064590660990922,2.817359556804437,0.023094265119266603,0.016007724754570664,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.battery.STABLE_NOTIFY,0.007473964445681602,0.005180557383352102,-8.925886099191496e-05
177,4.072064625436603,2.822540114187789,0.02300601483297516,0.015946554317445134,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.battery.POWER_RANK_START,0.007473964445680714,0.005180557383352102,-8.825028629144346e-05
178,4.079538589882284,2.8277206715711416,0.02291875612293418,0.01588607118860192,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.launcher.shortcut.MYFREEZE,0.007473964445680714,0.0051805573833525465,-8.725871004098065e-05
179,4.0870125543279645,2.832901228954494,0.022832472370547287,0.015826263848907788,0.007473964445680992,0.005180557383352404,intent_com.qihoo360.mobilesafe.pcdaemon.sms.restore.start,0.007473964445680714,0.0051805573833525465,-8.628375238689187e-05
180,4.094486518773646,2.8380817863378467,0.022747147326520258,0.01576712103521026,0.007473964445680992,0.005180557383352404,intent_com.qihoo360.mobilesafe.pcdaemon.sms.restore.end,0.007473964445681602,0.0051805573833525465,-8.532504402702923e-05
181,4.101960483219327,2.8432623437211992,0.022662765100659264,0.015708631733266296,0.007473964445680992,0.005180557383352404,intent_com.qihoo360.mobilesafe.pcdaemon.sms.cancel.default.smsreceive,0.007473964445680714,0.0051805573833525465,-8.4382225860994e-05
182,4.1094344476650075,2.8484429011045513,0.022579310152005535,0.015650785170904128,0.007473964445680992,0.005180557383352404,intent_com.qihoo360.mobilesafe.pcdaemon.filehandle,0.007473964445680714,0.005180557383352102,-8.345494865372866e-05
183,4.116908412110689,2.853623458487904,0.022496767279293384,0.01559357081140931,0.007473964445680992,0.005180557383352404,intent_com.qihoo360.mobilesafe.clean.DOWNLOADDLG,0.007473964445681602,0.0051805573833525465,-8.25428727121505e-05
184,4.12438237655637,2.858804015871256,0.0224151216117194,0.015536978347126392,0.007473964445680992,0.005180557383352404,intent_com.qihoo360.daemon.pcdaemon.NotifyServiceStop2,0.007473964445680714,0.005180557383352102,-8.164566757398392e-05
185,4.131856341002051,2.8639845732546085,0.022334358600011085,0.015480997693268155,0.007473964445680992,0.005180557383352404,intent_com.qihoo360.daemon.pcdaemon.NotifyServiceStart2,0.007473964445680714,0.0051805573833525465,-8.076301170831593e-05
186,4.139330305447732,2.869165130637961,0.022254464007783505,0.015425618981924521,0.007473964445680992,0.005180557383352404,intent_com.qihoo360.daemon.pcdaemon.ACTION_START_UI2,0.007473964445681602,0.0051805573833525465,-7.989459222757997e-05
187,4.146804269893413,2.8743456880213136,0.02217542390317333,0.01537083255626371,0.007473964445680992,0.005180557383352404,intent_com.qihoo360.daemon.pcdaemon.ACTION_SEND_SMS_SEND_STATUS_FORWARD2,0.007473964445680714,0.0051805573833525465,-7.904010461017366e-05
188,4.154278234339094,2.8795262454046657,0.02209722465073986,0.015316628964918434,0.007473964445680992,0.005180557383352404,intent_com.qihoo360.daemon.pcdaemon.ACTION_START_SERVICE2,0.007473964445680714,0.005180557383352102,-7.819925243347098e-05
189,4.161752198784775,2.8847068027880183,0.022019852903623148,0.015262998956550361,0.007473964445680992,0.005180557383352404,intent_com.qihoo360.daemon.pcdaemon.ACTION_START_RECEIVER,0.007473964445681602,0.0051805573833525465,-7.737174711671194e-05
190,4.169226163230456,2.889887360171371,0.021943295595949767,0.015209933474586162,0.007473964445680992,0.005180557383352404,intent_com.qihoo360.daemon.pcdaemon.ACTION_START_OPERATE_CLIPBOARD,0.007473964445680714,0.0051805573833525465,-7.655730767338123e-05
191,4.176700127676137,2.895067917554723,0.021867539935477156,0.015157423652118968,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.battery.NOTIFY,0.007473964445680714,0.005180557383352102,-7.57556604726109e-05
192,4.184174092121818,2.900248474938076,0.021792573396467802,0.015105460806969145,0.007473964445680992,0.005180557383352404,intent_com.qihoo360.daemon.pcdaemon.ACTION_START_DOWNLOAF_PAGE,0.007473964445681602,0.0051805573833529905,-7.496653900935374e-05
193,4.191648056567499,2.905429032321428,0.021718383712784967,0.01505403643689859,0.007473964445680992,0.005180557383352404,intent_com.qihoo360.daemon.pcdaemon.ACTION_START_CAPTURE,0.007473964445680714,0.005180557383352102,-7.418968368283485e-05
194,4.19912202101318,2.9106095897047806,0.021644958871201957,0.015003142214973095,0.007473964445680992,0.005180557383352404,intent_com.qihoo.hongbao.LOGIN,0.007473964445680714,0.0051805573833525465,-7.342484158301063e-05
195,4.206595985458861,2.915790147088133,0.021572287104917237,0.01495276998506735,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.zhushouhelper.IZhushouHelperService,0.007473964445681602,0.0051805573833525465,-7.267176628471955e-05
196,4.214069949904542,2.920970704471485,0.02150035688726807,0.014902911757507577,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.videomini,0.007473964445680714,0.005180557383352102,-7.193021764916735e-05
197,4.221543914350223,2.9261512618548378,0.02142915692563565,0.014853559704846891,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.powerusage.SAVE_MODE,0.007473964445680714,0.0051805573833525465,-7.119996163242048e-05
198,4.229017878795904,2.9313318192381903,0.02135867615553487,0.014804706157768638,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.powerusage.HIGH_TEMPERATURE,0.007473964445681602,0.0051805573833525465,-7.048077010077952e-05
199,4.236491843241585,2.936512376621543,0.021288903734882337,0.01475634360111328,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.plugin.streamapp.IPluginHelperServiceStreamApp,0.007473964445680714,0.0051805573833525465,-6.977242065253283e-05
200,4.243965807687266,2.941692934004895,0.02121982903843633,0.014708464670024474,0.007473964445680992,0.005180557383352404,intent_com.qihoo.appstore.stablenotification.NewsBroadcastReceiver,0.007473964445680714,0.005180557383352102,-6.907469644600733e-05
