top_k,cumulative_ig,cumulative_mi,mean_ig,mean_mi,worst_ig_in_batch,worst_mi_in_batch,ig_gain,mi_gain,mean_ig_change
2700,6.737234882501074,4.669895363633334,0.0024952721787041016,0.0017295908754197532,8.858936626870983e-05,6.14054694601331e-05,0.004429468313435159,0.0030702734730070347,-4.540910966859208e-05
2750,6.741664350814509,4.672965637106341,0.002451514309387094,0.0016992602316750329,8.858936626870983e-05,6.14054694601331e-05,0.004429468313435159,0.0030702734730070347,-4.375786931700744e-05
2800,6.746093819127944,4.676035910579347,0.002409319221117123,0.0016700128252069095,8.858936626870983e-05,6.14054694601331e-05,0.004429468313435159,0.0030702734730061465,-4.219508826997127e-05
2850,6.750523287441381,4.679106184052354,0.0023686046622601337,0.0016417916435271416,8.858936626870983e-05,6.14054694601331e-05,0.004429468313436935,0.0030702734730070347,-4.0714558856989186e-05
2900,6.754952755754816,4.68217645752536,0.0023292940537085575,0.0016145436060432275,8.858936626870983e-05,6.14054694601331e-05,0.004429468313435159,0.0030702734730061465,-3.9310608551576184e-05
2950,6.759382224068252,4.685246730998367,0.0022913160081587296,0.001588219230846904,8.858936626870983e-05,6.14054694601331e-05,0.004429468313436047,0.0030702734730070347,-3.797804554982794e-05
3000,6.763811692381688,4.688317004471374,0.0022546038974605625,0.0015627723348237913,8.858936626870983e-05,6.14054694601331e-05,0.004429468313435159,0.0030702734730070347,-3.6712110698167155e-05
3050,6.768241160695123,4.69138727794438,0.002219095462522991,0.0015381597632604526,8.858936626870983e-05,6.14054694601331e-05,0.004429468313435159,0.0030702734730061465,-3.550843493757127e-05
3100,6.772670629008559,4.694457551417388,0.0021847324609705026,0.0015143411456185123,8.858936626870983e-05,6.14054694601331e-05,0.004429468313436047,0.003070273473007923,-3.4363001552488535e-05
3150,6.777100097321994,4.697527824890393,0.0021514603483561885,0.0014912786745683788,8.858936626870983e-05,6.14054694601331e-05,0.004429468313435159,0.0030702734730052583,-3.327211261431413e-05
3200,6.781529565635429,4.7005980983634,0.0021192279892610715,0.0014689369057385626,8.858936626870983e-05,6.14054694601331e-05,0.004429468313435159,0.0030702734730070347,-3.223235909511702e-05
3250,6.785959033948864,4.7036683718364065,0.002087987395061189,0.0014472825759496634,8.858936626870983e-05,6.14054694601331e-05,0.004429468313435159,0.0030702734730061465,-3.124059419988253e-05
3300,6.790388502262301,4.7067386453094135,0.0020576934855340307,0.0014262844379725496,8.858936626870983e-05,6.14054694601331e-05,0.004429468313436935,0.0030702734730070347,-3.0293909527158262e-05
3350,6.7948179705757346,4.709808918782421,0.002028303871813652,0.0014059131100843047,8.858936626870983e-05,6.14054694601331e-05,0.004429468313433382,0.0030702734730070347,-2.938961372037866e-05
3400,6.7992474388891715,4.712879192255427,0.001999778658496815,0.001386140938898655,8.858936626870983e-05,6.14054694601331e-05,0.004429468313436935,0.0030702734730061465,-2.8525213316837016e-05
3450,6.803676907202607,4.715949465728433,0.0019720802629572772,0.0013669418741241834,8.858936626870983e-05,6.14054694601331e-05,0.004429468313435159,0.0030702734730061465,-2.76983955395378e-05
3500,6.808082182410559,4.719002969818835,0.0019451663378315884,0.0013482865628053813,8.514687711147495e-05,5.9019317857469944e-05,0.004405275207952641,0.0030535040904018373,-2.6913925125688883e-05
3550,6.811954141216065,4.721686807149131,0.001918860321469314,0.0013300526217321495,7.22094069889323e-05,5.005174686377635e-05,0.0038719588055053933,0.0026838373302959795,-2.630601636227441e-05
3600,6.81512071174976,4.723881706587286,0.0018930890865971556,0.0013121893629409128,5.808724604317028e-05,4.0263010820079876e-05,0.003166570533695179,0.0021948994381553177,-2.577123487215835e-05
3650,6.817904446618597,4.7258112445634834,0.0018679190264708485,0.0012947428067297214,5.388374210352209e-05,3.734936391459266e-05,0.0027837348688368735,0.0019295379761974374,-2.5170060126307068e-05
3700,6.820568817054351,4.72765804541918,0.001843396977582257,0.0012777454176808596,5.06766053813279e-05,3.5126346175230316e-05,0.002664370435754293,0.001846800855696884,-2.4522048888591438e-05
3750,6.822951828735208,4.729309823247701,0.0018194538209960556,0.001261149286199387,4.560788223156864e-05,3.1612974980442174e-05,0.0023830116808571944,0.0016517778285205509,-2.394315658620148e-05
3800,6.825172948594165,4.730849386216185,0.0017960981443668855,0.001244960364793733,4.429352880902515e-05,3.07019346132604e-05,0.0022211198589570103,0.0015395629684844536,-2.3355676629170088e-05
3850,6.827387625034618,4.732384482946848,0.0017733474350739267,0.0012291907747913893,4.429352880902515e-05,3.07019346132604e-05,0.002214676440452479,0.0015350967306630992,-2.275070929295877e-05
3900,6.8296023014750675,4.7339195796775115,0.0017511800773012994,0.001213825533250644,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404498143,0.0015350967306630992,-2.21673577726273e-05
3950,6.83181697791552,4.735454676408175,0.0017295739184596253,0.0011988492851666265,4.429352880902515e-05,3.07019346132604e-05,0.002214676440452479,0.0015350967306630992,-2.1606158841674158e-05
4000,6.834031654355969,4.736989773138838,0.0017085079135889922,0.0011842474432847095,4.429352880902515e-05,3.07019346132604e-05,0.002214676440448926,0.0015350967306630992,-2.1066004870633117e-05
4050,6.836246330796421,4.7385248698695,0.0016879620569867707,0.0011700061407085185,4.429352880902515e-05,3.07019346132604e-05,0.002214676440452479,0.001535096730662211,-2.0545856602221515e-05
4100,6.838461007236873,4.740059966600164,0.0016679173188382617,0.0011561121869756497,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306639873,-2.004473814850899e-05
4150,6.840675683677323,4.741595063330827,0.0016483555864282705,0.001142553027308633,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404498143,0.0015350967306630992,-1.9561732409991133e-05
4200,6.842890360117776,4.74313016006149,0.0016292596095518516,0.0011293167047765453,4.429352880902515e-05,3.07019346132604e-05,0.002214676440453367,0.0015350967306630992,-1.9095976876418955e-05
4250,6.845105036558227,4.744665256792153,0.0016106129497784063,0.0011163918251275654,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.0015350967306630992,-1.864665977344528e-05
4300,6.847319712998678,4.7462003535228146,0.0015923999332555065,0.0011037675240750731,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.0015350967306613228,-1.82130165228998e-05
4350,6.849534389439128,4.7477354502534785,0.0015746056067676157,0.0010914334368398802,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.0015350967306639873,-1.7794326487890772e-05
4400,6.851749065879581,4.749270546984141,0.0015572156967908139,0.0010793796697691229,4.429352880902515e-05,3.07019346132604e-05,0.002214676440452479,0.001535096730662211,-1.7389909976801843e-05
4450,6.8539637423200315,4.750805643714804,0.0015402165713078722,0.0010675967738684952,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.0015350967306630992,-1.699912548294171e-05
4500,6.856178418760482,4.752340740445467,0.0015235952041689961,0.0010560757200989927,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.0015350967306630992,-1.6621367138876025e-05
4550,6.858393095200933,4.75387583717613,0.0015073391418024028,0.0010448078763024462,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.0015350967306630992,-1.625606236659331e-05
4600,6.8606077716413845,4.755410933906794,0.001491436472095953,0.0010337849856319116,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306639873,-1.590266970644973e-05
4650,6.862822448081836,4.756946030637457,0.0014758757952864163,0.0010229991463736466,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306630992,-1.5560676809536766e-05
4700,6.865037124522288,4.758481127368119,0.0014606461967068697,0.0010124427930570466,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.001535096730662211,-1.5229598579546673e-05
4750,6.867251800962738,4.7600162240987824,0.0014457372212553134,0.0010021086787576385,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.0015350967306630992,-1.4908975451556226e-05
4800,6.86946647740319,4.761551320829445,0.001431138849458998,0.0009919898585061342,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.001535096730662211,-1.4598371796315521e-05
4850,6.871681153843641,4.763086417560108,0.0014168414750193074,0.0009820796737237336,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.0015350967306630992,-1.4297374439690546e-05
4900,6.873895830284092,4.764621514290772,0.0014028358837314475,0.0009723717376103615,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306639873,-1.4005591287859914e-05
4950,6.876110506724542,4.766156611021434,0.0013891132336817256,0.0009628599214184715,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404498143,0.001535096730662211,-1.3722650049721816e-05
5000,6.878325183164995,4.767691707752098,0.001375665036632999,0.0009535383415504195,4.429352880902515e-05,3.07019346132604e-05,0.002214676440453367,0.0015350967306639873,-1.3448197048726617e-05
5050,6.880539859605446,4.769226804482761,0.0013624831405159299,0.000944401347422329,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.0015350967306630992,-1.3181896117069134e-05
5100,6.882754536045897,4.770761901213423,0.0013495597129501759,0.0009354435100418477,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.001535096730662211,-1.292342756575404e-05
5150,6.884969212486348,4.772296997944086,0.0013368872257255046,0.0009266596112512789,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306630992,-1.267248722467123e-05
5200,6.887183888926801,4.77383209467475,0.001324458440178231,0.0009180446335912982,4.429352880902515e-05,3.07019346132604e-05,0.002214676440452479,0.0015350967306639873,-1.2428785547273589e-05
5250,6.889398565367252,4.7753671914054125,0.001312266393403286,0.000909593750743888,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.001535096730662211,-1.219204677494509e-05
5300,6.891613241807703,4.776902288136076,0.0013003043852467364,0.0009013023185162407,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306630992,-1.1962008156549565e-05
5350,6.893827918248153,4.778437384866739,0.001288565966027692,0.0008931658663302315,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404498143,0.0015350967306630992,-1.1738419219044314e-05
5400,6.8960425946886055,4.779972481597402,0.0012770449249423343,0.0008851800891847041,4.429352880902515e-05,3.07019346132604e-05,0.002214676440452479,0.0015350967306630992,-1.1521041085357786e-05
5450,6.898257271129055,4.781507578328065,0.0012657352791062488,0.0008773408400601955,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404498143,0.0015350967306630992,-1.1309645836085494e-05
5500,6.900471947569507,4.783042675058728,0.0012546312631944558,0.0008696441227379506,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306630992,-1.1104015911792995e-05
5550,6.9026866240099585,4.784577771789391,0.001243727319641434,0.0008620860850070975,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306630992,-1.090394355302178e-05
5600,6.904901300450409,4.786112868520053,0.0012330180893661445,0.0008546630122357238,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.001535096730662211,-1.0709230275289527e-05
5650,6.907115976890862,4.7876479652507165,0.001222498402989533,0.0008473713212833126,4.429352880902515e-05,3.07019346132604e-05,0.002214676440452479,0.0015350967306630992,-1.051968637661143e-05
5700,6.909330653331312,4.7891830619813796,0.0012121632725142653,0.0008402075547335753,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.0015350967306630992,-1.0335130475267731e-05
5750,6.911545329771764,4.790718158712043,0.0012020078834385677,0.0008331683754281813,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306630992,-1.0155389075697631e-05
5800,6.9137600062122155,4.792253255442706,0.0011920275872779682,0.0008262505612832251,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306630992,-9.980296160599445e-06
5850,6.915974682652667,4.79378835217337,0.0011822178944705414,0.0008194510003715162,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306639873,-9.809692807426825e-06
5900,6.918189359093119,4.795323448904033,0.0011725744676429014,0.0008127666862549209,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306630992,-9.643426827640007e-06
5950,6.920404035533569,4.796858545634696,0.0011630931152157259,0.0008061947135520498,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.0015350967306630992,-9.481352427175536e-06
6000,6.922618711974021,4.798393642365358,0.0011537697853290035,0.0007997322737275597,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.001535096730662211,-9.323329886722423e-06
6050,6.924833388414472,4.79992873909602,0.0011446005600685078,0.0007933766510902513,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.001535096730662211,-9.169225260495647e-06
6100,6.927048064854923,4.801463835826684,0.001135581649976217,0.000787125218987981,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306639873,-9.018910092290769e-06
6150,6.929262741295375,4.8029989325573474,0.0011267093888285163,0.0007809754361881865,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306630992,-8.872261147700733e-06
6200,6.9314774177358265,4.8045340292880105,0.0011179802286670688,0.0007749248434335501,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306630992,-8.729160161447544e-06
6250,6.933692094176277,4.806069126018674,0.0011093907350682043,0.0007689710601629878,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.0015350967306630992,-8.589493598864508e-06
6300,6.935906770616728,4.807604222749336,0.001100937582637576,0.0007631117813887834,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.001535096730662211,-8.453152430628295e-06
6350,6.9381214470571795,4.80913931948,0.001092617550717666,0.0007573447747212598,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404515906,0.0015350967306639873,-8.320031919909886e-06
6400,6.94033612349763,4.810674416210662,0.0010844275192965047,0.0007516678775329159,4.429352880902515e-05,3.07019346132604e-05,0.0022146764404507024,0.001535096730662211,-8.190031421161396e-06
