cluster_id,anchor_index,used_fallback,selection_mode,threshold_pass_count,rank,feature
0,27735,True,fallback_top_k,0,1,intent_
0,27735,True,fallback_top_k,0,2,intent_ACTION.TAPCORE.MESSAGE
0,27735,True,fallback_top_k,0,3,intent_ACTION.TAPCORE.SYNC
0,27735,True,fallback_top_k,0,4,intent_LOCATION_SERVICE
0,27735,True,fallback_top_k,0,5,intent_action.com.excelliance.install.plugin
0,27735,True,fallback_top_k,0,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
0,27735,True,fallback_top_k,0,7,intent_action_send_cancel
0,27735,True,fallback_top_k,0,8,intent_action_send_pop
0,27735,True,fallback_top_k,0,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
0,27735,True,fallback_top_k,0,10,intent_android.accessibilityservice.AccessibilityService
0,27735,True,fallback_top_k,0,11,intent_android.accounts.AccountAuthenticator
0,27735,True,fallback_top_k,0,12,intent_android.app.action.DEVICE_ADMIN_ENABLED
0,27735,True,fallback_top_k,0,13,intent_android.appwidget.action.APPWIDGET_CONFIGURE
0,27735,True,fallback_top_k,0,14,intent_android.appwidget.action.APPWIDGET_UPDATE
0,27735,True,fallback_top_k,0,15,intent_android.bluetooth.adapter.action.STATE_CHANGED
0,27735,True,fallback_top_k,0,16,intent_android.content.SyncAdapter
0,27735,True,fallback_top_k,0,17,intent_android.easou.eyou.SEND_SMS_RESULT
0,27735,True,fallback_top_k,0,18,intent_android.fbreader.action.CLOSE
0,27735,True,fallback_top_k,0,19,intent_android.fbreader.action.PLUGIN
0,27735,True,fallback_top_k,0,20,intent_android.fbreader.action.PLUGIN_CRASH
0,27735,True,fallback_top_k,0,21,intent_android.hardware.usb.action.USB_STATE
0,27735,True,fallback_top_k,0,22,intent_android.intent.action
0,27735,True,fallback_top_k,0,23,intent_android.intent.action.ACTION_BOOT_COMPLETED
0,27735,True,fallback_top_k,0,24,intent_android.intent.action.ACTION_MEDIA_EJECT
0,27735,True,fallback_top_k,0,25,intent_android.intent.action.ACTION_PACKAGE_ADDED
0,27735,True,fallback_top_k,0,26,intent_android.intent.action.ACTION_POWER_CONNECTED
0,27735,True,fallback_top_k,0,27,intent_android.intent.action.ACTION_POWER_DISCONNECTED
0,27735,True,fallback_top_k,0,28,intent_android.intent.action.ACTION_SHUTDOWN
0,27735,True,fallback_top_k,0,29,intent_android.intent.action.ACTION_VIEW_DOWNLOADS
0,27735,True,fallback_top_k,0,30,intent_android.intent.action.ANY_DATA_STATE
1,37855,False,threshold_top_k,3,1,perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS
1,37855,False,threshold_top_k,3,2,perm_android.permission.SYSTEM_ALERT_WINDOW
1,37855,False,threshold_top_k,3,3,perm_com.android.launcher.permission.INSTALL_SHORTCUT
2,33455,False,threshold_top_k,2,1,n_urls
2,33455,False,threshold_top_k,2,2,intent_com.inmobi.share.id
3,6751,False,threshold_top_k,2,1,n_permissions
3,6751,False,threshold_top_k,2,2,n_activities
4,6786,True,fallback_top_k,0,1,intent_
4,6786,True,fallback_top_k,0,2,intent_ACTION.TAPCORE.MESSAGE
4,6786,True,fallback_top_k,0,3,intent_ACTION.TAPCORE.SYNC
4,6786,True,fallback_top_k,0,4,intent_LOCATION_SERVICE
4,6786,True,fallback_top_k,0,5,intent_action.com.excelliance.install.plugin
4,6786,True,fallback_top_k,0,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
4,6786,True,fallback_top_k,0,7,intent_action_send_cancel
4,6786,True,fallback_top_k,0,8,intent_action_send_pop
4,6786,True,fallback_top_k,0,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
4,6786,True,fallback_top_k,0,10,intent_android.accessibilityservice.AccessibilityService
4,6786,True,fallback_top_k,0,11,intent_android.accounts.AccountAuthenticator
4,6786,True,fallback_top_k,0,12,intent_android.app.action.DEVICE_ADMIN_ENABLED
4,6786,True,fallback_top_k,0,13,intent_android.appwidget.action.APPWIDGET_CONFIGURE
4,6786,True,fallback_top_k,0,14,intent_android.appwidget.action.APPWIDGET_UPDATE
4,6786,True,fallback_top_k,0,15,intent_android.bluetooth.adapter.action.STATE_CHANGED
4,6786,True,fallback_top_k,0,16,intent_android.content.SyncAdapter
4,6786,True,fallback_top_k,0,17,intent_android.easou.eyou.SEND_SMS_RESULT
4,6786,True,fallback_top_k,0,18,intent_android.fbreader.action.CLOSE
4,6786,True,fallback_top_k,0,19,intent_android.fbreader.action.PLUGIN
4,6786,True,fallback_top_k,0,20,intent_android.fbreader.action.PLUGIN_CRASH
4,6786,True,fallback_top_k,0,21,intent_android.hardware.usb.action.USB_STATE
4,6786,True,fallback_top_k,0,22,intent_android.intent.action
4,6786,True,fallback_top_k,0,23,intent_android.intent.action.ACTION_BOOT_COMPLETED
4,6786,True,fallback_top_k,0,24,intent_android.intent.action.ACTION_MEDIA_EJECT
4,6786,True,fallback_top_k,0,25,intent_android.intent.action.ACTION_PACKAGE_ADDED
4,6786,True,fallback_top_k,0,26,intent_android.intent.action.ACTION_POWER_CONNECTED
4,6786,True,fallback_top_k,0,27,intent_android.intent.action.ACTION_POWER_DISCONNECTED
4,6786,True,fallback_top_k,0,28,intent_android.intent.action.ACTION_SHUTDOWN
4,6786,True,fallback_top_k,0,29,intent_android.intent.action.ACTION_VIEW_DOWNLOADS
4,6786,True,fallback_top_k,0,30,intent_android.intent.action.ANY_DATA_STATE
5,26534,True,fallback_top_k,0,1,intent_
5,26534,True,fallback_top_k,0,2,intent_ACTION.TAPCORE.MESSAGE
5,26534,True,fallback_top_k,0,3,intent_ACTION.TAPCORE.SYNC
5,26534,True,fallback_top_k,0,4,intent_LOCATION_SERVICE
5,26534,True,fallback_top_k,0,5,intent_action.com.excelliance.install.plugin
5,26534,True,fallback_top_k,0,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
5,26534,True,fallback_top_k,0,7,intent_action_send_cancel
5,26534,True,fallback_top_k,0,8,intent_action_send_pop
5,26534,True,fallback_top_k,0,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
5,26534,True,fallback_top_k,0,10,intent_android.accessibilityservice.AccessibilityService
5,26534,True,fallback_top_k,0,11,intent_android.accounts.AccountAuthenticator
5,26534,True,fallback_top_k,0,12,intent_android.app.action.DEVICE_ADMIN_ENABLED
5,26534,True,fallback_top_k,0,13,intent_android.appwidget.action.APPWIDGET_CONFIGURE
5,26534,True,fallback_top_k,0,14,intent_android.appwidget.action.APPWIDGET_UPDATE
5,26534,True,fallback_top_k,0,15,intent_android.bluetooth.adapter.action.STATE_CHANGED
5,26534,True,fallback_top_k,0,16,intent_android.content.SyncAdapter
5,26534,True,fallback_top_k,0,17,intent_android.easou.eyou.SEND_SMS_RESULT
5,26534,True,fallback_top_k,0,18,intent_android.fbreader.action.CLOSE
5,26534,True,fallback_top_k,0,19,intent_android.fbreader.action.PLUGIN
5,26534,True,fallback_top_k,0,20,intent_android.fbreader.action.PLUGIN_CRASH
5,26534,True,fallback_top_k,0,21,intent_android.hardware.usb.action.USB_STATE
5,26534,True,fallback_top_k,0,22,intent_android.intent.action
5,26534,True,fallback_top_k,0,23,intent_android.intent.action.ACTION_BOOT_COMPLETED
5,26534,True,fallback_top_k,0,24,intent_android.intent.action.ACTION_MEDIA_EJECT
5,26534,True,fallback_top_k,0,25,intent_android.intent.action.ACTION_PACKAGE_ADDED
5,26534,True,fallback_top_k,0,26,intent_android.intent.action.ACTION_POWER_CONNECTED
5,26534,True,fallback_top_k,0,27,intent_android.intent.action.ACTION_POWER_DISCONNECTED
5,26534,True,fallback_top_k,0,28,intent_android.intent.action.ACTION_SHUTDOWN
5,26534,True,fallback_top_k,0,29,intent_android.intent.action.ACTION_VIEW_DOWNLOADS
5,26534,True,fallback_top_k,0,30,intent_android.intent.action.ANY_DATA_STATE
6,38398,False,threshold_top_k,13,1,intent_com.google.android.c2dm.intent.RECEIVE
6,38398,False,threshold_top_k,13,2,n_used_permissions
6,38398,False,threshold_top_k,13,3,perm_com.anddoes.launcher.permission.UPDATE_COUNT
6,38398,False,threshold_top_k,13,4,perm_com.google.android.c2dm.permission.RECEIVE
6,38398,False,threshold_top_k,13,5,perm_com.google.android.providers.gsf.permission.READ_GSERVICES
6,38398,False,threshold_top_k,13,6,perm_com.htc.launcher.permission.UPDATE_SHORTCUT
6,38398,False,threshold_top_k,13,7,perm_com.majeur.launcher.permission.UPDATE_BADGE
6,38398,False,threshold_top_k,13,8,perm_com.sec.android.provider.badge.permission.READ
6,38398,False,threshold_top_k,13,9,perm_com.sec.android.provider.badge.permission.WRITE
6,38398,False,threshold_top_k,13,10,perm_com.sonyericsson.home.permission.BROADCAST_BADGE
6,38398,False,threshold_top_k,13,11,n_activities
6,38398,False,threshold_top_k,13,12,n_receivers
6,38398,False,threshold_top_k,13,13,n_urls
7,49031,True,fallback_top_k,0,1,intent_
7,49031,True,fallback_top_k,0,2,intent_ACTION.TAPCORE.MESSAGE
7,49031,True,fallback_top_k,0,3,intent_ACTION.TAPCORE.SYNC
7,49031,True,fallback_top_k,0,4,intent_LOCATION_SERVICE
7,49031,True,fallback_top_k,0,5,intent_action.com.excelliance.install.plugin
7,49031,True,fallback_top_k,0,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
7,49031,True,fallback_top_k,0,7,intent_action_send_cancel
7,49031,True,fallback_top_k,0,8,intent_action_send_pop
7,49031,True,fallback_top_k,0,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
7,49031,True,fallback_top_k,0,10,intent_android.accessibilityservice.AccessibilityService
7,49031,True,fallback_top_k,0,11,intent_android.accounts.AccountAuthenticator
7,49031,True,fallback_top_k,0,12,intent_android.app.action.DEVICE_ADMIN_ENABLED
7,49031,True,fallback_top_k,0,13,intent_android.appwidget.action.APPWIDGET_CONFIGURE
7,49031,True,fallback_top_k,0,14,intent_android.appwidget.action.APPWIDGET_UPDATE
7,49031,True,fallback_top_k,0,15,intent_android.bluetooth.adapter.action.STATE_CHANGED
7,49031,True,fallback_top_k,0,16,intent_android.content.SyncAdapter
7,49031,True,fallback_top_k,0,17,intent_android.easou.eyou.SEND_SMS_RESULT
7,49031,True,fallback_top_k,0,18,intent_android.fbreader.action.CLOSE
7,49031,True,fallback_top_k,0,19,intent_android.fbreader.action.PLUGIN
7,49031,True,fallback_top_k,0,20,intent_android.fbreader.action.PLUGIN_CRASH
7,49031,True,fallback_top_k,0,21,intent_android.hardware.usb.action.USB_STATE
7,49031,True,fallback_top_k,0,22,intent_android.intent.action
7,49031,True,fallback_top_k,0,23,intent_android.intent.action.ACTION_BOOT_COMPLETED
7,49031,True,fallback_top_k,0,24,intent_android.intent.action.ACTION_MEDIA_EJECT
7,49031,True,fallback_top_k,0,25,intent_android.intent.action.ACTION_PACKAGE_ADDED
7,49031,True,fallback_top_k,0,26,intent_android.intent.action.ACTION_POWER_CONNECTED
7,49031,True,fallback_top_k,0,27,intent_android.intent.action.ACTION_POWER_DISCONNECTED
7,49031,True,fallback_top_k,0,28,intent_android.intent.action.ACTION_SHUTDOWN
7,49031,True,fallback_top_k,0,29,intent_android.intent.action.ACTION_VIEW_DOWNLOADS
7,49031,True,fallback_top_k,0,30,intent_android.intent.action.ANY_DATA_STATE
8,17533,True,fallback_top_k,0,1,intent_
8,17533,True,fallback_top_k,0,2,intent_ACTION.TAPCORE.MESSAGE
8,17533,True,fallback_top_k,0,3,intent_ACTION.TAPCORE.SYNC
8,17533,True,fallback_top_k,0,4,intent_LOCATION_SERVICE
8,17533,True,fallback_top_k,0,5,intent_action.com.excelliance.install.plugin
8,17533,True,fallback_top_k,0,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
8,17533,True,fallback_top_k,0,7,intent_action_send_cancel
8,17533,True,fallback_top_k,0,8,intent_action_send_pop
8,17533,True,fallback_top_k,0,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
8,17533,True,fallback_top_k,0,10,intent_android.accessibilityservice.AccessibilityService
8,17533,True,fallback_top_k,0,11,intent_android.accounts.AccountAuthenticator
8,17533,True,fallback_top_k,0,12,intent_android.app.action.DEVICE_ADMIN_ENABLED
8,17533,True,fallback_top_k,0,13,intent_android.appwidget.action.APPWIDGET_CONFIGURE
8,17533,True,fallback_top_k,0,14,intent_android.appwidget.action.APPWIDGET_UPDATE
8,17533,True,fallback_top_k,0,15,intent_android.bluetooth.adapter.action.STATE_CHANGED
8,17533,True,fallback_top_k,0,16,intent_android.content.SyncAdapter
8,17533,True,fallback_top_k,0,17,intent_android.easou.eyou.SEND_SMS_RESULT
8,17533,True,fallback_top_k,0,18,intent_android.fbreader.action.CLOSE
8,17533,True,fallback_top_k,0,19,intent_android.fbreader.action.PLUGIN
8,17533,True,fallback_top_k,0,20,intent_android.fbreader.action.PLUGIN_CRASH
8,17533,True,fallback_top_k,0,21,intent_android.hardware.usb.action.USB_STATE
8,17533,True,fallback_top_k,0,22,intent_android.intent.action
8,17533,True,fallback_top_k,0,23,intent_android.intent.action.ACTION_BOOT_COMPLETED
8,17533,True,fallback_top_k,0,24,intent_android.intent.action.ACTION_MEDIA_EJECT
8,17533,True,fallback_top_k,0,25,intent_android.intent.action.ACTION_PACKAGE_ADDED
8,17533,True,fallback_top_k,0,26,intent_android.intent.action.ACTION_POWER_CONNECTED
8,17533,True,fallback_top_k,0,27,intent_android.intent.action.ACTION_POWER_DISCONNECTED
8,17533,True,fallback_top_k,0,28,intent_android.intent.action.ACTION_SHUTDOWN
8,17533,True,fallback_top_k,0,29,intent_android.intent.action.ACTION_VIEW_DOWNLOADS
8,17533,True,fallback_top_k,0,30,intent_android.intent.action.ANY_DATA_STATE
9,45174,True,fallback_top_k,0,1,intent_
9,45174,True,fallback_top_k,0,2,intent_ACTION.TAPCORE.MESSAGE
9,45174,True,fallback_top_k,0,3,intent_ACTION.TAPCORE.SYNC
9,45174,True,fallback_top_k,0,4,intent_LOCATION_SERVICE
9,45174,True,fallback_top_k,0,5,intent_action.com.excelliance.install.plugin
9,45174,True,fallback_top_k,0,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
9,45174,True,fallback_top_k,0,7,intent_action_send_cancel
9,45174,True,fallback_top_k,0,8,intent_action_send_pop
9,45174,True,fallback_top_k,0,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
9,45174,True,fallback_top_k,0,10,intent_android.accessibilityservice.AccessibilityService
9,45174,True,fallback_top_k,0,11,intent_android.accounts.AccountAuthenticator
9,45174,True,fallback_top_k,0,12,intent_android.app.action.DEVICE_ADMIN_ENABLED
9,45174,True,fallback_top_k,0,13,intent_android.appwidget.action.APPWIDGET_CONFIGURE
9,45174,True,fallback_top_k,0,14,intent_android.appwidget.action.APPWIDGET_UPDATE
9,45174,True,fallback_top_k,0,15,intent_android.bluetooth.adapter.action.STATE_CHANGED
9,45174,True,fallback_top_k,0,16,intent_android.content.SyncAdapter
9,45174,True,fallback_top_k,0,17,intent_android.easou.eyou.SEND_SMS_RESULT
9,45174,True,fallback_top_k,0,18,intent_android.fbreader.action.CLOSE
9,45174,True,fallback_top_k,0,19,intent_android.fbreader.action.PLUGIN
9,45174,True,fallback_top_k,0,20,intent_android.fbreader.action.PLUGIN_CRASH
9,45174,True,fallback_top_k,0,21,intent_android.hardware.usb.action.USB_STATE
9,45174,True,fallback_top_k,0,22,intent_android.intent.action
9,45174,True,fallback_top_k,0,23,intent_android.intent.action.ACTION_BOOT_COMPLETED
9,45174,True,fallback_top_k,0,24,intent_android.intent.action.ACTION_MEDIA_EJECT
9,45174,True,fallback_top_k,0,25,intent_android.intent.action.ACTION_PACKAGE_ADDED
9,45174,True,fallback_top_k,0,26,intent_android.intent.action.ACTION_POWER_CONNECTED
9,45174,True,fallback_top_k,0,27,intent_android.intent.action.ACTION_POWER_DISCONNECTED
9,45174,True,fallback_top_k,0,28,intent_android.intent.action.ACTION_SHUTDOWN
9,45174,True,fallback_top_k,0,29,intent_android.intent.action.ACTION_VIEW_DOWNLOADS
9,45174,True,fallback_top_k,0,30,intent_android.intent.action.ANY_DATA_STATE
10,42363,True,fallback_top_k,0,1,intent_
10,42363,True,fallback_top_k,0,2,intent_ACTION.TAPCORE.MESSAGE
10,42363,True,fallback_top_k,0,3,intent_ACTION.TAPCORE.SYNC
10,42363,True,fallback_top_k,0,4,intent_LOCATION_SERVICE
10,42363,True,fallback_top_k,0,5,intent_action.com.excelliance.install.plugin
10,42363,True,fallback_top_k,0,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
10,42363,True,fallback_top_k,0,7,intent_action_send_cancel
10,42363,True,fallback_top_k,0,8,intent_action_send_pop
10,42363,True,fallback_top_k,0,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
