cluster_id,anchor_index,rank,feature
0,32778,1,n_api_calls
1,70505,1,perm_android.permission.CHANGE_WIFI_STATE
1,70505,2,intent_android.provider.Telephony.SMS_RECEIVED
2,50222,1,intent_
2,50222,2,intent_ACTION.TAPCORE.MESSAGE
2,50222,3,intent_ACTION.TAPCORE.SYNC
2,50222,4,intent_LOCATION_SERVICE
2,50222,5,intent_action.com.excelliance.install.plugin
2,50222,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
2,50222,7,intent_action_send_cancel
2,50222,8,intent_action_send_pop
2,50222,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
2,50222,10,intent_android.accessibilityservice.AccessibilityService
2,50222,11,intent_android.accounts.AccountAuthenticator
2,50222,12,intent_android.app.action.DEVICE_ADMIN_ENABLED
2,50222,13,intent_android.appwidget.action.APPWIDGET_CONFIGURE
2,50222,14,intent_android.appwidget.action.APPWIDGET_UPDATE
2,50222,15,intent_android.bluetooth.adapter.action.STATE_CHANGED
2,50222,16,intent_android.content.SyncAdapter
2,50222,17,intent_android.easou.eyou.SEND_SMS_RESULT
2,50222,18,intent_android.fbreader.action.CLOSE
2,50222,19,intent_android.fbreader.action.PLUGIN
2,50222,20,intent_android.fbreader.action.PLUGIN_CRASH
2,50222,21,intent_android.hardware.usb.action.USB_STATE
2,50222,22,intent_android.intent.action
2,50222,23,intent_android.intent.action.ACTION_BOOT_COMPLETED
2,50222,24,intent_android.intent.action.ACTION_MEDIA_EJECT
2,50222,25,intent_android.intent.action.ACTION_PACKAGE_ADDED
2,50222,26,intent_android.intent.action.ACTION_POWER_CONNECTED
2,50222,27,intent_android.intent.action.ACTION_POWER_DISCONNECTED
2,50222,28,intent_android.intent.action.ACTION_SHUTDOWN
2,50222,29,intent_android.intent.action.ACTION_VIEW_DOWNLOADS
2,50222,30,intent_android.intent.action.ANY_DATA_STATE
3,34982,1,suspicious_getSubscriberId
4,33753,1,n_activities
4,33753,2,suspicious_system/bin/su
4,33753,3,n_api_calls
4,33753,4,n_used_permissions
4,33753,5,n_urls
4,33753,6,perm_android.permission.ACCESS_WIFI_STATE
4,33753,7,n_permissions
4,33753,8,suspicious_Ljava/lang/System;->load
4,33753,9,suspicious_Ljava/lang/System;->loadLibrary
4,33753,10,perm_android.permission.WRITE_EXTERNAL_STORAGE
4,33753,11,suspicious_Ldalvik/system/PathClassLoader;
4,33753,12,perm_android.permission.READ_EXTERNAL_STORAGE
4,33753,13,n_providers
4,33753,14,suspicious_getDeviceId
4,33753,15,perm_android.permission.ACCESS_COARSE_LOCATION
4,33753,16,perm_android.permission.ACCESS_FINE_LOCATION
4,33753,17,n_services
4,33753,18,suspicious_Ldalvik/system/DexClassLoader;
4,33753,19,n_receivers
4,33753,20,perm_android.permission.SET_WALLPAPER
4,33753,21,perm_android.permission.VIBRATE
4,33753,22,perm_android.permission.CAMERA
4,33753,23,perm_com.android.vending.BILLING
4,33753,24,intent_android.intent.action.VIEW
4,33753,25,perm_android.permission.READ_PHONE_STATE
4,33753,26,intent_com.android.vending.INSTALL_REFERRER
4,33753,27,suspicious_Ljava/lang/Runtime;->exec
4,33753,28,intent_com.google.vr.vrcore.ACTION_NONE
4,33753,29,intent_android.intent.action.SEARCH
4,33753,30,perm_android.permission.ACCESS_NETWORK_STATE
5,58339,1,n_urls
5,58339,2,n_activities
5,58339,3,n_api_calls
5,58339,4,n_permissions
5,58339,5,intent_com.android.vending.INSTALL_REFERRER
5,58339,6,intent_com.google.android.c2dm.intent.RECEIVE
5,58339,7,perm_com.google.android.c2dm.permission.RECEIVE
5,58339,8,perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS
5,58339,9,intent_com.google.firebase.INSTANCE_ID_EVENT
5,58339,10,n_services
5,58339,11,intent_com.igexin.sdk.action.refreshls
5,58339,12,perm_android.permission.SYSTEM_ALERT_WINDOW
5,58339,13,perm_com.android.launcher.permission.UNINSTALL_SHORTCUT
5,58339,14,perm_android.permission.GET_TASKS
5,58339,15,suspicious_sendTextMessage
5,58339,16,perm_android.permission.WRITE_SETTINGS
5,58339,17,intent_com.google.firebase.MESSAGING_EVENT
5,58339,18,perm_android.permission.SEND_SMS
5,58339,19,n_providers
5,58339,20,perm_android.permission.READ_LOGS
5,58339,21,perm_android.permission.READ_SMS
5,58339,22,n_receivers
5,58339,23,intent_com.getui.gis.action.64kVIzqls49c7TJxrBbWG4
5,58339,24,intent_com.getui.gtc.sdk.service.action
5,58339,25,perm_android.permission.UPDATE_APP_OPS_STATS
5,58339,26,perm_com.android.launcher.permission.INSTALL_SHORTCUT
5,58339,27,perm_com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE
5,58339,28,intent_com.igexin.sdk.action.service.message
5,58339,29,perm_android.permission.WRITE_SMS
5,58339,30,n_used_permissions
6,11565,1,n_used_permissions
6,11565,2,n_receivers
6,11565,3,n_services
6,11565,4,n_api_calls
6,11565,5,n_urls
6,11565,6,n_permissions
6,11565,7,perm_android.permission.GET_ACCOUNTS
6,11565,8,n_activities
6,11565,9,perm_android.permission.ACCESS_COARSE_LOCATION
6,11565,10,perm_android.permission.ACCESS_FINE_LOCATION
6,11565,11,intent_com.google.android.gms.appinvite.ACTION_PREVIEW
6,11565,12,intent_com.google.android.gms.measurement.UPLOAD
6,11565,13,intent_com.google.firebase.INSTANCE_ID_EVENT
6,11565,14,suspicious_Ldalvik/system/PathClassLoader;
6,11565,15,intent_com.android.vending.INSTALL_REFERRER
6,11565,16,perm_android.permission.VIBRATE
6,11565,17,perm_android.permission.ACCESS_WIFI_STATE
6,11565,18,n_providers
6,11565,19,intent_com.google.firebase.MESSAGING_EVENT
6,11565,20,perm_android.permission.READ_EXTERNAL_STORAGE
6,11565,21,perm_com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE
6,11565,22,suspicious_Ljava/lang/System;->load
6,11565,23,suspicious_Ljava/lang/System;->loadLibrary
6,11565,24,intent_android.intent.action.VIEW
6,11565,25,perm_android.permission.WRITE_EXTERNAL_STORAGE
6,11565,26,intent_com.google.android.c2dm.intent.REGISTRATION
6,11565,27,perm_com.android.vending.BILLING
6,11565,28,suspicious_getSimCountryIso
6,11565,29,intent_android.intent.action.BOOT_COMPLETED
6,11565,30,perm_android.permission.RECEIVE_BOOT_COMPLETED
7,24425,1,intent_ACTION.TAPCORE.MESSAGE
7,24425,2,intent_ACTION.TAPCORE.SYNC
7,24425,3,perm_com.google.android.gms.permission.ACTIVITY_RECOGNITION
7,24425,4,n_activities
7,24425,5,perm_android.permission.BROADCAST_STICKY
7,24425,6,perm_android.permission.GET_TASKS
7,24425,7,n_permissions
7,24425,8,intent_com.yandex.metrica.IMetricaService
7,24425,9,perm_android.permission.SYSTEM_ALERT_WINDOW
7,24425,10,n_api_calls
7,24425,11,n_urls
7,24425,12,perm_android.permission.READ_PHONE_STATE
7,24425,13,intent_com.inmobi.share.id
7,24425,14,n_providers
7,24425,15,intent_android.net.conn.CONNECTIVITY_CHANGE
7,24425,16,suspicious_system/bin/su
7,24425,17,n_receivers
7,24425,18,n_services
7,24425,19,suspicious_setWifiEnabled
7,24425,20,n_used_permissions
7,24425,21,intent_com.google.firebase.MESSAGING_EVENT
7,24425,22,intent_com.google.android.c2dm.intent.REGISTRATION
7,24425,23,perm_android.permission.ACCESS_COARSE_LOCATION
7,24425,24,perm_com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE
7,24425,25,perm_android.permission.ACCESS_WIFI_STATE
7,24425,26,perm_android.permission.ACCESS_COARSE_UPDATES
7,24425,27,intent_com.google.firebase.INSTANCE_ID_EVENT
7,24425,28,intent_android.intent.action.PACKAGE_ADDED
7,24425,29,perm_android.permission.CAMERA
7,24425,30,suspicious_Ljava/lang/Runtime;->exec
8,12382,1,intent_android.net.conn.CONNECTIVITY_CHANGE
8,12382,2,n_urls
8,12382,3,suspicious_getExternalStorageDirectory
8,12382,4,n_receivers
8,12382,5,n_api_calls
8,12382,6,intent_android.app.action.DEVICE_ADMIN_ENABLED
8,12382,7,intent_android.net.wifi.WIFI_STATE_CHANGED
8,12382,8,n_used_permissions
8,12382,9,n_activities
8,12382,10,intent_android.intent.action.BOOT_COMPLETED
