cluster_id,anchor_index,n_samples,class_0,class_1,base_entropy,n_features_scored,max_reduction_ratio,mean_reduction_ratio,mean_conditional_entropy
63,66729,150,150,0,-0.0,1000,0.0,0.0,0.0
64,56778,150,140,10,0.35335933502142136,1000,0.3815937926574844,0.00377745894200736,0.352024534641603
65,57218,150,96,54,0.9426831892554922,1000,0.7444248085371481,0.024197644978901228,0.9198724761143093
66,1620,150,150,0,-0.0,1000,0.0,0.0,0.0
67,11353,150,127,23,0.6181194891000384,1000,0.7215699290447615,0.009988666655825025,0.6119452995699494
68,33396,150,127,23,0.6181194891000384,1000,0.5690687403448994,0.012472664537679281,0.610409892068292
69,12343,150,150,0,-0.0,1000,0.0,0.0,0.0
70,58840,150,150,0,-0.0,1000,0.0,0.0,0.0
71,4868,150,150,0,-0.0,1000,0.0,0.0,0.0
72,46092,150,150,0,-0.0,1000,0.0,0.0,0.0
73,9568,150,148,2,0.10215803640865039,1000,0.6831867471914812,0.021455960306239738,0.09996613763450296
74,54043,150,143,7,0.2720647864044614,1000,0.6199489783469063,0.017102122288056635,0.26741190115709834
75,20688,150,141,9,0.32744491915447627,1000,0.3765089707675041,0.0053393408397488,0.3256965791248665
76,30703,150,148,2,0.10215803640865039,1000,0.5173072802427839,0.0028403005433903683,0.10186787688232715
77,24349,150,150,0,-0.0,1000,0.0,0.0,0.0
78,52075,150,149,1,0.05777796017013378,1000,1.0,0.009816774286023235,0.05721076697643675
79,17910,150,150,0,-0.0,1000,0.0,0.0,0.0
80,51308,150,150,0,-0.0,1000,0.0,0.0,0.0
81,47182,150,150,0,-0.0,1000,0.0,0.0,0.0
82,62924,150,147,3,0.14144054254182067,1000,0.7711757941992761,0.009375114998503702,0.1401145211900403
83,34568,150,144,6,0.24229218908241482,1000,0.46499295039170474,0.007356561003967419,0.2405097518126453
84,55182,150,150,0,-0.0,1000,0.0,0.0,0.0
85,7268,150,150,0,-0.0,1000,0.0,0.0,0.0
86,36474,150,148,2,0.10215803640865039,1000,0.4745416798071165,0.010801974460495519,0.10105452790842974
87,42194,150,150,0,-0.0,1000,0.0,0.0,0.0
88,25647,150,149,1,0.05777796017013378,1000,1.0,0.007538015407852198,0.05734242901613705
89,56813,150,147,3,0.14144054254182067,1000,0.5846118407103276,0.012761571324868135,0.13963553896994518
90,72014,150,150,0,-0.0,1000,0.0,0.0,0.0
91,6664,150,146,4,0.17738945318599736,1000,0.4510158754828621,0.006474716186954186,0.17624090682205906
92,57742,150,136,14,0.4474992550368635,1000,0.7465649907072601,0.015867288102244755,0.4403986554316535
93,30057,150,150,0,-0.0,1000,0.0,0.0,0.0
94,37788,150,134,16,0.48977901368693755,1000,0.5272826454013936,0.012533076986834722,0.483640575601863
95,35491,150,146,4,0.17738945318599736,1000,0.564935001679976,0.016711252251809604,0.1744250532869956
96,3273,150,149,1,0.05777796017013378,1000,1.0,0.005363588078538975,0.057468062991762964
97,5934,150,149,1,0.05777796017013378,1000,1.0,0.003418068489687936,0.05758047114507782
98,35233,150,100,50,0.9182958340544896,1000,0.547380635078734,0.015963781390251987,0.9036363601080648
99,59461,150,147,3,0.14144054254182067,1000,0.47645790690055434,0.009420527755988534,0.1401080979849834
100,69221,150,130,20,0.5665095065529053,1000,0.2612436723012259,0.003631142027420376,0.5644524300747279
101,23121,150,11,139,0.37824164440536223,1000,0.0,0.0,0.37824164440536207
102,60915,150,145,5,0.21084230031853213,1000,0.5466876839896061,0.005933513517272969,0.20959126467957925
103,8565,150,149,1,0.05777796017013378,1000,0.5221119566606877,0.0015882273934047116,0.057686195631056536
104,37009,150,144,6,0.24229218908241482,1000,0.545195821194813,0.008514717855158612,0.24022913945386937
105,58382,150,140,10,0.35335933502142136,1000,0.5857256557511079,0.024019523551257298,0.3448718121518178
106,60163,150,150,0,-0.0,1000,0.0,0.0,0.0
107,37065,150,150,0,-0.0,1000,0.0,0.0,0.0
108,67407,150,130,20,0.5665095065529053,1000,0.6209118734566942,0.008174854530339705,0.5618783737467808
109,70286,150,150,0,-0.0,1000,0.0,0.0,0.0
110,40841,150,116,34,0.7721551435804814,1000,0.6117497433133366,0.007033395849483523,0.766724270798465
111,20722,150,149,1,0.05777796017013378,1000,1.0,0.015070152841564896,0.056907237479496026
112,8834,150,126,24,0.6343095546405662,1000,0.9114450791685349,0.05401408545445818,0.6000479041516315
113,70393,150,150,0,-0.0,1000,0.0,0.0,0.0
114,30619,150,150,0,-0.0,1000,0.0,0.0,0.0
115,21087,150,126,24,0.6343095546405662,1000,0.4415553413939308,0.005752780757705547,0.6306605108402011
116,50066,150,149,1,0.05777796017013378,1000,1.0,0.011231358726151622,0.057129035172997715
117,37501,150,141,9,0.32744491915447627,1000,0.388997051948595,0.008395104859539372,0.32469598472245104
118,17502,150,149,1,0.05777796017013378,1000,1.0,0.004892389385660677,0.0574952878910723
119,14543,150,53,97,0.9370098252692078,1000,0.44511303383160983,0.00994770476361437,0.9276887281668237
120,52387,150,150,0,-0.0,1000,0.0,0.0,0.0
121,14946,150,150,0,-0.0,1000,0.0,0.0,0.0
122,40696,150,145,5,0.21084230031853213,1000,0.4870956862216295,0.014721861866490604,0.2077383090976296
123,58376,150,141,9,0.32744491915447627,1000,0.5336331958904154,0.004826422933542727,0.325864531487197
124,32902,150,141,9,0.32744491915447627,1000,0.4407890152328349,0.002196280412063179,0.32672575829250766
125,62217,150,150,0,-0.0,1000,0.0,0.0,0.0
126,48876,150,150,0,-0.0,1000,0.0,0.0,0.0
127,22914,150,148,2,0.10215803640865039,1000,0.8202205394040382,0.006077329065523742,0.10153718840470723
128,18286,150,135,15,0.4689955935892812,1000,0.582311953645816,0.01759742565196531,0.46074247849999456
129,51042,150,150,0,-0.0,1000,0.0,0.0,0.0
130,41829,150,149,1,0.05777796017013378,1000,1.0,0.008672441700551297,0.05727688417898153
131,24680,150,146,4,0.17738945318599736,1000,0.8028777020041924,0.015516017531729862,0.17463707532041944
132,27421,150,140,10,0.35335933502142136,1000,0.7166331168668412,0.014038402685461991,0.34839873438372365
133,49683,150,150,0,-0.0,1000,0.0,0.0,0.0
134,13634,150,95,55,0.9480782435939055,1000,0.7492371036599672,0.010342062131409402,0.9382731594932197
135,32676,150,149,1,0.05777796017013378,1000,0.7692314977186488,0.011797873902047168,0.05709630308172905
136,2305,150,148,2,0.10215803640865039,1000,0.5511633543238835,0.0041424993072009374,0.10173484681360251
137,53680,150,150,0,-0.0,1000,0.0,0.0,0.0
138,53889,150,149,1,0.05777796017013378,1000,1.0,0.008232093432955879,0.05730232660364765
139,37098,150,108,42,0.8554508105601306,1000,0.6276860736579686,0.01746399394680794,0.8405112227827165
140,26486,150,134,16,0.48977901368693755,1000,0.4436300250893819,0.007789104884800594,0.48596407357895566
141,72523,150,150,0,-0.0,1000,0.0,0.0,0.0
142,19553,150,149,1,0.05777796017013378,1000,1.0,0.005228335205958199,0.05747587762684783
143,60535,150,150,0,-0.0,1000,0.0,0.0,0.0
144,74158,150,150,0,-0.0,1000,0.0,0.0,0.0
145,45894,150,139,11,0.37824164440536223,1000,0.4161724148012979,0.006781305389903117,0.37567667230347024
146,23350,150,129,21,0.584238811642856,1000,0.34360032810872243,0.006265418601233617,0.5805783109248261
147,47100,150,150,0,-0.0,1000,0.0,0.0,0.0
148,7032,150,146,4,0.17738945318599736,1000,0.44429776351822975,0.00539494367701859,0.17643244707716177
149,19731,150,145,5,0.21084230031853213,1000,0.15890359691403408,0.0007308777312623816,0.21068820037642128
150,58705,150,57,93,0.9580420222262995,1000,0.48169708454380644,0.005813289388815358,0.9524726467044522
151,37225,150,44,106,0.8729882944709463,1000,0.6335974756111259,0.008455830384810155,0.8656064535249754
152,28521,150,137,13,0.42524461248637185,1000,0.5687223432261032,0.011473239950498407,0.42036567900965904
153,47475,150,144,6,0.24229218908241482,1000,0.5805289075000831,0.006008704928827848,0.24083632681165892
154,42532,150,150,0,-0.0,1000,0.0,0.0,0.0
155,12495,150,138,12,0.4021791902022728,1000,0.5306405782355427,0.018826982614606445,0.3946073695803781
156,8079,150,150,0,-0.0,1000,0.0,0.0,0.0
157,70211,150,132,18,0.5293608652873644,1000,0.610086638862352,0.011983126949355384,0.5230174668366051
158,47189,150,126,24,0.6343095546405662,1000,0.5847477022822052,0.013727974418870127,0.6256017693008157
159,11400,150,102,48,0.9043814577244937,1000,0.9454755070241941,0.02035926797874827,0.8859689132716697
160,58662,150,129,21,0.584238811642856,1000,0.3822288260761453,0.003745208230675658,0.5820507156368109
161,22478,150,150,0,-0.0,1000,0.0,0.0,0.0
162,3117,150,137,13,0.42524461248637185,1000,0.4096852860502093,0.0074009885754647104,0.4220973819675824
163,41679,150,135,15,0.4689955935892812,1000,0.47790474714828257,0.013155982006039147,0.46282549599910905
164,53667,150,148,2,0.10215803640865039,1000,0.5337128447311189,0.007313936558212513,0.10141085901144592
165,43380,150,149,1,0.05777796017013378,1000,1.0,0.005403873080505292,0.057465735406523895
166,14160,150,144,6,0.24229218908241482,1000,0.4670879093654241,0.003776605661921253,0.24137714702928695
167,49526,150,139,11,0.37824164440536223,1000,0.562925950250054,0.005910920864690354,0.37600588797755163
168,72302,150,150,0,-0.0,1000,0.0,0.0,0.0
169,48680,150,150,0,-0.0,1000,0.0,0.0,0.0
170,24713,150,148,2,0.10215803640865039,1000,0.5764585131145236,0.008992638319278521,0.10123936613581966
171,31337,150,150,0,-0.0,1000,0.0,0.0,0.0
172,10594,150,150,0,-0.0,1000,0.0,0.0,0.0
173,41407,150,103,47,0.8969838216377446,1000,0.6166128627880164,0.012404139572291665,0.8858575091200628
174,21052,150,148,2,0.10215803640865039,1000,1.0,0.006282475437771866,0.101516231054142
175,31276,150,148,2,0.10215803640865039,1000,0.6831867471914812,0.006653934307895886,0.10147828354536355
176,49714,150,149,1,0.05777796017013378,1000,1.0,0.008540946049770728,0.05728448172945488
177,8913,150,150,0,-0.0,1000,0.0,0.0,0.0
178,21556,150,150,0,-0.0,1000,0.0,0.0,0.0
179,68938,150,147,3,0.14144054254182067,1000,0.5730290686970373,0.009843851889777742,0.14004822278982915
180,23246,150,148,2,0.10215803640865039,1000,0.8202205394040382,0.005659863951500459,0.10157983582102495
181,69320,150,149,1,0.05777796017013378,1000,0.6255651245698847,0.00905631412039011,0.05725470481359767
182,63845,150,149,1,0.05777796017013378,1000,0.5221119566606877,0.005352658496432849,0.05746869448072257
183,8140,150,148,2,0.10215803640865039,1000,0.2956480298447013,0.0013149507499562946,0.10202370362206072
184,21966,150,109,41,0.8462071998957049,1000,0.36595983418089634,0.00758879654170657,0.8397855056235691
185,34873,150,150,0,-0.0,1000,0.0,0.0,0.0
186,37370,150,150,0,-0.0,1000,0.0,0.0,0.0
187,63953,150,149,1,0.05777796017013378,1000,1.0,0.02324495116392613,0.056434914307627766
188,50776,150,150,0,-0.0,1000,0.0,0.0,0.0
189,74536,150,148,2,0.10215803640865039,1000,0.8202205394040382,0.020961546177674865,0.10001664601104983
190,19906,150,149,1,0.05777796017013378,1000,0.5835043369700356,0.00790011810590058,0.057321507460871716
191,49989,150,150,0,-0.0,1000,0.0,0.0,0.0
192,60563,150,25,125,0.6500224216483541,1000,0.6996073057275854,0.009170464755930826,0.6440614139400632
193,62243,150,149,1,0.05777796017013378,1000,1.0,0.006223501260182117,0.05741837896220421
194,27264,150,150,0,-0.0,1000,0.0,0.0,0.0
195,74263,150,145,5,0.21084230031853213,1000,0.15890359691403408,0.0007308777312623816,0.21068820037642128
196,52120,150,150,0,-0.0,1000,0.0,0.0,0.0
197,61946,150,138,12,0.4021791902022728,1000,0.4426350743204264,0.00895671444767571,0.39857698603883357
198,18358,150,150,0,-0.0,1000,0.0,0.0,0.0
199,14101,150,143,7,0.2720647864044614,1000,0.8175717988242084,0.031905843567701216,0.2633843298891606
200,71844,150,150,0,-0.0,1000,0.0,0.0,0.0
201,70292,150,150,0,-0.0,1000,0.0,0.0,0.0
202,52346,150,149,1,0.05777796017013378,1000,1.0,0.008522290995577372,0.05728555958043303
203,27818,150,150,0,-0.0,1000,0.0,0.0,0.0
204,34693,150,142,8,0.30039141736478187,1000,0.4263611077550616,0.00453750465381906,0.2990283899105219
205,4362,150,149,1,0.05777796017013378,1000,0.6821293685860619,0.0026275572200421707,0.05762614527372945
206,27694,150,150,0,-0.0,1000,0.0,0.0,0.0
207,52147,150,146,4,0.17738945318599736,1000,0.6663521835100706,0.020049208048967416,0.17383293513337875
208,6774,150,150,0,-0.0,1000,0.0,0.0,0.0
209,16974,150,129,21,0.584238811642856,1000,0.5377890385522925,0.012411598291197883,0.5769874742066179
210,10454,150,147,3,0.14144054254182067,1000,0.5617069836914054,0.008284633547517942,0.14026875947809953
211,5923,150,150,0,-0.0,1000,0.0,0.0,0.0
212,17732,150,150,0,-0.0,1000,0.0,0.0,0.0
213,58350,150,147,3,0.14144054254182067,1000,0.5924193885411972,0.0098995379985889,0.1400403465163869
214,25375,150,102,48,0.9043814577244937,1000,0.6416181466700234,0.004788023752256151,0.9000512578238088
215,46989,150,118,32,0.7478061583312325,1000,0.4112837529940629,0.004385020609540978,0.7445270129150086
216,27399,150,150,0,-0.0,1000,0.0,0.0,0.0
217,34318,150,150,0,-0.0,1000,0.0,0.0,0.0
218,58310,150,149,1,0.05777796017013378,1000,0.7692314977186488,0.005091312662108924,0.057483794509928764
219,35093,150,148,2,0.10215803640865039,1000,0.7389665306408666,0.005551626223027251,0.10159089317483111
220,2595,150,150,0,-0.0,1000,0.0,0.0,0.0
221,44030,150,150,0,-0.0,1000,0.0,0.0,0.0
222,35261,150,147,3,0.14144054254182067,1000,0.5924193885411972,0.01062557842296854,0.1399376549648553
223,33121,150,108,42,0.8554508105601306,1000,0.5558387245950259,0.01256896017080675,0.8446986833941158
224,67186,150,149,1,0.05777796017013378,1000,1.0,0.0059318387829906455,0.0574352306251945
225,67593,150,149,1,0.05777796017013378,1000,0.6821293685860619,0.011130937951964726,0.05713483728048894
226,32535,150,148,2,0.10215803640865039,1000,0.4745416798071165,0.0030038648962475234,0.10185116746921281
227,6200,150,149,1,0.05777796017013378,1000,1.0,0.008217333021437694,0.05730317943011644
228,59080,150,150,0,-0.0,1000,0.0,0.0,0.0
229,59454,150,146,4,0.17738945318599736,1000,0.4344329077903777,0.005541558024139187,0.17640643923829685
230,41538,150,149,1,0.05777796017013378,1000,1.0,0.007724277653562128,0.05733166716352322
231,7747,150,147,3,0.14144054254182067,1000,0.20345622152981954,0.0015888388036209712,0.141215816319425
232,58950,150,150,0,-0.0,1000,0.0,0.0,0.0
233,27085,150,0,150,-0.0,1000,0.0,0.0,0.0
234,54062,150,144,6,0.24229218908241482,1000,0.5185756800293958,0.0046044616114771005,0.24117656399902415
235,33637,150,148,2,0.10215803640865039,1000,0.5634243980485429,0.009000687833673896,0.101238543813235
236,1699,150,32,118,0.7478061583312325,1000,1.0,0.020568463657457306,0.7324249345407738
237,64114,150,150,0,-0.0,1000,0.0,0.0,0.0
238,45454,150,150,0,-0.0,1000,0.0,0.0,0.0
239,72567,150,149,1,0.05777796017013378,1000,1.0,0.010502052895487154,0.05717117297623369
240,50651,150,143,7,0.2720647864044614,1000,0.3247453484881294,0.008091098105899922,0.2698634835265022
241,71835,150,136,14,0.4474992550368635,1000,0.3601005839743482,0.00409218235514107,0.4456680064814627
242,16052,150,150,0,-0.0,1000,0.0,0.0,0.0
243,12441,150,90,60,0.9709505944546686,1000,0.7296344539120261,0.01638921247496506,0.9550374788594574
244,13444,150,72,78,0.9988455359952018,1000,0.8251054435053032,0.11310186894231831,0.8858742390894526
245,40961,150,150,0,-0.0,1000,0.0,0.0,0.0
246,42275,150,75,75,1.0,1000,0.5160577680118137,0.007529039118256477,0.9924709608817435
247,9710,150,146,4,0.17738945318599736,1000,0.8643421612876457,0.014757051556846743,0.1747717078796908
248,33648,150,150,0,-0.0,1000,0.0,0.0,0.0
249,7093,150,116,34,0.7721551435804814,1000,0.5649216836256592,0.005473529239540371,0.767928729824632
250,7943,150,79,71,0.9979471932237238,1000,0.40723416212914915,0.00589460437358587,0.9920646893339393
251,32334,150,146,4,0.17738945318599736,1000,1.0,0.016653143965878678,0.1744353610840625
252,41428,150,3,147,0.14144054254182067,1000,0.4048115051319959,0.0074498482280916595,0.14038683196658513
253,59467,150,131,19,0.5482251174503202,1000,0.46012189788305763,0.018895112431264786,0.5378663422184531
254,55549,150,148,2,0.10215803640865039,1000,0.8202205394040382,0.010075365351739555,0.10112875686821689
255,5074,150,149,1,0.05777796017013378,1000,1.0,0.011785367558175544,0.057097025672767136
256,32771,150,137,13,0.42524461248637185,1000,0.445930914936316,0.009615022915119988,0.4211558757927842
257,43754,150,146,4,0.17738945318599736,1000,0.585862262919709,0.018180842228454987,0.17416436352463086
258,61828,150,131,19,0.5482251174503202,1000,0.3943784050615814,0.006762150347833431,0.5445179367816625
259,41551,150,84,66,0.9895875212220556,1000,0.7480049827750528,0.008365683238132575,0.9813089454831033
260,12782,150,141,9,0.32744491915447627,1000,0.3278479141895632,0.003559901982024486,0.3262792473377744
261,42288,150,102,48,0.9043814577244937,1000,0.4659667012917767,0.009759119494756802,0.895555491009718
262,10828,150,147,3,0.14144054254182067,1000,0.5924193885411972,0.01090302105848748,0.1398984133279633
263,47076,150,107,43,0.8643763438484613,1000,0.47937874809911457,0.0038131222122085627,0.8610803712120249
264,49934,150,150,0,-0.0,1000,0.0,0.0,0.0
265,43540,150,150,0,-0.0,1000,0.0,0.0,0.0
266,24047,150,144,6,0.24229218908241482,1000,0.609370074170185,0.010424685527246229,0.2397663692055226
267,12069,150,147,3,0.14144054254182067,1000,0.4749550606534345,0.009104108872766394,0.1401528524434968
268,54760,150,150,0,-0.0,1000,0.0,0.0,0.0
269,54945,150,145,5,0.21084230031853213,1000,0.6065271749937149,0.009607092007166713,0.20881671894036935
270,32365,150,150,0,-0.0,1000,0.0,0.0,0.0
271,40854,150,150,0,-0.0,1000,0.0,0.0,0.0
272,30410,150,150,0,-0.0,1000,0.0,0.0,0.0
273,62262,150,95,55,0.9480782435939055,1000,0.33630394105056294,0.00996758206025985,0.9386281959013361
274,58158,150,150,0,-0.0,1000,0.0,0.0,0.0
275,17264,150,148,2,0.10215803640865039,1000,0.49096717634771414,0.0047868100921085515,0.1016690252889794
276,52336,150,138,12,0.4021791902022728,1000,0.39115449503872013,0.007419471167434418,0.3991952332964249
277,31150,150,121,29,0.708392686703044,1000,0.37034128414988643,0.00779002211127915,0.7028742920101588
278,64159,150,150,0,-0.0,1000,0.0,0.0,0.0
279,62717,150,150,0,-0.0,1000,0.0,0.0,0.0
280,66327,150,149,1,0.05777796017013378,1000,1.0,0.005488545707016799,0.05746084319488182
281,15044,150,147,3,0.14144054254182067,1000,0.5115760029718545,0.007367820218836241,0.14039843405271785
282,5705,150,138,12,0.4021791902022728,1000,0.6528002333131702,0.012369815466644743,0.39720430783494615
283,44281,150,149,1,0.05777796017013378,1000,1.0,0.007186914319836587,0.05736271492081611
284,33498,150,57,93,0.9580420222262995,1000,0.9808297378872682,0.018534439358935877,0.940285250462034
285,57790,150,142,8,0.30039141736478187,1000,0.579244582726884,0.005971939569272772,0.29859749797315116
286,35555,150,137,13,0.42524461248637185,1000,0.4080086624074881,0.0029183697534264494,0.4240035914714842
287,71494,150,150,0,-0.0,1000,0.0,0.0,0.0
288,20386,150,150,0,-0.0,1000,0.0,0.0,0.0
289,74880,150,150,0,-0.0,1000,0.0,0.0,0.0
290,61456,150,149,1,0.05777796017013378,1000,0.6821293685860619,0.009769221135636648,0.05721351450046575
291,10514,150,150,0,-0.0,1000,0.0,0.0,0.0
292,52730,150,129,21,0.584238811642856,1000,0.5895038383376233,0.01851126654445894,0.573423811274917
293,32877,150,86,64,0.9844268978000114,1000,0.9124362820875522,0.033875020706769066,0.9510794162527355
294,6561,150,149,1,0.05777796017013378,1000,1.0,0.013803962752444061,0.05698039536003306
295,10448,150,146,4,0.17738945318599736,1000,0.4607014892498881,0.008859747370404465,0.17581782744459526
296,22655,150,149,1,0.05777796017013378,1000,0.4982497901977302,0.002701137601086809,0.057621893949404146
297,6417,150,149,1,0.05777796017013378,1000,0.23934150214172056,0.0014222911140530491,0.0576957830907957
298,73128,150,150,0,-0.0,1000,0.0,0.0,0.0
299,73516,150,134,16,0.48977901368693755,1000,0.5850380075012602,0.010138913022440346,0.4848131868669489
300,9448,150,150,0,-0.0,1000,0.0,0.0,0.0
301,4767,150,79,71,0.9979471932237238,1000,0.6938464549105239,0.008298081182852595,0.9896661463981533
302,22088,150,143,7,0.2720647864044614,1000,0.45197628963454195,0.005640576782777858,0.270530184086857
303,27686,150,150,0,-0.0,1000,0.0,0.0,0.0
304,1708,150,91,59,0.9669170093596808,1000,0.7508302840361323,0.023137519510216992,0.9445449481908607
305,13125,150,150,0,-0.0,1000,0.0,0.0,0.0
306,13239,150,150,0,-0.0,1000,0.0,0.0,0.0
307,40741,150,150,0,-0.0,1000,0.0,0.0,0.0
308,36145,150,150,0,-0.0,1000,0.0,0.0,0.0
309,33299,150,98,52,0.931055823385033,1000,0.6809149861913445,0.007964854635424023,0.9236400990943063
310,23669,150,149,1,0.05777796017013378,1000,1.0,0.03311402126324661,0.05586469956851296
311,743,150,148,2,0.10215803640865039,1000,0.8202205394040382,0.010940211014835348,0.10104040593347846
312,45094,150,146,4,0.17738945318599736,1000,0.6663521835100706,0.020008319952456517,0.17384018825046063
313,28968,150,148,2,0.10215803640865039,1000,0.49096717634771414,0.003092725824680269,0.10184208961125069
314,53582,150,150,0,-0.0,1000,0.0,0.0,0.0
315,25017,150,149,1,0.05777796017013378,1000,0.7692314977186488,0.0061243913171608495,0.05742410533254456
316,27191,150,114,36,0.7950402793845223,1000,0.27334854532050085,0.0047309818130807845,0.7912789582820875
317,11529,150,142,8,0.30039141736478187,1000,0.41298157231308613,0.00665633292589591,0.29839191208272015
318,21332,150,95,55,0.9480782435939055,1000,0.30599833978794994,0.009881022066479388,0.9387102615482049
