feature,method_count,aggregated_score,score_std,rank_mean,rank_std,top_methods,entropy_reduction_ratio,mutual_information,chi2_stat,f_stat,pearson_r
suspicious_getSubscriberId,5,0.9745631726253207,0.05087365474935876,1.2,0.4,"entropy_reduction_ratio, mutual_information, f_stat",1.0,1.0,0.8728158631266031,1.0,1.0
perm_android.permission.READ_PHONE_STATE,5,0.8007779012560444,0.18849390991324746,3.4,2.8,"pearson_r, mutual_information, entropy_reduction_ratio",0.9065944133484278,0.9091739983465784,0.44319708851373835,0.7814629268352407,0.9634610792362364
perm_android.permission.ACCESS_WIFI_STATE,5,0.6416946243521313,0.20008778049762202,5.8,5.6,"pearson_r, mutual_information, entropy_reduction_ratio",0.7004240215425266,0.7544531185111077,0.32055838301585005,0.5298557612308066,0.9031818374603654
perm_android.permission.GET_TASKS,5,0.5716962535271071,0.15288855847895502,5.2,0.9797958971132712,"pearson_r, chi2_stat, entropy_reduction_ratio",0.5363943273147534,0.5338190551307683,0.5444561582085212,0.38908660337913176,0.8547251236023603
n_api_calls,5,0.4786423524520094,0.18767520573809843,7.8,2.3151673805580453,"pearson_r, chi2_stat, entropy_reduction_ratio",0.5025598319410589,0.3477710328311252,0.5599702116080009,0.21625723248640435,0.7666534533934581
perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS,5,0.43922836128557596,0.1808931880800245,8.6,2.0591260281974,"pearson_r, mutual_information, chi2_stat",0.3619193676677064,0.42306733171943917,0.41616996980557536,0.22358314657424058,0.7714019906609183
intent_android.intent.action.PACKAGE_ADDED,5,0.41478013229518107,0.18545608560102173,11.0,2.280350850198276,"pearson_r, chi2_stat, entropy_reduction_ratio",0.35409394004736033,0.34082965136845056,0.4083785699123683,0.20886531680234416,0.7617331833453818
intent_android.intent.action.USER_PRESENT,5,0.39073966788282677,0.19091579268128006,12.6,2.65329983228432,"pearson_r, chi2_stat, entropy_reduction_ratio",0.3344943279615696,0.2884740150468671,0.38796713683292133,0.19244727715485657,0.7503155824179192
perm_com.android.launcher.permission.INSTALL_SHORTCUT,5,0.3620126899522128,0.19364454716325846,15.2,2.5612496949731396,"pearson_r, chi2_stat, entropy_reduction_ratio",0.29858907019131437,0.26552461956694967,0.35004933629697343,0.1657756977764967,0.7301247259293298
suspicious_Ljava/lang/Runtime;->exec,5,0.3549457371934482,0.19821183518791521,15.2,4.445222154178573,"pearson_r, mutual_information, entropy_reduction_ratio",0.26854148483996093,0.34243104210608954,0.25296823822268816,0.17411274503091678,0.7366751757675856
perm_android.permission.SYSTEM_ALERT_WINDOW,5,0.34669652330081613,0.19666418150732665,16.4,2.65329983228432,"pearson_r, mutual_information, chi2_stat",0.2552222229102629,0.3132936363986591,0.27559278942899895,0.1621620298934972,0.7272119378726625
intent_android.intent.action.PACKAGE_REMOVED,5,0.2863760167082631,0.19651510598997501,22.0,2.8284271247461903,"pearson_r, mutual_information, chi2_stat",0.18674556883736204,0.2544830549036604,0.22942372495590216,0.09676316836948892,0.6644645664749023
n_providers,4,0.4985363533813154,0.3252182630754095,202.8,397.6045271372045,"chi2_stat, mutual_information, entropy_reduction_ratio",0.564645525942158,0.6028983957988615,1.0,0.29739977328068545,0.027738071884872127
perm_com.google.android.c2dm.permission.RECEIVE,4,0.3974634174125041,0.21183578068320352,204.2,397.9011937654874,"chi2_stat, entropy_reduction_ratio, mutual_information",0.545734023159228,0.5244890705553928,0.5605585776621604,0.35653541568573943,0.0
