cluster_id,anchor_index,rank,feature
0,55122,1,intent_
0,55122,2,intent_ACTION.TAPCORE.MESSAGE
0,55122,3,intent_ACTION.TAPCORE.SYNC
0,55122,4,intent_LOCATION_SERVICE
0,55122,5,intent_action.com.excelliance.install.plugin
0,55122,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
0,55122,7,intent_action_send_cancel
0,55122,8,intent_action_send_pop
0,55122,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
0,55122,10,intent_android.accessibilityservice.AccessibilityService
0,55122,11,intent_android.accounts.AccountAuthenticator
0,55122,12,intent_android.app.action.DEVICE_ADMIN_ENABLED
0,55122,13,intent_android.appwidget.action.APPWIDGET_CONFIGURE
0,55122,14,intent_android.appwidget.action.APPWIDGET_UPDATE
0,55122,15,intent_android.bluetooth.adapter.action.STATE_CHANGED
0,55122,16,intent_android.content.SyncAdapter
0,55122,17,intent_android.easou.eyou.SEND_SMS_RESULT
0,55122,18,intent_android.fbreader.action.CLOSE
0,55122,19,intent_android.fbreader.action.PLUGIN
0,55122,20,intent_android.fbreader.action.PLUGIN_CRASH
0,55122,21,intent_android.hardware.usb.action.USB_STATE
0,55122,22,intent_android.intent.action
0,55122,23,intent_android.intent.action.ACTION_BOOT_COMPLETED
0,55122,24,intent_android.intent.action.ACTION_MEDIA_EJECT
0,55122,25,intent_android.intent.action.ACTION_PACKAGE_ADDED
0,55122,26,intent_android.intent.action.ACTION_POWER_CONNECTED
0,55122,27,intent_android.intent.action.ACTION_POWER_DISCONNECTED
0,55122,28,intent_android.intent.action.ACTION_SHUTDOWN
0,55122,29,intent_android.intent.action.ACTION_VIEW_DOWNLOADS
0,55122,30,intent_android.intent.action.ANY_DATA_STATE
1,29052,1,intent_
1,29052,2,intent_ACTION.TAPCORE.MESSAGE
1,29052,3,intent_ACTION.TAPCORE.SYNC
1,29052,4,intent_LOCATION_SERVICE
1,29052,5,intent_action.com.excelliance.install.plugin
1,29052,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
1,29052,7,intent_action_send_cancel
1,29052,8,intent_action_send_pop
1,29052,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
1,29052,10,intent_android.accessibilityservice.AccessibilityService
1,29052,11,intent_android.accounts.AccountAuthenticator
1,29052,12,intent_android.app.action.DEVICE_ADMIN_ENABLED
1,29052,13,intent_android.appwidget.action.APPWIDGET_CONFIGURE
1,29052,14,intent_android.appwidget.action.APPWIDGET_UPDATE
1,29052,15,intent_android.bluetooth.adapter.action.STATE_CHANGED
1,29052,16,intent_android.content.SyncAdapter
1,29052,17,intent_android.easou.eyou.SEND_SMS_RESULT
1,29052,18,intent_android.fbreader.action.CLOSE
1,29052,19,intent_android.fbreader.action.PLUGIN
1,29052,20,intent_android.fbreader.action.PLUGIN_CRASH
1,29052,21,intent_android.hardware.usb.action.USB_STATE
1,29052,22,intent_android.intent.action
1,29052,23,intent_android.intent.action.ACTION_BOOT_COMPLETED
1,29052,24,intent_android.intent.action.ACTION_MEDIA_EJECT
1,29052,25,intent_android.intent.action.ACTION_PACKAGE_ADDED
1,29052,26,intent_android.intent.action.ACTION_POWER_CONNECTED
1,29052,27,intent_android.intent.action.ACTION_POWER_DISCONNECTED
1,29052,28,intent_android.intent.action.ACTION_SHUTDOWN
1,29052,29,intent_android.intent.action.ACTION_VIEW_DOWNLOADS
1,29052,30,intent_android.intent.action.ANY_DATA_STATE
2,38520,1,intent_
2,38520,2,intent_ACTION.TAPCORE.MESSAGE
2,38520,3,intent_ACTION.TAPCORE.SYNC
2,38520,4,intent_LOCATION_SERVICE
2,38520,5,intent_action.com.excelliance.install.plugin
2,38520,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
2,38520,7,intent_action_send_cancel
2,38520,8,intent_action_send_pop
2,38520,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
2,38520,10,intent_android.accessibilityservice.AccessibilityService
2,38520,11,intent_android.accounts.AccountAuthenticator
2,38520,12,intent_android.app.action.DEVICE_ADMIN_ENABLED
2,38520,13,intent_android.appwidget.action.APPWIDGET_CONFIGURE
2,38520,14,intent_android.appwidget.action.APPWIDGET_UPDATE
2,38520,15,intent_android.bluetooth.adapter.action.STATE_CHANGED
2,38520,16,intent_android.content.SyncAdapter
2,38520,17,intent_android.easou.eyou.SEND_SMS_RESULT
2,38520,18,intent_android.fbreader.action.CLOSE
2,38520,19,intent_android.fbreader.action.PLUGIN
2,38520,20,intent_android.fbreader.action.PLUGIN_CRASH
2,38520,21,intent_android.hardware.usb.action.USB_STATE
2,38520,22,intent_android.intent.action
2,38520,23,intent_android.intent.action.ACTION_BOOT_COMPLETED
2,38520,24,intent_android.intent.action.ACTION_MEDIA_EJECT
2,38520,25,intent_android.intent.action.ACTION_PACKAGE_ADDED
2,38520,26,intent_android.intent.action.ACTION_POWER_CONNECTED
2,38520,27,intent_android.intent.action.ACTION_POWER_DISCONNECTED
2,38520,28,intent_android.intent.action.ACTION_SHUTDOWN
2,38520,29,intent_android.intent.action.ACTION_VIEW_DOWNLOADS
2,38520,30,intent_android.intent.action.ANY_DATA_STATE
3,40595,1,intent_
3,40595,2,intent_ACTION.TAPCORE.MESSAGE
3,40595,3,intent_ACTION.TAPCORE.SYNC
3,40595,4,intent_LOCATION_SERVICE
3,40595,5,intent_action.com.excelliance.install.plugin
3,40595,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
3,40595,7,intent_action_send_cancel
3,40595,8,intent_action_send_pop
3,40595,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
3,40595,10,intent_android.accessibilityservice.AccessibilityService
3,40595,11,intent_android.accounts.AccountAuthenticator
3,40595,12,intent_android.app.action.DEVICE_ADMIN_ENABLED
3,40595,13,intent_android.appwidget.action.APPWIDGET_CONFIGURE
