cluster_id,anchor_index,rank,feature
0,55666,1,intent_
0,55666,2,intent_ACTION.TAPCORE.MESSAGE
0,55666,3,intent_ACTION.TAPCORE.SYNC
0,55666,4,intent_LOCATION_SERVICE
0,55666,5,intent_action.com.excelliance.install.plugin
0,55666,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
0,55666,7,intent_action_send_cancel
0,55666,8,intent_action_send_pop
0,55666,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
0,55666,10,intent_android.accessibilityservice.AccessibilityService
0,55666,11,intent_android.accounts.AccountAuthenticator
0,55666,12,intent_android.app.action.DEVICE_ADMIN_ENABLED
0,55666,13,intent_android.appwidget.action.APPWIDGET_CONFIGURE
0,55666,14,intent_android.appwidget.action.APPWIDGET_UPDATE
0,55666,15,intent_android.bluetooth.adapter.action.STATE_CHANGED
0,55666,16,intent_android.content.SyncAdapter
0,55666,17,intent_android.easou.eyou.SEND_SMS_RESULT
0,55666,18,intent_android.fbreader.action.CLOSE
0,55666,19,intent_android.fbreader.action.PLUGIN
0,55666,20,intent_android.fbreader.action.PLUGIN_CRASH
0,55666,21,intent_android.hardware.usb.action.USB_STATE
0,55666,22,intent_android.intent.action
0,55666,23,intent_android.intent.action.ACTION_BOOT_COMPLETED
0,55666,24,intent_android.intent.action.ACTION_MEDIA_EJECT
0,55666,25,intent_android.intent.action.ACTION_PACKAGE_ADDED
0,55666,26,intent_android.intent.action.ACTION_POWER_CONNECTED
0,55666,27,intent_android.intent.action.ACTION_POWER_DISCONNECTED
0,55666,28,intent_android.intent.action.ACTION_SHUTDOWN
0,55666,29,intent_android.intent.action.ACTION_VIEW_DOWNLOADS
0,55666,30,intent_android.intent.action.ANY_DATA_STATE
1,59645,1,intent_
1,59645,2,intent_ACTION.TAPCORE.MESSAGE
1,59645,3,intent_ACTION.TAPCORE.SYNC
1,59645,4,intent_LOCATION_SERVICE
1,59645,5,intent_action.com.excelliance.install.plugin
1,59645,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
1,59645,7,intent_action_send_cancel
1,59645,8,intent_action_send_pop
1,59645,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
1,59645,10,intent_android.accessibilityservice.AccessibilityService
1,59645,11,intent_android.accounts.AccountAuthenticator
1,59645,12,intent_android.app.action.DEVICE_ADMIN_ENABLED
1,59645,13,intent_android.appwidget.action.APPWIDGET_CONFIGURE
1,59645,14,intent_android.appwidget.action.APPWIDGET_UPDATE
1,59645,15,intent_android.bluetooth.adapter.action.STATE_CHANGED
1,59645,16,intent_android.content.SyncAdapter
1,59645,17,intent_android.easou.eyou.SEND_SMS_RESULT
1,59645,18,intent_android.fbreader.action.CLOSE
1,59645,19,intent_android.fbreader.action.PLUGIN
1,59645,20,intent_android.fbreader.action.PLUGIN_CRASH
1,59645,21,intent_android.hardware.usb.action.USB_STATE
1,59645,22,intent_android.intent.action
1,59645,23,intent_android.intent.action.ACTION_BOOT_COMPLETED
1,59645,24,intent_android.intent.action.ACTION_MEDIA_EJECT
1,59645,25,intent_android.intent.action.ACTION_PACKAGE_ADDED
1,59645,26,intent_android.intent.action.ACTION_POWER_CONNECTED
1,59645,27,intent_android.intent.action.ACTION_POWER_DISCONNECTED
1,59645,28,intent_android.intent.action.ACTION_SHUTDOWN
1,59645,29,intent_android.intent.action.ACTION_VIEW_DOWNLOADS
1,59645,30,intent_android.intent.action.ANY_DATA_STATE
2,36149,1,n_used_permissions
2,36149,2,perm_android.permission.ACCESS_WIFI_STATE
2,36149,3,n_api_calls
2,36149,4,n_permissions
2,36149,5,n_activities
2,36149,6,suspicious_Ljava/lang/System;->load
2,36149,7,suspicious_Ljava/lang/System;->loadLibrary
2,36149,8,perm_android.permission.SET_WALLPAPER
2,36149,9,perm_android.permission.WRITE_EXTERNAL_STORAGE
2,36149,10,suspicious_getDeviceId
2,36149,11,n_providers
2,36149,12,n_urls
2,36149,13,perm_android.permission.READ_PHONE_STATE
2,36149,14,perm_android.permission.VIBRATE
2,36149,15,intent_
2,36149,16,intent_ACTION.TAPCORE.MESSAGE
2,36149,17,intent_ACTION.TAPCORE.SYNC
2,36149,18,intent_LOCATION_SERVICE
2,36149,19,intent_action.com.excelliance.install.plugin
2,36149,20,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
2,36149,21,intent_action_send_cancel
2,36149,22,intent_action_send_pop
2,36149,23,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
2,36149,24,intent_android.accessibilityservice.AccessibilityService
2,36149,25,intent_android.accounts.AccountAuthenticator
2,36149,26,intent_android.app.action.DEVICE_ADMIN_ENABLED
2,36149,27,intent_android.appwidget.action.APPWIDGET_CONFIGURE
2,36149,28,intent_android.appwidget.action.APPWIDGET_UPDATE
2,36149,29,intent_android.bluetooth.adapter.action.STATE_CHANGED
2,36149,30,intent_android.content.SyncAdapter
3,50724,1,n_api_calls
3,50724,2,n_urls
3,50724,3,n_activities
3,50724,4,n_permissions
3,50724,5,n_used_permissions
3,50724,6,suspicious_getCellLocation
3,50724,7,n_services
3,50724,8,suspicious_getWifiState
3,50724,9,perm_android.permission.CHANGE_WIFI_STATE
3,50724,10,suspicious_Ldalvik/system/PathClassLoader;
3,50724,11,perm_com.google.android.c2dm.permission.RECEIVE
3,50724,12,intent_com.inmobi.share.id
3,50724,13,perm_com.android.launcher.permission.READ_SETTINGS
3,50724,14,suspicious_getCellSignalStrength
3,50724,15,intent_com.google.android.c2dm.intent.RECEIVE
3,50724,16,n_receivers
3,50724,17,perm_android.permission.GET_TASKS
3,50724,18,perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS
3,50724,19,intent_com.google.firebase.INSTANCE_ID_EVENT
3,50724,20,n_providers
3,50724,21,intent_com.google.android.c2dm.intent.REGISTRATION
