n_api_calls,suspicious_getCellLocation,perm_android_permission_GET_TASKS,suspicious_getSubscriberId,perm_android_permission_READ_PHONE_STATE,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,intent_android_intent_action_USER_PRESENT,perm_android_permission_SEND_SMS,intent_com_google_android_c2dm_intent_RECEIVE,perm_com_google_android_c2dm_permission_RECEIVE,suspicious_Ldalvik_system_PathClassLoader_,intent_com_google_firebase_INSTANCE_ID_EVENT,n_providers,perm_android_permission_ACCESS_WIFI_STATE,intent_com_google_firebase_MESSAGING_EVENT,perm_android_permission_ACCESS_FINE_LOCATION,perm_android_permission_WRITE_SETTINGS,perm_android_permission_RECEIVE_SMS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_com_google_android_finsky_permission_BIND_GET_INSTALL_REFERRER_SERVICE,perm_android_permission_ACCESS_COARSE_LOCATION,perm_android_permission_SYSTEM_ALERT_WINDOW,intent_com_android_vending_INSTALL_REFERRER,intent_android_net_conn_CONNECTIVITY_CHANGE,perm_android_permission_CHANGE_WIFI_STATE,n_permissions,n_services,suspicious_sendTextMessage,n_receivers,perm_android_permission_CHANGE_NETWORK_STATE,label
23,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,14,10,0,5,0,0
35,0,0,0,0,0,0,0,1,1,1,0,7,0,1,0,0,0,0,0,0,0,1,0,0,10,11,0,11,0,0
44,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,8,12,0,6,0,0
35,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,15,6,0,2,0,1
19,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,1,0,1,0,0
23,0,0,0,1,0,0,0,1,1,1,1,3,0,1,0,0,0,0,1,0,1,1,0,0,14,15,0,4,0,0
37,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,8,0,0,3,0,0
23,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,8,7,0,3,0,0
30,0,0,0,0,0,0,0,1,1,1,0,5,1,1,0,0,0,0,1,0,0,1,0,0,9,6,0,4,0,0
25,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,11,5,0,5,0,0
29,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,10,14,0,11,0,0
34,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,30,11,0,9,1,1
43,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,19,7,0,3,0,1
26,1,0,0,1,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,27,9,0,6,0,0
39,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,9,8,0,6,0,0
27,0,0,0,0,0,0,0,1,1,1,0,4,1,1,1,0,0,0,1,1,0,1,0,0,30,13,0,8,0,0
35,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5,2,0,2,0,0
25,0,0,0,0,0,0,0,1,1,1,1,5,0,1,0,0,0,0,1,0,0,1,0,0,8,8,0,5,0,0
24,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,1,0,0,1,1,0,10,9,0,14,0,0
30,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,20,8,0,7,0,1
30,1,0,0,0,0,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,1,30,18,0,9,0,0
35,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,18,1,0,0,0,0
22,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,11,4,0,0,0,1
20,0,0,0,0,0,0,0,1,1,1,1,5,0,1,0,0,0,0,1,0,0,1,0,0,26,15,0,8,0,0
41,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8,1,1,2,0,1
26,0,0,0,1,0,0,0,1,1,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,12,8,0,5,0,0
26,0,0,0,1,0,0,0,1,1,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,12,8,0,5,0,0
21,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,2,0,0
28,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,28,10,0,5,0,0
24,0,0,0,1,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,12,5,0,10,0,0
40,0,0,0,1,0,0,0,1,1,1,1,3,0,1,1,0,0,0,1,1,1,1,0,0,32,8,0,5,0,0
24,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,15,11,0,4,0,0
21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
36,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,26,2,0,3,0,1
32,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,5,7,0,5,0,0
18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,9,2,0,2,0,1
24,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,5,0,0,2,0,0
26,1,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,7,6,0,7,0,1
45,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,19,0,1,0,0,1
30,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0
23,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,24,8,0,10,0,0
21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
15,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,16,9,0,1,0,1
22,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,22,10,0,9,0,0
38,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,14,5,1,7,0,0
32,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,33,9,1,6,1,1
32,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,33,9,1,6,1,1
32,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,33,9,1,6,1,1
30,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,6,7,0,5,0,1
49,1,1,1,0,0,1,0,1,1,1,0,2,1,0,1,0,0,0,1,1,0,1,1,0,10,14,0,8,0,1
49,1,1,1,0,0,1,0,1,1,1,0,2,1,0,1,0,0,0,1,1,0,1,1,0,10,14,0,8,0,1
49,1,1,1,0,0,1,0,1,1,1,0,2,1,0,1,0,0,0,1,1,0,1,1,0,10,14,0,8,0,1
49,1,1,1,0,0,1,0,1,1,1,0,2,1,0,1,0,0,0,1,1,0,1,1,0,10,14,0,8,0,1
29,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0
49,1,1,1,0,0,1,0,1,1,1,0,2,1,0,1,0,0,0,1,1,0,1,1,0,10,14,0,8,0,1
28,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,8,17,0,8,0,1
49,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,22,3,1,4,0,1
23,0,0,0,0,0,1,0,1,1,1,1,2,0,1,1,0,0,0,1,1,0,1,0,0,18,17,0,12,0,0
34,1,0,0,0,0,0,0,1,1,1,1,7,1,1,1,0,0,0,1,1,0,1,1,0,13,13,0,16,0,0
26,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
19,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,19,0,1,2,0,1
18,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,2,0,4,0,0
26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1
37,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1,0,2,0,0
32,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,13,5,0,1,0,0
36,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,16,5,0,7,0,0
39,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,20,9,0,3,0,1
15,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,1,0,1,1,0,0,8,11,0,4,0,0
22,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,2,0,0
46,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,13,4,0,4,0,0
37,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,15,10,0,5,1,0
28,1,0,0,0,0,0,0,1,1,1,1,7,1,1,1,0,0,0,1,1,0,1,1,0,12,10,0,15,0,0
52,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,14,3,0,1,0,1
34,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,13,5,0,5,0,0
33,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,7,8,0,5,0,0
22,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,1,0,2,0,0
22,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,11,7,0,7,0,0
40,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,12,4,1,0,0,1
21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
37,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,16,14,0,7,0,0
24,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,11,6,0,7,0,0
25,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,24,10,0,8,0,0
36,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,25,20,0,10,0,0
51,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,2,0,1,0,1
45,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,20,12,0,5,0,1
31,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,11,7,0,5,0,0
25,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,0,0,1,0,0,1,0,0,29,8,0,7,0,0
25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
12,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,11,6,0,4,0,0
15,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,14,1,0,2,0,0
41,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1
32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,10,5,0,3,0,1
32,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,33,9,1,6,1,1
42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,10,5,0,3,0,1
26,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,8,1,0,1,0,1
51,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,11,2,1,0,0,1
32,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,7,12,0,7,0,1
44,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,27,4,0,3,1,1
43,0,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,1,1,0,0,1,18,1,0,1,1,1
20,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,10,2,0,2,0,1
33,1,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,17,5,0,2,1,0
28,0,0,0,0,0,0,0,1,1,1,1,3,1,1,0,0,0,0,1,0,1,1,0,0,29,8,0,4,0,0
19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
33,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,33,10,1,7,1,1
33,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,33,10,1,7,1,1
33,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,33,10,1,7,1,1
43,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,0,1,0,0,9,7,0,5,0,1
43,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,0,1,0,0,9,7,0,5,0,1
22,0,0,0,1,0,0,0,1,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,1,18,12,0,6,0,0
26,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,3,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,1,0,1,0,0
36,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,14,2,0,0,0,1
21,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,6,1,0,2,0,0
23,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,1,0,1,0,0,0,1,21,3,0,2,1,0
41,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,10,4,0,4,0,1
47,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10,4,0,0,0,1
18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,2,0,3,0,0
24,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,13,6,0,6,0,0
20,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,12,8,0,5,0,0
31,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,28,9,0,5,0,0
20,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,12,8,0,5,0,0
46,1,0,1,0,0,1,0,1,1,1,0,2,1,0,1,0,0,0,1,1,0,1,0,0,11,14,0,10,0,1
29,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,33,10,1,7,1,1
50,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,0,0,0,1,1,0,1,0,1,14,10,0,6,0,0
42,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,3,0,1,0,1
43,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10,3,1,1,0,1
40,1,0,1,0,0,0,0,1,1,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,10,9,0,4,0,0
45,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,9,4,0,4,0,1
37,0,0,1,0,0,0,0,1,1,1,1,3,1,1,0,0,0,0,1,0,1,1,0,0,10,15,0,6,0,0
35,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,20,2,0,0,1,1
37,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,10,15,0,18,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,5,0,0
42,0,0,0,1,0,0,0,1,1,1,1,4,0,1,1,0,1,0,0,1,1,1,0,0,30,15,0,9,0,0
42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,10,5,0,3,0,1
35,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0,0,0,0,1,0,0,1,0,0,10,6,0,6,0,0
28,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,1,16,5,0,6,0,1
42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,10,5,0,3,0,1
29,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,2,0,2,0,0
42,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,19,5,0,1,1,1
45,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,9,3,0,0,0,1
22,0,0,0,1,0,0,0,1,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,1,20,12,0,6,0,0
48,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,25,2,1,1,0,1
18,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,11,7,0,5,0,0
18,0,0,0,0,0,0,0,1,1,1,0,3,1,1,0,1,0,0,1,0,0,1,0,0,12,9,0,3,0,0
45,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,20,12,0,5,0,1
23,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,18,2,0,2,1,1
35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
45,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,20,13,0,6,0,1
20,0,0,0,0,0,0,0,1,1,1,1,2,0,1,1,0,0,0,0,1,0,1,0,0,11,11,0,9,0,0
41,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,17,4,1,2,0,1
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
23,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,9,3,0,4,0,0
34,1,0,0,0,0,0,0,1,1,1,1,4,1,0,0,0,0,0,1,0,0,1,0,0,8,5,0,4,0,0
43,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10,7,0,2,0,1
34,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0
18,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,6,11,0,10,0,0
40,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,32,5,1,3,1,1
35,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,35,8,1,3,1,1
43,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,23,0,0,0,0,1
24,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,12,5,0,9,1,1
24,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,12,5,0,9,1,1
24,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,12,5,0,9,1,1
24,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,12,5,0,9,1,1
45,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,18,13,0,6,0,1
28,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,11,4,0,8,0,1
39,0,0,0,0,0,0,0,1,1,1,1,2,0,1,1,0,0,0,0,1,0,1,0,0,12,14,0,7,0,0
35,0,1,1,0,0,0,0,1,1,1,1,5,1,1,0,0,0,0,1,0,0,1,0,0,28,18,0,8,0,0
37,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,25,0,0,0,0,1
23,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,1,0,0,1,1,0,1,0,0,15,5,0,4,0,0
27,0,0,0,1,0,0,0,1,1,1,1,3,1,0,0,0,0,0,1,1,0,1,0,1,12,5,0,3,0,0
49,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,10,2,0,2,0,1
33,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,15,5,0,7,0,0
45,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,29,10,1,9,1,1
31,0,0,0,1,0,0,0,1,1,1,1,2,1,1,0,0,0,0,1,1,1,1,0,0,33,7,0,5,0,0
45,1,0,1,0,0,1,0,1,1,1,0,3,1,0,1,0,0,0,1,1,0,1,0,0,14,14,0,10,0,1
17,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,5,4,0,4,0,0
49,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,20,2,1,0,0,1
45,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26,7,0,4,0,0
34,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,5,0,3,0,0
24,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,5,4,0,4,0,1
25,0,0,0,0,0,0,0,1,1,1,1,4,0,1,0,0,0,0,1,0,0,1,0,0,10,8,0,3,0,0
41,1,0,0,0,0,0,0,1,1,1,1,4,1,0,1,0,0,0,1,1,0,1,1,0,32,16,0,15,0,0
26,0,0,0,0,0,0,0,1,1,1,1,5,1,1,1,0,0,0,1,1,0,1,0,0,14,17,0,10,0,0
13,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,13,7,0,4,0,0
15,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,1
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
19,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7,4,0,4,0,0
39,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,7,5,0,1,0,0
31,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,27,15,0,6,1,0
14,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,10,4,0,7,0,1
18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0
39,1,1,1,1,1,0,1,1,1,0,1,3,1,1,1,1,1,0,0,1,0,1,1,1,24,13,1,13,1,1
36,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,25,22,0,10,0,1
35,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,0,0,0,1,0,1,1,0,0,26,14,0,15,0,0
27,0,0,0,0,0,0,0,1,1,1,1,4,1,1,0,0,0,0,0,1,1,1,0,0,26,18,0,13,0,0
35,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,0,0,0,1,0,1,1,0,0,26,14,0,15,0,0
34,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,27,3,0,3,0,0
25,0,0,0,0,0,0,0,1,1,1,0,4,0,1,1,0,0,0,1,1,0,1,0,0,15,13,0,6,0,0
37,1,0,0,0,0,0,0,1,1,1,1,7,0,1,0,0,0,0,1,1,1,1,0,0,21,11,0,7,0,0
20,0,0,0,1,0,0,0,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,1,0,12,11,0,12,0,0
47,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,28,4,0,5,1,1
12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,11,1,0,1,0,0
40,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,8,5,0,2,0,1
19,0,0,0,0,0,0,0,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,6,10,0,5,0,0
35,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,2,0,2,0,1
17,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22,3,0,4,0,0
27,0,0,0,0,0,0,0,1,1,1,1,8,0,1,0,0,0,0,1,0,0,1,0,0,28,14,0,9,0,0
38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,1,0,0
23,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,15,10,0,6,0,0
18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0
50,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,10,4,0,8,0,1
22,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20,3,0,3,0,0
22,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20,3,0,3,0,0
24,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,23,2,0,2,1,1
