feature,importance
perm_android.permission.READ_PHONE_STATE,0.5379738323723597
intent_com.google.android.c2dm.intent.RECEIVE,0.12572910965895284
suspicious_Base64,0.08243766936545861
suspicious_getSubscriberId,0.04272927566835532
perm_android.permission.GET_TASKS,0.04205151536018071
suspicious_getCellLocation,0.03977775812854865
n_urls,0.038758905521099514
suspicious_getSystemService,0.01805275392587271
suspicious_Ldalvik/system/PathClassLoader;,0.01648920141018674
intent_com.google.firebase.INSTANCE_ID_EVENT,0.00987778533981901
suspicious_sendTextMessage,0.009767235452317127
intent_com.android.vending.INSTALL_REFERRER,0.007037016654962303
perm_android.permission.SYSTEM_ALERT_WINDOW,0.006159612747055476
perm_com.google.android.c2dm.permission.RECEIVE,0.004381721175835939
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.003881138643180904
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.003277063315285727
intent_android.intent.action.USER_PRESENT,0.0029079768840114106
n_providers,0.002468233602374897
n_permissions,0.0018692151626725098
n_receivers,0.00178216892615542
suspicious_getExternalStorageDirectory,0.0012467537341708797
n_activities,0.0009921967957528886
suspicious_Ljava/lang/Runtime;->exec,0.000351860155390603
