intent_android_net_conn_CONNECTIVITY_CHANGE,intent_android_intent_action_PACKAGE_REMOVED,intent_android_intent_action_PACKAGE_CHANGED,intent_android_intent_action_PACKAGE_ADDED,intent_android_intent_action_PACKAGE_RESTARTED,perm_android_permission_ACCESS_COARSE_LOCATION,n_api_calls,intent_android_intent_action_ACTION_POWER_CONNECTED,intent_android_intent_action_ACTION_POWER_DISCONNECTED,intent_android_intent_action_QUICKBOOT_POWERON,n_providers,n_used_permissions,suspicious_Ldalvik_system_PathClassLoader_,intent_com_android_vending_INSTALL_REFERRER,intent_com_google_android_c2dm_intent_RECEIVE,perm_android_permission_GET_TASKS,perm_android_permission_RECEIVE_BOOT_COMPLETED,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_com_google_android_c2dm_permission_RECEIVE,perm_com_android_launcher_permission_UNINSTALL_SHORTCUT,perm_android_permission_SEND_SMS,intent_com_google_firebase_INSTANCE_ID_EVENT,intent_com_google_firebase_MESSAGING_EVENT,n_urls,n_permissions,n_receivers,n_services,intent_android_intent_action_BOOT_COMPLETED,intent_android_intent_action_VIEW,perm_android_permission_NFC,label
1,0,0,0,0,0,47,0,1,0,1,13,0,1,0,0,1,0,0,0,0,0,0,105,8,8,4,1,0,0,0
0,0,0,0,0,0,28,0,0,0,0,10,0,0,1,0,1,0,1,0,0,0,0,34,7,6,1,1,0,0,0
1,0,0,0,0,0,18,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,13,2,1,0,0,0,0,1
1,0,0,0,0,1,46,1,1,0,2,14,0,1,1,0,1,0,1,0,0,0,0,98,15,4,6,1,1,0,1
0,0,0,0,0,1,39,0,0,0,2,11,0,0,1,0,0,0,1,0,1,0,0,23,21,4,7,0,1,0,1
0,1,0,1,0,1,58,0,0,1,0,14,0,0,0,1,1,1,0,0,1,0,0,210,34,2,5,1,1,0,0
0,0,0,0,0,1,36,0,0,0,0,11,0,1,1,0,1,0,1,0,0,0,0,21,14,5,6,1,0,0,0
0,0,0,0,0,0,33,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,55,3,0,0,0,0,0,0
0,0,0,0,0,0,16,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,27,2,0,1,0,0,0,0
0,0,0,0,0,1,42,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,164,15,0,4,0,1,0,0
0,0,0,1,0,1,24,0,0,0,6,9,0,0,0,0,1,1,0,1,0,0,0,46,15,2,1,1,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
0,0,0,0,0,0,45,0,0,1,1,18,1,0,1,0,1,0,1,0,0,0,0,74,25,4,7,1,0,0,0
0,0,0,0,0,1,18,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,8,11,0,1,0,1,0,0
0,0,0,0,0,0,18,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,1,1
0,0,0,0,0,0,16,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,16,3,1,1,0,0,0,0
0,0,0,0,0,0,22,0,0,0,1,8,0,0,1,0,0,0,1,0,0,0,0,29,16,2,5,0,0,0,0
0,0,0,0,0,0,18,0,0,0,1,7,1,1,1,0,0,0,1,0,0,1,1,71,8,6,12,0,1,0,0
1,1,0,1,0,1,40,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,33,16,3,5,0,0,0,0
0,0,0,0,0,1,8,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0
0,0,0,1,0,0,15,0,0,0,0,7,0,0,1,0,1,0,1,0,0,0,0,20,14,5,1,0,1,0,1
0,0,0,0,0,0,32,0,1,0,5,11,1,1,1,0,1,0,1,0,0,1,1,202,11,12,16,1,1,0,0
0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,0,9,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,18,7,1,1,0,1,0,0
0,0,0,0,0,0,17,1,1,0,1,9,0,0,0,0,0,0,1,0,0,0,0,93,13,1,3,0,0,0,0
0,0,0,0,0,1,46,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,39,13,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,28,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,0,133,17,8,12,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0
0,0,0,0,0,0,20,0,0,0,1,9,1,0,1,1,0,0,1,0,0,0,0,19,10,1,4,0,0,0,0
0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1,1,0,0,0,1,39,0,0,0,3,12,0,1,1,1,1,0,1,0,1,1,1,109,24,13,13,1,1,0,0
0,0,0,0,0,0,18,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0
0,0,0,0,0,0,46,0,0,0,1,15,0,1,0,0,0,0,0,0,0,0,0,52,7,4,2,1,1,0,0
0,0,0,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,4,0,1,0,0,0,0
0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0
0,0,0,0,0,0,14,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,30,6,1,3,0,0,0,0
0,0,0,0,0,0,19,0,0,0,5,9,0,0,1,0,0,0,1,0,0,1,1,56,27,6,13,1,1,0,0
0,0,0,0,0,0,17,0,0,0,1,11,1,1,1,0,0,0,1,0,0,1,0,32,12,4,7,0,0,0,1
0,0,0,0,0,0,34,0,0,0,4,14,1,1,1,0,0,0,1,0,0,1,1,120,12,3,18,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0
0,0,0,0,0,0,44,0,0,0,1,14,1,1,1,0,1,0,1,0,0,0,0,48,23,10,6,1,1,0,0
0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,37,5,0,0,0,1,0,0
0,0,0,0,0,0,21,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0
0,0,0,0,0,0,19,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0
0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
0,0,0,0,0,0,21,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,42,2,0,0,0,0,0,0
0,0,0,0,0,1,15,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1
0,0,0,0,0,0,19,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,61,3,2,4,0,0,0,0
0,0,0,0,0,0,21,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,21,3,2,1,0,0,0
0,0,0,0,0,0,25,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,29,3,0,1,0,0,0,0
1,0,0,0,0,1,20,1,1,0,9,11,1,1,1,0,1,1,1,1,0,1,1,78,21,19,15,1,1,0,0
0,0,0,0,0,0,22,0,0,0,1,10,1,1,1,0,0,0,1,0,0,1,0,32,7,3,4,0,0,0,0
0,0,0,0,0,1,19,0,0,0,1,8,0,0,1,0,0,0,1,0,0,0,0,64,13,3,1,0,0,0,0
1,0,0,0,0,1,41,0,0,0,0,9,1,0,0,1,0,1,0,1,1,0,0,201,53,7,20,0,0,0,0
0,0,0,0,0,1,32,0,0,0,6,15,1,1,1,0,0,0,1,0,0,0,1,46,12,5,8,0,0,0,0
0,0,0,0,0,0,22,0,0,1,2,11,1,1,1,0,1,0,1,0,0,1,1,44,38,8,14,1,1,0,0
0,0,0,0,0,0,30,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,38,3,0,1,0,0,0,1
0,0,0,0,0,0,21,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,30,8,1,2,0,0,0,0
0,0,0,0,0,0,18,0,0,0,1,7,0,0,0,1,1,0,1,0,0,0,0,34,13,2,2,0,0,0,0
0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0
0,0,0,0,0,0,16,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,29,6,1,9,0,0,0,0
0,0,0,0,0,0,22,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0
0,0,0,0,0,0,18,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0
0,0,0,0,0,1,37,0,0,0,1,10,0,1,1,0,1,0,1,0,0,0,0,101,11,5,6,1,0,0,0
0,0,0,0,0,0,14,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,65,5,5,3,0,0,0,0
0,0,0,0,0,0,30,0,0,0,0,9,1,1,0,0,1,0,0,0,0,0,0,38,9,2,2,1,0,0,0
0,0,0,0,0,0,20,0,0,0,2,9,1,1,1,1,0,0,1,0,0,1,0,31,9,3,4,0,0,0,0
1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,24,6,5,0,1,0,0
0,0,0,0,0,0,33,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,50,2,2,1,0,1,0,0
0,0,0,0,0,0,20,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0
0,0,0,0,0,1,14,0,0,1,3,5,0,0,1,0,1,0,1,0,0,0,0,48,13,6,6,1,1,0,1
0,0,0,0,0,0,19,0,0,0,0,8,1,0,1,1,0,0,1,0,0,0,0,19,9,1,1,0,0,0,0
0,0,0,0,0,1,21,0,0,0,1,10,1,0,0,0,0,0,1,0,0,0,0,53,11,2,3,0,1,0,0
0,0,0,0,0,0,26,0,0,0,3,10,0,1,1,0,0,0,1,0,0,1,1,85,11,7,10,0,0,0,0
0,0,0,0,0,0,17,0,0,0,1,8,0,0,1,1,0,0,1,0,0,1,1,1,12,4,6,1,0,0,0
0,0,0,0,0,0,31,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,29,11,1,1,0,0,0,0
0,0,0,0,0,0,27,0,0,0,3,14,1,1,1,0,1,0,1,0,0,0,1,25,24,3,9,1,1,0,1
1,0,0,0,0,0,52,0,0,0,2,14,1,1,1,0,0,0,1,0,0,1,1,123,12,14,21,0,1,0,0
0,0,0,0,0,0,25,0,0,1,0,10,1,1,1,0,1,0,1,0,0,0,0,33,24,6,10,1,0,0,0
0,0,0,0,0,0,17,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,30,4,1,36,0,0,0,0
0,0,0,0,0,0,33,0,1,0,6,16,1,1,1,0,1,0,1,0,0,1,1,136,12,12,17,1,1,0,1
1,0,0,0,0,1,28,0,0,0,3,10,0,0,0,1,1,0,0,0,0,0,0,65,29,7,10,1,1,0,0
0,0,0,0,0,0,19,0,0,0,1,7,1,1,1,0,0,0,1,0,0,1,0,18,9,5,5,0,0,0,0
0,0,0,0,0,0,21,0,0,1,1,10,1,0,1,0,1,0,1,0,0,0,0,48,26,7,10,1,0,0,0
1,0,0,0,0,1,24,0,0,0,1,9,1,1,1,0,0,0,1,0,0,0,0,156,18,7,18,1,1,0,0
0,0,0,0,0,1,32,1,1,0,1,11,0,0,1,0,1,0,1,0,0,0,0,43,20,6,12,1,1,0,0
0,0,0,0,0,0,33,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,28,7,2,4,0,0,0,0
0,0,0,0,0,0,16,0,0,0,2,6,1,0,1,0,0,0,1,0,0,1,1,9,7,3,3,0,0,0,0
0,0,0,0,0,0,34,0,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,42,5,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0
1,0,0,0,1,0,34,1,1,1,1,16,1,1,0,1,1,1,1,1,0,0,0,41,35,10,23,1,0,0,0
0,0,0,0,0,1,25,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,4,18,1,1,1,0,0,0
0,0,0,0,0,0,20,0,0,0,4,10,1,1,1,0,0,0,1,0,0,1,0,32,13,9,12,0,1,0,0
0,0,0,0,0,1,7,0,0,0,2,5,0,1,1,0,0,0,1,0,0,0,0,26,9,3,3,0,0,0,0
0,0,0,0,0,0,21,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,46,6,0,0,0,0,0,0
0,0,0,0,0,0,18,0,0,0,1,9,1,1,1,0,0,0,1,0,0,1,1,11,6,4,5,0,0,0,0
0,0,0,0,0,0,27,0,0,0,4,14,1,1,1,0,0,0,1,0,0,1,0,40,6,4,4,0,0,0,0
0,0,0,1,0,0,44,0,0,0,1,15,1,1,1,0,1,0,1,0,0,1,1,94,11,10,18,1,0,0,0
0,0,0,0,0,1,20,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,20,9,3,1,1,0,0,0
1,1,0,1,1,1,41,0,0,0,3,15,0,1,1,1,1,1,1,0,0,0,0,72,30,6,11,1,1,0,0
0,0,0,0,0,0,17,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0
0,0,0,0,0,0,22,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0
1,0,0,0,0,0,19,0,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,113,25,1,3,1,1,1,0
0,0,0,0,0,0,20,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0
0,0,0,0,0,0,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
0,0,0,0,0,0,6,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0
0,0,0,0,0,0,28,0,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0,41,8,1,2,0,0,0,0
0,0,0,0,0,0,18,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,93,4,0,0,0,1,0,0
1,0,0,0,0,1,8,0,0,0,3,5,1,1,1,0,0,0,1,0,0,1,1,35,9,5,8,0,1,0,0
0,0,0,0,0,1,12,0,0,0,1,5,1,0,1,0,0,0,1,0,0,0,0,3,17,2,3,0,0,0,0
0,0,0,0,0,0,7,0,0,0,2,5,1,1,1,0,0,0,1,0,0,1,0,37,6,4,2,0,0,0,0
1,0,0,0,0,1,47,0,0,0,9,17,1,0,0,1,0,0,0,0,0,0,0,186,38,16,17,1,1,0,0
0,0,0,0,0,1,11,0,0,0,1,7,1,1,1,1,0,0,1,0,0,1,1,8,13,3,7,0,0,0,0
1,0,0,0,0,1,46,0,0,0,1,13,0,0,1,1,0,0,1,0,0,0,0,159,34,10,11,1,1,0,0
0,0,0,0,0,0,6,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,5,8,1,0,0,0,0,0
0,0,0,0,0,0,17,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,357,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,1,0,0
0,0,0,0,0,0,22,0,0,0,1,11,1,0,0,0,0,0,1,0,0,0,0,50,9,0,0,0,0,0,1
0,0,0,0,0,0,19,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0
1,0,0,0,0,1,58,1,1,0,5,16,1,1,1,0,1,0,1,0,0,0,1,67,29,16,19,1,1,0,0
0,0,0,0,0,0,22,0,0,0,2,11,1,1,1,0,0,0,1,0,0,1,1,53,7,4,10,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,26,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0
1,0,0,0,0,0,23,1,1,0,6,9,1,1,1,0,1,0,1,0,0,1,1,48,10,14,10,1,0,0,0
0,0,0,0,0,0,13,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0
1,0,0,0,0,1,25,0,0,0,4,11,1,1,1,0,0,0,1,0,0,1,1,56,13,4,10,0,1,0,0
0,0,0,0,0,1,53,0,0,0,1,22,1,0,0,0,0,0,0,0,0,0,0,78,8,1,3,1,0,0,0
0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
0,0,0,0,0,0,21,0,0,0,1,9,1,1,1,0,0,0,1,0,0,1,1,64,8,6,10,0,1,0,0
0,0,0,0,0,0,18,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,111,5,0,0,0,0,0,0
0,0,0,0,0,1,41,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,101,17,0,1,0,0,0,0
1,0,0,0,0,0,17,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,4,3,6,1,1,0,0,0
0,0,0,0,0,1,17,0,0,0,0,7,1,0,1,0,1,0,1,0,0,0,0,34,29,7,4,1,0,0,0
0,0,0,0,0,0,15,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,32,6,1,69,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,43,5,11,0,0,0,0
1,0,0,0,0,0,29,0,0,0,5,16,1,1,1,0,0,0,1,0,0,1,1,157,9,8,19,0,1,0,0
0,0,0,0,0,0,22,0,0,1,3,10,1,1,0,0,0,0,0,0,0,0,0,37,6,3,7,1,0,0,1
1,0,0,0,0,0,44,0,0,1,3,15,1,1,1,1,1,0,1,0,0,1,1,93,28,11,13,1,1,0,0
0,0,0,0,0,0,18,0,0,0,1,7,0,0,1,0,0,0,1,0,0,1,0,15,5,3,2,0,0,0,0
1,0,0,0,1,0,28,0,0,1,1,10,1,0,0,0,1,0,0,0,0,0,0,80,8,8,17,1,0,0,0
0,0,0,0,0,0,27,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,17,16,1,0,0,0,0,0
0,0,0,0,0,1,19,0,0,0,1,7,1,1,1,0,0,0,1,0,0,1,1,91,18,6,9,0,1,0,0
0,0,0,0,0,1,35,0,0,0,3,15,0,1,1,0,0,0,1,0,0,1,1,78,13,4,4,0,1,0,0
0,0,0,0,0,0,19,0,0,0,3,8,1,1,1,1,0,0,1,0,0,1,1,86,18,5,9,0,1,0,0
0,0,0,0,0,0,15,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,39,6,2,22,0,0,0,0
0,0,0,0,0,0,26,0,0,0,5,11,1,1,1,0,0,0,1,0,0,1,1,23,10,5,7,0,1,0,0
0,0,0,0,0,0,31,0,0,0,4,15,1,0,1,0,0,0,1,0,0,1,1,44,12,3,8,0,1,0,0
0,0,0,0,0,0,46,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,35,12,0,4,0,0,0,0
0,0,0,0,0,0,9,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,23,3,1,1,0,0,0,1
1,0,0,0,0,0,47,0,1,0,1,13,0,1,0,0,1,0,0,0,0,0,0,105,8,8,4,1,0,0,0
0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0
0,0,0,0,0,1,19,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,32,8,0,1,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,12,6,1,2,0,0,0,0
0,0,0,0,0,0,13,0,0,0,1,6,0,0,1,0,0,0,1,0,0,0,0,8,6,2,3,0,0,0,1
0,0,0,0,0,0,23,0,0,0,2,14,1,1,1,0,0,0,1,0,0,1,0,32,9,5,5,0,0,0,0
0,0,0,0,0,0,3,0,0,0,1,3,1,1,1,0,0,0,1,0,0,1,0,8,5,4,2,0,0,0,0
0,0,0,0,0,1,19,0,0,0,3,9,1,0,1,0,0,0,1,0,0,1,1,72,8,1,6,0,0,0,0
0,0,0,0,0,0,28,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0
0,0,0,0,0,1,23,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,1,32,15,9,18,0,1,0,0
0,0,0,0,0,0,17,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,9,2,1,1,0,0,0,0
0,0,0,0,0,1,28,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,0,133,17,8,12,1,1,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17,0,0,0,1,0,0
0,0,0,0,0,0,12,0,0,0,1,5,0,0,1,0,0,0,1,0,0,1,0,7,11,4,5,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,42,5,0,1,0,0,0,0
0,0,0,0,0,0,18,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0
0,0,0,0,0,0,12,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0
1,0,0,0,0,0,25,0,0,0,0,7,0,0,1,0,1,0,1,0,1,0,0,28,15,8,7,1,0,0,0
0,0,0,0,0,0,5,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0
1,0,0,0,0,0,30,1,1,0,6,12,1,1,1,0,1,0,1,0,0,1,1,41,33,10,10,1,1,0,0
0,0,0,0,0,0,26,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27,9,0,4,0,0,0,0
1,1,0,0,0,1,61,0,0,0,1,15,0,0,0,1,1,0,0,0,0,0,0,88,26,9,12,1,1,0,0
0,0,0,0,0,0,28,0,0,0,2,12,1,0,0,0,0,0,0,0,0,0,0,55,10,1,4,0,0,0,0
0,0,0,0,0,1,6,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0
0,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0
0,0,0,0,0,0,37,1,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,30,10,1,2,0,0,0,0
0,0,0,0,0,1,34,0,0,0,2,8,1,0,1,1,0,0,1,0,0,0,0,32,17,1,5,0,1,0,0
0,0,0,0,0,0,23,0,0,1,4,10,1,1,1,0,1,0,1,0,0,1,1,124,10,6,10,1,0,0,1
0,0,0,0,0,1,36,0,0,0,10,15,1,1,1,0,1,1,1,1,0,0,0,46,32,14,35,1,1,1,0
0,0,0,0,0,0,18,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0
1,1,0,1,0,0,18,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,40,12,4,4,0,1,0,0
0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0
0,0,0,0,0,0,21,0,0,0,1,5,0,0,1,0,0,0,1,0,0,0,0,17,10,2,3,0,0,0,0
0,0,0,0,0,0,19,0,0,1,0,7,1,1,1,0,1,0,1,0,0,0,0,24,24,6,5,1,0,0,0
0,0,0,0,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0,0,19,0,0,0,1,7,1,1,1,0,0,0,1,0,0,1,0,27,5,4,3,0,0,0,0
0,0,0,0,0,0,9,0,0,1,5,8,1,1,1,0,1,0,1,0,0,1,1,41,11,6,12,1,1,0,0
0,0,0,0,0,0,23,0,0,0,0,11,0,1,1,0,1,0,1,0,0,0,0,176,8,6,5,1,0,0,0
0,0,0,0,0,0,11,0,0,0,2,7,1,1,1,0,0,0,1,0,0,1,1,166,12,5,11,0,0,0,0
0,0,0,0,0,0,31,0,0,0,4,16,1,1,0,1,0,0,1,0,0,0,0,59,12,4,5,0,1,0,0
0,0,0,0,0,0,22,0,0,0,7,11,1,1,1,0,1,0,1,0,0,1,1,75,11,11,21,0,1,0,0
0,0,0,0,0,0,20,0,0,1,1,11,1,0,0,0,1,0,0,0,0,0,0,24,3,2,0,1,0,0,0
1,1,0,1,0,0,43,0,0,1,1,14,1,1,0,0,1,0,0,0,0,0,0,142,8,14,8,1,0,0,0
0,0,0,0,0,0,21,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,63,5,1,0,0,0,0,0
0,0,0,0,0,0,26,0,0,1,4,13,1,1,1,0,1,0,1,0,0,0,1,45,29,8,15,1,0,0,0
0,0,0,0,0,0,22,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,44,2,0,0,0,0,0,0
0,0,0,0,0,0,24,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,40,4,4,4,0,0,0,0
0,0,0,0,0,0,19,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,12,5,2,1,1,0,0,1
1,0,0,0,0,1,23,0,0,1,2,10,1,1,1,0,1,0,1,0,0,1,0,118,16,10,12,1,1,0,0
0,0,0,0,0,0,13,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,1
1,0,0,1,0,1,56,0,0,0,0,16,0,0,0,1,1,1,0,1,1,0,0,29,37,10,9,1,0,0,0
0,0,0,0,0,0,26,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,20,3,2,2,0,0,0,0
0,0,0,0,0,0,6,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,1,5,1,1,1,0,0,0,1,0,0,1,0,12,7,3,5,0,0,0,0
0,0,0,0,0,0,21,0,0,0,1,9,0,0,1,0,0,0,1,0,0,1,1,45,9,4,9,0,1,0,0
0,0,0,0,0,0,5,0,0,0,1,4,0,0,1,0,0,0,1,0,0,1,0,19,7,4,2,1,1,0,0
0,0,0,0,0,0,5,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0
0,0,0,0,0,0,26,0,0,0,3,13,1,1,1,0,0,0,0,0,0,0,0,73,3,3,3,0,0,0,0
0,0,0,0,0,1,22,0,0,1,3,8,1,1,1,0,1,0,1,0,0,1,1,95,30,4,8,1,1,0,0
