cluster_id,anchor_index,n_samples,class_0,class_1,mi_mean_all,mi_mean_top30,mi_mean_rest,mi_delta_top30_rest,mi_ratio_top30_all,acc_top30,f1_top30,top30_features
0,27735,250,250,0,0.0,0.0,0.0,0.0,0.0,,,[]
1,37855,250,180,70,0.012358367343370652,0.1172946391084378,0.009112915639296412,0.1081817234691414,9.491111232533292,0.96,0.9302325581395349,"['perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'perm_android.permission.GET_TASKS', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.CHANGE_CONFIGURATION', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'suspicious_Ljava/lang/Runtime;->exec', 'perm_com.android.launcher.permission.READ_SETTINGS', 'n_providers', 'suspicious_getSubscriberId', 'perm_com.google.android.c2dm.permission.RECEIVE', 'perm_android.permission.WRITE_SOCIAL_STREAM', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_com.google.android.providers.gsf.permission.READ_GSERVICES', 'intent_android.intent.action.CAL', 'suspicious_Ldalvik/system/PathClassLoader;', 'intent_android.provider.Telephony.SMS_RECEIVED2', 'intent_com.google.android.c2dm.intent.REGISTRATION', 'perm_android.permission.RECORD_AUDIO', 'intent_org.agoo.android.intent.action.ELECTION_RESULT_V4', 'n_permissions', 'perm_android.permission.BAIDU_LOCATION_SERVICE', 'intent_org.agoo.android.intent.action.RECEIVE', 'intent_com.qihoo.appstore.ACTION_CLEAN_STOP_SERVICE', 'intent_com.kingroot.common.ACTION_SWITCH_IN_DESKTOP', 'perm_android.permission.BROADCAST_PACKAGE_INSTALL', 'intent_android.intent.action.DOWNLOAD_NOTIFY', 'intent_com.qihoo.appstore.zhushouhelper.IZhushouHelperService', 'intent_com.urbanairship.actions.SHOW_LANDING_PAGE_INTENT_ACTION', 'perm_android.permission.CALL_PHONE']"
2,33455,250,246,4,0.002880849201346587,0.036888628833385805,0.0018290622024175393,0.035059566630968264,12.804776041780688,0.9866666666666667,0.0,"['suspicious_Cipher', 'suspicious_Base64', 'suspicious_Ljava/lang/System;->load', 'suspicious_getSystemService', 'suspicious_getExternalStorageDirectory', 'perm_android.permission.ACCESS_NETWORK_STATE', 'perm_android.permission.ACCESS_WIFI_STATE', 'intent_com.qihoo.appstore.battery.NOTIFY', 'intent_android.intent.action.ERROR_NOTIFY', 'suspicious_Ljava/lang/System;->loadLibrary', 'perm_com.samsung.android.providers.context.permission.WRITE_RECORD_AUDIO', 'intent_safiap.GET_SHARED_DATA', 'intent_com.qihoo.appstore.ACTION_UNLOCK_BROADCAST_RECEIVE', 'suspicious_getDeviceId', 'intent_android.intent.action.SEND', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.YouTubeUser', 'perm_com.google.android.c2dm.permission.RECEIVE', 'perm_android.permission.ACCESS_MOCK_LOCATION', 'intent_com.umeng.message.unregistercallback.action', 'perm_android.permission.SET_TIME_ZONE', 'perm_android.permission.MODIFY_PHONE_STATE', 'n_providers', 'intent_android.intent.action.MAIN', 'intent_com.google.android.c2dm.intent.RECEIVE', 'n_services', 'intent_com.tencent.mm.plugin.openapi.Intent.ACTION_REFRESH_WXAPP', 'intent_com.qihoo.appstore.launcher.shortcut.HAOWU', 'intent_android.intent.action.NOTIFICATION_ADD', 'perm_com.actionlauncher.playstore.permission.READ_SETTINGS', 'perm_android.permission.ACCESS_CHECKIN_PROPERTIES']"
3,6751,250,214,36,0.01266251659117911,0.10050313519499185,0.009945796428174591,0.09055733876681726,7.9370585200262465,0.9466666666666667,0.8333333333333334,"['intent_com.google.android.c2dm.intent.RECEIVE', 'perm_com.google.android.c2dm.permission.RECEIVE', 'perm_android.permission.CHANGE_WIFI_STATE', 'n_providers', 'intent_com.android.vending.INSTALL_REFERRER', 'intent_android.intent.action.NOTIFICATION_UPDATE', 'n_activities', 'perm_android.permission.WRITE_SMS', 'perm_com.sec.android.provider.badge.permission.READ', 'n_permissions', 'intent_com.google.firebase.INSTANCE_ID_EVENT', 'intent_com.google.firebase.MESSAGING_EVENT', 'intent_com.google.android.c2dm.intent.REGISTRATION', 'intent_android.intent.action.MEDIA_MOUNTED', 'n_api_calls', 'intent_android.intent.action.BATTERY_CHANGED', 'intent_android.intent.action.MEDIA_REMOVED', 'intent_android.intent.action.SCREEN_ON', 'intent_android.intent.action.NOTIFICATION_REMOVE', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'intent_android.provider.Telephony.SMS_RECEIVED', 'intent_android.intent.action.ANY_DATA_STATE', 'intent_com.sjm.avplay.SHOW_ACTIVITY', 'intent_android.bluetooth.adapter.action.STATE_CHANGED', 'intent_android.intent.action.RESPOND_VIA_MESSAGE', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'perm_me.everything.badger.permission.BADGE_COUNT_WRITE', 'perm_com.anddoes.launcher.permission.UPDATE_COUNT', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT']"
4,6786,250,234,16,0.005709881010896916,0.03976071808736703,0.004656762338428769,0.035103955748938265,6.963493286722863,0.9333333333333333,0.0,"['n_activities', 'intent_com.mobiletool.appstore.action.appdetail', 'intent_com.baoruan.launcher3.ACTION_THEME', 'perm_com.android.voicemail.permission.ADD_VOICEMAIL', 'intent_com.sina.weibo.sdk.action.ACTION_SDK_REQ_ACTIVITY', 'intent_com.qihoo.hongbao.LOGIN', 'intent_com.sogou.androidtool.action.update', 'intent_com.huawei.intent.action.PUSH_STATE', 'n_permissions', 'perm_android.permission.INJECT_EVENTS', 'intent_pushy.me', 'intent_download.service.action', 'intent_com.android.vending.INSTALL_REFERRER', 'intent_com.sogou.androidtool.action.sdk', 'intent_com.Remind.alarm.repeat', 'intent_com.easou.eyou.START_EPAY_PROXY_ACTIVITY', 'perm_android.permission.REQUEST_INSTALL_PACKAGES', 'perm_org.adw.launcher.permission.READ_SETTINGS', 'perm_com.yulong2.android.launcher.permission.WRITE_SETTINGS', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.adwords', 'perm_android.permission.WRITE_MEDIA_STORAGE', 'intent_com.qihoo.appstore.clean.result', 'perm_com.miui.mihome2.permission.WRITE_SETTINGS', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.android', 'intent_com.tencent.android.tpush.action.FEEDBACK', 'perm_android.permission.TRANSMIT_IR', 'intent_com.lge.launcher2.THEME', 'suspicious_Ljava/lang/Runtime;->exec', 'perm_android.webkit.permission.PLUGIN', 'intent_cn.jpush.android.intent.PushService']"
5,26534,250,20,230,0.007872304399605045,0.0607942274825415,0.00623554389188536,0.05455868359065614,7.722545317936582,0.9466666666666667,0.9714285714285714,"['n_api_calls', 'suspicious_getPackageInfo', 'n_used_permissions', 'perm_com.majeur.launcher.permission.UPDATE_BADGE', 'perm_android.permission.READ_PHONE_STATE', 'suspicious_Base64', 'n_urls', 'perm_com.sec.android.provider.badge.permission.READ', 'perm_android.permission.WRITE_EXTERNAL_STORAGE', 'perm_com.sec.android.provider.badge.permission.WRITE', 'perm_com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'perm_me.everything.badger.permission.BADGE_COUNT_WRITE', 'intent_com.snipermob.sdk.notification', 'perm_android.permission.SEND_SMS', 'perm_android.permission.WRITE_SMS', 'suspicious_getExternalStorageDirectory', 'suspicious_getSystemService', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_android.permission.RECEIVE_SMS', 'suspicious_system/bin/su', 'intent_com.qihoo.appstore.ACTION_CHECK_PHOTOS', 'perm_android.permission.UPDATE_APP_OPS_STATS', 'n_providers', 'perm_com.huawei.android.launcher.permission.CHANGE_BADGE', 'perm_com.google.android.googleapps.permission.GOOGLE_AUTH.speechpersonalization', 'intent_android.intent.action.SIM_STATE_CHANGED', 'intent_com.qihoo360.daemon.pcdaemon.NotifyServiceStop2', 'intent_com.evernote.android.job.ADD_JOB_CREATOR', 'perm_android.permission.FOREGROUND_SERVICE', 'intent_com.huawei.intent.action.PUSH']"
6,38398,250,48,202,0.013160178651682994,0.11558781937243753,0.00999231347475244,0.1055955058976851,8.7831497148905,0.9333333333333333,0.9586776859504132,"['n_api_calls', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'perm_android.permission.GET_TASKS', 'perm_com.sec.android.provider.badge.permission.READ', 'perm_com.anddoes.launcher.permission.UPDATE_COUNT', 'perm_com.majeur.launcher.permission.UPDATE_BADGE', 'perm_com.htc.launcher.permission.UPDATE_SHORTCUT', 'perm_com.sec.android.provider.badge.permission.WRITE', 'n_urls', 'perm_com.android.launcher.permission.READ_SETTINGS', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_com.sonyericsson.home.permission.BROADCAST_BADGE', 'perm_com.google.android.c2dm.permission.RECEIVE', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'suspicious_getSystemService', 'suspicious_getPackageInfo', 'perm_android.permission.READ_LOGS', 'perm_android.permission.CHANGE_CONFIGURATION', 'perm_android.permission.SYSTEM_OVERLAY_WINDOW', 'n_used_permissions', 'perm_com.huawei.launcher3.permission.WRITE_SETTINGS', 'perm_android.permission.ACCESS_WIFI_STATE', 'intent_com.mobiletool.appstore.action.download', 'n_permissions', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'perm_android.permission.READ_PHONE_STATE', 'perm_com.huawei.android.launcher.permission.CHANGE_BADGE', 'suspicious_getCellLocation', 'intent_com.google.android.gms.iid.InstanceID', 'intent_cn.play.dservice']"
7,49031,250,249,1,3.3306690738754696e-16,3.3306690738754696e-16,3.3306690738754696e-16,0.0,1.0,,,"['n_api_calls', 'perm_android.permission.GET_TASKS', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'n_urls', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'n_used_permissions', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_android.permission.SEND_SMS', 'n_permissions', 'suspicious_getSubscriberId', 'intent_android.intent.action.USER_PRESENT', 'perm_android.permission.CHANGE_NETWORK_STATE', 'perm_android.permission.WRITE_SETTINGS', 'perm_android.permission.READ_SMS', 'perm_android.permission.WRITE_SMS', 'suspicious_getSystemService', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'perm_android.permission.READ_LOGS', 'suspicious_Base64', 'perm_android.permission.RECEIVE_SMS', 'suspicious_Ldalvik/system/PathClassLoader;', 'suspicious_getPackageInfo', 'intent_android.intent.action.PACKAGE_ADDED', 'perm_android.permission.ACCESS_WIFI_STATE', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_com.android.launcher.permission.READ_SETTINGS', 'intent_android.intent.action.PACKAGE_REMOVED', 'suspicious_getExternalStorageDirectory']"
8,17533,250,249,1,3.3306690738754696e-16,3.3306690738754696e-16,3.3306690738754696e-16,0.0,1.0,,,"['n_api_calls', 'perm_android.permission.GET_TASKS', 'perm_android.permission.READ_PHONE_STATE', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'n_urls', 'perm_android.permission.SYSTEM_ALERT_WINDOW', 'n_used_permissions', 'perm_com.android.launcher.permission.INSTALL_SHORTCUT', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_android.permission.SEND_SMS', 'n_permissions', 'suspicious_getSubscriberId', 'intent_android.intent.action.USER_PRESENT', 'perm_android.permission.CHANGE_NETWORK_STATE', 'perm_android.permission.WRITE_SETTINGS', 'perm_android.permission.READ_SMS', 'perm_android.permission.WRITE_SMS', 'suspicious_getSystemService', 'intent_android.net.conn.CONNECTIVITY_CHANGE', 'perm_android.permission.READ_LOGS', 'suspicious_Base64', 'perm_android.permission.RECEIVE_SMS', 'suspicious_Ldalvik/system/PathClassLoader;', 'suspicious_getPackageInfo', 'intent_android.intent.action.PACKAGE_ADDED', 'perm_android.permission.ACCESS_WIFI_STATE', 'intent_com.google.android.c2dm.intent.RECEIVE', 'perm_com.android.launcher.permission.READ_SETTINGS', 'intent_android.intent.action.PACKAGE_REMOVED', 'suspicious_getExternalStorageDirectory']"
9,45174,250,213,37,0.015316233457939891,0.1789035908535668,0.010256830651889575,0.16864676020167724,11.680651861624876,0.9866666666666667,0.9565217391304348,"['perm_com.sec.android.provider.badge.permission.READ', 'perm_com.sec.android.provider.badge.permission.WRITE', 'perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'perm_com.anddoes.launcher.permission.UPDATE_COUNT', 'perm_com.sonyericsson.home.permission.BROADCAST_BADGE', 'perm_com.htc.launcher.permission.UPDATE_SHORTCUT', 'perm_android.permission.ACCESS_WIFI_STATE', 'perm_com.majeur.launcher.permission.UPDATE_BADGE', 'suspicious_getSubscriberId', 'perm_android.permission.READ_SMS', 'n_providers', 'perm_com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'suspicious_getCellLocation', 'perm_android.permission.CHANGE_WIFI_STATE', 'perm_com.oppo.launcher.permission.WRITE_SETTINGS', 'perm_android.permission.READ_PHONE_STATE', 'perm_com.huawei.android.launcher.permission.CHANGE_BADGE', 'perm_android.permission.READ_APP_BADGE', 'n_receivers', 'perm_android.permission.READ_CALL_LOG', 'suspicious_getDeviceId', 'suspicious_Cipher', 'intent_android.intent.action.USER_PRESENT', 'perm_com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'n_activities', 'n_api_calls', 'n_urls', 'perm_android.permission.GET_TASKS', 'perm_com.google.android.c2dm.permission.RECEIVE', 'intent_android.intent.action.MAIN']"
