feature,importance
perm_android.permission.READ_PHONE_STATE,0.38858618655097565
intent_com.google.android.c2dm.intent.RECEIVE,0.0908159325247838
n_urls,0.0639022757672265
suspicious_Base64,0.059545906583619315
perm_android.permission.GET_TASKS,0.03176476675401304
suspicious_getSubscriberId,0.03037747517315726
suspicious_getCellLocation,0.02725710372068511
n_api_calls,0.025655812124127493
n_activities,0.02447614321200712
n_permissions,0.017394784315725484
suspicious_Ldalvik/system/PathClassLoader;,0.013899563828014586
suspicious_getSystemService,0.013040681835657795
suspicious_sendTextMessage,0.011215539510091986
intent_android.net.conn.CONNECTIVITY_CHANGE,0.010847850199663408
intent_android.intent.action.PACKAGE_ADDED,0.010788047047475715
intent_com.inmobi.share.id,0.009602934782766104
n_services,0.00892329330261247
n_receivers,0.00837671846375272
suspicious_getDeviceId,0.007284469250542886
perm_,0.007181853518931916
intent_com.google.firebase.INSTANCE_ID_EVENT,0.0071348655005072145
perm_android.permission.SYSTEM_ALERT_WINDOW,0.006887157294372855
n_used_permissions,0.006474987320999834
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.00638266432892451
n_providers,0.006066397895980986
intent_com.gtp.nextlauncher.theme,0.005534216775646095
suspicious_Ldalvik/system/DexClassLoader;,0.004016548501403719
perm_com.google.android.c2dm.permission.RECEIVE,0.003580896879791228
perm_android.permission.ACCESS_COARSE_LOCATION,0.003110051548372306
perm_android.permission.WRITE_EXTERNAL_STORAGE,0.0030022845761087783
