feature,importance
perm_android.permission.READ_PHONE_STATE,0.45299441185095685
intent_com.google.android.c2dm.intent.RECEIVE,0.10586868850357
suspicious_Base64,0.06941565054175734
n_urls,0.06264251778166459
suspicious_getSubscriberId,0.041044354766776724
suspicious_getCellLocation,0.037693963780415736
perm_android.permission.GET_TASKS,0.036784055932360844
suspicious_Ldalvik/system/PathClassLoader;,0.015581739686273586
n_activities,0.01525731038745445
suspicious_getSystemService,0.015201104876938477
intent_android.intent.action.PACKAGE_ADDED,0.013049462231761665
intent_android.net.conn.CONNECTIVITY_CHANGE,0.012268779316341245
suspicious_sendTextMessage,0.011855889019139724
suspicious_getDeviceId,0.009962167575330536
n_api_calls,0.00991391415750303
n_providers,0.009751682464362041
n_permissions,0.008808353484739842
intent_com.google.firebase.INSTANCE_ID_EVENT,0.008317470648468137
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.007440592007125946
intent_com.android.vending.INSTALL_REFERRER,0.005925435456112745
perm_android.permission.SYSTEM_ALERT_WINDOW,0.005716246720019001
n_services,0.0046435347851122985
n_receivers,0.004174301134890623
perm_com.google.android.c2dm.permission.RECEIVE,0.0036895757516478907
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.0032680662351680313
intent_android.intent.action.USER_PRESENT,0.0027920027596130977
perm_android.permission.SEND_SMS,0.002170912501106258
suspicious_setWifiEnabled,0.002137053023868844
perm_android.permission.WRITE_EXTERNAL_STORAGE,0.001947056029448236
perm_android.permission.WRITE_SMS,0.0019209615466184815
