cluster_id,anchor_index,rank,feature
0,47608,1,n_services
1,34247,1,perm_com.android.launcher.permission.INSTALL_SHORTCUT
1,34247,2,perm_android.permission.SYSTEM_ALERT_WINDOW
1,34247,3,perm_android.permission.GET_TASKS
1,34247,4,perm_com.android.launcher.permission.READ_SETTINGS
1,34247,5,perm_android.permission.READ_PHONE_STATE
1,34247,6,perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS
1,34247,7,suspicious_Ljava/lang/Runtime;->exec
1,34247,8,perm_android.permission.CHANGE_CONFIGURATION
1,34247,9,n_permissions
1,34247,10,n_used_permissions
1,34247,11,perm_com.google.android.c2dm.permission.RECEIVE
1,34247,12,suspicious_getSubscriberId
1,34247,13,intent_com.google.android.c2dm.intent.RECEIVE
1,34247,14,n_providers
1,34247,15,n_activities
1,34247,16,n_api_calls
1,34247,17,perm_android.permission.GET_ACCOUNTS
1,34247,18,perm_android.permission.CALL_PHONE
1,34247,19,perm_com.google.android.providers.gsf.permission.READ_GSERVICES
1,34247,20,n_urls
1,34247,21,perm_android.permission.VIBRATE
1,34247,22,perm_android.permission.ACCESS_WIFI_STATE
1,34247,23,intent_com.google.android.c2dm.intent.REGISTRATION
1,34247,24,perm_android.permission.WRITE_EXTERNAL_STORAGE
1,34247,25,perm_ACCESS_WIFI_STATE
1,34247,26,perm_android.permission.ACCESS_NETWORK_STATE
1,34247,27,perm_android.permission.MODIFY_AUDIO_SETTINGS
1,34247,28,perm_android.permission.SEND_SMS
1,34247,29,perm_android.permission.CAMERA
1,34247,30,intent_cn.play.dservice
2,33066,1,n_used_permissions
2,33066,2,n_api_calls
2,33066,3,n_activities
2,33066,4,n_permissions
2,33066,5,n_urls
2,33066,6,perm_android.permission.GET_ACCOUNTS
2,33066,7,perm_android.permission.GET_TASKS
2,33066,8,perm_android.permission.READ_EXTERNAL_STORAGE
2,33066,9,n_services
2,33066,10,perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS
2,33066,11,perm_android.permission.WRITE_SETTINGS
2,33066,12,suspicious_getDeviceId
2,33066,13,perm_android.permission.READ_PHONE_STATE
2,33066,14,n_receivers
2,33066,15,suspicious_Ldalvik/system/DexClassLoader;
2,33066,16,suspicious_Ljava/lang/Runtime;->exec
2,33066,17,perm_android.permission.WRITE_EXTERNAL_STORAGE
2,33066,18,perm_android.permission.VIBRATE
2,33066,19,suspicious_getSimCountryIso
2,33066,20,perm_android.permission.SYSTEM_ALERT_WINDOW
2,33066,21,suspicious_Ljava/lang/System;->load
2,33066,22,n_providers
2,33066,23,intent_com.google.android.c2dm.intent.REGISTRATION
2,33066,24,suspicious_Landroid/telephony/SmsMessage;->getMessageBody
2,33066,25,perm_android.permission.ACCESS_FINE_LOCATION
2,33066,26,suspicious_Cipher
2,33066,27,suspicious_Ldalvik/system/PathClassLoader;
2,33066,28,intent_com.android.vending.INSTALL_REFERRER
2,33066,29,suspicious_getSubscriberId
2,33066,30,intent_com.google.android.c2dm.intent.RECEIVE
3,49493,1,intent_
3,49493,2,intent_ACTION.TAPCORE.MESSAGE
3,49493,3,intent_ACTION.TAPCORE.SYNC
3,49493,4,intent_LOCATION_SERVICE
3,49493,5,intent_action.com.excelliance.install.plugin
3,49493,6,intent_action.qihoo360.daemon.pcdaemon.DaemonStatus
3,49493,7,intent_action_send_cancel
3,49493,8,intent_action_send_pop
3,49493,9,intent_android.Intent.ACTION_NEW_OUTGOING_CALL
3,49493,10,intent_android.accessibilityservice.AccessibilityService
3,49493,11,intent_android.accounts.AccountAuthenticator
3,49493,12,intent_android.app.action.DEVICE_ADMIN_ENABLED
3,49493,13,intent_android.appwidget.action.APPWIDGET_CONFIGURE
3,49493,14,intent_android.appwidget.action.APPWIDGET_UPDATE
3,49493,15,intent_android.bluetooth.adapter.action.STATE_CHANGED
3,49493,16,intent_android.content.SyncAdapter
3,49493,17,intent_android.easou.eyou.SEND_SMS_RESULT
3,49493,18,intent_android.fbreader.action.CLOSE
3,49493,19,intent_android.fbreader.action.PLUGIN
3,49493,20,intent_android.fbreader.action.PLUGIN_CRASH
3,49493,21,intent_android.hardware.usb.action.USB_STATE
3,49493,22,intent_android.intent.action
3,49493,23,intent_android.intent.action.ACTION_BOOT_COMPLETED
3,49493,24,intent_android.intent.action.ACTION_MEDIA_EJECT
3,49493,25,intent_android.intent.action.ACTION_PACKAGE_ADDED
3,49493,26,intent_android.intent.action.ACTION_POWER_CONNECTED
3,49493,27,intent_android.intent.action.ACTION_POWER_DISCONNECTED
3,49493,28,intent_android.intent.action.ACTION_SHUTDOWN
3,49493,29,intent_android.intent.action.ACTION_VIEW_DOWNLOADS
