feature,importance
perm_android.permission.READ_PHONE_STATE,0.5129749695452064
intent_com.google.android.c2dm.intent.RECEIVE,0.11988666049769203
suspicious_Base64,0.0786069105734081
perm_android.permission.GET_TASKS,0.04165459766833573
n_urls,0.03695783546128899
suspicious_getSubscriberId,0.02916422914997272
suspicious_getCellLocation,0.027457592711336014
suspicious_Ldalvik/system/PathClassLoader;,0.01741667715581102
suspicious_getSystemService,0.017213868664380967
intent_android.net.conn.CONNECTIVITY_CHANGE,0.013000320657610552
intent_com.inmobi.share.id,0.012554433736939126
suspicious_sendTextMessage,0.01018513800182178
perm_,0.009480244789706152
intent_com.google.firebase.INSTANCE_ID_EVENT,0.009418778998084786
suspicious_getDeviceId,0.00826205957390022
perm_android.permission.SYSTEM_ALERT_WINDOW,0.005873384486745818
n_services,0.0049699028218865736
perm_com.google.android.c2dm.permission.RECEIVE,0.0041781089552574615
n_permissions,0.0037678920164452363
perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.0037007877660263206
intent_co.ronash.pushe.CHECK_TASKS,0.0032967485053543638
perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.0031247829414677397
n_providers,0.00299966145351022
intent_android.intent.action.USER_PRESENT,0.00277284742074704
perm_android.permission.VIBRATE,0.0026212437371445235
perm_com.sec.android.provider.badge.permission.READ,0.0025053490242218437
n_api_calls,0.002393995591946202
n_receivers,0.0022046023909404163
perm_android.permission.ACCESS_NETWORK_STATE,0.0018436597126960479
intent_android.intent.action.MAIN,0.0016797159823718154
