cluster_id,feature,aggregated_score,method_count,rank_mean,rank_std,top_methods,entropy_reduction_ratio,entropy_reduction_ratio_norm,entropy_reduction_ratio_rank,mutual_information,mutual_information_norm,mutual_information_rank,chi2_stat,chi2_stat_norm,chi2_stat_rank,f_stat,f_stat_norm,f_stat_rank,pearson_r,pearson_r_norm,pearson_r_rank
60,intent_com.baidu.location.service_v2.2,0.8985881313442622,4,2.8,2.16794833886788,"chi2_stat,f_stat,mutual_information,pearson_r",0.2908694779215281,0.7569574755709854,6.0,0.09223657867770219,0.8934686176188891,4.0,171.6242799988044,0.8425145635314366,2.0,278.96758314844055,1.0,1.0,0.5992049823525838,1.0,1.0
60,perm_com.android.launcher.permission.WRITE_SETTINGS,0.7483431026812518,3,4.0,2.345207879911715,"chi2_stat,f_stat,pearson_r",0.24922191695046106,0.6485740424187016,7.0,0.08523896048441237,0.8256847476682264,6.0,130.3314277662594,0.6398053118106829,3.0,193.93829613818664,0.6952001159037563,2.0,0.5294172648842753,0.9324512956048914,2.0
60,perm_com.android.launcher3.permission.READ_SETTINGS,0.6836015028911654,3,8.4,4.642197755374064,"chi2_stat,f_stat,pearson_r",0.20891346822209966,0.543675509194688,16.5,0.0753465493373322,0.7298598695210917,8.0,125.29787234042553,0.6150952663984762,6.5,172.51306431576276,0.6183982467381072,5.5,0.5072328447664927,0.910978622603464,5.5
60,n_api_calls,0.7033541339302773,2,18.2,19.421637418096346,"chi2_stat,entropy_reduction_ratio",0.3574428436884715,0.9302077156831658,2.0,0.0752588753892891,0.7290105977648943,10.0,203.70482295217988,1.0,1.0,44.62432560764297,0.15996240532326678,42.0,0.28677105402563396,0.69758995088006,36.0
60,perm_android.permission.WRITE_SETTINGS,0.6748417825763475,2,8.6,5.272570530585627,"entropy_reduction_ratio,mutual_information",0.29575264123018696,0.7696653987169144,4.0,0.09355508558281711,0.9062406063322864,3.0,75.76209553893209,0.3719209709468557,16.0,129.99517696980507,0.46598667666928795,10.0,0.4549728135123388,0.860395260216393,10.0
60,n_permissions,0.6341770650710143,2,23.2,25.830214865540704,"entropy_reduction_ratio,mutual_information",0.3842613189097849,1.0,1.0,0.09925699295013124,0.961473306485514,2.0,97.9575597414809,0.4808799238124894,11.0,25.96113832528461,0.0930614877624348,55.0,0.22259266247427129,0.6354706072946336,47.0
60,perm_com.android.launcher2.permission.READ_SETTINGS,0.6314513553678018,2,13.0,11.07925990308017,"chi2_stat,f_stat",0.20891346822209966,0.543675509194688,16.5,0.0484281378215945,0.4691091319042733,31.0,125.29787234042553,0.6150952663984762,6.5,172.51306431576276,0.6183982467381072,5.5,0.5072328447664927,0.910978622603464,5.5
60,intent_com.google.android.c2dm.intent.RECEIVE,0.464738001014687,2,212.0,440.7822591711241,"entropy_reduction_ratio,mutual_information",0.29409230190344865,0.765344538809784,5.0,0.10323426795169865,1.0,1.0,29.375637484120926,0.1442068825784106,41.0,115.5312397791896,0.41413858368524004,13.0,-0.4339416648444289,0.0,1000.0
60,intent_com.dzbook.service.PerpareDataService,0.7071594691241236,1,7.8,4.893873721296862,mutual_information,0.20891346822209966,0.543675509194688,16.5,0.08750649632978358,0.8476497006858827,5.0,125.29787234042553,0.6150952663984762,6.5,172.51306431576276,0.6183982467381072,5.5,0.5072328447664927,0.910978622603464,5.5
60,intent_com.igexin.sdk.action.pushmanager,0.6835651600820288,1,8.6,4.642197755374064,pearson_r,0.20891346822209966,0.543675509194688,16.5,0.07532779022084957,0.7296781554754086,9.0,125.29787234042553,0.6150952663984762,6.5,172.51306431576276,0.6183982467381072,5.5,0.5072328447664927,0.910978622603464,5.5
