cluster_id,feature,aggregated_score,method_count,rank_mean,rank_std,top_methods,entropy_reduction_ratio,entropy_reduction_ratio_norm,entropy_reduction_ratio_rank
5,n_urls,1.0,1,1.0,,entropy_reduction_ratio,0.3853826179597845,1.0,1.0
5,n_activities,0.8821104178689217,1,2.0,,entropy_reduction_ratio,0.3399500221679245,0.8821104178689217,2.0
5,n_api_calls,0.8510982149976658,1,3.0,,entropy_reduction_ratio,0.3279984582367,0.8510982149976658,3.0
5,n_permissions,0.6999686739777093,1,4.0,,entropy_reduction_ratio,0.2697557600673685,0.6999686739777093,4.0
5,intent_com.android.vending.INSTALL_REFERRER,0.53910343503782,1,5.0,,entropy_reduction_ratio,0.2077610931459877,0.53910343503782,5.0
5,intent_com.google.android.c2dm.intent.RECEIVE,0.5285187685158459,0,6.0,,,0.203681946651518,0.5285187685158459,6.0
5,perm_com.google.android.c2dm.permission.RECEIVE,0.5150383320574412,0,7.0,,,0.1984868207579375,0.5150383320574412,7.0
5,perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS,0.4715719202960889,0,8.0,,,0.1817356212000296,0.4715719202960889,8.0
5,intent_com.google.firebase.INSTANCE_ID_EVENT,0.45430593382807044,0,9.0,,,0.1750816101333264,0.45430593382807044,9.0
5,n_services,0.4541949237106295,0,10.0,,,0.175038828763647,0.4541949237106295,10.0
5,intent_com.igexin.sdk.action.refreshls,0.4517715154938137,0,11.0,,,0.1741048893606653,0.4517715154938137,11.0
5,perm_android.permission.SYSTEM_ALERT_WINDOW,0.4135434306405484,0,12.0,,,0.1593724499403251,0.4135434306405484,12.0
5,perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.4038626353377895,0,13.0,,,0.1556416397026151,0.4038626353377895,13.0
5,perm_android.permission.GET_TASKS,0.39960684632176374,0,14.0,,,0.1540015325901346,0.39960684632176374,14.0
5,suspicious_sendTextMessage,0.39509119380282604,0,15.0,,,0.1522612786005897,0.39509119380282604,15.0
5,perm_android.permission.WRITE_SETTINGS,0.3874103392482725,0,16.0,,,0.1493012107641875,0.3874103392482725,16.0
5,intent_com.google.firebase.MESSAGING_EVENT,0.38271602285237394,0,17.0,,,0.1474921028220046,0.38271602285237394,17.0
5,perm_android.permission.SEND_SMS,0.36931605295985726,0,18.0,,,0.1423279873442442,0.36931605295985726,18.0
5,n_providers,0.35915433406266567,0,19.0,,,0.1384118375126731,0.35915433406266567,19.0
5,perm_android.permission.READ_LOGS,0.3369738709520808,0,20.0,,,0.1298638725715555,0.3369738709520808,20.0
5,perm_android.permission.READ_SMS,0.33409202336021127,0,21.0,,,0.1287532586020397,0.33409202336021127,21.0
5,n_receivers,0.323985845924445,0,22.0,,,0.124858513484278,0.323985845924445,22.0
5,intent_com.getui.gis.action.64kVIzqls49c7TJxrBbWG4,0.3219063829570866,0,24.0,,,0.124057124601967,0.3219063829570866,24.0
5,intent_com.getui.gtc.sdk.service.action,0.3219063829570866,0,24.0,,,0.124057124601967,0.3219063829570866,24.0
5,perm_android.permission.UPDATE_APP_OPS_STATS,0.3219063829570866,0,24.0,,,0.124057124601967,0.3219063829570866,24.0
5,perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.314137833075914,0,26.0,,,0.1210632605110095,0.314137833075914,26.0
5,perm_com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,0.30337532304240633,0,27.0,,,0.1169155762184779,0.30337532304240633,27.0
5,intent_com.igexin.sdk.action.service.message,0.30081991990629064,0,28.0,,,0.115930768267939,0.30081991990629064,28.0
5,perm_android.permission.WRITE_SMS,0.29327122451924453,0,29.0,,,0.1130216322774982,0.29327122451924453,29.0
5,n_used_permissions,0.28952010178902643,0,30.0,,,0.1115760147794383,0.28952010178902643,30.0
5,perm_android.permission.MODIFY_PHONE_STATE,0.27865629310086765,0,31.0,,,0.1073892917461814,0.27865629310086765,31.0
5,perm_android.permission.RECEIVE_MMS,0.2746944846657466,0,32.0,,,0.1058624796395993,0.2746944846657466,32.0
5,perm_com.android.launcher2.permission.READ_SETTINGS,0.24432594247077896,0,33.0,,,0.0941589713448805,0.24432594247077896,33.0
5,intent_android.intent.action.USER_PRESENT,0.2323604291219338,0,34.0,,,0.0895476704852698,0.2323604291219338,34.0
5,perm_android.permission.RECEIVE_SMS,0.23018601950397446,0,35.0,,,0.0887096908141837,0.23018601950397446,35.0
5,perm_android.permission.CHANGE_WIFI_STATE,0.23014107079694923,0,36.0,,,0.0886923683637964,0.23014107079694923,36.0
5,perm_com.android.launcher.permission.READ_SETTINGS,0.22690590420839304,0,37.0,,,0.0874455913943626,0.22690590420839304,37.0
5,suspicious_setWifiEnabled,0.22606509992586124,0,38.0,,,0.0871215600387687,0.22606509992586124,38.0
5,perm_com.android.launcher.permission.WRITE_SETTINGS,0.2193024929879078,0,39.0,,,0.0845153688727872,0.2193024929879078,39.0
5,intent_wifi.intent.action.SDK_RESULT,0.21912563583744102,0,40.0,,,0.0844472112011354,0.21912563583744102,40.0
5,perm_android.permission.INTERACT_ACROSS_USERS,0.21362375673581283,0,41.0,,,0.0823268826292517,0.21362375673581283,41.0
5,intent_android.net.conn.CONNECTIVITY_CHANGE,0.20477506001895115,0,42.0,,,0.0789167487229754,0.20477506001895115,42.0
5,perm_android.permission.BROADCAST_STICKY,0.20264017032093146,0,43.0,,,0.0780939993420972,0.20264017032093146,43.0
5,perm_android.permission.READ_PHONE_STATE,0.1987950978055781,0,44.0,,,0.0766121752298851,0.1987950978055781,44.0
5,perm_android.permission.PROCESS_OUTGOING_CALLS,0.19849045080797986,0,45.0,,,0.0764947695723971,0.19849045080797986,45.0
5,perm_com.android.vending.BILLING,0.1898507093250159,0,46.0,,,0.0731651633811967,0.1898507093250159,46.0
5,perm_android.permission.CHANGE_NETWORK_STATE,0.1871344997869458,0,47.0,,,0.0721183834384879,0.1871344997869458,47.0
5,perm_android.webkit.permission.PLUGIN,0.18424314701534572,0,48.0,,,0.0710041063379234,0.18424314701534572,48.0
5,suspicious_getSubscriberId,0.17100538085261585,0,49.0,,,0.0659025013581911,0.17100538085261585,49.0
5,perm_com.android.launcher3.permission.READ_SETTINGS,0.16526694145410495,0,50.0,,,0.0636910065597894,0.16526694145410495,50.0
