cluster_id,feature,aggregated_score,method_count,rank_mean,rank_std,top_methods,entropy_reduction_ratio,entropy_reduction_ratio_norm,entropy_reduction_ratio_rank,mutual_information,mutual_information_norm,mutual_information_rank,chi2_stat,chi2_stat_norm,chi2_stat_rank,f_stat,f_stat_norm,f_stat_rank,pearson_r,pearson_r_norm,pearson_r_rank
67,suspicious_getSubscriberId,0.9621248065762815,5,1.2,0.44721359549995804,"chi2_stat,entropy_reduction_ratio,f_stat,mutual_information,pearson_r",0.3582400367845485,1.0,1.0,0.048739689285844046,0.8106240328814076,2.0,128.37261602034326,1.0,1.0,184.9667104385409,1.0,1.0,0.5204116676635779,1.0,1.0
67,perm_android.permission.GET_TASKS,0.8445015266738105,5,2.2,0.44721359549995787,"chi2_stat,entropy_reduction_ratio,f_stat,mutual_information,pearson_r",0.3078079139757853,0.8592225389952883,2.0,0.04559428538674282,0.7583106096509709,3.0,109.29752066115701,0.8514083770314114,2.0,148.8372881355932,0.8046706771327241,2.0,0.47968744354753806,0.9488954305586585,2.0
67,intent_android.net.conn.CONNECTIVITY_CHANGE,0.6521284028965285,4,4.8,3.0331501776206204,"chi2_stat,entropy_reduction_ratio,f_stat,pearson_r",0.22102261825277866,0.6169679420441365,5.0,0.02483336212505094,0.4130211015042294,10.0,91.49104683195593,0.7126990916618643,3.0,115.7852711183688,0.6259789712638096,3.0,0.4343286010316795,0.891974908008603,3.0
67,perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.5489754874927536,3,10.6,11.260550608207398,"chi2_stat,f_stat,pearson_r",0.16904948714536316,0.4718888727868022,11.0,0.01677424114204773,0.2789841954745749,30.0,79.64210284664829,0.6203979112961862,4.0,96.4166869836377,0.5212650792947642,4.0,0.4027454226324892,0.8523413786114408,4.0
67,intent_android.intent.action.PACKAGE_ADDED,0.5316728569572712,3,8.8,6.496152707564685,"chi2_stat,f_stat,pearson_r",0.1768048961493134,0.4935375111510688,9.0,0.019423678088974716,0.3230488436956036,20.0,71.07969303423849,0.5536982515256561,5.0,85.31201619865497,0.46122902870677207,5.0,0.3824323631913603,0.8268506497072552,5.0
67,perm_android.permission.READ_PHONE_STATE,0.6540202791584189,2,6.2,3.8987177379235853,"entropy_reduction_ratio,mutual_information",0.29988437347689006,0.8371045742641141,3.0,0.06012613407549261,1.0,1.0,43.59279290228488,0.33958015543888825,9.0,61.2549871436614,0.3311676301018213,9.0,0.33095261051659786,0.7622490359872711,9.0
67,n_providers,0.29076279573881714,1,211.0,440.5825688789787,entropy_reduction_ratio,0.23313454764965283,0.6507774779787213,4.0,0.027730911922279722,0.4612122889434668,8.0,17.229022890573972,0.1342110445723384,24.0,23.97897973316743,0.1296394344491246,20.0,-0.21433289155721905,0.07797373275043482,999.0
67,n_services,0.2196856625649392,1,219.6,429.3393762514684,mutual_information,0.10191488201289275,0.28448769413840264,19.0,0.03125419212865599,0.519810438659072,4.0,5.27669430539589,0.04110451643798931,40.0,4.433804226410591,0.023970822727497315,48.0,-0.09393933431403835,0.2290548408617349,987.0
67,intent_com.qihoo.appstore.stable_notification_broadcast,0.1717145223913851,1,440.8,247.36248705088653,mutual_information,0.0,0.0,574.5,0.0307625683987216,0.5116338988316964,5.0,0.0,0.0,574.5,0.0,0.0,574.5,0.0,0.34693871312522906,475.5
67,suspicious_getCellLocation,0.545148845686038,0,7.2,2.6832815729997477,,0.20530767393005225,0.5731008621281705,6.0,0.022334124991596704,0.3714545319603391,12.0,66.94214876033058,0.5214675125863466,6.0,81.69721518987343,0.4416860471604649,6.0,0.37540756451546453,0.8180352745948695,6.0
