cluster_id,feature,aggregated_score,method_count,rank_mean,rank_std,top_methods,entropy_reduction_ratio,entropy_reduction_ratio_norm,entropy_reduction_ratio_rank,mutual_information,mutual_information_norm,mutual_information_rank,chi2_stat,chi2_stat_norm,chi2_stat_rank,f_stat,f_stat_norm,f_stat_rank,pearson_r,pearson_r_norm,pearson_r_rank
98,intent_android.intent.action.PACKAGE_ADDED,0.8044870174949871,4,56.1,121.80999548477129,"chi2_stat,entropy_reduction_ratio,f_stat,pearson_r",0.213084159123819,1.0,1.5,0.0011883680473440128,0.022435087474936524,274.0,124.0,1.0,1.5,164.67199426250178,1.0,1.5,0.49849472814461787,0.9999999999999996,2.0
98,perm_android.webkit.permission.PLUGIN,0.8,4,144.8,320.70812275338466,"chi2_stat,entropy_reduction_ratio,f_stat,pearson_r",0.213084159123819,1.0,1.5,0.0,0.0,718.5,124.0,1.0,1.5,164.67199426250178,1.0,1.5,0.49849472814461804,1.0,1.0
98,intent_com.google.android.c2dm.intent.RECEIVE,0.2778952589965494,4,34.1,66.47405508918499,"chi2_stat,entropy_reduction_ratio,f_stat,pearson_r",0.10672834544438711,0.5008741423259406,6.0,0.002711466994454237,0.05118952780827687,153.0,23.225806451612904,0.18730489073881373,4.0,24.516923985604972,0.14888338539535034,4.0,0.2166121444295531,0.5012243487143654,3.5
98,intent_com.google.android.c2dm.intent.REGISTRATION,0.26765735343489405,3,147.2,319.36785217050254,"chi2_stat,f_stat,pearson_r",0.10672834544438711,0.5008741423259406,6.0,0.0,0.0,718.5,23.225806451612904,0.18730489073881373,4.0,24.516923985604972,0.14888338539535034,4.0,0.2166121444295531,0.5012243487143654,3.5
98,suspicious_getSubscriberId,0.267657353434894,3,147.5,319.19978070167906,"chi2_stat,f_stat,pearson_r",0.10672834544438711,0.5008741423259406,6.0,0.0,0.0,718.5,23.225806451612904,0.18730489073881373,4.0,24.516923985604972,0.14888338539535034,4.0,0.21661214442955307,0.5012243487143653,5.0
98,intent_android.intent.action.MAIN,0.2235882264055613,1,422.4,237.04598709954996,mutual_information,0.0,0.0,543.0,0.052969173785108015,1.0,1.0,0.0,0.0,543.0,0.0,0.0,543.0,0.0,0.11794113202780653,482.0
98,n_permissions,0.21360427611038885,1,46.4,80.9462784814719,entropy_reduction_ratio,0.17209687024857068,0.8076474147877345,3.0,0.0021995863280198646,0.04152578133356247,191.0,0.7528462998102461,0.006071341127501985,12.0,1.218919525298005,0.007402105808926677,14.0,0.04941301875676733,0.20537473749421875,12.0
98,n_urls,0.14841209596956653,1,271.4,428.35184136408236,entropy_reduction_ratio,0.15092695924388208,0.7082974157463362,4.0,0.0007606290403693317,0.014359843395993808,322.0,0.4454973525331672,0.0035927205849448965,19.0,2.1101373190761037,0.012814184515870727,13.0,-0.0649609533955531,0.0029963156046870095,999.0
98,suspicious_Base64,0.11955361080340605,1,44.4,31.975381154882268,mutual_information,0.0010374369447448757,0.004868672307743165,57.0,0.024496643182129185,0.4624697995386947,2.0,0.00014603751541507142,1.1777218985086405e-06,83.5,0.02334638057533702,0.00014177505215683985,56.5,0.0069770460658522045,0.13028662939653707,23.0
98,suspicious_getExternalStorageDirectory,0.11370094011409229,1,46.5,32.668792447839266,mutual_information,0.0006909276531322304,0.003242510639801929,62.5,0.02315526155905756,0.4371459833033592,3.0,6.477522995206771e-05,5.223808867102234e-07,85.0,0.017228223049785652,0.00010462145143103285,58.0,0.005691011770857022,0.12801106279498262,24.0
98,suspicious_getSystemService,0.10843964139263321,1,423.0,235.71274891273913,mutual_information,0.0,0.0,543.0,0.022472546731812648,0.42425707493535947,4.0,0.0,0.0,543.0,0.0,0.0,543.0,0.0,0.11794113202780653,482.0
98,perm_com.anddoes.launcher.permission.WRITE_SETTINGS,0.07669414929178682,1,423.2,235.26835741340145,mutual_information,0.0,0.0,543.0,0.014064884291895119,0.26552961443112755,5.0,0.0,0.0,543.0,0.0,0.0,543.0,0.0,0.11794113202780653,482.0
98,perm_com.google.android.c2dm.permission.RECEIVE,0.2402981212654179,0,149.8,317.9173634767375,,0.0983466592145467,0.4615390445678292,10.5,0.0,0.0,718.5,19.033602150537632,0.15349679153659382,6.5,19.956641337313396,0.12119025719395089,6.5,0.19628947758141677,0.4652645130287155,7.0
98,suspicious_sendTextMessage,0.2402981212654179,0,149.6,318.02995141967364,,0.0983466592145467,0.4615390445678292,10.5,0.0,0.0,718.5,19.033602150537632,0.15349679153659382,6.5,19.956641337313396,0.12119025719395089,6.5,0.19628947758141682,0.46526451302871563,6.0
98,intent_android.intent.action.BOOT_COMPLETED,0.18919464818974904,0,150.9,317.3027733884467,,0.08041354539613767,0.3773792745870468,12.0,0.0,0.0,718.5,12.057347670250893,0.09723667476008785,8.0,12.537114599856677,0.0761338602596347,8.0,0.15670582705403843,0.3952234313419759,8.0
98,n_receivers,0.18187506581539312,0,150.9,317.29804600722014,,0.10096019184464859,0.4738043046455772,9.0,0.0,0.0,718.5,8.284492809949475,0.06681042588668931,9.0,6.999336647002876,0.04250471780796746,9.0,0.11772888159369845,0.3262558807367316,9.0
98,perm_android.permission.READ_PHONE_STATE,0.15104037469583326,0,17.2,13.971399357258386,,0.06452655766338233,0.3028219363124371,14.0,0.005809280208854406,0.1096728492013529,42.0,3.8290088826554456,0.030879103892382624,10.0,4.463892220086116,0.02710778016673725,10.0,0.09425503343942401,0.2847202039062564,10.0
98,n_api_calls,0.12168984424516027,0,366.7,440.0916949909416,,0.10612894814677752,0.49806118194411664,8.0,0.0,0.0,718.5,0.0013524690944046551,1.0907008825843992e-05,82.0,0.008336681390387598,5.062598183573454e-05,66.0,-0.004303398474193995,0.11032650629102318,959.0
