cluster_id,feature,aggregated_score,method_count,rank_mean,rank_std,top_methods,entropy_reduction_ratio,entropy_reduction_ratio_norm,entropy_reduction_ratio_rank
28,perm_android.permission.RECEIVE_BOOT_COMPLETED,1.0,1,1.0,,entropy_reduction_ratio,0.4426747283493826,1.0,1.0
28,intent_android.intent.action.BOOT_COMPLETED,0.8654613440156267,1,2.0,,entropy_reduction_ratio,0.3831178653590091,0.8654613440156267,2.0
28,n_permissions,0.7239110034920272,1,3.0,,entropy_reduction_ratio,0.3204571068199621,0.7239110034920272,3.0
28,n_receivers,0.7115067006761295,1,4.0,,entropy_reduction_ratio,0.3149660354405711,0.7115067006761295,4.0
28,n_services,0.6610677170283176,1,5.0,,entropy_reduction_ratio,0.292637972056057,0.6610677170283176,5.0
28,n_activities,0.5148524453812021,0,6.0,,,0.227912166399139,0.5148524453812021,6.0
28,n_used_permissions,0.5052651604657369,0,7.0,,,0.2236681176535773,0.5052651604657369,7.0
28,n_urls,0.4869286091769789,0,8.0,,,0.2155509897929618,0.4869286091769789,8.0
28,n_providers,0.3634358718511551,0,9.0,,,0.1608838758441311,0.3634358718511551,9.0
28,n_api_calls,0.2953627193293208,0,10.0,,,0.130749611543642,0.2953627193293208,10.0
28,perm_com.google.android.c2dm.permission.RECEIVE,0.2632550132140502,0,11.0,,,0.1165363414611428,0.2632550132140502,11.0
28,intent_com.google.android.c2dm.intent.RECEIVE,0.2574956230179852,0,12.0,,,0.1139868049706416,0.2574956230179852,12.0
28,intent_com.android.vending.INSTALL_REFERRER,0.23149816408573426,0,13.5,,,0.1024783869000332,0.23149816408573426,13.5
28,intent_com.google.firebase.INSTANCE_ID_EVENT,0.23149816408573426,0,13.5,,,0.1024783869000332,0.23149816408573426,13.5
28,suspicious_Ljava/lang/System;->load,0.1458714066814855,0,15.0,,,0.0645735853266689,0.1458714066814855,15.0
28,suspicious_Ljava/lang/System;->loadLibrary,0.14487408823341236,0,16.0,,,0.0641320976535903,0.14487408823341236,16.0
28,perm_android.permission.WRITE_EXTERNAL_STORAGE,0.10826613828200307,0,17.0,,,0.0479266833534224,0.10826613828200307,17.0
28,intent_com.google.android.c2dm.intent.REGISTRATION,0.0676146394308871,0,18.0,,,0.0299312921425094,0.0676146394308871,18.0
28,perm_android.permission.READ_EXTERNAL_STORAGE,0.05391418702005103,0,19.0,,,0.0238664480932789,0.05391418702005103,19.0
28,perm_com.android.vending.BILLING,0.037944406551111684,0,20.5,,,0.0167970298623919,0.037944406551111684,20.5
28,suspicious_getDeviceId,0.037944406551111684,0,20.5,,,0.0167970298623919,0.037944406551111684,20.5
28,perm_android.permission.ACCESS_WIFI_STATE,0.03233337009447755,0,22.0,,,0.0143131658231929,0.03233337009447755,22.0
28,perm_android.permission.VIBRATE,0.030946180267597392,0,23.0,,,0.0136990919434097,0.030946180267597392,23.0
28,suspicious_Ldalvik/system/DexClassLoader;,0.02956510817152965,0,24.0,,,0.013087726228452,0.02956510817152965,24.0
28,suspicious_Ldalvik/system/PathClassLoader;,0.028876849456279628,0,25.0,,,0.0127830514886446,0.028876849456279628,25.0
