cluster_id,feature,aggregated_score,method_count,rank_mean,rank_std,top_methods,entropy_reduction_ratio,entropy_reduction_ratio_norm,entropy_reduction_ratio_rank
6,n_used_permissions,1.0,1,1.0,,entropy_reduction_ratio,0.4864233428206257,1.0,1.0
6,n_receivers,0.9288689617735458,1,2.0,,entropy_reduction_ratio,0.4518235454282122,0.9288689617735458,2.0
6,n_services,0.8701957738841921,1,3.0,,entropy_reduction_ratio,0.4232835372411301,0.8701957738841921,3.0
6,n_api_calls,0.8527126505271038,1,4.0,,entropy_reduction_ratio,0.4147793379348298,0.8527126505271038,4.0
6,n_urls,0.8360940642740126,1,5.0,,entropy_reduction_ratio,0.4066956696566483,0.8360940642740126,5.0
6,n_permissions,0.8051354306310139,0,6.0,,,0.3916366675908618,0.8051354306310139,6.0
6,perm_android.permission.GET_ACCOUNTS,0.7700605723741982,0,7.0,,,0.3745754377886219,0.7700605723741982,7.0
6,n_activities,0.7383017130318531,0,8.0,,,0.3591271872631483,0.7383017130318531,8.0
6,perm_android.permission.ACCESS_COARSE_LOCATION,0.6675122399249654,0,9.5,,,0.3246935351179852,0.6675122399249654,9.5
6,perm_android.permission.ACCESS_FINE_LOCATION,0.6675122399249654,0,9.5,,,0.3246935351179852,0.6675122399249654,9.5
6,intent_com.google.android.gms.appinvite.ACTION_PREVIEW,0.6009109399855459,0,11.0,,,0.2922971081652536,0.6009109399855459,11.0
6,intent_com.google.android.gms.measurement.UPLOAD,0.5352544768018002,0,12.0,,,0.2603602718656367,0.5352544768018002,12.0
6,intent_com.google.firebase.INSTANCE_ID_EVENT,0.49767206739356395,0,13.0,,,0.2420793106500291,0.49767206739356395,13.0
6,suspicious_Ldalvik/system/PathClassLoader;,0.49179727772179777,0,14.0,,,0.2392216758195205,0.49179727772179777,14.0
6,intent_com.android.vending.INSTALL_REFERRER,0.46656133350638235,0,15.0,,,0.2269463234750233,0.46656133350638235,15.0
6,perm_android.permission.VIBRATE,0.44308768547320837,0,16.0,,,0.215528193130532,0.44308768547320837,16.0
6,perm_android.permission.ACCESS_WIFI_STATE,0.35109294997236584,0,17.0,,,0.1707798063663129,0.35109294997236584,17.0
6,n_providers,0.3270604753959253,0,18.0,,,0.159089849746589,0.3270604753959253,18.0
6,intent_com.google.firebase.MESSAGING_EVENT,0.27585585166470317,0,19.0,,,0.1341827255033756,0.27585585166470317,19.0
6,perm_android.permission.READ_EXTERNAL_STORAGE,0.2221583351197843,0,20.0,,,0.1080630000044303,0.2221583351197843,20.0
6,perm_com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,0.18276478492217674,0,21.0,,,0.0889010576317379,0.18276478492217674,21.0
6,suspicious_Ljava/lang/System;->load,0.14542001500770207,0,22.0,,,0.070735689813072,0.14542001500770207,22.0
6,suspicious_Ljava/lang/System;->loadLibrary,0.14438203172535086,0,23.0,,,0.0702307905150788,0.14438203172535086,23.0
6,intent_android.intent.action.VIEW,0.1341746856047056,0,24.0,,,0.0652656990937474,0.1341746856047056,24.0
6,perm_android.permission.WRITE_EXTERNAL_STORAGE,0.12232126163631747,0,25.0,,,0.0594999169831739,0.12232126163631747,25.0
6,intent_com.google.android.c2dm.intent.REGISTRATION,0.11087144277943624,0,26.0,,,0.0539304578201191,0.11087144277943624,26.0
6,perm_com.android.vending.BILLING,0.10161897961948473,0,27.0,,,0.0494298437605308,0.10161897961948473,27.0
6,suspicious_getSimCountryIso,0.07361378287050735,0,28.0,,,0.0358074623415439,0.07361378287050735,28.0
6,intent_android.intent.action.BOOT_COMPLETED,0.05882874622320081,0,29.5,,,0.0286156753918356,0.05882874622320081,29.5
6,perm_android.permission.RECEIVE_BOOT_COMPLETED,0.05882874622320081,0,29.5,,,0.0286156753918356,0.05882874622320081,29.5
6,perm_android.permission.CAMERA,0.05325009387080731,0,31.0,,,0.0259020886661502,0.05325009387080731,31.0
