cluster_id,feature,aggregated_score,method_count,rank_mean,rank_std,top_methods,entropy_reduction_ratio,entropy_reduction_ratio_norm,entropy_reduction_ratio_rank
13,n_receivers,1.0,1,1.0,,entropy_reduction_ratio,0.2689268092000412,1.0,1.0
13,n_urls,0.9821614890665543,1,2.0,,entropy_reduction_ratio,0.2641295553738296,0.9821614890665543,2.0
13,intent_android.intent.action.ACTION_POWER_CONNECTED,0.9734117943721243,1,3.5,,entropy_reduction_ratio,0.261776527898182,0.9734117943721243,3.5
13,intent_android.intent.action.ACTION_POWER_DISCONNECTED,0.9734117943721243,1,3.5,,entropy_reduction_ratio,0.261776527898182,0.9734117943721243,3.5
13,n_api_calls,0.8892949295137298,1,5.0,,entropy_reduction_ratio,0.2391552478319029,0.8892949295137298,5.0
13,n_activities,0.8209873640912625,0,6.0,,,0.2207855122186157,0.8209873640912625,6.0
13,intent_android.intent.action.BATTERY_CHANGED,0.7923500068946877,0,7.0,,,0.213084159123819,0.7923500068946877,7.0
13,n_permissions,0.7487660755179296,0,8.0,,,0.2013632715262739,0.7487660755179296,8.0
13,perm_com.google.android.c2dm.permission.RECEIVE,0.6786771045470247,0,9.0,,,0.1825144682029541,0.6786771045470247,9.0
13,intent_com.google.android.c2dm.intent.RECEIVE,0.6211993444073891,0,10.0,,,0.1670571575686366,0.6211993444073891,10.0
13,n_services,0.5724102838783672,0,11.0,,,0.1539364711966991,0.5724102838783672,11.0
13,perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.5720460695554478,0,12.0,,,0.1538385242009714,0.5720460695554478,12.0
13,n_providers,0.5575503349610702,0,13.0,,,0.1499402325494948,0.5575503349610702,13.0
13,intent_android.intent.action.PACKAGE_ADDED,0.5290125973187143,0,14.0,,,0.1422656698235481,0.5290125973187143,14.0
13,suspicious_getCellSignalStrength,0.5171616818216151,0,15.0,,,0.1390786409328139,0.5171616818216151,15.0
13,perm_android.permission.BATTERY_STATS,0.4894954680880081,0,16.0,,,0.1316384543507886,0.4894954680880081,16.0
13,intent_android.intent.action.BOOT_COMPLETED,0.4657597260657169,0,17.0,,,0.1252552769847385,0.4657597260657169,17.0
13,intent_android.intent.action.PACKAGE_INSTALL,0.4362274073214532,0,18.0,,,0.1173132447365651,0.4362274073214532,18.0
13,suspicious_getCellLocation,0.42838298717223966,0,19.0,,,0.1152036698558126,0.42838298717223966,19.0
13,n_used_permissions,0.37527906284019796,0,20.0,,,0.1009226009291962,0.37527906284019796,20.0
13,intent_android.appwidget.action.APPWIDGET_UPDATE,0.31804287823188176,0,22.0,,,0.0855302564316972,0.31804287823188176,22.0
13,intent_android.intent.action.DOWNLOAD_COMPLETE,0.31804287823188176,0,22.0,,,0.0855302564316972,0.31804287823188176,22.0
13,perm_android.permission.READ_LOGS,0.31804287823188176,0,22.0,,,0.0855302564316972,0.31804287823188176,22.0
13,perm_com.android.vending.BILLING,0.28038025112379594,0,24.0,,,0.0754017662974287,0.28038025112379594,24.0
13,intent_com.inmobi.share.id,0.25367104557971326,0,25.0,,,0.0682189448741905,0.25367104557971326,25.0
13,intent_com.google.firebase.INSTANCE_ID_EVENT,0.24028366173443297,0,26.0,,,0.0646187184531431,0.24028366173443297,26.0
13,perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.20995899208283267,0,27.0,,,0.0564636018036929,0.20995899208283267,27.0
13,perm_android.permission.WRITE_SETTINGS,0.17031029505313255,0,28.0,,,0.0458010042225565,0.17031029505313255,28.0
13,suspicious_getSimCountryIso,0.16446520244323273,0,29.0,,,0.0442291021174974,0.16446520244323273,29.0
13,suspicious_Ldalvik/system/PathClassLoader;,0.15648570709669898,0,30.0,,,0.0420832018949275,0.15648570709669898,30.0
13,perm_android.permission.RECEIVE_BOOT_COMPLETED,0.1513489925145695,0,31.0,,,0.0407018016325841,0.1513489925145695,31.0
13,perm_android.permission.CAMERA,0.12414148063129918,0,32.0,,,0.033384972275544,0.12414148063129918,32.0
13,intent_com.google.firebase.MESSAGING_EVENT,0.11813474527799823,0,33.0,,,0.0317696001032717,0.11813474527799823,33.0
13,perm_android.permission.ACCESS_COARSE_LOCATION,0.11309484163837928,0,34.0,,,0.0304142348987933,0.11309484163837928,34.0
13,perm_com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,0.10421232556136878,0,35.0,,,0.0280254881925348,0.10421232556136878,35.0
13,intent_com.android.vending.INSTALL_REFERRER,0.09976536374412384,0,36.0,,,0.0268295809403887,0.09976536374412384,36.0
13,perm_android.permission.ACCESS_WIFI_STATE,0.09755480405235174,0,37.0,,,0.0262351021759342,0.09755480405235174,37.0
13,suspicious_Ldalvik/system/DexClassLoader;,0.09521995985964636,0,38.0,,,0.0256071999772107,0.09521995985964636,38.0
